                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  7/ 7:	14.8187	8.83053	9.63951	8.02778	13.31
Length   16, n   16, alignment  7/ 6:	14.8156	8.83711	9.6334	8.03413	13.1257
Length   16, n   16, alignment  6/ 7:	14.4568	8.83047	9.63865	8.02769	13.1017
Length  128, n  256, alignment  1/ 6:	23.6656	21.1552	19.8745	28.9378	23.276
Length  256, n  128, alignment  6/ 1:	19.5026	15.8719	14.9331	22.637	19.4956
Length  128, n  256, alignment  1/ 6:	24.0163	20.9792	19.9734	28.9693	24.1243
Length  256, n  128, alignment  6/ 1:	19.5143	15.8776	14.9267	22.6343	19.5977
Length    8, n   16, alignment  0/ 0:	16.6233	12.8501	12.8446	12.85	16.515
Length   32, n   16, alignment  0/ 0:	14.8658	8.03343	8.02785	8.02767	13.0986
Length    8, n   16, alignment  7/ 2:	16.7669	13.348	13.4511	12.8505	16.4936
Length   32, n   16, alignment  7/ 2:	14.8646	8.83814	8.8307	8.02767	13.0213
Length   16, n   32, alignment  0/ 0:	17.3826	11.4237	13.6528	13.6526	16.5033
Length   64, n   32, alignment  0/ 0:	14.6289	8.83749	8.8306	8.83057	13.119
Length   16, n   32, alignment  6/ 4:	17.193	12.3552	13.6554	13.6528	16.5709
Length   64, n   32, alignment  6/ 4:	13.0955	8.83063	8.83609	8.83056	13.0812
Length   32, n   64, alignment  0/ 0:	18.5175	11.4001	12.0504	15.1462	17.278
Length  128, n   64, alignment  0/ 0:	15.2584	9.63347	8.83627	11.2449	14.085
Length   32, n   64, alignment  5/ 6:	19.0652	13.1439	13.5565	16.3746	18.0477
Length  128, n   64, alignment  5/ 6:	16.2619	12.045	12.0493	14.8576	15.2603
Length   64, n  128, alignment  0/ 0:	18.9919	15.2504	14.4916	17.5555	18.2242
Length  256, n  128, alignment  0/ 0:	18.4696	12.6279	12.8444	16.4348	18.1007
Length   64, n  128, alignment  4/ 0:	18.8789	16.1477	15.2815	18.7456	18.8596
Length  256, n  128, alignment  4/ 0:	18.6662	15.3554	14.4766	21.31	18.0853
Length  128, n  256, alignment  0/ 0:	23.3376	18.5921	18.1904	26.8864	23.0875
Length  512, n  256, alignment  0/ 0:	22.4861	17.673	17.2348	21.4486	21.267
Length  128, n  256, alignment  3/ 2:	24.7548	19.9759	18.8709	27.4429	23.6071
Length  512, n  256, alignment  3/ 2:	28.0698	24.132	23.6047	26.8124	28.6759
Length  256, n  512, alignment  0/ 0:	34.7182	28.5454	27.6066	34.9998	33.7956
Length 1024, n  512, alignment  0/ 0:	42.1683	23.1657	23.1503	34.8252	38.8456
Length  256, n  512, alignment  2/ 4:	35.3483	31.6377	30.8562	36.8554	35.3959
Length 1024, n  512, alignment  2/ 4:	47.1507	30.803	31.3278	39.9008	41.2982
Length  512, n 1024, alignment  0/ 0:	51.7815	36.065	34.4749	53.3602	52.2147
Length 2048, n 1024, alignment  0/ 0:	56.7347	33.4818	34.7199	61.2051	57.9188
Length  512, n 1024, alignment  1/ 6:	61.658	39.5814	35.1901	54.3875	61.386
Length 2048, n 1024, alignment  1/ 6:	65.2553	48.7657	42.7425	65.1043	65.367
