                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  2/ 5:	12.9041	7.74898	8.45106	7.02427	11.4242
Length   32, n   64, alignment  3/ 2:	16.8148	9.90144	11.7695	13.7576	17.0856
Length   64, n   32, alignment  2/ 3:	11.7021	7.75038	7.72691	7.7269	11.4584
Length   32, n   64, alignment  3/ 2:	16.8779	9.9248	11.9596	13.778	17.0897
Length   64, n   32, alignment  2/ 3:	11.3981	7.72683	7.7268	7.61072	11.4671
Length   16, n   16, alignment  6/ 6:	12.9981	7.7269	8.43459	7.02422	11.3675
Length   16, n   16, alignment  6/ 6:	12.7058	7.74378	8.43442	6.90822	11.1389
Length   16, n   16, alignment  6/ 4:	12.3831	7.73135	8.30057	6.93828	11.2352
Length   16, n   16, alignment  4/ 6:	12.9659	7.66103	8.44651	6.96747	11.164
Length   64, n  128, alignment  2/ 4:	16.1742	14.8772	14.0157	16.4215	15.9466
Length  128, n   64, alignment  4/ 2:	13.8619	9.19847	9.13177	12.2223	14.3633
Length   64, n  128, alignment  2/ 4:	16.2184	14.929	14.1299	16.3351	16.3085
Length  128, n   64, alignment  4/ 2:	14.4267	9.13165	10.5559	12.2174	13.7156
Length   16, n   16, alignment  7/ 7:	13.0081	7.75038	8.42906	7.03021	11.478
Length   16, n   16, alignment  7/ 7:	12.8884	7.62983	8.27071	6.96354	11.3072
Length   16, n   16, alignment  7/ 6:	12.8336	7.67514	8.22884	6.8529	11.253
Length   16, n   16, alignment  6/ 7:	12.9486	7.69498	8.25009	7.04288	11.518
Length  128, n  256, alignment  1/ 6:	20.8579	18.4469	17.2805	25.0017	20.4299
Length  256, n  128, alignment  6/ 1:	17.1318	13.9024	13.0139	19.8164	17.326
Length  128, n  256, alignment  1/ 6:	21.4973	18.5686	17.4264	25.2856	21.3805
Length  256, n  128, alignment  6/ 1:	16.7365	13.7771	13.0429	19.8365	17.2039
Length    8, n   16, alignment  0/ 0:	14.6918	11.4166	11.2445	11.2391	15.0121
Length   32, n   16, alignment  0/ 0:	13.1372	6.9185	6.88441	7.0242	11.282
Length    8, n   16, alignment  7/ 2:	14.8331	11.4965	11.4993	10.9648	14.2743
Length   32, n   16, alignment  7/ 2:	12.733	7.72668	7.63541	6.85772	11.3661
Length   16, n   32, alignment  0/ 0:	15.1784	9.99763	11.8184	11.6502	13.8549
Length   64, n   32, alignment  0/ 0:	11.5165	7.74278	7.64381	7.72015	11.4764
Length   16, n   32, alignment  6/ 4:	15.0228	10.7686	11.6552	11.7289	14.5782
Length   64, n   32, alignment  6/ 4:	11.3649	7.74359	7.71064	7.54348	11.3466
Length   32, n   64, alignment  0/ 0:	15.0586	10.0069	10.5842	13.2434	16.2142
Length  128, n   64, alignment  0/ 0:	13.3689	7.74846	7.75059	9.85656	12.1511
Length   32, n   64, alignment  5/ 6:	16.5845	11.5254	11.8794	14.3496	16.0755
Length  128, n   64, alignment  5/ 6:	13.9103	10.5371	10.558	12.8017	13.6686
Length   64, n  128, alignment  0/ 0:	16.4879	13.3096	12.6529	15.3423	16.1084
Length  256, n  128, alignment  0/ 0:	15.9614	11.0705	10.4048	14.3967	16.0038
Length   64, n  128, alignment  4/ 0:	16.8506	14.2029	13.4186	16.4232	16.3911
Length  256, n  128, alignment  4/ 0:	16.4642	13.2733	13.0105	18.9396	15.9921
Length  128, n  256, alignment  0/ 0:	20.3687	16.4536	15.8953	23.5077	19.4411
Length  512, n  256, alignment  0/ 0:	19.9803	15.5135	15.1336	18.7565	18.5637
Length  128, n  256, alignment  3/ 2:	21.5363	17.8591	16.5257	24.0264	21.3905
Length  512, n  256, alignment  3/ 2:	24.5953	21.1116	20.6765	23.5419	24.5284
Length  256, n  512, alignment  0/ 0:	28.3687	24.2822	23.4666	29.4905	29.2807
Length 1024, n  512, alignment  0/ 0:	29.7926	19.7279	19.6804	30.2579	30.5226
Length  256, n  512, alignment  2/ 4:	30.8993	27.29	26.2308	31.3095	30.2934
Length 1024, n  512, alignment  2/ 4:	32.6491	26.2838	26.7196	33.6589	33.1648
Length  512, n 1024, alignment  0/ 0:	44.0185	30.6654	29.1358	45.2537	43.1158
Length 2048, n 1024, alignment  0/ 0:	47.6226	28.4336	29.5759	52.0794	48.0215
Length  512, n 1024, alignment  1/ 6:	51.5179	33.0872	29.7329	45.9797	51.3811
Length 2048, n 1024, alignment  1/ 6:	54.2317	41.2829	36.5819	56.5718	55.1562
