                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	26.465	22.8723	22.8717	21.105	24.737
Length    4/   4, alignment  0/ 0, N    2:	24.7218	22.8698	23.0738	21.0928	24.5653
Length    4/   4, alignment  4/ 0, N    2:	24.8184	22.8711	24.484	22.4501	27.7727
Length    8/   8, alignment  0/ 0, N    2:	27.4074	22.871	23.1213	20.8368	23.6294
Length    8/   8, alignment  0/ 0, N    2:	24.1716	22.3501	22.5653	20.6761	23.8923
Length   16/  16, alignment  0/ 0, N    2:	24.0124	22.3505	22.3494	21.1124	25.2369
Length   16/  16, alignment  7/ 2, N    2:	23.9125	22.3501	22.5626	22.5483	23.9787
Length   16/   4, alignment  0/ 0, N    2:	24.0953	22.349	22.5648	20.4853	24.1425
Length   16/   4, alignment  7/ 2, N    2:	23.8885	21.8543	21.8545	20.2987	25.783
Length   32/  32, alignment  0/ 0, N    2:	24.395	22.3526	22.9902	21.1328	24.3779
Length   32/  32, alignment  6/ 4, N    2:	24.3516	22.4891	22.5235	20.6378	23.8328
Length   32/   8, alignment  0/ 0, N    2:	23.6329	21.543	21.8789	22.0227	25.0913
Length   32/   8, alignment  6/ 4, N    2:	23.6547	21.7216	21.8551	20.0318	24.4144
Length   64/  64, alignment  0/ 0, N    2:	24.2487	22.0371	22.4793	20.6906	23.8694
Length   64/  64, alignment  5/ 6, N    2:	24.298	22.3497	22.9904	21.2847	25.9298
Length   64/  16, alignment  0/ 0, N    2:	23.6288	22.0328	22.3507	21.1142	24.0364
Length   64/  16, alignment  5/ 6, N    2:	23.6288	21.8175	22.3499	22.5376	23.7945
Length  128/ 128, alignment  0/ 0, N    2:	32.6806	22.4157	23.3934	21.3632	32.048
Length  128/ 128, alignment  4/ 0, N    2:	31.9487	22.1259	23.6028	21.0953	32.8322
Length  128/  32, alignment  0/ 0, N    2:	24.4933	22.3512	22.9907	21.0741	24.455
Length  128/  32, alignment  4/ 0, N    2:	24.3784	22.4765	23.9376	21.074	24.3455
Length  256/ 256, alignment  0/ 0, N    2:	27.69	22.3526	23.0159	21.0799	27.6396
Length  256/ 256, alignment  3/ 2, N    2:	27.6133	22.3527	23.0256	21.0865	28.7461
Length  256/  64, alignment  0/ 0, N    2:	24.5038	23.694	23.5554	21.6714	24.8906
Length  256/  64, alignment  3/ 2, N    2:	24.8455	22.67	22.9889	21.1988	25.3368
Length  512/ 512, alignment  0/ 0, N    2:	27.3445	22.3541	22.9914	23.6492	27.2996
Length  512/ 512, alignment  2/ 4, N    2:	29.7567	22.8708	23.5267	24.1697	27.9078
Length  512/ 128, alignment  0/ 0, N    2:	33.9948	23.4829	24.6241	22.0861	35.0185
Length  512/ 128, alignment  2/ 4, N    2:	34.2268	23.4845	24.4836	22.777	33.555
Length 1024/1024, alignment  0/ 0, N    2:	33.0281	26.8078	26.6555	36.6156	33.9833
Length 1024/1024, alignment  1/ 6, N    2:	33.7501	27.3628	27.3192	37.466	33.761
Length 1024/ 256, alignment  0/ 0, N    2:	29.0201	24.2125	24.1125	22.0817	29.6697
Length 1024/ 256, alignment  1/ 6, N    2:	28.8483	23.4279	24.1634	22.0815	28.9665
Length   16/   1, alignment  1/ 2, N    2:	25.0483	23.4174	24.4976	21.6518	25.1865
Length   16/   1, alignment  2/ 1, N    2:	25.2628	22.7519	23.638	21.4861	25.2935
Length   16/  10, alignment  1/ 1, N    2:	24.482	22.8693	23.132	20.9792	24.6115
Length   32/   1, alignment  2/ 4, N    2:	24.7017	22.2189	23.0397	20.9757	24.6525
Length   32/   1, alignment  4/ 2, N    2:	24.3559	22.5362	22.3493	20.4357	24.2012
Length   32/  10, alignment  2/ 2, N    2:	23.9406	22.0301	22.3516	20.9266	24.335
Length   64/   1, alignment  3/ 6, N    2:	24.4334	22.5419	23.6516	20.9633	24.2338
Length   64/   1, alignment  6/ 3, N    2:	24.5471	21.7118	22.3517	20.4333	23.9508
Length   64/  10, alignment  3/ 3, N    2:	24.1074	21.7121	22.3515	20.5106	23.7857
Length  128/   1, alignment  4/ 0, N    2:	23.9302	21.713	22.4441	20.4345	23.6279
Length  128/   1, alignment  0/ 4, N    2:	23.7235	21.8195	22.3522	20.5127	23.7054
Length  128/  10, alignment  4/ 4, N    2:	23.5077	21.2302	21.8537	20.171	24.0225
Length  256/   1, alignment  5/ 2, N    2:	24.0413	21.7119	22.4247	20.435	23.6306
Length  256/   1, alignment  2/ 5, N    2:	23.7268	22.0307	22.3503	20.4869	24.0627
Length  256/  10, alignment  5/ 5, N    2:	23.3927	21.2296	21.853	20.0109	23.1023
Length  512/   1, alignment  6/ 4, N    2:	23.732	21.2303	22.0596	19.9814	23.1068
Length  512/   1, alignment  4/ 6, N    2:	23.1974	21.2304	21.8529	20.0333	23.448
Length  512/  10, alignment  6/ 6, N    2:	23.848	21.8174	22.3759	20.5072	24.2032
Length 1024/   1, alignment  7/ 6, N    2:	24.2526	21.9251	22.4608	20.4501	23.6362
Length 1024/   1, alignment  6/ 7, N    2:	24.1772	21.8174	22.3506	20.4948	24.0919
Length 1024/  10, alignment  7/ 7, N    2:	24.0802	21.8185	22.3518	20.4904	23.9128
Length    2/   2, alignment  0/ 2, N    8:	24.1294	22.0349	22.2492	20.1179	23.1198
Length    4/   4, alignment  0/ 0, N    8:	23.3393	21.6362	22.5526	20.5577	23.837
Length    4/   4, alignment  4/ 0, N    8:	23.9888	21.8029	22.3526	20.5927	24.0771
Length    8/   8, alignment  0/ 0, N    8:	23.7206	21.8864	22.3547	20.6435	23.766
Length    8/   8, alignment  0/ 0, N    8:	23.7072	21.8852	22.3516	20.5758	23.7359
Length   16/  16, alignment  0/ 0, N    8:	23.7078	21.8856	22.3515	21.1191	23.6411
Length   16/  16, alignment  7/ 2, N    8:	23.2343	21.3981	21.855	21.4927	23.9415
Length   16/   4, alignment  0/ 0, N    8:	23.704	21.8851	22.3495	20.5012	23.8423
Length   16/   4, alignment  7/ 2, N    8:	23.827	21.8786	22.3492	20.4364	23.807
Length   32/  32, alignment  0/ 0, N    8:	24.3759	22.7322	22.9931	21.1699	24.3363
Length   32/  32, alignment  6/ 4, N    8:	24.4617	22.7097	23.0952	21.0876	24.4385
Length   32/   8, alignment  0/ 0, N    8:	23.8255	21.7131	22.3513	20.4663	23.8805
Length   32/   8, alignment  6/ 4, N    8:	23.2551	21.2296	21.8538	20.0791	24.0887
Length   64/  64, alignment  0/ 0, N    8:	24.4244	22.4614	22.9926	21.2609	24.3273
Length   64/  64, alignment  5/ 6, N    8:	24.4143	22.4597	22.9889	21.3354	24.4857
Length   64/  16, alignment  0/ 0, N    8:	23.6993	21.7122	22.3534	21.2009	23.8352
Length   64/  16, alignment  5/ 6, N    8:	23.6666	21.7123	22.35	21.2791	23.7353
Length  128/ 128, alignment  0/ 0, N    8:	32.931	22.3543	22.9924	21.0885	32.8948
Length  128/ 128, alignment  4/ 0, N    8:	32.9225	22.3495	25.0186	21.0945	32.9283
Length  128/  32, alignment  0/ 0, N    8:	24.3346	22.5528	23.0983	21.0745	24.0391
Length  128/  32, alignment  4/ 0, N    8:	24.0088	22.2009	22.5843	21.1342	24.4282
Length  256/ 256, alignment  0/ 0, N    8:	27.6025	22.4474	23.0093	21.076	27.6573
Length  256/ 256, alignment  3/ 2, N    8:	27.6402	22.3523	23.0383	21.0753	27.6941
Length  256/  64, alignment  0/ 0, N    8:	24.4483	22.3537	22.9908	21.3499	24.3767
Length  256/  64, alignment  3/ 2, N    8:	24.3331	22.459	22.9886	21.3329	24.4482
Length  512/ 512, alignment  0/ 0, N    8:	28.7013	22.8819	23.7421	24.0633	28.6486
Length  512/ 512, alignment  2/ 4, N    8:	28.677	22.881	23.7871	24.1285	28.828
Length  512/ 128, alignment  0/ 0, N    8:	33.6976	22.8754	23.5262	21.6494	33.6779
Length  512/ 128, alignment  2/ 4, N    8:	34.308	22.8741	23.5241	21.5941	34.3351
Length 1024/1024, alignment  0/ 0, N    8:	31.9795	25.9347	28.0932	36.4925	31.9762
Length 1024/1024, alignment  1/ 6, N    8:	31.8055	26.5272	28.4406	37.4195	32.5836
Length 1024/ 256, alignment  0/ 0, N    8:	28.9714	23.4193	24.8089	22.1647	29.0264
Length 1024/ 256, alignment  1/ 6, N    8:	28.973	23.4176	24.1242	22.0794	29.0276
Length   16/   1, alignment  1/ 2, N    8:	24.8647	22.9279	23.6338	21.4502	24.8896
Length   16/   1, alignment  2/ 1, N    8:	24.881	22.926	23.5901	21.461	24.9583
Length   16/  10, alignment  1/ 1, N    8:	24.876	22.925	23.4154	21.4272	24.8748
Length   32/   1, alignment  2/ 4, N    8:	24.614	22.2168	22.8707	20.974	24.3886
Length   32/   1, alignment  4/ 2, N    8:	24.5484	22.2161	22.9426	20.9099	24.3208
Length   32/  10, alignment  2/ 2, N    8:	24.3152	21.7121	22.3491	20.4658	23.8207
Length   64/   1, alignment  3/ 6, N    8:	23.745	21.7126	22.3496	20.4713	23.7708
Length   64/   1, alignment  6/ 3, N    8:	23.7683	21.7122	22.5269	20.4368	23.8044
Length   64/  10, alignment  3/ 3, N    8:	23.7092	21.712	22.3496	20.4547	23.7285
Length  128/   1, alignment  4/ 0, N    8:	23.7722	21.7128	22.3496	20.4367	23.772
Length  128/   1, alignment  0/ 4, N    8:	23.763	21.7129	22.4305	20.4502	23.7475
Length  128/  10, alignment  4/ 4, N    8:	23.7672	21.7125	22.3489	20.4539	23.7293
Length  256/   1, alignment  5/ 2, N    8:	23.6347	21.2298	21.8555	20.2544	23.989
Length  256/   1, alignment  2/ 5, N    8:	23.7269	21.7124	22.5037	20.4646	23.7652
Length  256/  10, alignment  5/ 5, N    8:	23.7276	21.7121	22.3519	20.4504	23.7692
Length  512/   1, alignment  6/ 4, N    8:	23.3828	21.2303	21.8537	19.9828	23.8736
Length  512/   1, alignment  4/ 6, N    8:	23.6938	21.7131	22.3496	20.624	23.9365
Length  512/  10, alignment  6/ 6, N    8:	23.7539	21.7122	22.3492	20.4546	23.7799
Length 1024/   1, alignment  7/ 6, N    8:	23.4535	21.2296	21.8546	19.9931	23.2477
Length 1024/   1, alignment  6/ 7, N    8:	23.2151	21.2297	21.8543	20.0983	23.2906
Length 1024/  10, alignment  7/ 7, N    8:	23.2582	21.2293	22.3223	20.4542	23.7703
Length    2/   2, alignment  0/ 2, N   32:	24.0175	22.0343	22.5641	20.5489	23.7298
Length    4/   4, alignment  0/ 0, N   32:	23.9066	21.7132	22.3531	20.477	23.8721
Length    4/   4, alignment  4/ 0, N   32:	23.7765	21.8937	22.4601	20.5098	23.8614
Length    8/   8, alignment  0/ 0, N   32:	23.7267	21.7591	22.5358	20.474	23.766
Length    8/   8, alignment  0/ 0, N   32:	23.8255	21.7577	22.5346	20.5702	23.9178
Length   16/  16, alignment  0/ 0, N   32:	23.7699	21.7934	22.3533	21.9709	23.8232
Length   16/  16, alignment  7/ 2, N   32:	23.7089	21.4731	21.8681	21.5715	23.2311
Length   16/   4, alignment  0/ 0, N   32:	23.8226	21.799	22.4577	21.1373	23.9164
Length   16/   4, alignment  7/ 2, N   32:	23.7811	21.7125	22.3512	21.1204	23.9133
Length   32/  32, alignment  0/ 0, N   32:	24.269	23.0067	23.6313	22.5016	24.2677
Length   32/  32, alignment  6/ 4, N   32:	28.5786	25.1393	25.5992	24.7107	28.2036
Length   32/   8, alignment  0/ 0, N   32:	23.3673	21.2308	21.8559	20.792	23.4044
Length   32/   8, alignment  6/ 4, N   32:	23.5898	21.7129	22.3529	21.244	23.897
Length   64/  64, alignment  0/ 0, N   32:	24.4591	22.3524	22.9944	21.8948	24.3855
Length   64/  64, alignment  5/ 6, N   32:	24.3945	22.3789	22.9893	21.8126	24.4889
Length   64/  16, alignment  0/ 0, N   32:	23.8272	21.7141	22.3496	21.9435	23.8459
Length   64/  16, alignment  5/ 6, N   32:	23.8107	21.7116	22.3523	22.0783	23.7823
Length  128/ 128, alignment  0/ 0, N   32:	33.5726	22.6774	23.5236	21.7657	33.4967
Length  128/ 128, alignment  4/ 0, N   32:	33.6195	22.6897	23.5381	21.7768	33.5213
Length  128/  32, alignment  0/ 0, N   32:	24.2692	23.093	23.6301	22.5497	24.2685
