                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   64, n  128, alignment  4/ 0:	27.3315	22.2834	22.256	20.0385	22.0266
Length  256, n  128, alignment  4/ 0:	15.2002	14.4906	14.7339	19.2983	15.1835
Length  128, n  256, alignment  0/ 0:	28.9132	23.0822	22.6607	24.9346	27.9507
Length  512, n  256, alignment  0/ 0:	18.6713	16.4611	16.2075	19.5288	19.4425
Length  128, n  256, alignment  3/ 2:	32.0903	21.5142	22.7773	24.675	29.8989
Length  512, n  256, alignment  3/ 2:	24.395	21.6325	21.6972	23.5499	25.2114
Length  256, n  512, alignment  0/ 0:	33.8983	26.9584	25.3056	33.6934	33.2165
Length 1024, n  512, alignment  0/ 0:	29.4825	20.3623	21.0363	29.5482	30.8438
Length  256, n  512, alignment  2/ 4:	41.3908	29.1147	27.8715	34.0472	37.1509
Length 1024, n  512, alignment  2/ 4:	33.7731	26.257	28.1947	35.4962	34.6794
Length  512, n 1024, alignment  0/ 0:	46.6709	34.597	31.5387	49.3123	45.376
Length 2048, n 1024, alignment  0/ 0:	51.2799	28.3362	30.54	52.065	55.0235
Length  512, n 1024, alignment  1/ 6:	51.4203	36.9261	33.9216	51.2673	51.4922
Length 2048, n 1024, alignment  1/ 6:	53.8896	40.4529	38.0735	57.7806	54.6755
