                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.3822	5.63574	5.57739	5.50171	5.48596
Length    0, alignments in bytes  0/ 0:	10.4528	6.18262	5.58411	5.49402	5.49866
Length    0, alignments in bytes  0/ 0:	10.4518	5.63806	5.57605	5.48682	5.495
Length    0, alignments in bytes  0/ 0:	10.2974	6.76331	5.56995	5.49109	5.47961
Length    1, alignments in bytes  0/ 0:	10.6782	5.64185	5.57117	5.49475	5.49646
Length    1, alignments in bytes  0/ 0:	10.3981	5.62341	5.57397	5.49121	5.50464
Length    1, alignments in bytes  0/ 1:	10.1938	6.03162	5.1925	5.11438	5.12146
Length    1, alignments in bytes  1/ 0:	9.33594	5.75146	5.2041	5.10852	4.80896
Length    2, alignments in bytes  0/ 0:	9.39551	5.87512	5.90063	6.14673	6.39551
Length    2, alignments in bytes  0/ 0:	9.40991	5.89893	5.88843	6.13635	6.40186
Length    2, alignments in bytes  0/ 2:	9.27856	5.8158	5.83801	6.13977	6.39966
Length    2, alignments in bytes  2/ 0:	9.08325	5.10962	5.12341	5.11035	6.41003
Length    3, alignments in bytes  0/ 0:	9.62134	5.11914	5.12341	5.11267	6.40137
Length    3, alignments in bytes  0/ 0:	9.61182	4.52515	5.12488	5.12073	6.40283
Length    3, alignments in bytes  0/ 3:	9.58716	4.52368	5.11658	5.1189	6.40808
Length    3, alignments in bytes  3/ 0:	9.59949	5.12024	5.1106	5.11755	8.07446
Length    4, alignments in bytes  0/ 0:	9.62903	7.98926	8.00427	5.87048	8.30811
Length    4, alignments in bytes  0/ 0:	9.73962	7.99475	8.00366	5.86731	8.31299
Length    4, alignments in bytes  0/ 4:	9.60938	6.05859	6.09863	5.86401	8.30933
Length    4, alignments in bytes  4/ 0:	9.58545	5.10901	5.1217	5.10657	10.8735
Length    5, alignments in bytes  0/ 0:	9.75415	7.98486	7.99731	6.63086	9.12708
Length    5, alignments in bytes  0/ 0:	9.59924	7.98804	7.99426	6.63538	9.11072
Length    5, alignments in bytes  0/ 5:	9.58301	6.05505	6.11255	5.84204	8.31726
Length    5, alignments in bytes  5/ 0:	9.58569	5.11182	5.11719	5.11255	8.95996
Length    6, alignments in bytes  0/ 0:	9.59924	7.99036	7.99451	7.3252	11.5114
Length    6, alignments in bytes  0/ 0:	9.58362	7.98291	7.99121	7.33887	11.5074
Length    6, alignments in bytes  0/ 6:	9.58679	6.0437	6.10986	5.72192	10.3698
Length    6, alignments in bytes  6/ 0:	9.58496	5.10986	5.11938	5.1106	8.96094
Length    7, alignments in bytes  0/ 0:	9.72766	7.0155	6.8927	5.12109	11.5061
Length    7, alignments in bytes  0/ 0:	9.65344	6.99646	6.88611	5.12756	11.5082
Length    7, alignments in bytes  0/ 7:	9.98047	6.05151	6.80835	5.49915	12.2191
Length    7, alignments in bytes  7/ 0:	9.8396	5.10962	5.12024	5.11462	10.2367
Length    8, alignments in bytes  0/ 0:	9.64978	8.27197	10.0813	6.30798	5.54761
Length    8, alignments in bytes  0/ 0:	10.8453	8.95593	8.58167	6.30884	5.49377
Length    8, alignments in bytes  0/ 0:	10.6594	8.83411	8.57568	6.30688	5.53516
Length    8, alignments in bytes  0/ 0:	12.1858	9.57581	8.57202	6.29004	5.53015
Length    9, alignments in bytes  0/ 0:	10.3586	9.00781	8.91309	7.10913	6.40405
Length    9, alignments in bytes  0/ 0:	10.6483	8.79846	8.57275	7.14648	6.38208
Length    9, alignments in bytes  0/ 1:	10.5344	8.98865	9.94336	7.55005	7.13489
Length    9, alignments in bytes  1/ 0:	10.4032	8.84302	8.03271	6.99854	14.0642
Length   10, alignments in bytes  0/ 0:	9.64062	8.32227	7.99072	7.34155	7.68408
Length   10, alignments in bytes  0/ 0:	9.65515	8.20312	7.99133	7.34534	7.82129
Length   10, alignments in bytes  0/ 2:	9.85986	8.33813	7.99573	7.18262	7.39783
Length   10, alignments in bytes  2/ 0:	9.76147	8.16382	8.03064	7.08386	15.4922
Length   11, alignments in bytes  0/ 0:	10.0891	8.4834	8.17529	6.85522	7.75781
Length   11, alignments in bytes  0/ 0:	9.9469	8.41956	8.17102	6.85059	7.75513
Length   11, alignments in bytes  0/ 3:	10.0822	8.48608	8.17517	7.34424	8.48767
Length   11, alignments in bytes  3/ 0:	9.83911	8.40735	8.19604	7.25159	17.0111
Length   12, alignments in bytes  0/ 0:	10.0419	8.4342	8.17627	7.71411	8.70361
Length   12, alignments in bytes  0/ 0:	9.90552	9.46436	8.69751	7.50793	8.68945
Length   12, alignments in bytes  0/ 4:	9.95886	8.04028	7.99329	7.56189	8.94604
Length   12, alignments in bytes  4/ 0:	9.8114	8.05225	8.02625	7.24084	11.2297
Length   13, alignments in bytes  0/ 0:	10.1381	8.48914	8.17773	7.4978	11.7454
Length   13, alignments in bytes  0/ 0:	9.73315	8.30322	7.98962	7.33557	11.1295
Length   13, alignments in bytes  0/ 5:	9.85474	7.86035	7.79871	7.37476	9.90259
Length   13, alignments in bytes  5/ 0:	9.64453	7.74817	7.82544	7.08228	11.9929
Length   14, alignments in bytes  0/ 0:	9.63867	8.23206	7.98938	7.34546	12.312
Length   14, alignments in bytes  0/ 0:	9.64209	8.26855	7.99255	7.33459	12.2954
Length   14, alignments in bytes  0/ 6:	9.6781	7.849	7.78455	7.38806	12.2357
Length   14, alignments in bytes  6/ 0:	9.88318	8.04187	7.9928	7.25049	12.6392
Length   15, alignments in bytes  0/ 0:	9.86877	7.25171	7.40002	5.23474	11.7736
Length   15, alignments in bytes  0/ 0:	9.8584	7.19055	7.39246	5.23535	11.7793
Length   15, alignments in bytes  0/ 7:	9.80859	8.03564	7.98572	5.23999	11.7679
Length   15, alignments in bytes  7/ 0:	9.8623	8.03259	7.9873	5.24048	12.337
Length   16, alignments in bytes  0/ 0:	9.82324	8.43811	8.17798	5.23767	6.62964
Length   16, alignments in bytes  7/ 2:	9.84851	8.34106	8.21631	5.60193	13.2278
Length   32, alignments in bytes  0/ 0:	10.059	6.56433	6.55835	6.93237	9.41162
Length   32, alignments in bytes  6/ 4:	10.3564	5.9209	6.55017	10.9476	15.4355
Length   64, alignments in bytes  0/ 0:	14.8442	8.61279	7.87476	8.92627	15.6989
Length   64, alignments in bytes  5/ 6:	15.0125	13.1892	13.7205	11.9198	24.1576
Length  128, alignments in bytes  0/ 0:	19.4475	9.93274	9.27148	13.6194	24.8392
Length  128, alignments in bytes  4/ 0:	20.5548	11.4008	12.0127	14.318	31.3588
Length  256, alignments in bytes  0/ 0:	23.2496	15.0875	16.0759	17.3441	49.5409
Length  256, alignments in bytes  3/ 2:	25.5042	15.1265	19.4164	20.1243	57.5845
Length  512, alignments in bytes  0/ 0:	29.7365	19.093	20.9847	27.3079	100.736
Length  512, alignments in bytes  2/ 4:	34.0809	21.7595	23.593	28.8352	144.424
Length 1024, alignments in bytes  0/ 0:	52.6487	27.7047	29.0004	46.644	227.65
Length 1024, alignments in bytes  1/ 6:	68.1251	38.8181	34.6722	46.625	307.066
Length   16, alignments in bytes  1/ 2:	14.1499	8.56982	8.42224	5.67786	17.2751
Length   16, alignments in bytes  2/ 1:	10.0684	8.58044	8.4231	5.71582	15.3439
Length   16, alignments in bytes  1/ 1:	10.2827	8.54272	8.4126	5.3573	14.6378
Length   16, alignments in bytes  1/ 1:	10.084	8.54358	8.40369	5.3645	15.8339
Length   32, alignments in bytes  2/ 4:	10.686	8.00061	7.38586	10.0242	21.0244
Length   32, alignments in bytes  4/ 2:	10.6517	6.70386	6.69324	11.3315	16.619
Length   32, alignments in bytes  2/ 2:	10.7137	6.41431	6.69421	9.56531	16.7505
Length   32, alignments in bytes  2/ 2:	10.6215	6.41467	6.6261	9.52698	16.0405
Length   64, alignments in bytes  3/ 6:	15.5085	9.64014	9.37244	10.828	27.877
Length   64, alignments in bytes  6/ 3:	15.4244	11.4287	11.4491	12.3857	20.1461
Length   64, alignments in bytes  3/ 3:	14.994	8.52051	8.72107	9.46338	20.9985
Length   64, alignments in bytes  3/ 3:	15.3937	8.52087	8.72644	9.46948	21.016
Length  128, alignments in bytes  4/ 0:	21.0348	11.663	12.205	14.6747	32.6759
Length  128, alignments in bytes  0/ 4:	22.616	11.2397	11.3629	14.3732	34.4497
Length  128, alignments in bytes  4/ 4:	23.2706	13.2104	12.9546	14.4049	32.6335
Length  128, alignments in bytes  4/ 4:	23.3413	13.9077	12.964	14.4001	32.6007
Length  256, alignments in bytes  5/ 2:	25.967	15.6005	19.5055	20.6259	56.9622
Length  256, alignments in bytes  2/ 5:	28.5525	18.1761	20.7788	20.6042	82.2825
Length  256, alignments in bytes  5/ 5:	26.4757	14.7126	18.1212	20.7064	56.9469
Length  256, alignments in bytes  5/ 5:	26.1387	14.6639	18.1549	18.6592	56.8933
Length  512, alignments in bytes  6/ 4:	34.1339	24.5266	23.6527	28.7716	109.151
Length  512, alignments in bytes  4/ 6:	35.3268	28.899	28.1482	28.351	146.497
Length  512, alignments in bytes  6/ 6:	34.476	21.098	22.8101	28.3124	109.36
Length  512, alignments in bytes  6/ 6:	33.7306	21.103	22.8412	28.2401	108.734
Length 1024, alignments in bytes  7/ 6:	51.0853	39.7214	36.3755	47.7161	232.184
Length 1024, alignments in bytes  6/ 7:	65.8511	39.8085	35.9076	48.1681	310.499
Length 1024, alignments in bytes  7/ 7:	87.8202	28.0297	29.5518	47.6929	230.717
Length 1024, alignments in bytes  7/ 7:	62.4923	28.0096	29.6542	47.7013	229.422
Length   16, alignments in bytes  0/ 4:	15.6176	8.57874	8.37427	5.6709	9.12476
Length   16, alignments in bytes  4/ 0:	10.131	8.60571	8.4104	5.72766	15.1528
Length   16, alignments in bytes  4/ 4:	10.0944	8.56116	8.40173	5.36865	14.7891
Length   16, alignments in bytes  2/ 2:	10.1367	8.63342	8.41724	5.36328	15.4047
Length   16, alignments in bytes  2/ 6:	10.1339	8.625	8.40967	5.64746	17.9646
Length   16, alignments in bytes  6/ 2:	10.0557	8.55579	8.39111	5.72632	15.1056
Length   16, alignments in bytes  1/ 7:	10.1047	8.57605	8.39758	5.67383	18.5104
Length   16, alignments in bytes  7/ 1:	10.1558	8.599	8.42322	5.71899	13.3954
Length   16, alignments in bytes  3/ 4:	10.0687	8.54333	8.41284	5.65137	15.1953
Length   16, alignments in bytes  4/ 3:	10.6404	8.80591	8.61108	5.85938	14.6873
Length   16, alignments in bytes  5/ 7:	10.3525	8.74939	8.61487	5.78503	15.1058
Length   16, alignments in bytes  7/ 5:	10.3	8.73816	8.61438	6.71509	13.8845
Length   20, alignments in bytes  0/ 4:	10.3933	9.35669	8.57495	7.97485	11.4894
Length   20, alignments in bytes  4/ 0:	10.7866	8.74255	8.61536	6.36499	14.0834
Length   20, alignments in bytes  4/ 4:	10.3926	8.79553	8.62122	7.25037	13.373
Length   20, alignments in bytes  2/ 2:	10.329	8.75647	8.62476	7.25195	20.5815
Length   20, alignments in bytes  2/ 6:	10.3264	8.77429	9.06812	7.77002	20.7476
Length   20, alignments in bytes  6/ 2:	10.2911	8.61926	8.40955	6.19641	13.2264
Length   20, alignments in bytes  1/ 7:	10.0795	8.55249	8.42004	7.77478	20.411
Length   20, alignments in bytes  7/ 1:	10.0966	8.54846	8.41309	7.2616	12.9865
Length   20, alignments in bytes  3/ 4:	10.277	8.5304	8.41968	8.21179	17.4235
Length   20, alignments in bytes  4/ 3:	10.1062	8.54675	8.40222	7.99207	13.9736
Length   20, alignments in bytes  5/ 7:	10.3815	8.74573	8.59778	8.40735	14.9962
Length   20, alignments in bytes  7/ 5:	10.5382	8.75122	8.62134	7.63464	12.9003
Length   24, alignments in bytes  0/ 4:	10.6738	8.80212	8.57922	8.41187	11.0972
Length   24, alignments in bytes  4/ 0:	10.5209	8.74207	8.60999	7.63269	16.6296
Length   24, alignments in bytes  4/ 4:	10.3815	8.73572	8.62939	7.24878	15.8859
Length   24, alignments in bytes  2/ 2:	10.3547	8.74927	8.62329	7.24023	15.8494
Length   24, alignments in bytes  2/ 6:	10.3667	8.7467	8.63	8.4071	19.7919
Length   24, alignments in bytes  6/ 2:	10.365	8.78369	8.62842	7.63892	16.4651
Length   24, alignments in bytes  1/ 7:	10.4523	8.74109	8.62842	8.41528	20.3627
Length   24, alignments in bytes  7/ 1:	10.3002	8.74402	8.60815	7.63245	14.9811
Length   24, alignments in bytes  3/ 4:	10.354	8.74133	8.60327	8.40869	17.3263
Length   24, alignments in bytes  4/ 3:	10.4092	8.75488	8.61926	7.6366	15.6178
Length   24, alignments in bytes  5/ 7:	10.301	8.75574	8.61194	8.40869	16.7601
Length   24, alignments in bytes  7/ 5:	10.0426	8.54114	8.40723	7.44824	14.8297
Length   28, alignments in bytes  0/ 4:	10.1351	8.22937	8.255	8.62549	12.6229
Length   28, alignments in bytes  4/ 0:	10.0393	8.89612	8.89819	8.3717	15.5131
Length   28, alignments in bytes  4/ 4:	10.2996	9.04553	8.40442	7.70264	14.2294
Length   28, alignments in bytes  2/ 2:	10.079	8.55127	8.42273	7.70508	20.7661
Length   28, alignments in bytes  2/ 6:	10.0953	8.26685	8.30786	8.62549	21.678
Length   28, alignments in bytes  6/ 2:	10.1577	8.22083	8.35217	8.17493	14.4811
Length   28, alignments in bytes  1/ 7:	10.149	8.2749	8.31946	8.604	22.2058
Length   28, alignments in bytes  7/ 1:	10.1324	8.2406	8.2804	8.73108	14.0011
Length   28, alignments in bytes  3/ 4:	10.1698	8.54724	8.41187	8.69849	19.2723
Length   28, alignments in bytes  4/ 3:	10.0958	8.55786	8.41882	8.04199	15.0375
Length   28, alignments in bytes  5/ 7:	10.1211	8.56104	8.39917	8.69568	16.0311
Length   28, alignments in bytes  7/ 5:	10.0824	8.60327	8.40271	8.67188	14.4769
Length   32, alignments in bytes  0/ 4:	11.009	7.02734	7.06775	8.3042	12.7446
Length   32, alignments in bytes  4/ 0:	10.6941	7.54358	7.55994	10.0325	17.2878
Length   32, alignments in bytes  4/ 4:	10.9716	6.57788	7.55396	9.77771	16.2108
