                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.4318	21.5632	22.3536	21.1947	14.8419
Length    0/   0, alignment  0/ 0:	22.1431	20.6046	21.8705	19.4303	12.7424
Length    0/   0, alignment  0/ 0:	21.8536	20.6045	22.1067	19.4315	12.6988
Length    0/   0, alignment  0/ 0:	21.3781	21.0978	33.5132	21.539	13.7683
Length    1/   1, alignment  0/ 0:	21.835	20.1568	20.872	19.085	13.863
Length    1/   1, alignment  0/ 0:	21.3783	20.1565	21.147	19.4969	13.9525
Length    1/   1, alignment  0/ 1:	21.378	20.3656	21.2291	19.7534	6.57568
Length    1/   1, alignment  1/ 0:	22.1584	20.9861	21.3833	19.9127	13.9567
Length    2/   2, alignment  0/ 0:	21.8535	21.2291	22.2161	20.1048	14.4117
Length    2/   2, alignment  0/ 0:	22.0084	21.5822	21.8537	20.1005	14.4105
Length    2/   2, alignment  0/ 2:	22.1603	21.5611	21.8537	20.1188	9.05508
Length    2/   2, alignment  2/ 0:	21.8085	20.7675	21.8723	20.1061	14.416
Length    3/   3, alignment  0/ 0:	22.3541	20.6043	21.2291	19.4491	15.0595
Length    3/   3, alignment  0/ 0:	21.994	20.6045	21.2286	19.8315	14.5378
Length    3/   3, alignment  0/ 3:	22.0311	20.6047	21.4281	19.6341	10.727
Length    3/   3, alignment  3/ 0:	21.8529	20.6046	21.5531	19.172	16.2946
Length    4/   4, alignment  0/ 0:	22.7998	21.5679	22.0763	20.0454	16.3848
Length    4/   4, alignment  0/ 0:	22.2765	21.4596	22.0763	20.0829	16.5486
Length    4/   4, alignment  0/ 4:	22.2606	21.4951	22.3673	20.0833	13.7571
Length    4/   4, alignment  4/ 0:	21.8534	21.2505	22.0763	20.1258	17.626
Length    5/   5, alignment  0/ 0:	22.4952	21.7516	22.2062	20.1195	17.2639
Length    5/   5, alignment  0/ 0:	22.1201	21.8803	22.1585	20.1234	17.2567
Length    5/   5, alignment  0/ 5:	22.2583	21.2292	22.4788	20.2896	14.9923
Length    5/   5, alignment  5/ 0:	22.8714	21.5692	22.0763	20.1642	17.8203
Length    6/   6, alignment  0/ 0:	22.1589	21.7461	22.387	20.1186	17.8078
Length    6/   6, alignment  0/ 0:	22.8047	21.7472	22.4463	20.0904	17.7918
Length    6/   6, alignment  0/ 6:	22.0095	21.3313	22.0763	20.1192	24.9753
Length    6/   6, alignment  6/ 0:	22.0136	21.2516	22.0762	20.1283	18.4594
Length    7/   7, alignment  0/ 0:	22.6425	21.2728	22.0763	19.4865	17.4498
Length    7/   7, alignment  0/ 0:	22.4763	21.7459	22.1996	19.5196	17.6339
Length    7/   7, alignment  0/ 7:	22.0162	21.2699	22.0762	19.4455	17.5501
Length    7/   7, alignment  7/ 0:	22.6645	21.6465	22.2329	19.4533	18.319
Length    8/   8, alignment  0/ 0:	22.5024	21.5785	21.9409	20.0647	15.0034
Length    8/   8, alignment  0/ 0:	22.1624	21.2286	21.9883	20.0855	14.9867
Length    8/   8, alignment  0/ 0:	22.1335	21.2291	22.0844	20.0559	14.9857
Length    8/   8, alignment  0/ 0:	22.0606	21.2287	21.9587	20.067	14.9875
