                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    9/   9, alignment  0/ 0:	22.2122	21.2456	22.0363	20.0281	14.6613
Length    9/   9, alignment  0/ 0:	22.0788	21.2289	22.062	19.6589	14.6858
Length    9/   9, alignment  0/ 1:	21.8389	21.229	22.0189	20.1243	15.628
Length    9/   9, alignment  1/ 0:	22.1006	21.2289	21.909	20.1497	20.9718
Length   10/  10, alignment  0/ 0:	22.2291	21.229	22.1357	20.0852	15.6964
Length   10/  10, alignment  0/ 0:	22.1888	21.7278	22.607	20.1053	15.6769
Length   10/  10, alignment  0/ 2:	22.1156	21.7131	22.2642	20.1054	16.2986
Length   10/  10, alignment  2/ 0:	22.1819	21.7157	22.2098	20.1245	20.4635
Length   11/  11, alignment  0/ 0:	22.3437	21.7109	22.0186	20.0944	16.0631
Length   11/  11, alignment  0/ 0:	22.0329	21.5835	22.1445	20.0987	16.2799
Length   11/  11, alignment  0/ 3:	22.1516	21.2451	22.2158	20.5536	16.9654
Length   11/  11, alignment  3/ 0:	22.2415	21.7118	22.1724	20.0857	20.5943
Length   12/  12, alignment  0/ 0:	22.5582	21.711	22.4937	20.1049	17.033
Length   12/  12, alignment  0/ 0:	22.0762	21.7774	22.4954	20.1649	17.0026
Length   12/  12, alignment  0/ 4:	22.2029	21.6664	22.3114	20.0777	16.2342
Length   12/  12, alignment  4/ 0:	22.1351	21.2461	21.9878	20.1141	18.2149
Length   13/  13, alignment  0/ 0:	22.2587	21.2291	22.2292	20.435	17.7691
Length   13/  13, alignment  0/ 0:	22.3917	21.7117	22.4488	20.1271	17.7406
Length   13/  13, alignment  0/ 5:	22.2315	21.2289	21.971	20.038	16.8585
Length   13/  13, alignment  5/ 0:	22.1791	21.2687	21.9417	20.0818	18.6241
Length   14/  14, alignment  0/ 0:	22.2333	21.2286	22.0897	20.1056	18.4548
Length   14/  14, alignment  0/ 0:	21.9165	21.0623	21.9896	20.0951	18.4194
Length   14/  14, alignment  0/ 6:	22.1592	21.5849	22.1106	19.9803	17.535
Length   14/  14, alignment  6/ 0:	22.4707	21.7712	22.4026	20.1076	18.8366
Length   15/  15, alignment  0/ 0:	22.3354	21.7291	22.2881	19.4497	18.1097
Length   15/  15, alignment  0/ 0:	22.3624	21.7111	22.3662	19.4395	18.2121
Length   15/  15, alignment  0/ 7:	22.1168	21.7348	22.4841	19.4623	18.1609
Length   15/  15, alignment  7/ 0:	22.183	21.2292	21.963	19.4351	18.7269
Length   16/  16, alignment  0/ 0:	22.2681	21.2856	21.9124	20.9661	15.6108
Length   16/  16, alignment  7/ 2:	22.3933	21.6013	22.3935	21.1009	18.9227
Length   16/   4, alignment  0/ 0:	22.4148	21.7312	22.4636	20.2753	16.6862
Length   16/   4, alignment  7/ 2:	22.2779	21.7112	22.41	20.2798	17.3034
Length   32/  32, alignment  0/ 0:	23.2807	23.5087	23.7182	22.2463	17.4839
Length   32/  32, alignment  6/ 4:	27.3041	25.5803	26.384	25.1684	24.8769
Length   32/   8, alignment  0/ 0:	23.0413	22.5627	23.0059	21.8792	16.9627
Length   32/   8, alignment  6/ 4:	22.9813	22.3687	22.7836	22.0617	21.8215
Length   64/  64, alignment  0/ 0:	24.2939	24.6739	25.2994	23.8059	24.6344
Length   64/  64, alignment  5/ 6:	29.2139	28.9255	29.2577	27.5696	34.3514
Length   64/  16, alignment  0/ 0:	27.9011	27.6865	26.5364	24.12	21.4317
Length   64/  16, alignment  5/ 6:	27.9184	27.8338	28.2967	26.6956	31.1117
Length  128/ 128, alignment  0/ 0:	25.6647	25.2461	26.0978	27.7812	45.498
Length  128/ 128, alignment  4/ 0:	29.6572	28.3967	29.0903	30.9822	51.3084
Length  128/  32, alignment  0/ 0:	27.0975	26.6635	26.7004	27.8642	38.5221
Length  128/  32, alignment  4/ 0:	31.711	30.8342	31.5354	30.1079	50.9195
Length  256/ 256, alignment  0/ 0:	34.7283	29.4329	30.208	31.0125	89.9291
Length  256/ 256, alignment  3/ 2:	39.478	35.6541	37.1564	36.7797	102.413
Length  256/  64, alignment  0/ 0:	30.513	30.413	30.5285	30.7409	69.698
Length  256/  64, alignment  3/ 2:	34.8506	35.2213	35.7265	35.6638	84.5351
Length  512/ 512, alignment  0/ 0:	46.8145	32.7161	34.0885	48.4281	180.912
Length  512/ 512, alignment  2/ 4:	49.444	43.7343	44.1731	49.4463	192.066
Length  512/ 128, alignment  0/ 0:	33.3313	33.2053	33.8989	40.5462	121.17
Length  512/ 128, alignment  2/ 4:	44.1649	43.5938	44.0285	46.9765	131.84
Length 1024/1024, alignment  0/ 0:	53.3482	49.9225	55.6038	80.9612	397.681
Length 1024/1024, alignment  1/ 6:	60.5241	59.2243	59.7843	83.2264	410.541
Length 1024/ 256, alignment  0/ 0:	46.5443	40.7881	42.9074	73.7356	259.695
Length 1024/ 256, alignment  1/ 6:	64.8802	61.6196	62.1115	79.0336	271.976
Length   16/   1, alignment  1/ 2:	23.2089	22.2302	22.9823	20.9078	19.5763
Length   16/   1, alignment  2/ 1:	22.586	21.7514	22.4391	20.4093	16.8528
Length   16/  10, alignment  1/ 1:	22.3951	21.7437	22.4554	20.3844	27.7752
Length   16/  10, alignment  1/ 1:	22.4697	21.7216	22.4505	20.2224	27.9618
Length   32/   1, alignment  2/ 4:	23.0921	22.3509	23.0077	21.9635	23.3863
Length   32/   1, alignment  4/ 2:	23.4072	22.4095	23.201	21.5742	16.2465
Length   32/  10, alignment  2/ 2:	23.0059	22.3502	22.6716	21.5509	30.1297
Length   32/  10, alignment  2/ 2:	22.9571	22.3424	22.8871	21.4963	30.419
Length   64/   1, alignment  3/ 6:	27.8613	25.62	26.6013	24.9932	27.8908
Length   64/   1, alignment  6/ 3:	26.5656	26.3808	26.9409	24.9107	19.9398
Length   64/  10, alignment  3/ 3:	27.3881	25.6258	26.5691	25.0142	37.1839
Length   64/  10, alignment  3/ 3:	27.935	25.6431	26.5874	25.0084	37.6386
Length  128/   1, alignment  4/ 0:	30.184	30.209	30.6345	30.0525	34.4331
Length  128/   1, alignment  0/ 4:	28.4461	27.7355	28.5231	28.0088	35.1561
Length  128/  10, alignment  4/ 4:	30.791	30.5475	30.6354	29.8767	54.43
Length  128/  10, alignment  4/ 4:	30.503	30.3975	30.3263	29.8252	54.1757
Length  256/   1, alignment  5/ 2:	32.7527	32.3305	32.4559	35.773	57.6429
Length  256/   1, alignment  2/ 5:	35.3612	34.213	34.9115	37.2009	78.9301
Length  256/  10, alignment  5/ 5:	35.0128	34.1747	34.57	35.4698	90.5278
Length  256/  10, alignment  5/ 5:	34.2788	34.2964	34.7982	36.1031	94.7445
Length  512/   1, alignment  6/ 4:	39.9858	40.3043	41.0197	49.9145	105.652
Length  512/   1, alignment  4/ 6:	43.6275	42.5038	43.2704	51.8548	140.464
Length  512/  10, alignment  6/ 6:	43.5384	42.3865	43.2678	52.0323	195.691
Length  512/  10, alignment  6/ 6:	43.3913	41.4355	42.9406	51.5235	163.341
Length 1024/   1, alignment  7/ 6:	42.1671	39.8043	40.7063	57.5302	228.002
Length 1024/   1, alignment  6/ 7:	62.7329	61.866	62.0995	71.2931	292.24
Length 1024/  10, alignment  7/ 7:	60.639	61.0705	61.8676	68.367	344.012
Length 1024/  10, alignment  7/ 7:	59.8099	60.921	61.9926	68.0278	342.509
