                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length   13/  13, alignment  0/ 0:	25.1932	24.1632	24.9125	22.6251	20.0167
Length   13/  13, alignment  0/ 0:	25.1269	24.1864	24.8843	22.6247	19.9923
Length   13/  13, alignment  0/ 5:	25.2352	24.1713	24.8834	22.7576	18.9663
Length   13/  13, alignment  5/ 0:	25.1307	24.1134	24.8549	22.5482	21.4004
Length   14/  14, alignment  0/ 0:	25.2333	23.9328	24.264	22.0743	20.3709
Length   14/  14, alignment  0/ 0:	24.5183	23.574	24.2809	22.0922	20.3176
Length   14/  14, alignment  0/ 6:	24.5232	23.5285	24.249	22.1947	19.3035
Length   14/  14, alignment  6/ 0:	24.5366	23.5419	24.2267	22.0001	21.0878
Length   15/  15, alignment  0/ 0:	24.691	23.5747	24.2708	21.3723	19.7057
Length   15/  15, alignment  0/ 0:	24.6189	23.5707	24.2986	21.365	19.7907
Length   15/  15, alignment  0/ 7:	24.573	23.5453	24.2395	21.5406	19.9615
Length   15/  15, alignment  7/ 0:	24.5386	23.5207	24.2389	21.3743	20.4563
Length   16/  16, alignment  0/ 0:	24.488	23.4756	24.1235	23.0127	17.1912
Length   16/  16, alignment  7/ 2:	24.5039	23.5035	24.1076	22.7748	21.9487
Length   16/   4, alignment  0/ 0:	24.5045	23.4739	24.1021	22.1201	18.3598
Length   16/   4, alignment  7/ 2:	24.4948	23.4769	24.1065	22.4441	17.5445
Length   32/  32, alignment  0/ 0:	26.2158	25.5989	25.6925	38.6146	19.5401
Length   32/  32, alignment  6/ 4:	29.8964	27.6324	28.3494	37.9223	30.0038
Length   32/   8, alignment  0/ 0:	25.43	24.0933	24.8061	32.3044	18.649
Length   32/   8, alignment  6/ 4:	25.6224	24.7545	25.0476	33.1544	26.8049
Length   64/  64, alignment  0/ 0:	43.2257	41.5901	42.6297	39.3745	26.8242
Length   64/  64, alignment  5/ 6:	43.4669	42.0126	43.3576	39.5142	37.7026
Length   64/  16, alignment  0/ 0:	42.4851	41.1957	42.6476	35.6376	25.1418
Length   64/  16, alignment  5/ 6:	45.6274	45.748	47.1909	40.256	39.3543
Length  128/ 128, alignment  0/ 0:	44.1106	42.8926	44.303	43.5448	47.5427
Length  128/ 128, alignment  4/ 0:	51.9684	51.0354	52.2953	45.6772	54.2504
Length  128/  32, alignment  0/ 0:	43.4528	42.3434	43.6632	49.5577	45.0302
Length  128/  32, alignment  4/ 0:	49.6189	48.0847	49.4114	50.8281	58.6206
Length  256/ 256, alignment  0/ 0:	49.1306	45.5309	46.6635	44.5506	93.4047
Length  256/ 256, alignment  3/ 2:	50.86	46.9959	48.3777	45.5342	106.862
Length  256/  64, alignment  0/ 0:	48.3977	47.9597	48.0921	50.9907	73.3184
Length  256/  64, alignment  3/ 2:	52.2619	51.5315	51.5608	52.919	90.095
Length  512/ 512, alignment  0/ 0:	52.013	47.2557	48.6888	55.5515	185.293
Length  512/ 512, alignment  2/ 4:	53.0462	48.5761	49.9984	58.7224	199.025
Length  512/ 128, alignment  0/ 0:	51.109	51.3468	51.0745	64.2958	124.532
Length  512/ 128, alignment  2/ 4:	59.3078	57.1599	58.6173	75.4588	138.197
Length 1024/1024, alignment  0/ 0:	54.5854	51.2077	55.9374	81.5192	409.52
Length 1024/1024, alignment  1/ 6:	65.3113	62.7642	66.1624	83.5218	433.844
Length 1024/ 256, alignment  0/ 0:	63.9251	62.1681	60.7377	86.4624	268.552
Length 1024/ 256, alignment  1/ 6:	73.6794	71.1892	69.4757	106.564	287.03
Length   16/   1, alignment  1/ 2:	24.4558	23.4783	24.1264	22.1704	22.2037
Length   16/   1, alignment  2/ 1:	24.4591	23.4747	24.1172	22.0929	16.9245
Length   16/  10, alignment  1/ 1:	24.5026	23.4738	24.1133	22.1619	32.3925
Length   16/  10, alignment  1/ 1:	24.4866	23.4953	24.1001	22.0812	32.2535
Length   32/   1, alignment  2/ 4:	25.7831	24.732	25.0555	34.499	27.7045
Length   32/   1, alignment  4/ 2:	25.4042	24.1918	24.9904	33.0028	18.2991
Length   32/  10, alignment  2/ 2:	25.6871	24.7325	25.0592	34.4928	36.8471
Length   32/  10, alignment  2/ 2:	25.6173	24.7248	25.0489	34.6287	36.9876
Length   64/   1, alignment  3/ 6:	40.4589	39.4974	41.1834	35.02	33.0829
Length   64/   1, alignment  6/ 3:	38.5211	36.6391	37.8654	33.9857	22.2515
Length   64/  10, alignment  3/ 3:	40.4307	39.4779	41.1962	35.0072	45.0956
Length   64/  10, alignment  3/ 3:	40.4443	39.5024	41.1655	35.0143	45.1006
Length  128/   1, alignment  4/ 0:	42.1629	41.1731	42.4066	41.1023	36.7005
Length  128/   1, alignment  0/ 4:	43.1219	41.8122	42.6509	42.0949	42.0424
Length  128/  10, alignment  4/ 4:	48.3408	47.3284	48.62	41.7641	65.7121
Length  128/  10, alignment  4/ 4:	48.3293	47.2669	48.6088	41.9947	65.8469
Length  256/   1, alignment  5/ 2:	42.3229	41.6627	42.3286	50.02	61.3682
Length  256/   1, alignment  2/ 5:	48.2182	45.0823	45.6644	51.6067	89.586
Length  256/  10, alignment  5/ 5:	52.3389	50.5383	51.5339	50.9405	104.176
Length  256/  10, alignment  5/ 5:	50.5325	49.3368	50.2755	50.1117	104.201
Length  512/   1, alignment  6/ 4:	50.8507	48.2214	49.6889	56.8462	109.931
Length  512/   1, alignment  4/ 6:	58.8016	60.6031	57.0866	58.8546	156.962
Length  512/  10, alignment  6/ 6:	55.5948	56.4101	54.4078	59.6098	185.022
Length  512/  10, alignment  6/ 6:	53.6578	56.2679	54.0878	59.232	184.834
Length 1024/   1, alignment  7/ 6:	52.5618	52.4118	50.2505	59.6658	231.884
Length 1024/   1, alignment  6/ 7:	73.8483	68.8679	71.8347	77.17	315.758
Length 1024/  10, alignment  7/ 7:	71.9315	69.2719	72.1615	78.2692	374.312
Length 1024/  10, alignment  7/ 7:	73.681	69.0259	72.0251	78.4242	376.622
