                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.3774	22.8707	23.4822	21.0967	24.7751
Length    4/   4, alignment  0/ 0, N    2:	25.116	22.8705	23.478	21.1046	24.2179
Length    4/   4, alignment  4/ 0, N    2:	24.5564	23.1219	24.5975	21.4466	26.7223
Length    8/   8, alignment  0/ 0, N    2:	28.557	22.3891	22.3516	20.7017	24.6757
Length    8/   8, alignment  0/ 0, N    2:	24.069	22.3494	22.3521	20.6117	23.9666
Length   16/  16, alignment  0/ 0, N    2:	23.7275	22.3518	22.5621	21.111	24.0949
Length   16/  16, alignment  7/ 2, N    2:	23.8336	22.3495	22.4583	22.5422	24.3414
Length   16/   4, alignment  0/ 0, N    2:	23.9592	22.3517	22.562	20.4999	23.969
Length   16/   4, alignment  7/ 2, N    2:	23.628	22.3498	22.0002	19.9824	23.2021
Length   32/  32, alignment  0/ 0, N    2:	23.9229	21.8559	22.4795	20.6069	26.0855
Length   32/  32, alignment  6/ 4, N    2:	24.3308	22.4142	22.9899	21.1227	24.3694
Length   32/   8, alignment  0/ 0, N    2:	24.2297	21.713	22.3501	20.5044	23.9895
Length   32/   8, alignment  6/ 4, N    2:	23.9952	21.9238	22.3749	20.4346	24.2363
Length   64/  64, alignment  0/ 0, N    2:	24.0192	22.0082	22.4815	20.6878	24.3477
Length   64/  64, alignment  5/ 6, N    2:	24.4787	22.3493	22.9907	21.2788	24.3445
Length   64/  16, alignment  0/ 0, N    2:	23.7337	21.7393	22.3765	21.0964	25.1105
Length   64/  16, alignment  5/ 6, N    2:	23.9069	21.3511	21.8595	22.3715	23.8598
Length  128/ 128, alignment  0/ 0, N    2:	26.7132	22.6296	23.4557	21.0929	24.4344
Length  128/ 128, alignment  4/ 0, N    2:	24.403	23.3486	23.1681	21.0907	25.0775
Length  128/  32, alignment  0/ 0, N    2:	23.918	21.8556	22.4795	20.6061	24.4795
Length  128/  32, alignment  4/ 0, N    2:	24.3845	22.4771	22.9905	21.0737	24.3572
Length  256/ 256, alignment  0/ 0, N    2:	27.314	22.3539	22.9898	21.5884	27.7535
Length  256/ 256, alignment  3/ 2, N    2:	27.6012	22.3512	22.9896	21.0747	27.2719
Length  256/  64, alignment  0/ 0, N    2:	24.3475	22.5356	22.9898	21.2188	24.516
Length  256/  64, alignment  3/ 2, N    2:	24.3817	22.5357	22.9896	21.3813	24.4977
Length  512/ 512, alignment  0/ 0, N    2:	27.5719	22.3565	23.2122	24.1978	28.1576
Length  512/ 512, alignment  2/ 4, N    2:	28.08	22.8723	23.526	24.191	27.9153
Length  512/ 128, alignment  0/ 0, N    2:	25.0107	23.0112	23.9153	21.619	24.9085
Length  512/ 128, alignment  2/ 4, N    2:	25.5133	23.04	24.1519	21.7039	24.9957
Length 1024/1024, alignment  0/ 0, N    2:	29.425	26.7086	26.9161	36.5616	28.6757
Length 1024/1024, alignment  1/ 6, N    2:	29.0158	26.5647	27.5317	37.511	29.6618
Length 1024/ 256, alignment  0/ 0, N    2:	29.6491	23.6263	24.0853	22.288	29.4283
Length 1024/ 256, alignment  1/ 6, N    2:	28.958	23.4154	24.8418	22.0764	28.5822
Length   16/   1, alignment  1/ 2, N    2:	24.8554	23.4175	23.6389	21.4444	25.0748
Length   16/   1, alignment  2/ 1, N    2:	25.2836	23.4135	23.4153	21.4334	25.2449
Length   16/  10, alignment  1/ 1, N    2:	25.2829	23.8222	23.7139	20.9877	24.647
Length   32/   1, alignment  2/ 4, N    2:	24.5336	22.5455	22.8952	20.9738	24.4016
Length   32/   1, alignment  4/ 2, N    2:	23.8274	22.3498	22.5603	20.4341	24.0641
Length   32/  10, alignment  2/ 2, N    2:	23.7789	22.7501	22.4744	20.506	23.9264
Length   64/   1, alignment  3/ 6, N    2:	23.9193	21.8174	22.3524	20.4556	24.1656
Length   64/   1, alignment  6/ 3, N    2:	23.7378	22.3502	22.3512	20.434	23.9015
Length   64/  10, alignment  3/ 3, N    2:	24.1747	23.1868	22.7097	20.5506	24.0332
Length  128/   1, alignment  4/ 0, N    2:	23.6282	22.3522	22.3507	20.4355	23.9123
Length  128/   1, alignment  0/ 4, N    2:	23.6628	21.229	21.8786	20.052	23.1069
Length  128/  10, alignment  4/ 4, N    2:	23.6328	21.7226	23.1333	20.5037	24.079
Length  256/   1, alignment  5/ 2, N    2:	24.2479	22.3512	22.351	20.435	24.1049
Length  256/   1, alignment  2/ 5, N    2:	23.5592	21.2292	21.8547	20.0469	23.719
Length  256/  10, alignment  5/ 5, N    2:	23.2063	21.2292	23.0881	20.4252	24.0035
Length  512/   1, alignment  6/ 4, N    2:	24.1259	22.3487	22.3515	20.4339	24.2249
Length  512/   1, alignment  4/ 6, N    2:	23.6532	21.7117	22.3518	20.4532	23.9031
Length  512/  10, alignment  6/ 6, N    2:	23.105	21.342	23.0103	20.053	23.5232
Length 1024/   1, alignment  7/ 6, N    2:	23.5654	21.8532	21.8529	19.9987	23.5399
Length 1024/   1, alignment  6/ 7, N    2:	23.2868	21.3334	21.8537	20.0041	23.6505
Length 1024/  10, alignment  7/ 7, N    2:	24.0757	22.0303	23.2915	20.5053	24.1682
Length    2/   2, alignment  0/ 2, N    8:	24.1445	22.0342	22.6695	20.5767	24.0852
Length    4/   4, alignment  0/ 0, N    8:	23.8233	21.7137	22.5927	20.5386	23.8562
Length    4/   4, alignment  4/ 0, N    8:	23.7605	21.7115	22.5349	20.5874	24.0129
Length    8/   8, alignment  0/ 0, N    8:	23.7242	21.8864	22.3536	20.5874	23.7193
Length    8/   8, alignment  0/ 0, N    8:	23.7597	21.8849	22.3525	20.5922	23.6976
Length   16/  16, alignment  0/ 0, N    8:	23.7352	21.8856	22.4225	21.1131	23.7016
Length   16/  16, alignment  7/ 2, N    8:	23.7909	21.8853	22.3496	21.3137	23.7339
Length   16/   4, alignment  0/ 0, N    8:	23.8338	21.6727	21.8534	20.0151	23.2584
Length   16/   4, alignment  7/ 2, N    8:	23.2332	21.3924	21.9273	20.1149	23.7826
Length   32/  32, alignment  0/ 0, N    8:	24.344	22.5531	23.2045	21.0768	24.3335
Length   32/  32, alignment  6/ 4, N    8:	24.4762	22.4968	23.0941	21.1102	24.4814
Length   32/   8, alignment  0/ 0, N    8:	23.711	21.7132	22.4353	20.4442	23.8019
Length   32/   8, alignment  6/ 4, N    8:	23.7591	21.7122	22.352	20.4993	23.787
Length   64/  64, alignment  0/ 0, N    8:	24.3287	22.3549	22.992	21.173	24.4964
Length   64/  64, alignment  5/ 6, N    8:	24.3253	22.35	23.2502	22.0827	24.3243
Length   64/  16, alignment  0/ 0, N    8:	23.7013	21.7125	22.3518	21.1389	23.6972
Length   64/  16, alignment  5/ 6, N    8:	23.6997	21.7124	22.352	21.2723	23.8008
Length  128/ 128, alignment  0/ 0, N    8:	24.4209	22.3547	23.2517	21.8594	24.4256
Length  128/ 128, alignment  4/ 0, N    8:	24.4409	22.3538	22.989	21.0792	24.447
Length  128/  32, alignment  0/ 0, N    8:	24.3623	22.7949	23.3087	21.0963	24.4085
Length  128/  32, alignment  4/ 0, N    8:	24.4262	22.707	23.7607	21.3739	24.4783
Length  256/ 256, alignment  0/ 0, N    8:	27.6012	22.353	22.9936	21.0762	27.55
Length  256/ 256, alignment  3/ 2, N    8:	27.5951	22.3586	22.9886	21.0743	27.6773
Length  256/  64, alignment  0/ 0, N    8:	24.4198	22.5301	22.9919	21.2117	24.3282
Length  256/  64, alignment  3/ 2, N    8:	24.4191	22.8885	23.5233	21.6816	24.8937
Length  512/ 512, alignment  0/ 0, N    8:	28.1568	22.8748	23.6419	23.8596	27.6356
Length  512/ 512, alignment  2/ 4, N    8:	27.6953	22.5256	23.7177	24.1469	28.4079
Length  512/ 128, alignment  0/ 0, N    8:	25.0307	22.8723	23.5244	21.5707	24.8877
Length  512/ 128, alignment  2/ 4, N    8:	25.014	22.8726	23.5227	21.5807	24.8416
Length 1024/1024, alignment  0/ 0, N    8:	28.4082	25.6881	28.9203	36.4745	28.2892
Length 1024/1024, alignment  1/ 6, N    8:	29.2505	25.9984	29.6512	37.3384	28.873
Length 1024/ 256, alignment  0/ 0, N    8:	28.9136	23.5079	24.602	22.6168	29.7571
Length 1024/ 256, alignment  1/ 6, N    8:	29.4652	23.9928	24.765	22.6801	28.7613
Length   16/   1, alignment  1/ 2, N    8:	24.8226	22.9296	23.6323	21.4338	24.8742
Length   16/   1, alignment  2/ 1, N    8:	24.954	22.927	23.6316	21.4495	24.8713
Length   16/  10, alignment  1/ 1, N    8:	24.8691	22.9254	23.4161	21.5128	24.3738
Length   32/   1, alignment  2/ 4, N    8:	24.3195	22.2194	22.8703	20.9769	24.3169
Length   32/   1, alignment  4/ 2, N    8:	24.4137	22.2185	22.8697	20.9108	24.3854
Length   32/  10, alignment  2/ 2, N    8:	24.4675	22.2177	22.9429	20.4535	23.7276
Length   64/   1, alignment  3/ 6, N    8:	23.7316	21.7135	22.3494	20.4763	23.7868
Length   64/   1, alignment  6/ 3, N    8:	23.7883	21.7137	22.3494	20.4359	23.772
Length   64/  10, alignment  3/ 3, N    8:	23.6976	21.7123	22.35	20.4403	23.746
Length  128/   1, alignment  4/ 0, N    8:	24.0394	21.7136	22.3507	20.4359	23.8226
Length  128/   1, alignment  0/ 4, N    8:	23.8365	21.461	21.8552	20.042	23.213
