                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.2333	22.4263	23.0325	22.1898	13.5477
Length    0/   0, alignment  0/ 0:	22.912	21.5796	22.4269	20.3696	13.0314
Length    0/   0, alignment  0/ 0:	22.2592	21.021	22.0647	19.4313	12.9581
Length    0/   0, alignment  0/ 0:	22.1745	20.8137	22.1615	19.4234	12.6429
Length    1/   1, alignment  0/ 0:	21.8883	20.9798	21.8493	19.9328	13.8335
Length    1/   1, alignment  0/ 0:	22.2003	20.8996	21.5914	20.1387	14.067
Length    1/   1, alignment  0/ 1:	22.5706	21.0726	21.7116	19.9554	6.68717
Length    1/   1, alignment  1/ 0:	22.327	20.891	21.825	19.7462	13.7827
Length    2/   2, alignment  0/ 0:	22.3586	21.7118	22.3498	20.8116	14.7394
Length    2/   2, alignment  0/ 0:	22.5994	21.7235	22.388	20.5389	14.4112
Length    2/   2, alignment  0/ 2:	22.4202	22.1041	22.35	20.1746	9.16189
Length    2/   2, alignment  2/ 0:	22.3497	21.9601	22.3503	20.587	14.7427
Length    3/   3, alignment  0/ 0:	22.5241	21.0729	21.7114	19.952	14.8864
Length    3/   3, alignment  0/ 0:	22.6094	21.0725	21.7118	19.911	14.6986
Length    3/   3, alignment  0/ 3:	22.238	21.0728	21.7113	19.8644	11.2087
Length    3/   3, alignment  3/ 0:	21.8531	21.0139	21.8424	19.9	16.4638
Length    4/   4, alignment  0/ 0:	22.3112	21.7756	22.5784	20.5437	16.652
Length    4/   4, alignment  0/ 0:	22.2856	21.9904	22.5782	20.5389	16.7646
Length    4/   4, alignment  0/ 4:	23.1469	21.7215	22.5782	20.5354	14.0686
Length    4/   4, alignment  4/ 0:	22.6927	21.7332	22.5782	20.5784	18.0416
Length    5/   5, alignment  0/ 0:	22.7162	21.7532	22.5949	20.5823	17.6558
Length    5/   5, alignment  0/ 0:	23.7585	21.7662	22.5781	20.5879	17.6513
Length    5/   5, alignment  0/ 5:	23.0604	21.7112	22.68	20.5767	15.4646
Length    5/   5, alignment  5/ 0:	22.5035	21.7332	22.5779	20.6445	18.1577
Length    6/   6, alignment  0/ 0:	22.5073	22.2385	22.8928	20.525	18.1956
Length    6/   6, alignment  0/ 0:	22.5595	21.764	22.5782	20.5477	18.413
Length    6/   6, alignment  0/ 6:	23.1435	21.712	22.5837	20.7946	22.6309
Length    6/   6, alignment  6/ 0:	22.214	21.731	22.5779	20.6044	18.5192
Length    7/   7, alignment  0/ 0:	21.9978	21.6618	22.5998	19.8973	17.9798
Length    7/   7, alignment  0/ 0:	22.5122	21.9971	22.5777	19.9062	17.9576
Length    7/   7, alignment  0/ 7:	22.5292	21.7115	22.5778	19.6113	17.767
Length    7/   7, alignment  7/ 0:	22.4511	21.714	22.5778	19.9513	18.7511
Length    8/   8, alignment  0/ 0:	22.6273	21.7118	22.4389	20.5494	15.2373
Length    8/   8, alignment  0/ 0:	22.2607	21.7118	22.6353	20.4837	14.9855
Length    8/   8, alignment  0/ 0:	22.1503	21.7678	22.4297	20.5249	15.3276
Length    8/   8, alignment  0/ 0:	22.6796	21.7117	22.4046	20.4927	15.3455
Length    9/   9, alignment  0/ 0:	22.6869	21.7112	22.6525	20.73	15.329
Length    9/   9, alignment  0/ 0:	22.5829	21.7118	22.6408	20.5687	15.2719
Length    9/   9, alignment  0/ 1:	22.3453	21.7112	22.4555	20.458	15.6569
Length    9/   9, alignment  1/ 0:	22.6871	21.7554	22.5343	20.5551	21.3549
Length   10/  10, alignment  0/ 0:	22.7211	21.7117	22.4869	20.4436	15.7119
Length   10/  10, alignment  0/ 0:	22.7131	21.711	22.4346	20.5498	16.0672
Length   10/  10, alignment  0/ 2:	22.2217	21.6872	22.4685	20.5545	16.6129
Length   10/  10, alignment  2/ 0:	22.5829	21.7296	22.5941	20.1672	20.95
Length   11/  11, alignment  0/ 0:	22.7451	21.7111	22.4078	20.5417	16.6457
Length   11/  11, alignment  0/ 0:	22.7168	22.0305	22.5935	20.3004	16.2726
Length   11/  11, alignment  0/ 3:	22.3688	21.7112	22.5423	20.3105	16.9679
Length   11/  11, alignment  3/ 0:	22.3759	21.7111	22.6314	20.5477	20.842
Length   12/  12, alignment  0/ 0:	22.8624	21.747	22.5301	20.5318	17.3228
Length   12/  12, alignment  0/ 0:	22.3904	21.7112	22.5858	20.5407	17.4328
Length   12/  12, alignment  0/ 4:	22.6687	21.7117	22.6064	20.5162	16.604
Length   12/  12, alignment  4/ 0:	22.7232	21.7117	22.445	20.5474	18.6213
Length   13/  13, alignment  0/ 0:	22.9261	22.2345	23.0607	20.5292	18.1451
Length   13/  13, alignment  0/ 0:	22.6624	21.7117	22.487	20.5462	18.1642
Length   13/  13, alignment  0/ 5:	22.7081	21.7112	22.3502	20.5083	17.2432
Length   13/  13, alignment  5/ 0:	22.2646	21.7395	22.4432	20.5652	19.0608
Length   14/  14, alignment  0/ 0:	22.2188	21.7349	22.4334	20.5406	18.8666
Length   14/  14, alignment  0/ 0:	22.2516	21.6496	22.4356	20.5321	18.5489
Length   14/  14, alignment  0/ 6:	22.405	21.7116	22.5194	20.4789	17.5733
Length   14/  14, alignment  6/ 0:	22.0715	21.626	22.4459	20.5537	19.2934
Length   15/  15, alignment  0/ 0:	22.3157	21.6796	22.4066	19.8927	18.2843
Length   15/  15, alignment  0/ 0:	22.475	21.7113	22.6458	19.8957	18.4566
Length   15/  15, alignment  0/ 7:	22.692	21.7115	22.3713	19.8753	18.5973
Length   15/  15, alignment  7/ 0:	22.7931	21.7117	22.4104	19.8973	19.1337
Length   16/  16, alignment  0/ 0:	22.6008	21.7245	22.4278	21.4464	15.9655
Length   16/  16, alignment  7/ 2:	22.8323	22.237	22.4477	21.4676	19.4279
Length   16/   4, alignment  0/ 0:	22.8149	22.3047	22.9795	20.8665	17.1643
Length   16/   4, alignment  7/ 2:	23.0731	22.241	22.9211	21.0563	17.2426
Length   32/  32, alignment  0/ 0:	24.1614	23.9873	24.0487	22.529	17.8808
Length   32/  32, alignment  6/ 4:	27.7382	26.657	26.6071	25.7279	25.4953
Length   32/   8, alignment  0/ 0:	23.7668	22.9695	23.0597	21.8789	17.2435
