                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  5/ 5:	11.9513	7.72346	7.61162	7.02425	11.4685
Length   16, n   16, alignment  5/ 2:	12.0936	7.62603	7.54301	6.85293	11.2843
Length   16, n   16, alignment  2/ 5:	11.9835	7.74992	7.64138	6.85295	11.659
Length   32, n   64, alignment  3/ 2:	18.6867	9.9637	10.3929	12.5599	18.6043
Length   64, n   32, alignment  2/ 3:	10.4265	7.72693	7.72696	7.47475	10.1408
Length   32, n   64, alignment  3/ 2:	18.9749	10.5597	10.5371	12.5784	18.8503
Length   64, n   32, alignment  2/ 3:	10.451	7.60695	7.73175	7.52595	10.5929
Length   16, n   16, alignment  6/ 6:	11.8217	7.74873	7.81755	6.97425	11.1743
Length   16, n   16, alignment  6/ 6:	11.9456	7.59926	7.53825	6.98688	11.1403
Length   16, n   16, alignment  6/ 4:	11.8328	7.73194	7.60375	6.92211	11.282
Length   16, n   16, alignment  4/ 6:	11.946	7.59768	7.60398	7.02905	11.2498
Length   64, n  128, alignment  2/ 4:	16.3986	13.9069	13.7836	15.998	16.4011
Length  128, n   64, alignment  4/ 2:	12.7486	9.64908	10.4886	11.5938	13.6894
Length   64, n  128, alignment  2/ 4:	17.7057	14.1739	13.7739	15.6984	16.1616
Length  128, n   64, alignment  4/ 2:	13.3745	9.51377	10.5415	11.7453	13.0533
Length   16, n   16, alignment  7/ 7:	11.9846	7.73211	7.65114	6.97487	11.2778
Length   16, n   16, alignment  7/ 7:	11.8172	7.7317	7.70333	6.92459	11.306
Length   16, n   16, alignment  7/ 6:	11.812	7.74808	7.53828	6.98033	11.2903
Length   16, n   16, alignment  6/ 7:	11.8105	7.53832	7.701	6.98082	11.1707
Length  128, n  256, alignment  1/ 6:	21.513	17.6755	17.3579	24.5215	21.2849
Length  256, n  128, alignment  6/ 1:	16.0615	13.5542	13.1902	19.7273	16.3118
Length  128, n  256, alignment  1/ 6:	22.1982	17.7379	17.2561	24.4177	20.8527
Length  256, n  128, alignment  6/ 1:	16.1356	13.5654	13.2207	19.7302	16.1099
Length    8, n   16, alignment  0/ 0:	14.373	11.2389	10.2526	11.6502	13.985
Length   32, n   16, alignment  0/ 0:	11.6556	6.91847	7.0245	7.03035	11.0922
Length    8, n   16, alignment  7/ 2:	14.1264	11.6171	11.4682	11.65	14.1093
Length   32, n   16, alignment  7/ 2:	11.8732	7.74329	7.60663	6.85768	11.0744
Length   16, n   32, alignment  0/ 0:	15.0183	9.67901	9.9374	11.674	14.1638
Length   64, n   32, alignment  0/ 0:	11.2338	7.59748	7.74362	6.92296	10.3892
Length   16, n   32, alignment  6/ 4:	15.2577	10.7801	10.5695	11.6568	13.9616
Length   64, n   32, alignment  6/ 4:	11.3317	7.73162	7.65759	6.87909	11.2803
Length   32, n   64, alignment  0/ 0:	16.2417	10.5369	11.9378	11.8775	14.5833
Length  128, n   64, alignment  0/ 0:	13.9769	8.41614	8.31778	9.27679	13.355
Length   32, n   64, alignment  5/ 6:	17.467	11.6532	11.8186	13.1756	16.9429
Length  128, n   64, alignment  5/ 6:	14.1974	10.4147	10.2856	12.5373	12.8793
Length   64, n  128, alignment  0/ 0:	16.1674	13.1461	12.7184	14.9671	15.8096
Length  256, n  128, alignment  0/ 0:	15.3412	10.5539	10.0936	14.1257	15.29
Length   64, n  128, alignment  4/ 0:	15.9359	13.7125	13.4874	16.2573	16.1674
Length  256, n  128, alignment  4/ 0:	15.8393	13.3193	13.0274	18.5866	16.1884
Length  128, n  256, alignment  0/ 0:	18.9891	16.1092	15.5712	23.1732	19.1902
Length  512, n  256, alignment  0/ 0:	18.2072	15.642	14.9101	18.9053	19.1837
Length  128, n  256, alignment  3/ 2:	22.2265	16.8899	16.8742	23.6363	22.3159
Length  512, n  256, alignment  3/ 2:	23.6833	20.7503	20.5945	23.4083	23.7465
Length  256, n  512, alignment  0/ 0:	27.8642	23.9888	23.4201	28.4216	28.0172
Length 1024, n  512, alignment  0/ 0:	29.2556	19.4878	19.7521	30.8836	29.3937
Length  256, n  512, alignment  2/ 4:	29.8939	26.9472	25.9525	30.3025	29.3051
Length 1024, n  512, alignment  2/ 4:	31.5031	25.7694	26.6537	34.8327	31.5491
Length  512, n 1024, alignment  0/ 0:	44.7161	29.7591	28.0392	45.1157	44.0502
Length 2048, n 1024, alignment  0/ 0:	47.3323	28.2257	29.5617	58.7224	47.2896
Length  512, n 1024, alignment  1/ 6:	55.1625	31.9668	29.343	45.8951	55.1479
Length 2048, n 1024, alignment  1/ 6:	50.4026	40.9681	36.2946	60.36	51.7277
