                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9746	5.66724	6.1853	5.48926	5.49768
Length    0, alignments in bytes  0/ 0:	10.9771	5.66235	6.18286	5.49866	5.4917
Length    0, alignments in bytes  0/ 0:	10.9713	5.66956	6.17322	5.49414	5.48438
Length    0, alignments in bytes  0/ 0:	10.9736	5.48596	6.18042	5.48303	5.49194
Length    1, alignments in bytes  0/ 0:	10.8247	6.21741	6.86084	5.49585	5.51404
Length    1, alignments in bytes  0/ 0:	10.676	6.18579	6.86926	5.49097	5.50488
Length    1, alignments in bytes  0/ 1:	10.5884	6.17273	6.86157	5.49548	5.49194
Length    1, alignments in bytes  1/ 0:	10.2888	6.18066	6.85742	5.48706	5.27563
Length    2, alignments in bytes  0/ 0:	10.3292	6.85657	6.87268	6.59326	8.23743
Length    2, alignments in bytes  0/ 0:	10.2893	6.86743	6.87244	6.60132	8.24023
Length    2, alignments in bytes  0/ 2:	10.2887	6.87219	6.86108	6.60095	6.86902
Length    2, alignments in bytes  2/ 0:	10.2866	6.86096	6.85193	5.49377	6.25366
Length    3, alignments in bytes  0/ 0:	10.9761	6.17542	6.87	5.48645	8.23462
Length    3, alignments in bytes  0/ 0:	10.9822	6.18604	6.86523	5.49646	8.24426
Length    3, alignments in bytes  0/ 3:	10.9747	6.17981	6.85815	5.4989	8.23132
Length    3, alignments in bytes  3/ 0:	10.9745	6.17065	6.85889	5.49512	8.9292
Length    4, alignments in bytes  0/ 0:	10.9762	8.57275	8.5332	6.28784	8.92468
Length    4, alignments in bytes  0/ 0:	10.9725	8.58472	8.52771	6.28503	8.92969
Length    4, alignments in bytes  0/ 4:	10.972	6.51233	6.8584	7.48413	8.92419
Length    4, alignments in bytes  4/ 0:	10.9718	6.17834	6.85193	5.49048	8.27563
Length    5, alignments in bytes  0/ 0:	10.9725	8.573	8.52405	7.09656	9.88196
Length    5, alignments in bytes  0/ 0:	10.973	8.57227	8.53491	7.10461	9.86462
Length    5, alignments in bytes  0/ 5:	10.9722	6.48999	6.8656	6.20569	8.91333
Length    5, alignments in bytes  5/ 0:	10.9827	6.16821	6.86279	6.17346	8.29529
Length    6, alignments in bytes  0/ 0:	10.973	8.57275	8.53296	7.87573	12.3521
Length    6, alignments in bytes  0/ 0:	10.9731	8.57617	8.5332	7.86243	12.3496
Length    6, alignments in bytes  0/ 6:	10.9713	6.50269	6.8584	6.13757	12.3419
Length    6, alignments in bytes  6/ 0:	10.9706	6.1803	6.85242	5.49377	8.92627
Length    7, alignments in bytes  0/ 0:	10.9775	7.53735	7.38	5.49548	12.3464
Length    7, alignments in bytes  0/ 0:	10.9797	7.54468	7.42029	5.49158	12.3503
Length    7, alignments in bytes  0/ 7:	10.9749	6.49548	6.86694	5.48901	12.7026
Length    7, alignments in bytes  7/ 0:	10.972	6.16699	6.86133	5.48682	12.0895
Length    8, alignments in bytes  0/ 0:	17.0509	10.537	11.6119	7.06555	7.03381
Length    8, alignments in bytes  0/ 0:	10.9723	8.72827	9.7821	8.33887	9.96887
Length    8, alignments in bytes  0/ 0:	17.4651	10.1482	11.8921	8.51135	10.5337
Length    8, alignments in bytes  0/ 0:	10.9725	8.74646	8.59058	6.2793	6.17834
Length    9, alignments in bytes  0/ 0:	10.9708	8.73193	8.59705	7.10291	7.32153
Length    9, alignments in bytes  0/ 0:	10.9703	8.77795	9.27991	7.10535	6.34863
Length    9, alignments in bytes  0/ 1:	10.9742	8.77625	8.59583	7.54028	7.13293
Length    9, alignments in bytes  1/ 0:	10.972	8.7572	8.61316	7.46973	15.1158
Length   10, alignments in bytes  0/ 0:	10.973	8.79968	8.59619	7.86731	7.55994
Length   10, alignments in bytes  0/ 0:	10.9706	8.75598	8.60071	7.87671	7.55139
Length   10, alignments in bytes  0/ 2:	10.9718	8.72253	8.60022	7.73035	8.02527
Length   10, alignments in bytes  2/ 0:	10.9728	8.75696	8.6106	7.62097	16.0544
Length   11, alignments in bytes  0/ 0:	11.6255	8.77344	9.62634	7.62158	8.16284
Length   11, alignments in bytes  0/ 0:	10.9716	8.74817	8.5946	7.1958	8.18018
Length   11, alignments in bytes  0/ 3:	10.9728	8.79578	8.60059	7.72253	8.92554
Length   11, alignments in bytes  3/ 0:	10.9701	8.73047	8.62305	9.30298	15.4061
Length   12, alignments in bytes  0/ 0:	10.9708	8.75366	8.60278	7.87329	9.60864
Length   12, alignments in bytes  0/ 0:	10.9729	8.73804	8.59253	7.89929	9.61096
Length   12, alignments in bytes  0/ 4:	10.9731	8.46899	8.25793	7.92273	9.60913
Length   12, alignments in bytes  4/ 0:	10.9713	8.45374	8.21033	7.63013	11.6763
Length   13, alignments in bytes  0/ 0:	10.9723	8.7666	8.60986	7.86975	11.9568
Length   13, alignments in bytes  0/ 0:	10.9713	8.74951	8.59583	7.86487	11.9508
Length   13, alignments in bytes  0/ 5:	10.9708	8.42371	8.25598	7.91821	10.5609
Length   13, alignments in bytes  5/ 0:	10.9708	8.43835	8.24426	7.61328	12.6278
Length   14, alignments in bytes  0/ 0:	10.9727	8.73889	8.59814	7.86499	13.3026
Length   14, alignments in bytes  0/ 0:	10.9708	8.74133	8.59302	7.896	13.2928
Length   14, alignments in bytes  0/ 6:	10.9719	8.47522	8.23962	7.91675	13.0271
Length   14, alignments in bytes  6/ 0:	10.9719	8.44702	8.22839	7.62463	13.0073
Length   15, alignments in bytes  0/ 0:	10.9768	7.55164	7.62354	5.49146	13.0457
Length   15, alignments in bytes  0/ 0:	10.9805	7.60669	7.76111	5.50146	13.0404
Length   15, alignments in bytes  0/ 7:	10.9729	8.41162	8.23181	5.48877	13.0216
Length   15, alignments in bytes  7/ 0:	10.9738	8.45386	8.2218	5.48901	12.6865
Length   16, alignments in bytes  0/ 0:	10.9852	8.75378	8.60242	6.17163	6.9502
Length   16, alignments in bytes  7/ 2:	10.9706	8.76782	8.62952	6.17517	13.8204
Length   32, alignments in bytes  0/ 0:	10.9956	6.86951	7.5553	7.56079	9.91724
Length   32, alignments in bytes  6/ 4:	10.9966	6.87122	6.86353	11.4344	15.9928
Length   64, alignments in bytes  0/ 0:	13.0503	8.2533	8.46423	8.68665	15.3666
Length   64, alignments in bytes  5/ 6:	15.5166	13.8777	14.3286	12.5035	25.3104
Length  128, alignments in bytes  0/ 0:	17.0588	9.67676	10.6057	13.8539	26.1052
Length  128, alignments in bytes  4/ 0:	19.1783	10.6013	12.3378	15.1705	33.04
Length  256, alignments in bytes  0/ 0:	23.2	14.5541	19.2914	18.526	53.9807
Length  256, alignments in bytes  3/ 2:	25.0935	15.2469	18.201	19.9625	59.2468
Length  512, alignments in bytes  0/ 0:	30.688	19.5372	21.0969	27.879	103.173
Length  512, alignments in bytes  2/ 4:	34.2443	22.426	24.1833	28.2871	147.833
Length 1024, alignments in bytes  0/ 0:	52.7103	28.499	28.8342	52.1097	228.613
Length 1024, alignments in bytes  1/ 6:	65.484	40.4426	35.6387	50.7352	329.702
Length   16, alignments in bytes  1/ 2:	17.2896	10.2327	11.0114	8.93359	19.1951
Length   16, alignments in bytes  2/ 1:	16.687	10.0792	12.0924	9.15149	19.6481
Length   16, alignments in bytes  1/ 1:	17.1279	197.112	11.0236	8.94824	22.5009
Length   16, alignments in bytes  1/ 1:	16.5039	9.92798	11.0239	8.9386	22.6047
Length   32, alignments in bytes  2/ 4:	17.2542	11.5739	10.9412	12.1426	25.2081
Length   32, alignments in bytes  4/ 2:	17.199	10.5209	10.8699	11.8019	22.7427
Length   32, alignments in bytes  2/ 2:	18.1565	10.8163	9.91455	9.90649	16.593
Length   32, alignments in bytes  2/ 2:	12.4913	8.37402	6.86572	11.906	25.2314
Length   64, alignments in bytes  3/ 6:	15.545	9.88574	9.97375	11.0604	28.6431
Length   64, alignments in bytes  6/ 3:	15.4303	11.5975	11.6466	12.6885	19.6061
Length   64, alignments in bytes  3/ 3:	15.1887	8.93225	9.11841	9.85645	22.9714
Length   64, alignments in bytes  3/ 3:	15.1859	9.32556	8.88892	9.57251	26.1936
Length  128, alignments in bytes  4/ 0:	18.7684	10.3542	11.9578	14.8621	39.7478
Length  128, alignments in bytes  0/ 4:	20.2572	10.9236	12.5852	18.8304	37.9458
Length  128, alignments in bytes  4/ 4:	19.9857	14.0492	12.8246	14.4595	32.8722
Length  128, alignments in bytes  4/ 4:	20.5356	14.3975	13.108	14.7606	33.7235
Length  256, alignments in bytes  5/ 2:	25.0547	15.7758	19.8588	20.8877	58.4751
Length  256, alignments in bytes  2/ 5:	26.1241	17.6968	21.2378	20.9559	80.8981
Length  256, alignments in bytes  5/ 5:	25.0442	15.2584	18.2478	18.8914	58.4464
Length  256, alignments in bytes  5/ 5:	25.119	15.2722	18.2817	18.9222	58.3318
Length  512, alignments in bytes  6/ 4:	33.8831	24.7886	23.6133	30.1687	137.456
Length  512, alignments in bytes  4/ 6:	34.3403	28.5599	27.2874	28.1758	149.573
Length  512, alignments in bytes  6/ 6:	32.215	20.312	22.5979	29.4971	135.461
Length  512, alignments in bytes  6/ 6:	32.468	20.3148	22.6383	28.8058	133.813
Length 1024, alignments in bytes  7/ 6:	50.708	40.2744	36.475	51.4271	233.768
Length 1024, alignments in bytes  6/ 7:	64.8215	40.4795	35.6847	51.4296	308.455
Length 1024, alignments in bytes  7/ 7:	58.5454	28.1436	28.7349	52.1053	230.628
Length 1024, alignments in bytes  7/ 7:	56.9691	28.1185	28.7384	47.8142	230.601
Length   16, alignments in bytes  0/ 4:	14.4663	8.81213	8.61145	6.18555	9.36658
Length   16, alignments in bytes  4/ 0:	10.9711	8.72253	8.62036	6.17542	15.3618
Length   16, alignments in bytes  4/ 4:	10.9701	8.76013	8.61853	6.17053	15.1548
Length   16, alignments in bytes  2/ 2:	10.9698	8.72571	8.61682	6.16772	15.5576
Length   16, alignments in bytes  2/ 6:	10.9705	8.71155	8.61462	6.17212	18.4104
Length   16, alignments in bytes  6/ 2:	10.9711	8.75171	8.61975	6.16895	14.9244
Length   16, alignments in bytes  1/ 7:	10.9698	8.71985	8.61511	6.17249	19.0393
Length   16, alignments in bytes  7/ 1:	10.9694	8.72986	8.60742	6.16809	13.5743
Length   16, alignments in bytes  3/ 4:	10.9703	8.71851	8.60767	6.17664	17.4369
Length   16, alignments in bytes  4/ 3:	16.4714	9.72937	9.20325	6.18384	14.5251
