                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	23.0293	7.35844	7.22948	6.53571	22.7361
Length   16, n   16, alignment  1/ 1:	22.2516	7.04251	7.26541	6.60117	23.0828
Length   16, n   16, alignment  1/ 2:	22.1409	7.02437	7.18494	6.65013	23.1912
Length   16, n   16, alignment  2/ 1:	22.3394	7.04449	7.47465	6.66965	22.9373
Length    2, n    4, alignment  7/ 2:	20.4385	10.72	11.1605	11.2587	20.9657
Length    4, n    2, alignment  2/ 7:	20.2042	7.18789	7.86318	6.59181	20.1759
Length    2, n    4, alignment  7/ 2:	20.7775	10.723	11.3619	11.2292	20.7547
Length    4, n    2, alignment  2/ 7:	19.9864	7.18788	7.84756	6.58021	20.2341
Length   16, n   16, alignment  2/ 2:	22.3695	7.02435	7.15124	6.53427	22.7874
Length   16, n   16, alignment  2/ 2:	22.2336	7.02432	7.19149	6.53419	22.6725
Length   16, n   16, alignment  2/ 4:	22.3917	7.05247	7.19211	6.60002	22.8824
Length   16, n   16, alignment  4/ 2:	22.5513	7.04693	7.15128	6.5609	22.8228
Length    4, n    8, alignment  6/ 4:	26.0872	24.5852	25.2442	10.6147	25.4004
Length    8, n    4, alignment  4/ 6:	24.1017	7.02446	7.74564	6.53873	24.6927
Length    4, n    8, alignment  6/ 4:	26.3269	24.6658	25.2957	10.6193	25.3491
Length    8, n    4, alignment  4/ 6:	24.105	7.10001	7.72959	6.59407	24.9895
Length   16, n   16, alignment  3/ 3:	22.0849	7.11855	7.19538	6.70834	22.7185
Length   16, n   16, alignment  3/ 3:	22.2887	7.02871	7.1252	6.53421	22.7801
Length   16, n   16, alignment  3/ 6:	22.2913	7.0243	7.08649	6.65011	22.8137
Length   16, n   16, alignment  6/ 3:	22.2178	7.02431	7.17532	6.76869	22.721
Length    8, n   16, alignment  5/ 6:	25.0777	22.9306	22.8008	10.7745	24.5283
Length   16, n    8, alignment  6/ 5:	22.1037	7.71538	7.18771	6.60578	22.4328
Length    8, n   16, alignment  5/ 6:	25.1036	22.914	22.6256	10.7759	24.4809
Length   16, n    8, alignment  6/ 5:	21.9704	7.84119	7.18777	6.55163	22.5181
Length   16, n   16, alignment  4/ 4:	22.2423	7.02426	7.17004	6.53849	22.9653
Length   16, n   16, alignment  4/ 4:	22.3379	7.02429	7.12043	6.74096	22.6382
Length   16, n   16, alignment  4/ 0:	22.4701	7.02427	7.14481	6.57817	22.9113
Length   16, n   16, alignment  0/ 4:	22.2304	7.07048	7.19932	6.6528	22.949
Length   16, n   32, alignment  4/ 0:	24.6094	23.2245	23.2868	10.6208	24.6202
Length   32, n   16, alignment  0/ 4:	22.246	6.41277	6.53872	6.53428	22.7216
Length   16, n   32, alignment  4/ 0:	24.6861	23.4864	23.2967	10.6213	24.2226
Length   32, n   16, alignment  0/ 4:	22.2218	6.52401	6.53881	6.53428	22.939
Length   16, n   16, alignment  5/ 5:	22.5331	7.02888	7.11573	6.53419	22.5497
Length   16, n   16, alignment  5/ 5:	22.2478	7.02902	7.14012	6.53413	22.6997
Length   16, n   16, alignment  5/ 2:	22.3489	7.02857	7.18071	6.64753	23.1664
Length   16, n   16, alignment  2/ 5:	22.2629	7.02859	7.11665	6.59974	22.9716
Length   32, n   64, alignment  3/ 2:	29.2285	11.1414	11.2364	19.0254	29.4543
Length   64, n   32, alignment  2/ 3:	22.693	7.14212	7.12589	7.14737	23.0259
Length   32, n   64, alignment  3/ 2:	29.3051	12.0434	10.7985	18.9229	29.7666
Length   64, n   32, alignment  2/ 3:	22.5674	7.07498	7.19414	7.171	23.2141
Length   16, n   16, alignment  6/ 6:	22.51	7.02865	7.12938	6.59965	22.8031
Length   16, n   16, alignment  6/ 6:	22.3965	7.04177	7.17538	6.53414	22.7834
Length   16, n   16, alignment  6/ 4:	22.0594	7.02845	7.08802	6.5342	23.0182
Length   16, n   16, alignment  4/ 6:	22.1712	7.06673	7.18765	6.59917	22.8591
Length   64, n  128, alignment  2/ 4:	23.4217	21.8369	22.118	21.0585	24.0286
Length  128, n   64, alignment  4/ 2:	13.3364	8.76785	10.2944	12.311	12.9159
Length   64, n  128, alignment  2/ 4:	24.4276	22.2763	22.3193	21.8953	24.0623
Length  128, n   64, alignment  4/ 2:	12.3499	9.21783	10.2794	12.2785	12.7792
Length   16, n   16, alignment  7/ 7:	23.6815	7.42	7.35876	6.69473	23.1153
Length   16, n   16, alignment  7/ 7:	22.5243	7.02428	7.13591	6.6772	22.7188
Length   16, n   16, alignment  7/ 6:	22.3596	7.02438	7.1822	6.64545	22.9675
Length   16, n   16, alignment  6/ 7:	22.253	7.02426	7.11637	6.62622	22.4087
Length  128, n  256, alignment  1/ 6:	24.5205	24.0829	23.3865	26.001	25.4927
Length  256, n  128, alignment  6/ 1:	16.8081	16.0049	15.2923	22.6458	16.9017
Length  128, n  256, alignment  1/ 6:	25.7616	24.61	25.125	25.8645	25.4642
Length  256, n  128, alignment  6/ 1:	16.6279	16.0644	15.5758	23.2744	17.0247
Length    8, n   16, alignment  0/ 0:	26.5003	23.4243	23.115	10.7389	24.7343
Length   32, n   16, alignment  0/ 0:	22.2491	6.44911	6.55206	6.60012	22.8602
Length    8, n   16, alignment  7/ 2:	25.1234	22.7646	22.654	10.721	24.5677
Length   32, n   16, alignment  7/ 2:	22.6063	7.02427	7.14057	6.53417	22.5722
Length   16, n   32, alignment  0/ 0:	24.708	23.3021	23.2126	10.6188	24.0585
Length   64, n   32, alignment  0/ 0:	22.1803	7.11965	7.19247	6.62079	22.9593
Length   16, n   32, alignment  6/ 4:	24.6874	23.384	23.2966	10.6223	24.024
Length   64, n   32, alignment  6/ 4:	22.3954	7.0243	7.03816	6.71312	23.0735
Length   32, n   64, alignment  0/ 0:	22.2067	10.7926	10.8435	18.0448	22.5889
Length  128, n   64, alignment  0/ 0:	11.6476	8.20239	8.24023	10.5294	11.7136
Length   32, n   64, alignment  5/ 6:	30.319	11.9509	12.3298	19.1956	29.0723
Length  128, n   64, alignment  5/ 6:	13.7845	10.115	10.0562	13.1069	13.5139
Length   64, n  128, alignment  0/ 0:	21.008	19.5961	19.914	19.4353	20.3267
Length  256, n  128, alignment  0/ 0:	14.6231	12.0726	12.5373	14.9157	17.2619
Length   64, n  128, alignment  4/ 0:	22.1028	22.5206	22.3193	21.3449	21.2129
Length  256, n  128, alignment  4/ 0:	15.093	16.1592	16.3337	20.6918	14.8276
Length  128, n  256, alignment  0/ 0:	23.7627	20.6317	21.2028	23.9463	23.1547
Length  512, n  256, alignment  0/ 0:	18.3318	16.6362	17.1705	19.6603	19.0874
Length  128, n  256, alignment  3/ 2:	26.4236	24.1896	22.6402	25.3388	26.0895
Length  512, n  256, alignment  3/ 2:	23.3882	24.1003	23.5181	23.6031	23.4177
Length  256, n  512, alignment  0/ 0:	29.859	24.7965	24.0209	29.0609	29.4909
Length 1024, n  512, alignment  0/ 0:	29.5322	20.3373	20.3472	29.2947	30.1297
Length  256, n  512, alignment  2/ 4:	33.939	29.7667	29.5833	31.8496	33.2549
Length 1024, n  512, alignment  2/ 4:	31.3958	26.8737	27.9495	36.0013	31.6611
Length  512, n 1024, alignment  0/ 0:	45.981	29.9593	28.3941	44.6733	45.616
Length 2048, n 1024, alignment  0/ 0:	47.3569	28.0606	29.5614	58.7844	47.3693
Length  512, n 1024, alignment  1/ 6:	55.1264	35.808	32.6016	47.3826	55.1045
Length 2048, n 1024, alignment  1/ 6:	49.2327	41.3588	37.5473	63.3336	51.2618
