                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	28.2472	23.4169	23.64	21.4955	24.5143
Length    4/   4, alignment  0/ 0, N    2:	24.7029	22.8716	23.0863	21.0805	24.5515
Length    4/   4, alignment  4/ 0, N    2:	24.3857	23.1246	23.6277	20.6396	25.5562
Length    8/   8, alignment  0/ 0, N    2:	25.9477	24.0727	25.3504	21.0593	24.088
Length    8/   8, alignment  0/ 0, N    2:	23.6295	22.3509	22.8333	20.6152	24.0993
Length   16/  16, alignment  0/ 0, N    2:	23.9385	22.3512	22.6689	21.9825	24.3649
Length   16/  16, alignment  7/ 2, N    2:	24.1891	22.4163	22.1646	22.8552	24.9524
Length   16/   4, alignment  0/ 0, N    2:	73.1876	22.7889	23.0922	22.026	27.7381
Length   16/   4, alignment  7/ 2, N    2:	28.3985	21.9072	21.8553	19.9841	24.3082
Length   32/  32, alignment  0/ 0, N    2:	23.9334	21.8552	22.4821	20.652	23.8797
Length   32/  32, alignment  6/ 4, N    2:	23.8378	21.8543	22.4794	20.6531	23.814
Length   32/   8, alignment  0/ 0, N    2:	23.6506	23.4415	21.8558	19.9828	23.3917
Length   32/   8, alignment  6/ 4, N    2:	24.1365	21.7122	22.3736	20.5069	23.6461
Length   64/  64, alignment  0/ 0, N    2:	24.4056	22.4499	22.9921	21.2678	24.4052
Length   64/  64, alignment  5/ 6, N    2:	24.327	23.6934	22.9888	21.2583	23.9961
Length   64/  16, alignment  0/ 0, N    2:	23.4181	21.3341	21.8552	21.0857	23.8005
Length   64/  16, alignment  5/ 6, N    2:	23.6506	21.8184	22.3517	22.5363	24.1393
Length  128/ 128, alignment  0/ 0, N    2:	23.969	22.0598	22.8546	20.6293	23.8871
Length  128/ 128, alignment  4/ 0, N    2:	23.8759	21.9038	22.4774	21.0891	24.4262
Length  128/  32, alignment  0/ 0, N    2:	24.388	22.3539	23.7772	22.0316	25.661
Length  128/  32, alignment  4/ 0, N    2:	25.0734	22.5504	22.9897	21.0741	24.3887
Length  256/ 256, alignment  0/ 0, N    2:	27.3497	22.8785	22.9918	21.0764	27.2696
Length  256/ 256, alignment  3/ 2, N    2:	27.9436	22.8715	23.5236	21.5659	27.9684
Length  256/  64, alignment  0/ 0, N    2:	25.6458	23.039	23.5249	21.6825	24.9607
Length  256/  64, alignment  3/ 2, N    2:	24.9612	23.0272	23.5228	21.6945	24.9055
Length  512/ 512, alignment  0/ 0, N    2:	28.1187	22.3542	22.9916	23.8208	29.418
Length  512/ 512, alignment  2/ 4, N    2:	28.24	22.8699	23.5266	24.2047	28.1452
Length  512/ 128, alignment  0/ 0, N    2:	25.0515	22.9259	23.5255	21.6055	24.9051
Length  512/ 128, alignment  2/ 4, N    2:	24.9011	22.9215	23.5276	22.4763	25.0221
Length 1024/1024, alignment  0/ 0, N    2:	29.4186	26.4924	26.8569	36.5645	28.2091
Length 1024/1024, alignment  1/ 6, N    2:	29.1354	26.8486	27.5087	37.4315	28.9577
Length 1024/ 256, alignment  0/ 0, N    2:	29.2082	23.4171	24.0849	22.0779	28.5974
