                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	11.9698	7.44176	9.33236	6.58117	10.8513
Length   16, n   16, alignment  1/ 1:	12.4495	8.40497	8.14269	6.89059	11.2605
Length   16, n   16, alignment  1/ 2:	12.7991	7.48175	8.02776	6.81854	11.1424
Length   16, n   16, alignment  2/ 1:	12.6062	7.5383	8.15018	6.86638	11.1361
Length    2, n    4, alignment  7/ 2:	13.8341	11.6716	10.9469	10.7037	13.6872
Length    4, n    2, alignment  2/ 7:	11.7224	8.24045	8.06863	6.73733	10.8752
Length    2, n    4, alignment  7/ 2:	13.9495	11.6501	10.8174	10.7037	13.0994
Length    4, n    2, alignment  2/ 7:	11.578	8.14907	8.02788	6.69539	11.3467
Length   16, n   16, alignment  2/ 2:	12.3716	7.38304	8.2289	6.85337	11.0664
Length   16, n   16, alignment  2/ 2:	12.5866	7.53823	8.22838	6.77118	10.8264
Length   16, n   16, alignment  2/ 4:	12.6165	7.53825	8.22822	6.85298	11.1028
Length   16, n   16, alignment  4/ 2:	12.5291	7.42995	8.20817	6.85298	11.2427
Length    4, n    8, alignment  6/ 4:	14.0194	11.8818	11.9385	10.7222	13.787
Length    8, n    4, alignment  4/ 6:	12.5506	7.51683	8.13404	6.72964	11.1064
Length    4, n    8, alignment  6/ 4:	14.0442	11.9093	11.9649	10.7945	14.0254
Length    8, n    4, alignment  4/ 6:	12.7599	7.54408	8.10814	6.78785	11.2113
Length   16, n   16, alignment  3/ 3:	12.6437	7.53822	8.11836	6.80896	11.0882
Length   16, n   16, alignment  3/ 3:	12.5866	7.53828	8.22853	6.85299	11.2117
Length   16, n   16, alignment  3/ 6:	12.4472	7.53825	8.22838	6.85293	11.1976
Length   16, n   16, alignment  6/ 3:	12.655	7.35876	8.16418	6.85294	11.2072
Length    8, n   16, alignment  5/ 6:	13.8213	10.9696	10.8361	10.8558	13.733
Length   16, n    8, alignment  6/ 5:	12.2944	8.2237	8.93148	6.68983	11.1237
Length    8, n   16, alignment  5/ 6:	13.7088	10.9703	10.8455	10.9652	14.096
Length   16, n    8, alignment  6/ 5:	12.3527	8.22839	8.86935	6.69005	11.0541
Length   16, n   16, alignment  4/ 4:	12.2206	7.51601	8.22346	6.8311	11.1764
Length   16, n   16, alignment  4/ 4:	12.5555	7.54327	8.22362	6.85752	11.1632
Length   16, n   16, alignment  4/ 0:	12.5704	7.53828	8.22351	6.85791	11.1013
Length   16, n   16, alignment  0/ 4:	12.5228	7.53823	8.2284	6.8529	11.2628
Length   16, n   32, alignment  4/ 0:	14.5782	10.5289	11.5212	11.3774	14.0071
Length   32, n   16, alignment  0/ 4:	12.5345	6.75094	6.85776	6.85298	11.1375
Length   16, n   32, alignment  4/ 0:	14.8831	10.5603	11.655	11.3774	14.3835
Length   32, n   16, alignment  0/ 4:	12.3403	6.85312	6.85796	6.85293	11.0924
Length   16, n   16, alignment  5/ 5:	12.6509	7.53827	8.23035	6.85293	11.1683
Length   16, n   16, alignment  5/ 5:	12.6908	7.53822	8.22827	6.85291	11.2659
Length   16, n   16, alignment  5/ 2:	12.4931	7.54459	8.22354	6.84733	10.8393
Length   16, n   16, alignment  2/ 5:	12.5753	7.54527	8.22356	6.78167	11.0383
Length   32, n   64, alignment  3/ 2:	19.264	9.632	10.2845	13.5221	17.8474
Length   64, n   32, alignment  2/ 3:	11.2039	7.53844	7.54358	7.49541	11.053
Length   32, n   64, alignment  3/ 2:	18.093	9.6834	10.2797	13.5304	18.5376
Length   64, n   32, alignment  2/ 3:	11.2107	7.54319	7.53838	7.53835	11.2551
Length   16, n   16, alignment  6/ 6:	12.5184	7.61838	8.26773	6.85289	11.2196
Length   16, n   16, alignment  6/ 6:	12.4077	7.5384	8.22358	6.85814	11.2774
Length   16, n   16, alignment  6/ 4:	12.5572	7.53827	8.2235	6.8575	11.2673
Length   16, n   16, alignment  4/ 6:	12.6742	7.53825	8.2282	6.8529	11.17
Length   64, n  128, alignment  2/ 4:	20.0953	14.5517	13.7029	16.0628	20.3474
Length  128, n   64, alignment  4/ 2:	15.4878	8.9135	10.2794	11.9228	15.6932
Length   64, n  128, alignment  2/ 4:	20.0482	14.502	13.7925	16.2999	20.1503
Length  128, n   64, alignment  4/ 2:	15.6525	8.91403	10.2635	11.9033	15.7099
Length   16, n   16, alignment  7/ 7:	12.5668	7.53834	8.22984	6.8529	11.1767
Length   16, n   16, alignment  7/ 7:	12.8185	7.53834	8.22878	6.85291	11.2602
Length   16, n   16, alignment  7/ 6:	12.6907	7.54386	8.22362	6.8529	11.1979
Length   16, n   16, alignment  6/ 7:	12.6905	7.54349	8.2235	6.8529	11.2406
Length  128, n  256, alignment  1/ 6:	24.2333	18.1643	17.2951	24.7681	23.6959
Length  256, n  128, alignment  6/ 1:	21.9343	14.2212	13.6687	19.6217	23.2597
Length  128, n  256, alignment  1/ 6:	23.41	18.1843	17.3154	24.8702	23.4475
Length  256, n  128, alignment  6/ 1:	21.983	14.4323	13.9159	19.6172	23.2573
Length    8, n   16, alignment  0/ 0:	14.1699	10.9706	10.965	10.97	14.1893
Length   32, n   16, alignment  0/ 0:	12.3356	6.8579	6.85301	6.8529	11.0704
Length    8, n   16, alignment  7/ 2:	14.318	11.4654	11.44	10.7102	13.9362
Length   32, n   16, alignment  7/ 2:	12.5432	7.55969	7.54292	6.68972	11.0023
Length   16, n   32, alignment  0/ 0:	14.7058	9.75393	11.65	11.607	14.3674
Length   64, n   32, alignment  0/ 0:	11.206	7.53832	7.54324	7.49724	11.0028
Length   16, n   32, alignment  6/ 4:	14.8739	10.5606	11.5293	11.475	14.0474
Length   64, n   32, alignment  6/ 4:	11.1369	7.56747	7.53832	7.53819	11.151
Length   32, n   64, alignment  0/ 0:	16.2099	10.2365	10.28	12.9244	15.4628
Length  128, n   64, alignment  0/ 0:	13.2603	7.75492	7.72684	10.2537	12.1983
Length   32, n   64, alignment  5/ 6:	17.1007	11.4452	11.5773	14.0201	17.016
Length  128, n   64, alignment  5/ 6:	15.2973	10.2857	10.2797	12.7418	15.3602
Length   64, n  128, alignment  0/ 0:	18.3086	12.9916	12.6962	15.0131	18.3792
Length  256, n  128, alignment  0/ 0:	18.8022	11.4417	10.9045	14.6414	17.7613
Length   64, n  128, alignment  4/ 0:	19.4888	14.0682	13.0335	16.0355	19.2566
Length  256, n  128, alignment  4/ 0:	20.002	13.8343	13.0979	18.6442	20.9245
Length  128, n  256, alignment  0/ 0:	21.9437	16.5371	15.9901	23.6031	21.2056
Length  512, n  256, alignment  0/ 0:	21.3913	15.5144	15.4248	19.2556	21.6819
Length  128, n  256, alignment  3/ 2:	24.1944	17.4352	16.324	24.0012	23.6221
Length  512, n  256, alignment  3/ 2:	26.8306	20.8697	20.4733	23.9515	26.9342
Length  256, n  512, alignment  0/ 0:	30.565	24.1718	23.1649	29.6809	30.346
Length 1024, n  512, alignment  0/ 0:	34.8072	19.9198	19.9054	29.9972	33.2772
Length  256, n  512, alignment  2/ 4:	34.6134	26.6851	25.8003	31.4014	34.6363
Length 1024, n  512, alignment  2/ 4:	36.0398	26.1236	26.7905	34.5785	36.5616
Length  512, n 1024, alignment  0/ 0:	44.1938	30.4749	29.6811	44.3898	44.8658
Length 2048, n 1024, alignment  0/ 0:	52.2583	27.9599	28.9606	53.6789	54.2328
Length  512, n 1024, alignment  1/ 6:	51.5297	32.7322	29.3535	45.0832	51.3115
Length 2048, n 1024, alignment  1/ 6:	57.7867	39.629	36.3845	56.1749	58.7469
