                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2483	5.81921	6.33191	5.6344	5.62683
Length    0, alignments in bytes  0/ 0:	11.2539	6.33105	6.34497	5.62891	5.63745
Length    0, alignments in bytes  0/ 0:	11.2478	5.80798	6.32495	5.63257	5.62097
Length    0, alignments in bytes  0/ 0:	11.2454	5.80212	6.33289	5.62024	5.63159
Length    1, alignments in bytes  0/ 0:	11.0206	6.33838	7.03308	5.9635	5.49048
Length    1, alignments in bytes  0/ 0:	10.723	6.17969	6.87366	5.49194	5.50354
Length    1, alignments in bytes  0/ 1:	10.6454	6.18042	6.85608	5.49817	5.48901
Length    1, alignments in bytes  1/ 0:	10.2866	6.17859	6.86401	5.48645	5.25659
Length    2, alignments in bytes  0/ 0:	10.3077	6.8645	6.86157	6.61108	8.24036
Length    2, alignments in bytes  0/ 0:	10.3044	6.86182	6.87268	6.59106	8.23364
Length    2, alignments in bytes  0/ 2:	10.3069	6.8606	6.87402	6.61377	8.23108
Length    2, alignments in bytes  2/ 0:	10.2864	6.86438	6.86438	5.48608	6.19177
Length    3, alignments in bytes  0/ 0:	10.978	6.17419	6.86121	5.50366	8.23767
Length    3, alignments in bytes  0/ 0:	10.9846	6.18066	6.87402	5.49268	8.23743
Length    3, alignments in bytes  0/ 3:	10.9768	6.17883	6.86377	5.48535	8.23755
Length    3, alignments in bytes  3/ 0:	10.9735	6.1781	6.85266	5.495	8.24426
Length    4, alignments in bytes  0/ 0:	10.9741	8.58008	8.51855	6.28284	8.93091
Length    4, alignments in bytes  0/ 0:	10.9729	8.58203	8.53015	6.27148	8.92505
Length    4, alignments in bytes  0/ 4:	10.9723	6.50659	6.86511	6.26843	8.91516
Length    4, alignments in bytes  4/ 0:	10.9708	6.1792	6.85413	5.49268	10.3577
Length    5, alignments in bytes  0/ 0:	10.9725	8.57581	8.52002	7.10168	9.87915
Length    5, alignments in bytes  0/ 0:	10.973	8.57007	8.526	7.09949	9.87354
Length    5, alignments in bytes  0/ 5:	10.9713	6.49377	6.85669	6.17871	8.9176
Length    5, alignments in bytes  5/ 0:	10.9731	6.17041	6.85706	6.17737	8.23987
Length    6, alignments in bytes  0/ 0:	10.9744	8.56934	8.52966	7.86951	12.3557
Length    6, alignments in bytes  0/ 0:	10.9736	8.56934	8.52478	7.88782	12.3475
Length    6, alignments in bytes  0/ 6:	10.973	6.50989	6.85681	6.13806	12.3392
Length    6, alignments in bytes  6/ 0:	10.9696	6.17908	6.85889	5.4845	8.93909
Length    7, alignments in bytes  0/ 0:	10.9761	7.5426	7.38708	5.48682	12.3528
Length    7, alignments in bytes  0/ 0:	10.9841	7.54236	8.7533	5.49939	14.479
Length    7, alignments in bytes  0/ 7:	21.3947	11.1285	10.2427	5.49597	12.3376
Length    7, alignments in bytes  7/ 0:	11.8046	6.18335	6.85547	5.49182	11.6909
Length    8, alignments in bytes  0/ 0:	11.0671	8.72986	8.59851	6.82019	10.2515
Length    8, alignments in bytes  0/ 0:	17.0725	10.2998	11.101	8.59949	7.2251
Length    8, alignments in bytes  0/ 0:	10.9711	8.73218	8.59778	6.28308	6.17297
Length    8, alignments in bytes  0/ 0:	10.9941	8.72424	8.60144	6.27991	6.17786
Length    9, alignments in bytes  0/ 0:	10.9708	8.74634	9.29041	7.10217	7.32019
Length    9, alignments in bytes  0/ 0:	10.9722	8.74023	8.59326	7.11438	6.36084
Length    9, alignments in bytes  0/ 1:	10.9712	8.74231	8.59412	7.53296	7.12219
Length    9, alignments in bytes  1/ 0:	10.9839	8.72766	8.61682	7.47742	14.4388
Length   10, alignments in bytes  0/ 0:	10.9716	8.83765	8.59204	7.86804	7.56555
Length   10, alignments in bytes  0/ 0:	10.9716	8.73511	8.59692	7.86829	8.22937
Length   10, alignments in bytes  0/ 2:	10.9733	8.80945	8.59509	7.7207	8.01147
Length   10, alignments in bytes  2/ 0:	10.9723	9.02979	8.62085	7.82776	16.9993
Length   11, alignments in bytes  0/ 0:	10.9719	8.73828	8.59998	7.18188	8.17749
Length   11, alignments in bytes  0/ 0:	10.972	8.74207	8.60889	7.2019	8.17041
Length   11, alignments in bytes  0/ 3:	10.9725	8.72876	8.59314	7.7262	8.93738
Length   11, alignments in bytes  3/ 0:	10.9706	8.73389	8.61707	7.61243	15.5701
Length   12, alignments in bytes  0/ 0:	10.9709	8.79187	8.60815	7.87	9.61292
Length   12, alignments in bytes  0/ 0:	10.9723	8.76953	8.59851	7.88489	9.60742
Length   12, alignments in bytes  0/ 4:	10.9711	8.42029	8.276	7.9126	9.61145
Length   12, alignments in bytes  4/ 0:	10.9709	8.41602	8.22119	7.62402	11.6776
Length   13, alignments in bytes  0/ 0:	10.972	8.7832	8.60413	7.86853	11.9568
Length   13, alignments in bytes  0/ 0:	10.9706	8.8064	8.59631	7.85864	11.9401
Length   13, alignments in bytes  0/ 5:	10.9843	8.48462	8.2876	7.91553	10.5664
Length   13, alignments in bytes  5/ 0:	10.9696	8.45142	8.22766	7.61462	12.6531
Length   14, alignments in bytes  0/ 0:	10.9723	8.75513	8.58716	7.86609	13.2495
Length   14, alignments in bytes  0/ 0:	10.972	10.7808	8.58936	7.86316	13.3063
Length   14, alignments in bytes  0/ 6:	11.0269	8.45642	8.29077	7.91211	13.0334
Length   14, alignments in bytes  6/ 0:	10.9834	8.45264	8.21997	7.62964	12.9341
Length   15, alignments in bytes  0/ 0:	10.98	7.62915	7.76672	5.48438	13.0408
Length   15, alignments in bytes  0/ 0:	10.981	7.59729	7.75732	5.50146	13.041
Length   15, alignments in bytes  0/ 7:	10.9717	8.4425	8.24524	5.48401	13.0266
Length   15, alignments in bytes  7/ 0:	10.972	8.43689	8.21973	5.49304	13.7222
Length   16, alignments in bytes  0/ 0:	10.9719	8.72498	8.60498	6.17126	6.97668
Length   16, alignments in bytes  7/ 2:	10.972	8.73413	8.62512	6.18262	13.7695
Length   32, alignments in bytes  0/ 0:	10.9843	6.89099	6.86926	7.56836	9.89783
Length   32, alignments in bytes  6/ 4:	10.9773	6.87341	6.87048	11.4763	16.0085
Length   64, alignments in bytes  0/ 0:	13.0669	8.25171	8.5	8.66138	15.3519
Length   64, alignments in bytes  5/ 6:	15.4969	13.8474	14.338	12.5093	25.2964
Length  128, alignments in bytes  0/ 0:	18.1119	9.66858	10.5994	13.9624	26.1313
Length  128, alignments in bytes  4/ 0:	18.3242	10.6028	12.1315	14.8876	32.9944
Length  256, alignments in bytes  0/ 0:	25.8517	15.217	17.3678	18.3322	52.0732
Length  256, alignments in bytes  3/ 2:	28.6097	15.5039	18.427	20.2687	59.4591
Length  512, alignments in bytes  0/ 0:	33.1061	19.4232	21.4602	27.8926	103.18
Length  512, alignments in bytes  2/ 4:	36.7175	24.8331	24.4408	32.6274	147.952
Length 1024, alignments in bytes  0/ 0:	55.6123	28.4287	28.8822	50.7402	231.699
