                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.1543	22.476	23.0845	21.8023	14.8675
Length    0/   0, alignment  0/ 0:	22.9069	21.6564	22.2554	19.8774	13.0686
Length    0/   0, alignment  0/ 0:	22.6748	21.0731	21.985	19.809	12.9357
Length    0/   0, alignment  0/ 0:	22.2455	21.0729	21.6983	19.9673	25.5506
Length    1/   1, alignment  0/ 0:	23.5909	20.6814	22.2473	19.9747	13.7369
Length    1/   1, alignment  0/ 0:	22.1894	21.1735	21.8378	19.948	14.0487
Length    1/   1, alignment  0/ 1:	22.9253	21.1144	21.711	19.7737	6.54297
Length    1/   1, alignment  1/ 0:	22.3341	21.0731	22.2179	20.1908	14.0494
Length    2/   2, alignment  0/ 0:	23.2574	21.7113	22.3503	20.5741	14.8579
Length    2/   2, alignment  0/ 0:	22.4885	21.7117	22.3499	20.8177	14.7384
Length    2/   2, alignment  0/ 2:	22.5306	21.7115	22.389	20.5655	9.44699
Length    2/   2, alignment  2/ 0:	22.0366	21.7113	22.4791	20.118	14.4137
Length    3/   3, alignment  0/ 0:	22.1648	21.1107	21.7118	19.9747	14.5693
Length    3/   3, alignment  0/ 0:	22.5518	21.073	21.7114	19.9502	14.6506
Length    3/   3, alignment  0/ 3:	22.3076	21.0725	21.7117	19.6545	10.7421
Length    3/   3, alignment  3/ 0:	22.3417	21.0727	21.7114	19.9312	16.4964
Length    4/   4, alignment  0/ 0:	22.0213	21.6591	22.6136	20.545	16.7552
Length    4/   4, alignment  0/ 0:	22.4891	21.7731	22.5782	20.5407	16.7577
Length    4/   4, alignment  0/ 4:	23.0475	21.73	22.5781	20.5401	14.0499
Length    4/   4, alignment  4/ 0:	22.8406	21.7418	22.5779	20.5515	18.0835
Length    5/   5, alignment  0/ 0:	23.1891	21.7535	22.5779	20.6368	17.6105
Length    5/   5, alignment  0/ 0:	22.5579	21.7469	22.5972	20.5732	17.62
Length    5/   5, alignment  0/ 5:	22.6455	21.7292	22.5777	20.5965	15.363
Length    5/   5, alignment  5/ 0:	22.2862	21.768	22.5781	20.6012	17.8283
Length    6/   6, alignment  0/ 0:	22.0654	21.6387	22.5783	20.5571	18.2534
Length    6/   6, alignment  0/ 0:	22.6105	21.7529	22.5958	20.5267	18.2372
Length    6/   6, alignment  0/ 6:	22.4951	21.73	22.5779	20.5524	17.4038
Length    6/   6, alignment  6/ 0:	22.6084	21.7419	22.5781	20.5502	18.7839
Length    7/   7, alignment  0/ 0:	22.732	21.7539	22.5781	19.999	17.8989
Length    7/   7, alignment  0/ 0:	22.5889	21.747	22.578	19.9228	17.8316
Length    7/   7, alignment  0/ 7:	22.1251	21.7114	22.7153	19.8817	18.1353
Length    7/   7, alignment  7/ 0:	22.5632	21.7355	22.5779	19.8872	18.7616
Length    8/   8, alignment  0/ 0:	22.7825	21.3007	22.4339	20.5096	15.3482
Length    8/   8, alignment  0/ 0:	22.7596	21.7115	22.2059	20.0791	14.9849
Length    8/   8, alignment  0/ 0:	22.5434	21.7116	22.4901	20.5192	15.3283
Length    8/   8, alignment  0/ 0:	22.6599	21.7301	22.5894	20.5269	15.3279
Length    9/   9, alignment  0/ 0:	22.6639	21.7306	22.4417	20.5723	15.3282
Length    9/   9, alignment  0/ 0:	22.7478	21.7117	22.3448	20.2596	15.3447
Length    9/   9, alignment  0/ 1:	22.6332	21.2288	22.6347	20.5933	15.6674
Length    9/   9, alignment  1/ 0:	22.5546	21.7117	22.5064	20.5533	21.7191
Length   10/  10, alignment  0/ 0:	22.6172	21.7281	22.4413	20.563	16.029
Length   10/  10, alignment  0/ 0:	22.7348	21.711	22.6415	20.5547	16.0563
Length   10/  10, alignment  0/ 2:	22.6799	21.7117	22.6118	20.5719	17.2426
Length   10/  10, alignment  2/ 0:	22.6016	21.7114	22.5014	20.5478	20.9595
Length   11/  11, alignment  0/ 0:	22.6339	22.0755	22.8303	20.541	16.633
Length   11/  11, alignment  0/ 0:	22.583	21.9769	22.7763	20.5463	16.632
Length   11/  11, alignment  0/ 3:	22.6705	21.7111	22.5185	20.5531	17.3691
Length   11/  11, alignment  3/ 0:	22.7366	22.2979	22.4403	20.5694	20.8083
Length   12/  12, alignment  0/ 0:	22.7911	22.0454	22.5238	20.5618	17.4271
Length   12/  12, alignment  0/ 0:	22.8425	21.7775	22.4325	20.5623	17.3718
Length   12/  12, alignment  0/ 4:	22.6682	21.7117	22.3712	20.3808	16.2515
Length   12/  12, alignment  4/ 0:	22.3299	21.771	22.3933	20.5768	18.6249
Length   13/  13, alignment  0/ 0:	22.59	21.7117	22.4799	20.5556	18.1412
Length   13/  13, alignment  0/ 0:	22.6325	21.735	22.4452	20.5393	18.1804
Length   13/  13, alignment  0/ 5:	22.6721	21.711	22.3532	20.5238	17.2645
Length   13/  13, alignment  5/ 0:	22.5809	21.7118	22.4859	20.2241	18.6372
Length   14/  14, alignment  0/ 0:	22.4545	21.7117	22.5954	20.5303	18.5395
Length   14/  14, alignment  0/ 0:	22.6919	22.03	22.5384	20.5606	18.4871
Length   14/  14, alignment  0/ 6:	22.6881	21.89	22.5216	20.4903	17.7367
Length   14/  14, alignment  6/ 0:	22.4883	21.7714	22.4046	20.572	19.0155
Length   15/  15, alignment  0/ 0:	22.4079	22.359	23.8663	19.8937	18.5794
Length   15/  15, alignment  0/ 0:	22.7608	21.9312	22.4048	19.9108	18.6274
Length   15/  15, alignment  0/ 7:	22.6403	21.7115	22.3498	19.8619	18.7238
Length   15/  15, alignment  7/ 0:	22.7868	21.7116	22.4869	19.8812	19.2734
Length   16/  16, alignment  0/ 0:	22.7641	21.7273	22.4075	21.4364	15.9656
Length   16/  16, alignment  7/ 2:	22.6453	21.7247	22.485	21.4702	19.3979
Length   16/   4, alignment  0/ 0:	22.6149	21.815	22.4537	20.5633	17.0598
Length   16/   4, alignment  7/ 2:	22.707	22.2413	22.8236	20.5149	15.7245
Length   32/  32, alignment  0/ 0:	24.0261	23.7157	23.8929	22.5547	17.8821
Length   32/  32, alignment  6/ 4:	27.8125	26.8066	26.8615	25.7108	25.4996
Length   32/   8, alignment  0/ 0:	23.8021	22.87	23.1426	21.8987	17.2436
Length   32/   8, alignment  6/ 4:	23.5341	22.8698	23.5422	22.5628	22.2928
Length   64/  64, alignment  0/ 0:	24.837	25.4045	25.8586	24.1498	25.144
Length   64/  64, alignment  5/ 6:	29.5658	28.9764	29.5266	28.268	35.1553
Length   64/  16, alignment  0/ 0:	28.4344	28.0977	27.0094	24.6498	21.4604
Length   64/  16, alignment  5/ 6:	28.0131	28.2749	28.3313	27.4261	31.6278
Length  128/ 128, alignment  0/ 0:	26.4958	25.9913	26.704	28.4425	45.4547
Length  128/ 128, alignment  4/ 0:	29.166	29.2864	29.7881	31.5645	52.1484
Length  128/  32, alignment  0/ 0:	26.7438	26.3388	26.9396	28.6014	39.4754
Length  128/  32, alignment  4/ 0:	32.3004	31.8253	31.8609	30.9926	51.9507
Length  256/ 256, alignment  0/ 0:	35.2792	29.6404	30.9407	31.9321	91.5157
Length  256/ 256, alignment  3/ 2:	39.4608	35.4146	37.3949	36.5354	105.119
Length  256/  64, alignment  0/ 0:	31.6024	30.3122	30.6743	31.4739	71.3667
Length  256/  64, alignment  3/ 2:	37.2212	35.3893	36.4224	36.6878	86.7544
