                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.4163	22.8709	23.4801	22.1048	24.5071
Length    4/   4, alignment  0/ 0, N    2:	24.2753	22.8691	22.8726	21.0899	24.2496
Length    4/   4, alignment  4/ 0, N    2:	24.3466	22.5574	23.9281	21.6983	25.8863
Length    8/   8, alignment  0/ 0, N    2:	25.7593	23.3596	22.8702	20.6375	23.6427
Length    8/   8, alignment  0/ 0, N    2:	24.0328	22.3486	22.7775	20.6402	23.8752
Length   16/  16, alignment  0/ 0, N    2:	23.6295	22.351	22.563	21.1339	23.7273
Length   16/  16, alignment  7/ 2, N    2:	23.7252	22.3495	22.7368	22.5452	23.8538
Length   16/   4, alignment  0/ 0, N    2:	23.637	21.8536	22.0612	20.0538	23.2139
Length   16/   4, alignment  7/ 2, N    2:	23.5978	21.8542	21.8546	19.9795	23.6862
Length   32/  32, alignment  0/ 0, N    2:	23.8448	21.8546	24.5817	20.7739	23.8349
Length   32/  32, alignment  6/ 4, N    2:	23.7768	21.9784	22.4806	20.6176	24.1174
Length   32/   8, alignment  0/ 0, N    2:	23.7935	21.7149	22.3539	20.4341	23.4528
Length   32/   8, alignment  6/ 4, N    2:	23.5508	21.541	21.8544	21.4397	23.316
Length   64/  64, alignment  0/ 0, N    2:	23.8919	22.0248	22.5995	20.776	24.2036
Length   64/  64, alignment  5/ 6, N    2:	26.1115	22.7778	23.0715	21.0819	23.8512
Length   64/  16, alignment  0/ 0, N    2:	23.2262	21.2827	21.8546	20.8799	23.1094
Length   64/  16, alignment  5/ 6, N    2:	23.1029	21.2295	21.855	22.0298	23.5276
Length  128/ 128, alignment  0/ 0, N    2:	23.9214	21.9049	22.9239	20.6492	23.8888
Length  128/ 128, alignment  4/ 0, N    2:	23.9159	21.9034	23.4107	21.4584	24.3131
Length  128/  32, alignment  0/ 0, N    2:	24.3971	22.3542	22.9911	21.075	24.3824
Length  128/  32, alignment  4/ 0, N    2:	24.378	22.4588	22.988	21.0938	24.3157
Length  256/ 256, alignment  0/ 0, N    2:	27.6264	22.3522	23.5645	21.0766	27.6377
Length  256/ 256, alignment  3/ 2, N    2:	27.5974	22.3515	23.3087	21.0759	27.288
Length  256/  64, alignment  0/ 0, N    2:	24.3508	22.4926	23.5688	21.8044	25.0749
