                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length   14, alignments in bytes  0/ 0:	9.87183	8.42615	8.17078	7.49622	12.6311
Length   14, alignments in bytes  0/ 0:	9.90796	8.45276	8.18066	7.52344	12.6199
Length   14, alignments in bytes  0/ 6:	9.96167	8.0426	7.91809	7.55151	11.7637
Length   14, alignments in bytes  6/ 0:	9.9646	8.03735	7.98486	7.24976	12.6223
Length   15, alignments in bytes  0/ 0:	9.9812	7.19177	7.38586	5.24597	11.7709
Length   15, alignments in bytes  0/ 0:	10.152	7.22327	7.39697	5.24194	11.7765
Length   15, alignments in bytes  0/ 7:	9.9729	8.04724	7.93738	5.2323	11.7659
Length   15, alignments in bytes  7/ 0:	9.8573	8.03369	7.9978	5.22595	12.3867
Length   16, alignments in bytes  0/ 0:	9.92004	8.43335	8.18469	5.2467	6.67957
Length   16, alignments in bytes  7/ 2:	9.83301	8.35596	8.20447	5.58228	13.2126
Length   32, alignments in bytes  0/ 0:	10.1046	6.54895	6.09399	6.92395	9.46338
Length   32, alignments in bytes  6/ 4:	10.4825	5.92468	6.5542	10.9358	15.437
Length   64, alignments in bytes  0/ 0:	13.2401	7.90576	7.85938	7.9696	14.6473
Length   64, alignments in bytes  5/ 6:	13.9674	13.2281	13.7222	11.9229	24.1437
Length  128, alignments in bytes  0/ 0:	15.5824	9.82129	9.07764	13.4963	24.9668
Length  128, alignments in bytes  4/ 0:	17.391	10.1246	11.4795	14.4502	31.4088
Length  256, alignments in bytes  0/ 0:	21.8164	15.6238	15.7291	17.2227	49.562
Length  256, alignments in bytes  3/ 2:	23.6511	14.7306	17.1864	19.0253	56.3776
Length  512, alignments in bytes  0/ 0:	30.0847	18.4636	20.2767	26.6475	98.3468
Length  512, alignments in bytes  2/ 4:	31.4288	22.7646	24.4056	29.5493	144.716
Length 1024, alignments in bytes  0/ 0:	52.6313	28.3285	28.2072	47.7601	225.79
Length 1024, alignments in bytes  1/ 6:	65.1956	39.4729	34.6121	46.6495	305.331
Length   16, alignments in bytes  1/ 2:	12.781	9.19324	8.60962	5.80664	17.7157
Length   16, alignments in bytes  2/ 1:	10.332	8.73889	8.60742	5.86548	15.7349
Length   16, alignments in bytes  1/ 1:	10.288	8.81982	8.60474	5.49329	15.0997
Length   16, alignments in bytes  1/ 1:	10.3776	8.76709	8.61609	5.49268	16.2209
Length   32, alignments in bytes  2/ 4:	11.9912	8.22791	7.56262	10.2416	21.5696
Length   32, alignments in bytes  4/ 2:	12.7437	6.86572	7.54675	11.5956	17.0514
Length   32, alignments in bytes  2/ 2:	11.9852	6.57544	7.54993	9.78662	17.158
Length   32, alignments in bytes  2/ 2:	11.7109	6.57043	6.86206	9.76257	16.5336
Length   64, alignments in bytes  3/ 6:	14.6593	9.86316	9.57202	11.0754	28.5986
Length   64, alignments in bytes  6/ 3:	15.0068	11.6851	11.731	12.6871	20.5864
Length   64, alignments in bytes  3/ 3:	14.2585	8.96057	8.95129	9.80359	24.2472
Length   64, alignments in bytes  3/ 3:	14.244	8.72998	8.92322	9.75867	21.5392
Length  128, alignments in bytes  4/ 0:	17.6703	10.3749	11.7528	14.8145	32.6089
Length  128, alignments in bytes  0/ 4:	20.1904	10.9667	10.5621	14.2709	34.4047
Length  128, alignments in bytes  4/ 4:	19.8627	13.9613	12.736	14.4167	32.592
Length  128, alignments in bytes  4/ 4:	19.9823	13.9028	12.7191	14.3831	33.5372
Length  256, alignments in bytes  5/ 2:	24.8767	15.5988	19.5468	39.5026	58.3956
Length  256, alignments in bytes  2/ 5:	25.6613	17.6693	21.0948	20.83	79.8326
Length  256, alignments in bytes  5/ 5:	24.2264	14.4279	17.7057	18.5807	56.9159
Length  256, alignments in bytes  5/ 5:	24.3757	14.4635	17.6816	18.5569	56.9542
Length  512, alignments in bytes  6/ 4:	32.0819	25.1893	23.5315	28.9	108.63
Length  512, alignments in bytes  4/ 6:	33.0375	28.4075	27.4512	29.8087	163.821
Length  512, alignments in bytes  6/ 6:	38.9342	31.9635	28.1356	225.209	130.974
Length  512, alignments in bytes  6/ 6:	42.6947	29.9723	26.7307	38.5055	124.242
Length 1024, alignments in bytes  7/ 6:	50.6873	39.2957	35.7295	46.5448	227.341
Length 1024, alignments in bytes  6/ 7:	74.2354	40.5266	35.8243	81.566	311.087
Length 1024, alignments in bytes  7/ 7:	62.8423	27.7196	28.9742	78.8221	229.553
Length 1024, alignments in bytes  7/ 7:	60.241	27.0421	28.2126	46.5424	225.641
Length   16, alignments in bytes  0/ 4:	15.9128	8.65942	8.38464	5.66052	9.13489
Length   16, alignments in bytes  4/ 0:	10.2289	8.53442	8.41626	5.7179	15.1376
Length   16, alignments in bytes  4/ 4:	10.5188	8.54138	8.40173	5.35791	14.7737
Length   16, alignments in bytes  2/ 2:	10.1052	8.55042	8.41138	5.36755	14.7375
Length   16, alignments in bytes  2/ 6:	10.1458	8.53931	8.42151	5.66797	18.0149
Length   16, alignments in bytes  6/ 2:	10.1438	8.54626	8.41455	5.70935	15.1462
Length   16, alignments in bytes  1/ 7:	10.1962	8.53833	8.39587	5.65161	18.5443
Length   16, alignments in bytes  7/ 1:	10.5127	8.53809	8.40088	5.7135	13.4226
Length   16, alignments in bytes  3/ 4:	10.0548	8.56616	8.41187	5.66052	15.2222
Length   16, alignments in bytes  4/ 3:	10.0424	8.55298	8.41309	5.71716	14.3553
Length   16, alignments in bytes  5/ 7:	10.1835	8.54077	8.39771	5.66235	14.6655
Length   16, alignments in bytes  7/ 5:	10.0525	8.56018	10.123	6.13782	13.6276
Length   20, alignments in bytes  0/ 4:	12.0491	8.98987	8.37622	7.78247	11.1785
Length   20, alignments in bytes  4/ 0:	10.1727	8.55042	8.39954	6.19373	13.7544
Length   20, alignments in bytes  4/ 4:	10.3743	8.54858	8.4071	7.08557	13.0662
Length   20, alignments in bytes  2/ 2:	10.1312	8.53711	8.41284	7.08191	20.0922
Length   20, alignments in bytes  2/ 6:	10.1832	8.53833	8.42371	7.77429	19.7992
Length   20, alignments in bytes  6/ 2:	10.0807	8.53955	8.40552	6.2063	13.214
Length   20, alignments in bytes  1/ 7:	10.2996	8.52307	8.41467	7.76306	20.3663
Length   20, alignments in bytes  7/ 1:	10.1831	8.54077	8.422	7.27576	12.9868
Length   20, alignments in bytes  3/ 4:	10.1045	8.56311	8.41565	8.21558	18.0822
Length   20, alignments in bytes  4/ 3:	10.0643	8.75269	8.59998	7.63855	13.9575
Length   20, alignments in bytes  5/ 7:	10.3398	8.7428	8.62463	8.41602	14.9838
Length   20, alignments in bytes  7/ 5:	10.4188	8.75708	8.60986	7.64209	12.8882
Length   24, alignments in bytes  0/ 4:	10.4698	8.81555	8.58362	8.41589	11.0684
Length   24, alignments in bytes  4/ 0:	10.3502	8.80725	8.61462	7.64624	16.6624
Length   24, alignments in bytes  4/ 4:	10.3661	8.74585	8.6156	7.25085	15.7561
Length   24, alignments in bytes  2/ 2:	10.4419	8.73914	8.62451	7.26624	15.8832
Length   24, alignments in bytes  2/ 6:	10.4156	9.18298	8.39526	8.20886	19.3367
Length   24, alignments in bytes  6/ 2:	10.0428	8.52417	8.41089	7.45386	16.0685
Length   24, alignments in bytes  1/ 7:	10.1194	8.56458	8.40491	8.2041	19.8586
Length   24, alignments in bytes  7/ 1:	10.0973	8.53906	8.42468	7.46008	14.5853
Length   24, alignments in bytes  3/ 4:	10.0933	8.54651	8.41235	8.20532	16.8531
Length   24, alignments in bytes  4/ 3:	10.1669	8.55151	8.41907	7.46191	15.2518
Length   24, alignments in bytes  5/ 7:	10.0548	8.55859	8.41614	8.21265	16.6237
Length   24, alignments in bytes  7/ 5:	10.5228	8.75415	8.62671	7.64185	15.0813
Length   28, alignments in bytes  0/ 4:	10.3383	8.4292	8.44775	8.83545	12.9608
Length   28, alignments in bytes  4/ 0:	10.2854	8.45215	9.25146	8.36365	15.9999
Length   28, alignments in bytes  4/ 4:	10.406	8.79651	8.61133	7.90015	14.5977
Length   28, alignments in bytes  2/ 2:	10.3005	8.80896	8.62549	7.88489	18.1943
Length   28, alignments in bytes  2/ 6:	10.3201	8.47791	8.52173	8.82788	22.0959
Length   28, alignments in bytes  6/ 2:	10.4169	8.45593	8.48779	8.3866	14.8322
Length   28, alignments in bytes  1/ 7:	10.7041	8.46509	8.51611	8.80322	22.7727
Length   28, alignments in bytes  7/ 1:	10.3424	8.4198	8.55615	8.95276	14.3195
Length   28, alignments in bytes  3/ 4:	10.2988	8.74255	8.61682	8.90918	19.7568
Length   28, alignments in bytes  4/ 3:	10.3257	8.75769	8.61401	8.2428	15.4066
Length   28, alignments in bytes  5/ 7:	10.2865	8.74841	8.63245	8.90942	16.4049
Length   28, alignments in bytes  7/ 5:	11.0018	8.53613	8.41333	8.06775	14.1185
Length   32, alignments in bytes  0/ 4:	11.5919	6.86401	6.91235	8.06311	12.4392
Length   32, alignments in bytes  4/ 0:	11.4076	6.06555	6.70886	9.76111	16.8757
Length   32, alignments in bytes  4/ 4:	11.6074	6.41602	7.3678	9.5415	15.9052
Length   32, alignments in bytes  2/ 2:	11.6521	6.4209	7.37073	9.53125	16.1641
Length   32, alignments in bytes  2/ 6:	11.5488	7.99133	8.16138	9.97449	21.814
Length   32, alignments in bytes  6/ 2:	11.9657	6.21301	6.86731	10.2095	17.2069
Length   32, alignments in bytes  1/ 7:	11.9315	8.18481	8.36414	9.12769	22.0743
Length   32, alignments in bytes  7/ 1:	11.8542	6.8645	6.86279	9.15466	15.884
Length   32, alignments in bytes  3/ 4:	11.9551	8.2052	8.36951	10.2601	19.1713
Length   32, alignments in bytes  4/ 3:	11.8298	6.22717	6.86035	11.572	16.4916
Length   32, alignments in bytes  5/ 7:	11.8303	8.18591	8.36731	11.1642	17.6185
Length   32, alignments in bytes  7/ 5:	12.8243	10.8	10.4503	11.7302	18.4205
Length   36, alignments in bytes  0/ 4:	16.5936	12.379	11.979	11.2738	15.0273
Length   36, alignments in bytes  4/ 0:	15.0908	11.9491	15.0869	11.9902	20.3713
Length   36, alignments in bytes  4/ 4:	11.9987	9.60645	10.2882	9.78943	15.4202
Length   36, alignments in bytes  2/ 2:	10.979	9.7345	10.2931	10.7032	21.1674
Length   36, alignments in bytes  2/ 6:	10.8883	12.0537	12.0883	10.6461	24.0885
Length   36, alignments in bytes  6/ 2:	10.9429	7.87024	7.7428	10.5907	16.9222
Length   36, alignments in bytes  1/ 7:	10.9879	11.184	10.9308	10.334	24.6161
Length   36, alignments in bytes  7/ 1:	10.8501	6.5675	6.8772	10.5654	15.3402
Length   36, alignments in bytes  3/ 4:	11.0201	12.0638	12.0413	10.2775	21.7716
Length   36, alignments in bytes  4/ 3:	10.9116	11.0698	10.2906	10.5265	16.3914
Length   36, alignments in bytes  5/ 7:	11.2834	12.5748	12.6476	10.9198	18.0428
Length   36, alignments in bytes  7/ 5:	10.6442	9.96362	10.048	11.2201	15.2943
Length   40, alignments in bytes  0/ 4:	10.6154	9.72571	9.62927	10.6298	13.863
Length   40, alignments in bytes  4/ 0:	10.3141	10.3538	10.4424	10.827	17.3945
Length   40, alignments in bytes  4/ 4:	10.6042	10.4106	10.538	10.4364	16.6292
Length   40, alignments in bytes  2/ 2:	10.8658	10.2639	10.4857	10.4381	18.1067
Length   40, alignments in bytes  2/ 6:	10.7413	12.2627	11.8754	10.3723	23.0328
Length   40, alignments in bytes  6/ 2:	10.6346	10.3557	10.4082	11.1857	21.2544
Length   40, alignments in bytes  1/ 7:	15.2006	12.2665	11.9144	10.3198	23.3293
Length   40, alignments in bytes  7/ 1:	10.7236	10.3275	10.4265	8.94128	16.7153
Length   40, alignments in bytes  3/ 4:	10.7188	10.0419	11.5688	11.1589	20.748
Length   40, alignments in bytes  4/ 3:	10.6455	10.3928	10.5575	10.6849	16.6816
Length   40, alignments in bytes  5/ 7:	10.6355	12.2704	11.9189	12.2976	20.026
Length   40, alignments in bytes  7/ 5:	10.9513	10.6077	10.99	8.91833	16.4895
Length   44, alignments in bytes  0/ 4:	10.6582	8.87695	8.78149	10.657	15.0935
Length   44, alignments in bytes  4/ 0:	10.486	9.39282	9.41907	8.41333	16.7438
Length   44, alignments in bytes  4/ 4:	10.4845	10.2916	10.5657	8.55701	15.7091
Length   44, alignments in bytes  2/ 2:	10.5491	10.2684	10.5161	10.4491	22.109
Length   44, alignments in bytes  2/ 6:	10.7543	11.6604	11.5652	10.682	25.3579
Length   44, alignments in bytes  6/ 2:	10.7778	9.42346	9.42773	9.86926	16.2118
Length   44, alignments in bytes  1/ 7:	10.6006	12.2651	11.8402	10.7092	26.6581
Length   44, alignments in bytes  7/ 1:	10.9537	9.60449	9.63147	8.99683	16.208
Length   44, alignments in bytes  3/ 4:	11.0067	11.9404	11.8486	10.27	23.9192
Length   44, alignments in bytes  4/ 3:	10.8706	10.6331	10.7676	8.67004	17.0109
Length   44, alignments in bytes  5/ 7:	11.0233	11.9468	11.8466	10.085	20.0347
Length   44, alignments in bytes  7/ 5:	11.0168	10.6315	10.7634	9.9624	16.4923
Length   48, alignments in bytes  0/ 4:	11.0448	10.0028	9.91479	8.84851	15.6663
Length   48, alignments in bytes  4/ 0:	10.6373	10.7275	10.7609	40.4417	18.7196
Length   48, alignments in bytes  4/ 4:	10.9136	10.7117	10.9473	10.0132	18.1267
Length   48, alignments in bytes  2/ 2:	10.9111	10.71	10.9174	10.1515	19.4376
Length   48, alignments in bytes  2/ 6:	10.8131	12.6461	12.1934	10.8088	25.4294
Length   48, alignments in bytes  6/ 2:	10.9971	10.774	10.7531	10.2933	18.4865
Length   48, alignments in bytes  1/ 7:	10.5547	12.3457	11.8781	9.37158	25.2754
Length   48, alignments in bytes  7/ 1:	10.7803	10.6478	11.347	30.0833	19.5038
Length   48, alignments in bytes  3/ 4:	10.495	11.7092	11.5199	9.84412	22.5059
Length   48, alignments in bytes  4/ 3:	10.774	10.3181	10.7142	10.6439	17.5122
Length   48, alignments in bytes  5/ 7:	10.6707	12.3438	11.8862	11.9366	21.3226
Length   48, alignments in bytes  7/ 5:	10.6827	10.5146	10.5087	9.71851	17.095
Length   52, alignments in bytes  0/ 4:	10.7271	8.94409	8.83044	10.6154	16.601
Length   52, alignments in bytes  4/ 0:	10.4221	10.6333	10.6704	10.3542	17.4882
Length   52, alignments in bytes  4/ 4:	10.7438	10.5867	10.6683	9.77454	16.7708
Length   52, alignments in bytes  2/ 2:	10.6389	10.5142	10.6853	12.0011	23.4209
Length   52, alignments in bytes  2/ 6:	10.7035	11.7092	11.5541	11.6003	27.5297
Length   52, alignments in bytes  6/ 2:	10.7092	10.2609	10.6941	11.2006	16.9034
Length   52, alignments in bytes  1/ 7:	10.8431	12.3409	11.8951	11.2979	27.6212
Length   52, alignments in bytes  7/ 1:	10.6515	10.4976	10.5614	11.1899	16.6193
Length   52, alignments in bytes  3/ 4:	10.6528	10.0397	11.5577	9.83545	25.1135
Length   52, alignments in bytes  4/ 3:	10.5876	10.5826	10.6671	10.6501	17.1968
Length   52, alignments in bytes  5/ 7:	10.7634	11.7087	11.5547	11.9144	21.2953
Length   52, alignments in bytes  7/ 5:	10.5515	10.2711	10.6324	11.382	16.7577
Length   56, alignments in bytes  0/ 4:	10.7391	9.13538	8.84534	10.7719	16.9894
Length   56, alignments in bytes  4/ 0:	10.7897	10.7445	10.9368	12.3218	19.7216
Length   56, alignments in bytes  4/ 4:	10.8236	10.7102	10.9271	12.2882	19.407
Length   56, alignments in bytes  2/ 2:	11.03	10.7704	10.9193	12.2942	20.8684
Length   56, alignments in bytes  2/ 6:	12.286	11.9958	11.8463	12.1469	27.6678
Length   56, alignments in bytes  6/ 2:	11.9294	10.5503	10.933	11.6632	18.7354
Length   56, alignments in bytes  1/ 7:	11.785	11.9971	11.8457	11.6517	27.7979
Length   56, alignments in bytes  7/ 1:	11.829	10.538	10.9075	9.96008	18.9779
Length   56, alignments in bytes  3/ 4:	11.9958	11.9987	11.8322	12.3394	25.1749
Length   56, alignments in bytes  4/ 3:	11.9089	10.5255	10.9579	11.9404	19.071
Length   56, alignments in bytes  5/ 7:	11.8042	11.9966	11.8303	12.3147	23.8048
Length   56, alignments in bytes  7/ 5:	11.7458	10.5428	10.9327	9.94983	18.3391
Length   60, alignments in bytes  0/ 4:	11.7854	9.22937	9.08984	12.3448	18.7145
Length   60, alignments in bytes  4/ 0:	12.3563	10.3184	10.9313	9.5354	19.0973
Length   60, alignments in bytes  4/ 4:	12.5701	11.0756	12.1057	9.22949	18.6741
Length   60, alignments in bytes  2/ 2:	11.8802	10.7518	10.9467	12.2896	24.2871
Length   60, alignments in bytes  2/ 6:	11.8839	10.2865	11.8535	12.3407	29.9865
Length   60, alignments in bytes  6/ 2:	12.3715	10.2891	10.6763	12.3175	18.0092
Length   60, alignments in bytes  1/ 7:	11.8446	11.9963	11.8555	12.3541	30.0107
Length   60, alignments in bytes  7/ 1:	12.3535	10.3112	10.7218	10.5151	17.7551
Length   60, alignments in bytes  3/ 4:	11.9874	11.9961	11.8617	10.0887	27.6614
Length   60, alignments in bytes  4/ 3:	12.3862	11.072	12.0587	9.66956	18.8396
Length   60, alignments in bytes  5/ 7:	12.5481	11.0023	13.0177	10.7498	23.8307
Length   60, alignments in bytes  7/ 5:	12.3923	11.1042	12.7889	10.5629	17.691
Length   64, alignments in bytes  0/ 4:	14.5791	9.26892	8.86584	9.60986	19.3148
Length   64, alignments in bytes  4/ 0:	13.5771	10.2788	10.2802	10.3749	21.0541
Length   64, alignments in bytes  4/ 4:	14.2853	12.6133	13.635	11.178	20.9669
Length   64, alignments in bytes  2/ 2:	14.3528	10.1191	10.5663	11.0538	21.9288
Length   64, alignments in bytes  2/ 6:	14.2461	10.407	10.4785	11.8468	28.8083
Length   64, alignments in bytes  6/ 2:	14.7559	10.0183	10.1584	11.729	19.8914
Length   64, alignments in bytes  1/ 7:	14.2362	9.78296	9.39429	10.1919	29.1699
Length   64, alignments in bytes  7/ 1:	14.6925	10.0197	10.1661	10.7904	19.4032
Length   64, alignments in bytes  3/ 4:	14.5898	10.4518	10.4332	10.9761	27.3263
Length   64, alignments in bytes  4/ 3:	14.9437	12.5885	12.8169	12.3284	20.3499
Length   64, alignments in bytes  5/ 7:	14.6458	13.8434	14.3947	12.4436	25.8732
Length   64, alignments in bytes  7/ 5:	15.0189	11.6741	11.7122	10.5602	19.0957
Length   68, alignments in bytes  0/ 4:	14.5548	12.0248	12.3055	11.7671	20.9523
Length   68, alignments in bytes  4/ 0:	13.6643	12.4583	12.5732	12.0681	20.5857
Length   68, alignments in bytes  4/ 4:	14.3192	12.2073	12.8912	11.1798	20.3419
Length   68, alignments in bytes  2/ 2:	14.3549	12.3046	12.176	12.3419	27.3483
Length   68, alignments in bytes  2/ 6:	14.6482	13.4835	13.7472	11.8887	32.139
Length   68, alignments in bytes  6/ 2:	14.9888	12.4916	12.6064	12.3378	19.4238
Length   68, alignments in bytes  1/ 7:	14.6398	12.7725	12.8547	11.9634	32.2421
Length   68, alignments in bytes  7/ 1:	15.0001	12.1476	12.1887	12.3385	18.8142
Length   68, alignments in bytes  3/ 4:	14.6493	13.427	13.7419	10.9795	29.7897
Length   68, alignments in bytes  4/ 3:	15.0017	12.1754	12.9288	12.3248	20.4916
Length   68, alignments in bytes  5/ 7:	14.6271	14.0461	14.377	12.4479	25.9319
Length   68, alignments in bytes  7/ 5:	14.9279	12.2357	12.9437	12.6915	18.8179
Length   72, alignments in bytes  0/ 4:	14.616	11.7203	11.9701	11.8746	21.1884
Length   72, alignments in bytes  4/ 0:	13.6437	11.9041	12.085	12.689	22.7217
Length   72, alignments in bytes  4/ 4:	14.2863	12.1194	11.7582	12.347	26.0734
Length   72, alignments in bytes  2/ 2:	14.335	12.1066	11.8561	12.3547	24.0719
Length   72, alignments in bytes  2/ 6:	14.635	13.3373	13.4202	12.2747	31.7256
Length   72, alignments in bytes  6/ 2:	15.0623	11.8632	12.1133	12.688	21.7754
Length   72, alignments in bytes  1/ 7:	14.6733	13.3328	13.418	12.1849	32.0338
Length   72, alignments in bytes  7/ 1:	14.9487	11.8701	12.1327	10.5607	20.5825
Length   72, alignments in bytes  3/ 4:	14.7065	12.3998	13.2369	12.3545	29.3571
Length   72, alignments in bytes  4/ 3:	14.9766	12.0607	12.1377	12.6851	21.8561
Length   72, alignments in bytes  5/ 7:	14.6995	12.4105	13.2236	12.355	27.7178
Length   72, alignments in bytes  7/ 5:	14.9197	12.8219	12.1194	10.5933	20.3768
Length   76, alignments in bytes  0/ 4:	14.6266	11.6329	11.1976	12.13	22.9922
Length   76, alignments in bytes  4/ 0:	13.6305	12.484	12.9515	10.3632	22.084
Length   76, alignments in bytes  4/ 4:	14.351	12.2177	13.2762	10.3383	21.8667
Length   76, alignments in bytes  2/ 2:	14.2318	12.0818	11.7434	12.3525	26.2339
Length   76, alignments in bytes  2/ 6:	14.686	12.3966	12.938	12.1072	33.9011
Length   76, alignments in bytes  6/ 2:	14.9519	12.4869	12.7832	12.405	20.4696
Length   76, alignments in bytes  1/ 7:	14.6421	12.3939	12.9298	12.1288	34.2218
Length   76, alignments in bytes  7/ 1:	14.9452	12.4808	12.7159	10.9904	19.9951
Length   76, alignments in bytes  3/ 4:	14.6489	12.3879	13.2412	10.9863	31.8444
Length   76, alignments in bytes  4/ 3:	14.9091	12.2679	13.2043	10.8412	21.91
Length   76, alignments in bytes  5/ 7:	14.6754	14.057	14.3645	12.0681	27.8568
Length   76, alignments in bytes  7/ 5:	14.9789	12.2524	13.2863	11.446	19.9005
Length   80, alignments in bytes  0/ 4:	14.5922	11.6698	11.9281	10.5747	23.1643
Length   80, alignments in bytes  4/ 0:	13.6268	12.2384	13.2443	11.3251	24.2523
Length   80, alignments in bytes  4/ 4:	14.2916	12.3217	11.7594	11.5305	24.3972
Length   80, alignments in bytes  2/ 2:	13.9479	12.0308	11.459	11.6981	25.0099
Length   80, alignments in bytes  2/ 6:	14.3264	13.0172	13.0856	12.4248	33.1935
Length   80, alignments in bytes  6/ 2:	14.5769	11.9376	12.9185	11.9703	22.3986
Length   80, alignments in bytes  1/ 7:	14.3093	13.0087	13.0981	11.5117	33.0769
Length   80, alignments in bytes  7/ 1:	14.6344	11.9733	12.9508	11.1711	21.0895
Length   80, alignments in bytes  3/ 4:	14.2737	12.0558	12.9337	11.0665	30.7648
Length   80, alignments in bytes  4/ 3:	14.6237	12.0375	11.7103	12.1967	22.8718
Length   80, alignments in bytes  5/ 7:	14.3179	12.1145	12.9283	12.5999	28.9209
Length   80, alignments in bytes  7/ 5:	14.5548	11.9484	12.9318	11.1765	21.0404
Length   84, alignments in bytes  0/ 4:	14.1514	11.3627	10.8889	12.0376	24.337
