                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	28.1928	23.0533	23.0834	21.141	26.0733
Length    4/   4, alignment  0/ 0, N    2:	27.1513	22.7395	23.0775	21.1371	26.1354
Length    4/   4, alignment  4/ 0, N    2:	26.3856	22.8076	24.1703	22.5416	28.4246
Length    8/   8, alignment  0/ 0, N    2:	29.1355	22.2728	22.5579	20.6497	26.6997
Length    8/   8, alignment  0/ 0, N    2:	25.5443	22.2188	22.5562	20.6553	25.4368
Length   16/  16, alignment  0/ 0, N    2:	24.5092	21.7267	22.0558	20.9175	25.3795
Length   16/  16, alignment  7/ 2, N    2:	24.6757	22.2316	22.5568	22.3023	26.4113
Length   16/   4, alignment  0/ 0, N    2:	25.0006	22.2389	22.5513	20.6555	25.7221
Length   16/   4, alignment  7/ 2, N    2:	28.7603	21.6864	22.0013	20.1468	28.446
Length   32/  32, alignment  0/ 0, N    2:	23.8471	22.0915	22.9269	23.0898	24.5708
Length   32/  32, alignment  6/ 4, N    2:	26.2789	22.5523	23.1285	21.3952	26.3253
Length   32/   8, alignment  0/ 0, N    2:	25.4999	21.9788	22.555	20.6614	25.5276
Length   32/   8, alignment  6/ 4, N    2:	25.6107	22.0212	22.7069	21.2393	26.9573
Length   64/  64, alignment  0/ 0, N    2:	73.673	23.6213	24.123	22.1031	28.2802
Length   64/  64, alignment  5/ 6, N    2:	23.852	22.2853	23.2868	20.804	24.6431
Length   64/  16, alignment  0/ 0, N    2:	25.9883	21.5467	22.0516	21.2614	25.528
Length   64/  16, alignment  5/ 6, N    2:	25.6149	22.026	22.5506	22.5452	25.5825
Length  128/ 128, alignment  0/ 0, N    2:	24.4926	22.4503	22.9922	21.1315	24.9563
Length  128/ 128, alignment  4/ 0, N    2:	24.7192	22.4006	23.6042	21.0918	24.4242
Length  128/  32, alignment  0/ 0, N    2:	24.3911	22.5938	23.2201	21.0779	24.35
Length  128/  32, alignment  4/ 0, N    2:	25.7564	22.6538	23.1728	21.4443	26.4396
Length  256/ 256, alignment  0/ 0, N    2:	27.5986	22.3534	22.9906	21.0779	27.6208
Length  256/ 256, alignment  3/ 2, N    2:	27.2537	22.3507	22.9905	21.2785	28.248
Length  256/  64, alignment  0/ 0, N    2:	24.9893	23.0588	23.5254	21.878	25.0641
Length  256/  64, alignment  3/ 2, N    2:	24.9572	23.1952	23.7972	21.7144	24.9707
Length  512/ 512, alignment  0/ 0, N    2:	31.3848	25.2868	25.1446	24.2935	28.4635
Length  512/ 512, alignment  2/ 4, N    2:	28.172	22.8738	23.9825	24.5255	29.6764
