                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.6979	23.416	23.5049	21.1134	24.2994
Length    4/   4, alignment  0/ 0, N    2:	24.7247	22.8714	24.0976	21.1092	24.2161
Length    4/   4, alignment  4/ 0, N    2:	24.6031	23.2374	23.9618	22.4115	26.3372
Length    8/   8, alignment  0/ 0, N    2:	26.5436	24.3329	23.986	22.1203	25.7116
Length    8/   8, alignment  0/ 0, N    2:	25.8765	24.3464	24.2144	22.1208	25.4096
Length   16/  16, alignment  0/ 0, N    2:	25.8067	24.0315	24.5969	22.6768	25.6865
Length   16/  16, alignment  7/ 2, N    2:	25.4675	23.9856	24.174	24.1893	25.7447
Length   16/   4, alignment  0/ 0, N    2:	25.9691	22.7386	21.4808	19.4818	22.6508
Length   16/   4, alignment  7/ 2, N    2:	23.1549	21.3785	21.3788	19.5456	23.0723
Length   32/  32, alignment  0/ 0, N    2:	23.3955	21.3805	21.9924	20.1564	23.2994
Length   32/  32, alignment  6/ 4, N    2:	23.3247	23.9252	21.9897	20.201	23.6188
Length   32/   8, alignment  0/ 0, N    2:	23.6421	21.2307	21.8562	20.0394	23.6508
Length   32/   8, alignment  6/ 4, N    2:	23.6005	21.229	21.8546	20.0461	23.4776
Length   64/  64, alignment  0/ 0, N    2:	23.8579	23.1045	22.4803	20.7133	23.8475
Length   64/  64, alignment  5/ 6, N    2:	23.8565	21.8542	22.6637	21.1771	24.3724
Length   64/  16, alignment  0/ 0, N    2:	23.899	21.7442	21.8553	20.6377	23.2589
Length   64/  16, alignment  5/ 6, N    2:	23.4746	21.856	22.3752	22.5434	24.1282
Length  128/ 128, alignment  0/ 0, N    2:	24.4323	22.907	25.2568	22.6966	24.7567
Length  128/ 128, alignment  4/ 0, N    2:	24.4184	22.48	22.9894	21.0923	24.4356
Length  128/  32, alignment  0/ 0, N    2:	25.9904	24.225	22.9886	21.0748	25.4865
Length  128/  32, alignment  4/ 0, N    2:	24.6938	22.4793	22.9879	21.1105	24.3641
Length  256/ 256, alignment  0/ 0, N    2:	27.3062	21.8563	22.4789	20.6095	27.2097
Length  256/ 256, alignment  3/ 2, N    2:	28.8893	22.3495	22.9909	21.0746	27.6204
Length  256/  64, alignment  0/ 0, N    2:	24.4781	22.4926	22.9888	21.1763	24.3579
Length  256/  64, alignment  3/ 2, N    2:	24.4173	22.8011	22.9897	21.24	24.3407
Length  512/ 512, alignment  0/ 0, N    2:	28.1061	22.3549	22.9895	24.5155	28.1827
Length  512/ 512, alignment  2/ 4, N    2:	28.2433	22.8691	23.5252	24.1877	28.2321
Length  512/ 128, alignment  0/ 0, N    2:	27.1876	22.9207	23.7097	21.9738	25.0306
Length  512/ 128, alignment  2/ 4, N    2:	25.1937	22.9278	24.1364	21.5979	24.9035
Length 1024/1024, alignment  0/ 0, N    2:	29.4117	26.5652	26.9517	36.5927	28.2765
Length 1024/1024, alignment  1/ 6, N    2:	28.1956	27.3201	27.1001	37.0428	30.1086
Length 1024/ 256, alignment  0/ 0, N    2:	29.6025	23.5491	24.086	22.5125	28.8874
Length 1024/ 256, alignment  1/ 6, N    2:	28.5799	23.4171	24.0844	22.0765	28.8033
Length   16/   1, alignment  1/ 2, N    2:	24.756	23.418	23.4186	21.4295	25.1376
Length   16/   1, alignment  2/ 1, N    2:	25.271	23.414	24.0836	21.483	25.1572
Length   16/  10, alignment  1/ 1, N    2:	24.7273	22.8711	23.1958	21.515	24.4942
Length   32/   1, alignment  2/ 4, N    2:	24.7025	22.2188	22.8712	20.9471	24.1789
Length   32/   1, alignment  4/ 2, N    2:	23.8773	21.7126	22.3499	20.4362	24.7418
Length   32/  10, alignment  2/ 2, N    2:	24.7062	22.2173	22.581	21.3366	24.4912
Length   64/   1, alignment  3/ 6, N    2:	24.0451	21.713	22.3517	20.4955	23.6282
Length   64/   1, alignment  6/ 3, N    2:	23.8739	22.3505	22.3513	20.4346	23.8583
Length   64/  10, alignment  3/ 3, N    2:	24.3203	21.7123	22.3497	20.592	24.0629
Length  128/   1, alignment  4/ 0, N    2:	24.1975	21.7129	22.3494	20.4365	23.6285
Length  128/   1, alignment  0/ 4, N    2:	24.2457	21.7125	22.35	20.4083	23.1053
Length  128/  10, alignment  4/ 4, N    2:	23.6707	21.229	21.8544	20.0526	23.4085
Length  256/   1, alignment  5/ 2, N    2:	23.7666	21.2311	21.853	19.9814	23.7724
Length  256/   1, alignment  2/ 5, N    2:	23.7763	21.7128	22.3514	20.4813	23.8662
Length  256/  10, alignment  5/ 5, N    2:	24.1622	21.7132	22.3499	20.4919	24.0643
Length  512/   1, alignment  6/ 4, N    2:	23.6642	22.3521	22.3493	20.4367	23.8302
Length  512/   1, alignment  4/ 6, N    2:	24.204	21.5417	21.8771	20.0493	23.259
Length  512/  10, alignment  6/ 6, N    2:	23.6774	21.334	21.8536	20.0265	23.5925
Length 1024/   1, alignment  7/ 6, N    2:	23.6573	21.5424	21.8541	20.0445	23.4989
Length 1024/   1, alignment  6/ 7, N    2:	23.6365	21.3341	21.8529	20.0305	23.9619
Length 1024/  10, alignment  7/ 7, N    2:	24.2114	21.8185	22.3491	20.4572	24.0449
Length    2/   2, alignment  0/ 2, N    8:	24.0877	21.8976	22.354	20.578	23.6425
