                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	12.576	6.09985	6.04285	5.92249	5.93201
Length    0, alignments in bytes  0/ 0:	11.105	6.08923	6.01648	5.93677	5.92615
Length    0, alignments in bytes  0/ 0:	11.1078	6.09375	6.02417	5.92029	5.93005
Length    0, alignments in bytes  0/ 0:	11.2032	6.06628	6.01697	5.92786	5.91748
Length    1, alignments in bytes  0/ 0:	11.4708	6.06152	6.02539	5.91821	5.93774
Length    1, alignments in bytes  0/ 0:	11.3391	6.67468	6.00659	5.93579	5.92981
Length    1, alignments in bytes  0/ 1:	10.7452	6.06201	6.01233	5.91748	5.92761
Length    1, alignments in bytes  1/ 0:	10.8164	5.77026	5.20508	5.11719	4.81494
Length    2, alignments in bytes  0/ 0:	9.43359	5.88806	5.8916	6.15039	6.84692
Length    2, alignments in bytes  0/ 0:	9.02197	5.75183	5.76526	5.99243	6.26624
Length    2, alignments in bytes  0/ 2:	9.2019	5.69275	5.71497	6.0061	6.25806
Length    2, alignments in bytes  2/ 0:	8.89966	4.99817	5.00586	5.00024	6.26599
Length    3, alignments in bytes  0/ 0:	9.66992	5.62891	5.01672	5.0033	6.25891
Length    3, alignments in bytes  0/ 0:	9.39758	4.42993	5.00781	5.00623	6.26013
Length    3, alignments in bytes  0/ 3:	9.39478	5.00732	5.00378	5.00708	7.50867
Length    3, alignments in bytes  3/ 0:	10.3802	5.49402	5.49023	5.48877	8.41858
Length    4, alignments in bytes  0/ 0:	9.37451	7.81482	7.81775	5.74695	8.13159
Length    4, alignments in bytes  0/ 0:	9.47058	7.81128	7.81799	5.74414	8.12817
Length    4, alignments in bytes  0/ 4:	9.37695	5.91675	5.97046	5.72449	8.12634
Length    4, alignments in bytes  4/ 0:	9.37231	5.55383	5.11841	5.10986	8.33667
Length    5, alignments in bytes  0/ 0:	9.93152	7.99255	7.99512	6.625	9.10889
Length    5, alignments in bytes  0/ 0:	9.62793	7.98938	7.99097	6.63855	9.10242
Length    5, alignments in bytes  0/ 5:	9.64722	6.05762	6.10754	5.82349	8.29224
Length    5, alignments in bytes  5/ 0:	9.58691	5.10986	5.11865	5.11401	8.31897
Length    6, alignments in bytes  0/ 0:	9.58606	7.99402	7.9906	7.34119	11.5122
Length    6, alignments in bytes  0/ 0:	9.59851	7.98438	7.99329	7.33887	11.5104
Length    6, alignments in bytes  0/ 6:	9.6167	6.05115	6.11255	5.71643	11.4995
Length    6, alignments in bytes  6/ 0:	9.5835	5.10999	5.11951	5.1073	8.31982
Length    7, alignments in bytes  0/ 0:	9.78076	7.00085	6.88354	7.05566	14.1128
Length    7, alignments in bytes  0/ 0:	14.8734	8.31653	8.82751	7.97913	14.6865
Length    7, alignments in bytes  0/ 7:	15.8972	9.052	8.59058	8.05518	13.2528
Length    7, alignments in bytes  7/ 0:	14.5814	8.40088	5.11182	5.12146	12.1615
Length    8, alignments in bytes  0/ 0:	9.64185	8.84875	8.43652	5.86743	6.41309
Length    8, alignments in bytes  0/ 0:	12.6124	8.8772	8.58459	6.29297	5.53406
Length    8, alignments in bytes  0/ 0:	12.603	10.2748	10.1522	7.2301	5.48584
Length    8, alignments in bytes  0/ 0:	10.3735	8.85669	8.57104	8.57397	13.4177
Length    9, alignments in bytes  0/ 0:	20.1461	10.3326	10.2683	8.86926	8.64746
Length    9, alignments in bytes  0/ 0:	10.4773	9.14136	8.00317	6.64551	5.9469
Length    9, alignments in bytes  0/ 1:	9.69031	8.875	8.18701	7.21167	6.76868
Length    9, alignments in bytes  1/ 0:	10.7603	8.40991	8.2395	7.14172	13.8112
Length   10, alignments in bytes  0/ 0:	9.83765	8.41101	8.17725	7.51611	7.84656
Length   10, alignments in bytes  0/ 0:	10.0271	8.6405	8.18042	7.51404	7.85217
Length   10, alignments in bytes  0/ 2:	10.0381	8.62048	8.18494	7.34534	7.84375
Length   10, alignments in bytes  2/ 0:	9.86169	8.42175	8.21338	7.25586	14.3075
Length   11, alignments in bytes  0/ 0:	9.84973	8.50195	8.17737	6.84644	7.8551
Length   11, alignments in bytes  0/ 0:	9.98572	11.2318	8.18799	6.86487	8.40662
Length   11, alignments in bytes  0/ 3:	9.89539	8.82593	8.74939	7.35144	8.48694
Length   11, alignments in bytes  3/ 0:	10.0382	8.34753	8.20862	7.25061	15.7058
Length   12, alignments in bytes  0/ 0:	10.079	8.53979	8.17676	7.49841	9.81543
Length   12, alignments in bytes  0/ 0:	9.93152	8.41394	8.17322	7.50708	9.81335
Length   12, alignments in bytes  0/ 4:	9.94275	8.0376	7.97766	7.5542	9.80969
Length   12, alignments in bytes  4/ 0:	10.1233	8.03894	8.00244	7.25745	11.231
Length   13, alignments in bytes  0/ 0:	10.0857	8.62024	8.17688	7.51575	11.3634
Length   13, alignments in bytes  0/ 0:	9.94312	8.42395	8.17249	7.50916	11.353
Length   13, alignments in bytes  0/ 5:	10.1334	8.04724	7.89478	7.55664	10.1216
Length   13, alignments in bytes  5/ 0:	9.84314	8.03955	7.9928	7.25891	12.2451
Length   14, alignments in bytes  0/ 0:	9.90381	8.54724	8.16956	7.51514	12.6572
Length   14, alignments in bytes  0/ 0:	10.135	8.45984	8.18213	7.5155	12.6428
Length   14, alignments in bytes  0/ 6:	10.0546	8.06531	7.89929	7.54895	11.7571
Length   14, alignments in bytes  6/ 0:	9.90222	8.03149	7.9906	7.26208	12.6442
Length   15, alignments in bytes  0/ 0:	9.88452	7.19543	7.3905	5.26282	11.7761
Length   15, alignments in bytes  0/ 0:	10.1334	7.20142	7.38684	5.24231	11.7697
Length   15, alignments in bytes  0/ 7:	10.0754	8.04431	8.06042	5.22986	9.92029
Length   15, alignments in bytes  7/ 0:	9.86169	8.03467	7.9928	5.23035	12.3995
Length   16, alignments in bytes  0/ 0:	9.84631	8.91821	8.18213	5.23975	7.20166
Length   16, alignments in bytes  7/ 2:	9.87512	8.36621	8.22949	5.58276	13.2675
Length   32, alignments in bytes  0/ 0:	10.0968	6.54407	6.56262	6.93384	9.4679
Length   32, alignments in bytes  6/ 4:	10.4908	5.90222	6.55444	10.9357	15.7449
Length   64, alignments in bytes  0/ 0:	12.2781	7.90784	8.51624	7.98267	14.6538
Length   64, alignments in bytes  5/ 6:	13.9735	13.1627	13.7321	11.899	24.1752
Length  128, alignments in bytes  0/ 0:	15.5916	9.64136	10.1105	13.4869	24.9683
Length  128, alignments in bytes  4/ 0:	17.251	10.1362	11.4325	14.515	31.261
Length  256, alignments in bytes  0/ 0:	23.4146	15.0793	15.7618	19.7721	51.9529
Length  256, alignments in bytes  3/ 2:	23.6022	14.7373	17.1488	19.0166	58.201
Length  512, alignments in bytes  0/ 0:	29.8726	19.5149	21.2964	27.3232	100.752
Length  512, alignments in bytes  2/ 4:	33.2155	21.811	23.6155	28.854	146.591
Length 1024, alignments in bytes  0/ 0:	53.8873	28.3674	29.0356	47.7454	225.887
Length 1024, alignments in bytes  1/ 6:	68.3477	39.4496	34.9119	46.7517	309.599
Length   16, alignments in bytes  1/ 2:	12.8914	8.60156	8.41785	5.65393	17.9716
Length   16, alignments in bytes  2/ 1:	10.2875	8.80994	8.60986	5.85535	15.7378
Length   16, alignments in bytes  1/ 1:	10.4451	8.82971	8.62622	5.48401	14.9845
Length   16, alignments in bytes  1/ 1:	10.4008	9.68921	8.62024	5.49194	14.985
Length   32, alignments in bytes  2/ 4:	10.8644	8.21082	8.32092	10.2122	21.5905
Length   32, alignments in bytes  4/ 2:	11.052	6.86963	7.5448	11.5892	17.019
Length   32, alignments in bytes  2/ 2:	10.9626	6.5752	7.55249	9.79382	16.9215
Length   32, alignments in bytes  2/ 2:	10.9486	6.57593	7.55566	9.73169	16.4365
Length   64, alignments in bytes  3/ 6:	14.6318	9.86951	9.57922	11.0934	28.5436
Length   64, alignments in bytes  6/ 3:	14.9391	11.6959	11.705	12.686	20.3094
Length   64, alignments in bytes  3/ 3:	14.3318	8.74878	8.94568	9.74927	21.5071
Length   64, alignments in bytes  3/ 3:	14.3427	8.72424	9.39307	9.4751	21.0009
Length  128, alignments in bytes  4/ 0:	17.7878	10.3805	11.7753	14.7959	32.588
Length  128, alignments in bytes  0/ 4:	20.2092	10.9877	10.5741	14.2885	34.5341
Length  128, alignments in bytes  4/ 4:	20.0052	13.7428	12.6965	14.4139	32.6884
Length  128, alignments in bytes  4/ 4:	20.0031	13.8187	12.7845	14.4011	32.5668
Length  256, alignments in bytes  5/ 2:	24.1655	15.1841	38.3899	21.6511	57.0199
