                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   64, n  128, alignment  2/ 4:	16.2871	14.276	13.853	15.9876	16.2117
Length  128, n   64, alignment  4/ 2:	12.7135	10.3805	10.5037	11.599	12.7701
Length   64, n  128, alignment  2/ 4:	16.4447	14.0744	13.8824	15.8931	16.1778
Length  128, n   64, alignment  4/ 2:	12.8582	9.13691	10.4839	11.5855	12.5916
Length   16, n   16, alignment  7/ 7:	11.9887	7.64879	7.54372	6.8529	11.3971
Length   16, n   16, alignment  7/ 7:	11.951	7.69482	7.54289	6.8529	11.2632
Length   16, n   16, alignment  7/ 6:	11.8633	7.72678	7.57257	6.85289	11.2188
Length   16, n   16, alignment  6/ 7:	11.7699	7.58862	7.53828	6.85289	11.2588
Length  128, n  256, alignment  1/ 6:	22.035	17.5046	17.1961	24.2967	20.8666
Length  256, n  128, alignment  6/ 1:	16.0851	13.5773	13.2224	19.3761	16.4364
Length  128, n  256, alignment  1/ 6:	21.5215	17.4503	17.3974	24.4249	21.5921
Length  256, n  128, alignment  6/ 1:	16.1356	13.4948	13.2933	19.7087	16.2032
Length    8, n   16, alignment  0/ 0:	14.4874	11.2047	10.1568	11.6566	14.176
Length   32, n   16, alignment  0/ 0:	11.65	6.93778	6.89135	6.8529	11.2999
Length    8, n   16, alignment  7/ 2:	14.3749	11.5975	11.417	11.6547	14.1328
Length   32, n   16, alignment  7/ 2:	11.6499	7.53822	7.54294	6.85289	11.1643
Length   16, n   32, alignment  0/ 0:	14.7095	9.68221	9.71851	11.6548	14.2224
Length   64, n   32, alignment  0/ 0:	10.1347	7.53824	7.54294	6.87423	10.356
Length   16, n   32, alignment  6/ 4:	15.2457	10.7807	10.6176	11.6565	14.4131
Length   64, n   32, alignment  6/ 4:	10.3196	7.68248	7.57224	6.85298	10.1733
Length   32, n   64, alignment  0/ 0:	15.2724	10.5595	10.5196	11.8793	14.7589
Length  128, n   64, alignment  0/ 0:	12.6001	8.22358	8.31295	9.4746	12.1364
Length   32, n   64, alignment  5/ 6:	17.4879	11.6241	11.6809	13.1614	17.1897
Length  128, n   64, alignment  5/ 6:	12.5602	10.5396	10.2848	12.5463	12.5108
Length   64, n  128, alignment  0/ 0:	15.842	13.3315	13.121	14.7995	15.8237
Length  256, n  128, alignment  0/ 0:	14.9592	10.5603	10.5597	14.1329	16.0717
Length   64, n  128, alignment  4/ 0:	16.1881	13.5649	13.706	15.8477	16.0583
Length  256, n  128, alignment  4/ 0:	15.1697	13.2991	12.2564	18.5933	14.9879
Length  128, n  256, alignment  0/ 0:	19.3504	16.0873	15.2586	23.0526	18.9046
Length  512, n  256, alignment  0/ 0:	18.4939	15.631	14.9268	18.969	18.5892
Length  128, n  256, alignment  3/ 2:	22.2639	17.1678	16.9086	23.3872	22.3359
Length  512, n  256, alignment  3/ 2:	22.8881	20.979	20.4986	23.4728	23.4556
Length  256, n  512, alignment  0/ 0:	27.6828	23.9556	23.2184	28.711	27.7241
Length 1024, n  512, alignment  0/ 0:	29.6055	19.4728	19.7464	31.5885	29.4038
Length  256, n  512, alignment  2/ 4:	29.6854	26.6789	25.7304	30.244	29.4239
Length 1024, n  512, alignment  2/ 4:	31.4343	25.8387	26.6614	35.793	31.5364
Length  512, n 1024, alignment  0/ 0:	44.9812	29.7093	28.2103	45.8832	44.097
Length 2048, n 1024, alignment  0/ 0:	46.6598	28.3544	29.5603	58.107	46.9897
Length  512, n 1024, alignment  1/ 6:	54.7888	32.001	29.3572	47.0148	54.6719
Length 2048, n 1024, alignment  1/ 6:	48.9984	41.3486	36.3468	63.4076	50.0748
