                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    8/   8, alignment  0/ 0:	23.1939	22.2165	23.1122	20.9999	15.7026
Length    8/   8, alignment  0/ 0:	23.1423	22.284	23.0547	21.0234	15.6839
Length    8/   8, alignment  0/ 0:	23.1526	22.2164	22.943	20.9982	15.6819
Length    8/   8, alignment  0/ 0:	23.1069	22.2339	23.0608	21.007	15.6841
Length    9/   9, alignment  0/ 0:	23.157	22.2165	22.9607	21.0304	15.7609
Length    9/   9, alignment  0/ 0:	23.1676	22.216	23.1484	21.0632	15.6849
Length    9/   9, alignment  0/ 1:	23.2197	22.2162	22.9331	21.0593	16.3386
Length    9/   9, alignment  1/ 0:	23.232	22.2377	23.1473	21.0353	21.8698
Length   10/  10, alignment  0/ 0:	23.3506	22.2165	23.1688	20.9563	16.4228
Length   10/  10, alignment  0/ 0:	23.4409	22.2163	22.9269	21.0377	16.4171
Length   10/  10, alignment  0/ 2:	23.2582	22.2164	23.002	21.0424	17.0014
Length   10/  10, alignment  2/ 0:	23.1756	22.4126	23.0568	21.0463	21.4185
Length   11/  11, alignment  0/ 0:	23.3635	22.2165	23.1136	21.0195	17.2151
Length   11/  11, alignment  0/ 0:	23.1161	22.2165	23.1522	21.0427	17.0149
Length   11/  11, alignment  0/ 3:	23.2136	22.2162	22.9102	21.049	17.7773
Length   11/  11, alignment  3/ 0:	23.2255	22.2334	23.0116	21.0286	21.4553
Length   12/  12, alignment  0/ 0:	23.1653	22.2772	23.1802	21.0197	17.813
Length   12/  12, alignment  0/ 0:	23.4021	22.2163	22.9266	21.0472	17.8253
Length   12/  12, alignment  0/ 4:	23.1805	22.2161	22.89	21.0016	16.9892
Length   12/  12, alignment  4/ 0:	23.3161	22.234	22.9619	21.0409	19.0596
Length   13/  13, alignment  0/ 0:	23.353	22.2161	23.1163	21.0077	18.579
Length   13/  13, alignment  0/ 0:	23.1207	22.2163	22.9274	21.0412	18.5476
Length   13/  13, alignment  0/ 5:	22.8642	21.7117	22.483	20.5078	17.242
Length   13/  13, alignment  5/ 0:	22.7028	21.7294	22.4883	20.5317	19.0269
Length   14/  14, alignment  0/ 0:	22.6699	21.711	22.4055	20.5396	18.8795
Length   14/  14, alignment  0/ 0:	22.6894	21.711	22.4879	20.5798	18.8272
Length   14/  14, alignment  0/ 6:	22.6725	21.7114	22.5641	20.4769	17.8992
Length   14/  14, alignment  6/ 0:	22.6128	21.7942	22.4038	20.5672	19.4462
Length   15/  15, alignment  0/ 0:	22.9327	21.7116	22.4392	19.8883	18.4808
Length   15/  15, alignment  0/ 0:	22.6286	21.7111	22.5341	19.9532	18.5371
Length   15/  15, alignment  0/ 7:	22.7493	21.7111	22.3924	19.8251	18.6725
Length   15/  15, alignment  7/ 0:	22.8132	21.7298	22.4885	19.9069	19.0227
Length   16/  16, alignment  0/ 0:	22.675	21.7979	22.4538	21.4426	15.9842
Length   16/  16, alignment  7/ 2:	22.6029	21.7349	22.4575	21.4903	19.3748
Length   16/   4, alignment  0/ 0:	22.6668	21.7249	22.4736	20.5672	17.0629
Length   16/   4, alignment  7/ 2:	22.5349	21.7351	22.4098	20.5423	17.2423
Length   32/  32, alignment  0/ 0:	24.088	23.715	24.0769	22.5282	17.8985
Length   32/  32, alignment  6/ 4:	27.743	26.1811	26.6243	25.7134	25.6017
Length   32/   8, alignment  0/ 0:	23.3549	22.475	22.9885	21.8794	17.2429
Length   32/   8, alignment  6/ 4:	23.6081	22.3502	22.9885	22.5407	22.3176
Length   64/  64, alignment  0/ 0:	24.7995	24.7991	25.2714	24.0393	24.5562
Length   64/  64, alignment  5/ 6:	28.7178	28.2504	28.8096	27.6258	34.3434
Length   64/  16, alignment  0/ 0:	27.9209	27.6918	26.396	24.0422	21.4365
Length   64/  16, alignment  5/ 6:	27.9411	27.7839	28.2975	26.7355	31.4689
Length  128/ 128, alignment  0/ 0:	26.0746	25.2353	26.0306	27.7072	44.1963
Length  128/ 128, alignment  4/ 0:	28.4622	27.7484	28.5824	30.2085	50.4971
Length  128/  32, alignment  0/ 0:	25.9781	25.1394	25.7834	27.2247	37.6186
Length  128/  32, alignment  4/ 0:	30.9507	30.1583	31.223	30.1262	50.841
Length  256/ 256, alignment  0/ 0:	34.3694	28.7705	29.5726	30.3018	88.0694
Length  256/ 256, alignment  3/ 2:	38.1703	33.8313	35.1743	35.0807	99.8747
Length  256/  64, alignment  0/ 0:	30.4838	29.953	30.1669	30.7043	68.5252
Length  256/  64, alignment  3/ 2:	34.5378	34.473	35.2265	34.8551	82.6333
Length  512/ 512, alignment  0/ 0:	46.2257	32.0165	33.2434	47.4814	177.939
Length  512/ 512, alignment  2/ 4:	48.5444	42.5115	43.3655	51.0627	190.656
Length  512/ 128, alignment  0/ 0:	33.2211	32.2158	33.1034	39.7234	118.346
Length  512/ 128, alignment  2/ 4:	43.1994	42.6841	43.2639	49.1452	130.538
Length 1024/1024, alignment  0/ 0:	51.878	48.9059	55.5974	79.9404	391.531
Length 1024/1024, alignment  1/ 6:	59.7944	58.0302	59.0121	79.5276	406.742
Length 1024/ 256, alignment  0/ 0:	44.6281	39.429	42.5947	70.0091	256.806
Length 1024/ 256, alignment  1/ 6:	64.7731	60.6392	61.279	85.3463	268.43
Length   16/   1, alignment  1/ 2:	22.969	22.0919	22.4522	20.5821	19.571
Length   16/   1, alignment  2/ 1:	22.6519	21.7125	22.4068	20.5816	17.1373
Length   16/  10, alignment  1/ 1:	22.6359	21.7244	22.4569	20.6023	30.0143
Length   16/  10, alignment  1/ 1:	22.6657	21.7471	22.4514	20.5659	28.0788
Length   32/   1, alignment  2/ 4:	23.2365	22.3497	22.9889	21.99	23.4868
Length   32/   1, alignment  4/ 2:	23.5101	22.3958	23.1277	21.8046	16.6181
Length   32/  10, alignment  2/ 2:	23.2873	22.3671	22.9889	22.0013	30.7516
Length   32/  10, alignment  2/ 2:	23.4449	22.3495	22.9887	21.9836	30.9672
Length   64/   1, alignment  3/ 6:	27.8346	25.6239	26.6126	24.99	28.6287
Length   64/   1, alignment  6/ 3:	26.705	26.3664	26.944	25.0747	20.3646
Length   64/  10, alignment  3/ 3:	27.9141	25.6221	26.5921	25.002	37.7961
Length   64/  10, alignment  3/ 3:	27.9965	25.6248	26.5937	25.0466	37.4792
Length  128/   1, alignment  4/ 0:	30.8941	30.1891	30.6903	30.2681	34.2372
Length  128/   1, alignment  0/ 4:	28.4857	27.6492	28.4921	28.0424	35.0517
Length  128/  10, alignment  4/ 4:	30.3055	29.853	30.2	29.7432	54.4719
Length  128/  10, alignment  4/ 4:	30.4372	29.9383	30.2179	29.6922	54.4331
Length  256/   1, alignment  5/ 2:	32.0049	31.4902	32.4977	33.6995	56.6577
Length  256/   1, alignment  2/ 5:	34.5408	33.46	34.0047	34.828	77.4721
Length  256/  10, alignment  5/ 5:	34.2135	33.4389	34.1453	34.8234	89.6496
Length  256/  10, alignment  5/ 5:	34.5698	33.3935	34.0071	35.9307	89.1812
Length  512/   1, alignment  6/ 4:	40.7324	39.3996	39.829	48.5812	104.115
Length  512/   1, alignment  4/ 6:	42.8575	41.4398	42.3181	50.7899	138.603
Length  512/  10, alignment  6/ 6:	42.7792	41.4962	42.1987	50.9033	163.14
Length  512/  10, alignment  6/ 6:	42.4352	41.368	42.0264	50.9774	163.342
Length 1024/   1, alignment  7/ 6:	39.2217	38.1209	39.0184	53.6035	224.128
Length 1024/   1, alignment  6/ 7:	61.9485	60.8666	60.5528	68.6226	288.412
Length 1024/  10, alignment  7/ 7:	59.3864	59.9241	60.486	68.142	344.286
Length 1024/  10, alignment  7/ 7:	59.9325	59.7875	60.6797	63.4024	343.171
