                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9819	5.68286	6.18311	5.49402	5.4989
Length    0, alignments in bytes  0/ 0:	10.9752	5.66077	6.18713	5.48999	5.49744
Length    0, alignments in bytes  0/ 0:	10.9741	6.18665	6.17188	5.49622	5.48181
Length    0, alignments in bytes  0/ 0:	10.9708	5.48975	6.18091	5.48376	5.4928
Length    1, alignments in bytes  0/ 0:	21.6442	6.1781	6.86279	5.49963	5.48853
Length    1, alignments in bytes  0/ 0:	22.0454	6.0365	6.70459	5.35913	5.3717
Length    1, alignments in bytes  0/ 1:	21.0793	6.02344	6.70093	5.36121	5.3606
Length    1, alignments in bytes  1/ 0:	21.1129	6.03552	6.69006	5.36096	5.55664
Length    2, alignments in bytes  0/ 0:	21.1068	6.69824	6.70789	6.85864	8.03833
Length    2, alignments in bytes  0/ 0:	21.1107	6.70642	6.70532	6.82812	8.04187
Length    2, alignments in bytes  0/ 2:	21.0798	6.70288	6.69482	6.83374	8.03857
Length    2, alignments in bytes  2/ 0:	21.1232	6.69763	6.6908	5.36572	6.71924
Length    3, alignments in bytes  0/ 0:	25.6534	6.03235	6.70386	5.38208	6.83484
Length    3, alignments in bytes  0/ 0:	25.6663	6.03186	6.69849	5.36926	6.84033
Length    3, alignments in bytes  0/ 3:	25.4645	6.02368	6.70483	5.36499	6.82397
Length    3, alignments in bytes  3/ 0:	25.4528	6.02063	6.70044	5.79248	8.50415
Length    4, alignments in bytes  0/ 0:	25.1467	20.2627	22.0474	6.75232	8.23462
Length    4, alignments in bytes  0/ 0:	25.3972	20.2607	20.9048	6.02185	8.50806
Length    4, alignments in bytes  0/ 4:	23.9419	20.2594	20.9069	6.02112	8.50098
Length    4, alignments in bytes  4/ 0:	23.7797	15.691	16.3428	5.23926	8.74927
Length    5, alignments in bytes  0/ 0:	23.813	20.2592	20.9048	7.14624	9.62817
Length    5, alignments in bytes  0/ 0:	24.4027	20.2527	22.1985	7.47668	10.4976
Length    5, alignments in bytes  0/ 5:	25.9073	21.5665	22.6068	7.07129	9.35437
Length    5, alignments in bytes  5/ 0:	25.9468	16.2955	17.2183	9.07971	9.02673
Length    6, alignments in bytes  0/ 0:	25.1423	21.196	21.9291	7.90491	12.3593
Length    6, alignments in bytes  0/ 0:	25.5398	19.3364	25.4326	7.51855	11.7711
Length    6, alignments in bytes  0/ 6:	23.9144	20.196	20.9077	5.95679	11.7723
Length    6, alignments in bytes  6/ 0:	23.8934	15.6791	16.3468	5.2301	8.96411
Length    7, alignments in bytes  0/ 0:	21.3817	19.796	20.4335	5.12561	11.5057
Length    7, alignments in bytes  0/ 0:	20.9176	19.7979	20.4277	5.11255	11.5087
Length    7, alignments in bytes  0/ 7:	20.8988	19.7897	20.4906	6.56628	11.4937
Length    7, alignments in bytes  7/ 0:	21.4366	15.33	15.968	5.11548	10.8716
Length    8, alignments in bytes  0/ 0:	20.6102	19.7979	20.6703	5.89478	5.77185
Length    8, alignments in bytes  0/ 0:	21.7574	21.1141	22.1553	6.33752	6.17566
Length    8, alignments in bytes  0/ 0:	22.5566	19.8401	20.6876	5.88928	5.771
Length    8, alignments in bytes  0/ 0:	21.2518	19.8401	20.7045	5.8761	5.77417
Length    9, alignments in bytes  0/ 0:	21.3107	19.7944	20.6796	6.98486	6.83228
Length    9, alignments in bytes  0/ 0:	21.2815	19.7963	20.6671	6.97375	6.50073
Length    9, alignments in bytes  0/ 1:	21.8805	19.8	20.6703	7.28857	7.10706
Length    9, alignments in bytes  1/ 0:	21.3763	19.7964	21.3179	7.76978	14.7976
Length   10, alignments in bytes  0/ 0:	22.8412	21.2456	22.317	7.91479	7.948
Length   10, alignments in bytes  0/ 0:	23.0658	20.5948	20.6605	7.34668	7.67407
Length   10, alignments in bytes  0/ 2:	21.3711	19.7998	20.5879	7.60168	8.06653
Length   10, alignments in bytes  2/ 0:	21.3772	19.7941	20.5332	7.12244	14.3691
Length   11, alignments in bytes  0/ 0:	21.3699	19.7941	20.6772	6.73926	8.06299
Length   11, alignments in bytes  0/ 0:	21.3694	19.7988	20.6543	6.73303	8.05542
Length   11, alignments in bytes  0/ 3:	21.4855	19.7971	20.9233	8.07178	9.16956
Length   11, alignments in bytes  3/ 0:	22.9395	20.677	20.559	7.13538	15.0353
Length   12, alignments in bytes  0/ 0:	21.3956	19.7983	20.5483	7.36975	8.95776
Length   12, alignments in bytes  0/ 0:	21.4843	19.7955	20.6761	7.3468	8.95496
