                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.206	22.2365	22.5352	21.5484	13.2133
Length    0/   0, alignment  0/ 0:	22.3907	21.0728	22.0503	19.9684	12.7782
Length    0/   0, alignment  0/ 0:	21.9556	21.0079	22.227	19.4491	12.7535
Length    0/   0, alignment  0/ 0:	22.6923	20.8501	21.7318	19.4199	12.6991
Length    1/   1, alignment  0/ 0:	21.8883	20.6986	21.3525	19.5096	13.4381
Length    1/   1, alignment  0/ 0:	21.9448	20.6045	21.336	19.4526	13.7368
Length    1/   1, alignment  0/ 1:	21.9427	20.6045	21.2287	19.7691	6.5668
Length    1/   1, alignment  1/ 0:	22.2054	20.6046	21.3525	19.5004	13.8546
Length    2/   2, alignment  0/ 0:	21.9424	21.7115	22.1967	20.1437	14.4112
Length    2/   2, alignment  0/ 0:	22.7277	21.711	22.6203	20.1031	14.4104
Length    2/   2, alignment  0/ 2:	22.0926	21.6181	22.1785	20.1158	8.74295
Length    2/   2, alignment  2/ 0:	21.9424	22.0365	21.9422	20.1295	14.4141
Length    3/   3, alignment  0/ 0:	22.356	21.0601	21.3489	19.5204	14.5356
Length    3/   3, alignment  0/ 0:	22.2076	21.0725	21.4645	19.446	14.662
Length    3/   3, alignment  0/ 3:	22.597	21.0139	21.2288	19.4517	10.6936
Length    3/   3, alignment  3/ 0:	22.1587	21.073	21.4522	19.6525	16.349
Length    4/   4, alignment  0/ 0:	22.489	21.7542	22.5991	20.4429	16.3826
Length    4/   4, alignment  0/ 0:	22.0305	21.7667	22.5337	20.0838	16.3844
Length    4/   4, alignment  0/ 4:	22.1806	21.6649	22.5778	20.1828	13.7371
Length    4/   4, alignment  4/ 0:	21.8713	21.5937	22.3006	20.0975	17.6764
Length    5/   5, alignment  0/ 0:	22.4051	21.7542	22.5778	20.573	17.635
Length    5/   5, alignment  0/ 0:	22.597	21.5754	22.0937	20.122	17.2294
Length    5/   5, alignment  0/ 5:	22.3539	21.7297	22.5782	20.5385	14.989
Length    5/   5, alignment  5/ 0:	22.4053	21.7398	22.5781	20.5658	17.7767
Length    6/   6, alignment  0/ 0:	22.5274	21.7823	22.0762	20.1081	17.8371
Length    6/   6, alignment  0/ 0:	22.1971	21.6538	22.5963	20.5293	17.881
Length    6/   6, alignment  0/ 6:	22.2341	21.6577	22.5778	20.1539	16.8589
Length    6/   6, alignment  6/ 0:	22.5194	21.7568	22.5781	20.3474	18.4305
Length    7/   7, alignment  0/ 0:	22.3645	21.7534	22.2639	19.4458	17.5987
Length    7/   7, alignment  0/ 0:	22.2769	21.7495	22.5782	19.8253	17.6351
Length    7/   7, alignment  0/ 7:	22.6669	21.7119	22.4267	19.4358	17.6528
