                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	23.8025	7.55675	7.54836	6.46525	24.3159
Length   16, n   16, alignment  1/ 1:	22.9368	7.02429	7.88548	6.53425	24.1535
Length   16, n   16, alignment  1/ 2:	23.6087	7.22869	7.84111	6.53427	23.7463
Length   16, n   16, alignment  2/ 1:	23.2145	7.09554	7.79226	6.67636	24.0466
Length    2, n    4, alignment  7/ 2:	26.1806	12.2434	10.4668	10.4548	26.2697
Length    4, n    2, alignment  2/ 7:	25.3294	7.66288	9.13475	6.53432	25.3638
Length    2, n    4, alignment  7/ 2:	26.1317	11.4371	10.4145	10.46	26.296
Length    4, n    2, alignment  2/ 7:	25.2944	7.66758	7.78839	6.53426	25.425
Length   16, n   16, alignment  2/ 2:	23.3458	7.09761	7.81555	6.53949	23.8455
Length   16, n   16, alignment  2/ 2:	23.3574	7.02425	7.80792	6.54105	24.116
Length   16, n   16, alignment  2/ 4:	23.5093	7.02426	7.80379	6.53413	23.6126
Length   16, n   16, alignment  4/ 2:	23.3693	7.07495	7.84565	6.53414	23.977
Length    4, n    8, alignment  6/ 4:	26.4747	24.1198	24.4789	9.99041	25.7107
Length    8, n    4, alignment  4/ 6:	25.1965	7.04938	7.8413	6.53959	25.6601
Length    4, n    8, alignment  6/ 4:	26.1045	24.0235	24.4511	9.99442	25.8996
Length    8, n    4, alignment  4/ 6:	25.4322	7.02928	7.84887	6.56268	25.8609
Length   16, n   16, alignment  3/ 3:	23.438	7.18763	7.84107	6.55647	23.9319
Length   16, n   16, alignment  3/ 3:	22.2087	7.18779	7.84105	6.61126	23.8568
Length   16, n   16, alignment  3/ 6:	23.6201	7.02429	7.77567	6.56051	23.7064
Length   16, n   16, alignment  6/ 3:	23.3338	7.16759	7.84546	6.53414	22.4224
Length    8, n   16, alignment  5/ 6:	24.2406	24.0677	23.6081	9.99035	22.9569
Length   16, n    8, alignment  6/ 5:	23.0551	7.66727	8.52192	6.53427	20.5201
Length    8, n   16, alignment  5/ 6:	24.2754	23.9549	23.5932	10.1003	22.9439
Length   16, n    8, alignment  6/ 5:	23.4376	7.84686	8.49449	6.53439	20.0303
Length   16, n   16, alignment  4/ 4:	23.6666	7.19209	7.88657	6.68974	20.6425
Length   16, n   16, alignment  4/ 4:	23.7486	7.05647	7.84506	6.59961	24.0619
Length   16, n   16, alignment  4/ 0:	23.5933	7.07465	7.84105	6.60416	23.9052
Length   16, n   16, alignment  0/ 4:	23.5559	7.06669	7.85184	6.53414	23.6634
Length   16, n   32, alignment  4/ 0:	24.4723	20.0069	20.6103	10.6609	23.1453
Length   32, n   16, alignment  0/ 4:	23.6656	6.48883	6.46942	6.53865	23.7646
Length   16, n   32, alignment  4/ 0:	24.5634	20.1183	20.7433	10.6877	23.0438
Length   32, n   16, alignment  0/ 4:	23.6655	6.39032	6.48705	6.60015	23.9718
Length   16, n   16, alignment  5/ 5:	23.6718	7.07664	7.84105	6.65126	23.9093
Length   16, n   16, alignment  5/ 5:	23.3738	7.02429	7.81802	6.53421	24.1073
Length   16, n   16, alignment  5/ 2:	23.5324	7.02429	7.85138	6.53413	23.9441
Length   16, n   16, alignment  2/ 5:	23.4406	7.19299	7.84107	6.59922	23.6695
Length   32, n   64, alignment  3/ 2:	27.4361	11.0811	10.8935	20.104	27.1571
Length   64, n   32, alignment  2/ 3:	23.8656	7.10608	7.14889	7.26333	24.2115
Length   32, n   64, alignment  3/ 2:	27.4448	11.0835	10.8902	19.8788	25.3493
Length   64, n   32, alignment  2/ 3:	24.0747	7.18772	7.18778	7.19234	24.3736
Length   16, n   16, alignment  6/ 6:	23.6847	7.18779	7.8465	6.5881	23.0709
Length   16, n   16, alignment  6/ 6:	23.6188	7.10427	7.84561	6.60798	24.0973
Length   16, n   16, alignment  6/ 4:	23.4577	7.19435	7.84103	6.53422	23.9152
Length   16, n   16, alignment  4/ 6:	23.3186	7.0466	7.84101	6.53871	22.874
Length   64, n  128, alignment  2/ 4:	29.5577	20.7118	21.8133	20.8328	28.9477
Length  128, n   64, alignment  4/ 2:	13.2123	9.93835	10.0413	12.5145	13.2619
Length   64, n  128, alignment  2/ 4:	31.0118	21.2661	22.0896	20.7525	25.9671
Length  128, n   64, alignment  4/ 2:	13.6573	8.83794	10.0347	12.6703	13.3437
Length   16, n   16, alignment  7/ 7:	24.7652	7.35895	8.02819	6.75089	24.3346
Length   16, n   16, alignment  7/ 7:	23.4639	7.12681	7.84548	6.59116	23.6669
Length   16, n   16, alignment  7/ 6:	23.322	7.19257	7.84109	6.57526	24.0309
Length   16, n   16, alignment  6/ 7:	22.3947	7.12463	7.84107	6.53416	23.773
Length  128, n  256, alignment  1/ 6:	36.2413	20.3811	21.339	26.3836	36.2644
Length  256, n  128, alignment  6/ 1:	18.4615	14.6643	14.6291	20.15	18.9721
Length  128, n  256, alignment  1/ 6:	38.2551	20.8711	21.4471	26.5132	30.6962
Length  256, n  128, alignment  6/ 1:	18.8898	14.8678	14.7067	20.2809	19.2618
Length    8, n   16, alignment  0/ 0:	25.6019	24.8667	24.068	10.1942	24.0595
Length   32, n   16, alignment  0/ 0:	23.6637	6.40743	6.45426	6.73043	24.0639
Length    8, n   16, alignment  7/ 2:	24.1397	24.5149	23.7842	10.0838	22.986
Length   32, n   16, alignment  7/ 2:	23.5005	7.18763	7.19334	20.0824	23.093
Length   16, n   32, alignment  0/ 0:	24.4841	19.9669	20.511	10.7411	23.1154
Length   64, n   32, alignment  0/ 0:	23.7964	7.27282	7.18778	7.2567	24.0003
Length   16, n   32, alignment  6/ 4:	24.5417	20.09	20.6594	10.7498	22.9205
Length   64, n   32, alignment  6/ 4:	23.811	7.19206	7.18769	7.18777	24.3441
Length   32, n   64, alignment  0/ 0:	25.4534	11.0719	10.8263	19.0964	25.3776
Length  128, n   64, alignment  0/ 0:	13.6491	7.36416	7.41612	10.1405	13.0206
Length   32, n   64, alignment  5/ 6:	28.9482	12.2251	12.1036	20.1764	26.1543
Length  128, n   64, alignment  5/ 6:	14.0485	10.0709	10.0354	13.3223	12.894
Length   64, n  128, alignment  0/ 0:	26.8002	20.8003	21.4204	20.435	21.5129
Length  256, n  128, alignment  0/ 0:	15.6818	11.768	11.3605	14.7875	14.6035
Length   64, n  128, alignment  4/ 0:	27.5281	22.3065	22.2767	20.3749	22.1742
Length  256, n  128, alignment  4/ 0:	16.787	14.7729	14.7101	19.3825	17.2207
Length  128, n  256, alignment  0/ 0:	35.4404	22.6394	22.8412	25.1854	25.2888
Length  512, n  256, alignment  0/ 0:	20.722	16.9407	16.8561	20.5127	21.8687
Length  128, n  256, alignment  3/ 2:	38.1341	21.3253	22.8479	25.0504	30.6852
Length  512, n  256, alignment  3/ 2:	28.8238	21.8141	21.7098	24.6736	29.0647
Length  256, n  512, alignment  0/ 0:	38.8907	26.9489	25.5018	34.1148	38.6035
Length 1024, n  512, alignment  0/ 0:	37.6742	20.3128	20.8177	29.5076	38.023
Length  256, n  512, alignment  2/ 4:	44.0259	28.7252	28.3361	34.0382	42.953
Length 1024, n  512, alignment  2/ 4:	38.2097	26.5349	28.7345	35.5572	39.0301
Length  512, n 1024, alignment  0/ 0:	51.3723	35.1207	31.8636	49.993	50.933
Length 2048, n 1024, alignment  0/ 0:	52.0162	28.6268	30.1224	52.4394	53.4777
Length  512, n 1024, alignment  1/ 6:	53.7912	37.3029	34.0282	52.7564	53.4333
Length 2048, n 1024, alignment  1/ 6:	58.3536	40.0987	38.0473	58.8729	59.2502
