                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.7709	21.852	22.4962	21.0846	13.8152
Length    0/   0, alignment  0/ 0:	22.5649	21.0725	22.1257	19.4359	12.7984
Length    0/   0, alignment  0/ 0:	21.8531	21.0682	21.6356	19.4205	12.7863
Length    0/   0, alignment  0/ 0:	21.8846	21.4703	21.8318	19.7223	12.4189
Length    1/   1, alignment  0/ 0:	21.9176	20.1572	20.8884	19.0475	13.4383
Length    1/   1, alignment  0/ 0:	21.8688	20.6045	21.3404	19.4999	14.0799
Length    1/   1, alignment  0/ 1:	21.8471	20.5846	21.2291	19.8237	6.60191
Length    1/   1, alignment  1/ 0:	21.9147	20.6044	21.7746	19.8419	13.7364
Length    2/   2, alignment  0/ 0:	21.854	21.2293	22.4393	20.4493	14.265
Length    2/   2, alignment  0/ 0:	21.8016	21.5145	22.2526	20.1072	14.4099
Length    2/   2, alignment  0/ 2:	22.0387	21.3758	22.3218	20.1194	9.21162
Length    2/   2, alignment  2/ 0:	22.1069	21.9718	22.6691	20.3061	14.4151
Length    3/   3, alignment  0/ 0:	22.4995	21.0726	21.7118	19.8744	14.8606
Length    3/   3, alignment  0/ 0:	21.9941	20.6044	21.2287	19.4729	14.5353
Length    3/   3, alignment  0/ 3:	22.2536	21.0724	21.4318	19.4595	11.2994
Length    3/   3, alignment  3/ 0:	21.8531	20.6046	21.9412	19.507	16.2899
Length    4/   4, alignment  0/ 0:	22.4152	21.7724	22.2576	20.0832	16.3859
Length    4/   4, alignment  0/ 0:	22.4943	21.7616	22.2813	20.086	16.385
Length    4/   4, alignment  0/ 4:	22.3196	21.5709	22.2803	20.5093	14.095
Length    4/   4, alignment  4/ 0:	22.0835	21.7592	22.5875	20.1154	17.6541
Length    5/   5, alignment  0/ 0:	22.0527	21.7546	22.5805	20.1048	17.2371
