                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2543	5.81458	6.34094	5.62964	5.63281
Length    0, alignments in bytes  0/ 0:	11.2471	5.81445	6.32886	5.63574	5.62805
Length    0, alignments in bytes  0/ 0:	11.254	5.80811	6.3363	5.62268	5.63208
Length    0, alignments in bytes  0/ 0:	11.245	5.80737	6.32471	5.63342	5.61877
Length    1, alignments in bytes  0/ 0:	10.955	6.33704	7.03687	6.06079	5.51099
Length    1, alignments in bytes  0/ 0:	10.688	6.18127	6.86401	5.50195	5.49219
Length    1, alignments in bytes  0/ 1:	10.665	6.17957	6.86902	5.4873	5.49536
Length    1, alignments in bytes  1/ 0:	10.2864	6.16882	6.85986	5.49072	5.10132
Length    2, alignments in bytes  0/ 0:	10.2899	6.86731	6.86682	6.57642	6.89465
Length    2, alignments in bytes  0/ 0:	10.3235	6.86597	6.86255	6.61548	6.86633
Length    2, alignments in bytes  0/ 2:	10.3058	6.85718	6.86719	6.59448	6.8551
Length    2, alignments in bytes  2/ 0:	10.2872	6.86804	6.85791	5.48401	6.21851
Length    3, alignments in bytes  0/ 0:	10.9778	6.17847	6.86304	5.50281	6.8645
Length    3, alignments in bytes  0/ 0:	10.9828	6.17981	6.87366	5.48706	6.875
Length    3, alignments in bytes  0/ 3:	10.9735	6.18091	6.85217	5.49744	6.87122
Length    3, alignments in bytes  3/ 0:	10.9724	6.17029	6.86279	5.4845	8.92566
Length    4, alignments in bytes  0/ 0:	10.9877	8.57568	8.54114	6.29895	8.92322
Length    4, alignments in bytes  0/ 0:	10.9718	8.57227	8.5304	6.2854	8.92578
Length    4, alignments in bytes  0/ 4:	10.9716	6.50415	6.85693	6.28235	8.92053
Length    4, alignments in bytes  4/ 0:	10.9691	6.16821	6.8623	5.49255	8.93933
Length    5, alignments in bytes  0/ 0:	10.974	8.56775	8.52429	7.11426	9.91272
Length    5, alignments in bytes  0/ 0:	10.9725	8.57739	8.52307	7.10681	9.87231
Length    5, alignments in bytes  0/ 5:	10.972	6.49426	6.86511	6.16797	8.9187
Length    5, alignments in bytes  5/ 0:	10.9757	6.18066	6.86011	6.17065	8.99036
Length    6, alignments in bytes  0/ 0:	10.972	8.57678	8.51978	7.88684	14.3385
Length    6, alignments in bytes  0/ 0:	10.9728	8.57251	8.52991	7.87219	12.3489
Length    6, alignments in bytes  0/ 6:	10.9708	6.49353	6.8656	6.14868	12.3359
Length    6, alignments in bytes  6/ 0:	11.0342	6.17651	6.85144	5.49548	8.9364
Length    7, alignments in bytes  0/ 0:	10.9773	7.52869	7.48071	5.4967	12.3578
Length    7, alignments in bytes  0/ 0:	10.9838	7.5437	7.40771	5.48975	12.3448
Length    7, alignments in bytes  0/ 7:	11.1996	9.99487	6.86133	5.49219	13.8605
Length    7, alignments in bytes  7/ 0:	10.9703	8.17773	10.5474	8.46558	12.8508
Length    8, alignments in bytes  0/ 0:	10.9744	8.83167	8.599	6.27173	6.20935
Length    8, alignments in bytes  0/ 0:	10.9723	8.78735	8.5946	6.63477	9.84705
Length    8, alignments in bytes  0/ 0:	17.1978	10.5995	11.3988	6.36328	6.20605
Length    8, alignments in bytes  0/ 0:	10.9729	8.74182	11.2795	8.30322	10.0707
Length    9, alignments in bytes  0/ 0:	17.2145	11.0281	11.0906	8.63611	10.6256
Length    9, alignments in bytes  0/ 0:	17.6542	10.7216	9.44397	7.11621	6.34521
Length    9, alignments in bytes  0/ 1:	11.806	8.75159	8.62244	7.53394	7.14722
Length    9, alignments in bytes  1/ 0:	10.9716	8.74377	8.60791	7.45862	15.1168
Length   10, alignments in bytes  0/ 0:	10.9713	8.76733	8.59949	7.87329	8.23462
Length   10, alignments in bytes  0/ 0:	10.9706	8.7406	8.59631	7.87048	7.55078
Length   10, alignments in bytes  0/ 2:	10.9722	8.771	8.58984	7.73438	8.02795
Length   10, alignments in bytes  2/ 0:	10.9729	8.70935	8.61047	7.60938	14.8573
Length   11, alignments in bytes  0/ 0:	10.9719	8.776	8.98145	7.2019	8.52466
Length   11, alignments in bytes  0/ 0:	12.9214	8.79846	8.59668	7.19971	8.1698
Length   11, alignments in bytes  0/ 3:	10.973	8.74683	8.58984	7.71631	8.94971
Length   11, alignments in bytes  3/ 0:	10.972	8.74133	8.62329	7.62024	15.7786
Length   12, alignments in bytes  0/ 0:	10.9713	8.7655	8.60217	7.86328	9.61414
Length   12, alignments in bytes  0/ 0:	10.9722	8.72278	8.5918	7.88318	10.2952
Length   12, alignments in bytes  0/ 4:	10.975	8.45227	8.31104	7.92151	10.2859
Length   12, alignments in bytes  4/ 0:	10.9733	8.4552	8.24182	7.61414	11.6515
Length   13, alignments in bytes  0/ 0:	10.972	11.0096	8.59558	7.86975	11.9592
Length   13, alignments in bytes  0/ 0:	10.9716	8.74768	8.604	7.87	11.9916
Length   13, alignments in bytes  0/ 5:	10.9711	8.43213	8.24133	7.90869	10.5676
Length   13, alignments in bytes  5/ 0:	10.9716	8.44507	8.23865	7.6145	12.6632
Length   14, alignments in bytes  0/ 0:	10.9718	8.73291	8.59827	7.89404	13.2626
Length   14, alignments in bytes  0/ 0:	10.9713	8.75745	8.59375	7.8761	13.2959
Length   14, alignments in bytes  0/ 6:	10.9718	8.39893	8.271	7.90857	13.0271
Length   14, alignments in bytes  6/ 0:	10.9717	8.44678	8.2074	7.62048	12.9619
Length   15, alignments in bytes  0/ 0:	10.9771	7.62158	7.76245	5.49121	13.0464
Length   15, alignments in bytes  0/ 0:	10.9792	7.62842	7.75439	5.50403	13.0331
Length   15, alignments in bytes  0/ 7:	10.9766	8.44678	8.26978	5.48352	13.0322
Length   15, alignments in bytes  7/ 0:	10.9739	8.44678	8.21729	5.49341	12.6334
Length   16, alignments in bytes  0/ 0:	10.9716	8.80688	8.61328	6.17175	6.94751
Length   16, alignments in bytes  7/ 2:	10.9711	8.73315	8.62671	6.18237	13.7697
Length   32, alignments in bytes  0/ 0:	10.9851	6.87476	6.92993	7.57166	9.88904
Length   32, alignments in bytes  6/ 4:	10.9828	6.87	6.86255	11.4325	16.2814
Length   64, alignments in bytes  0/ 0:	13.0522	8.24768	8.93274	9.03174	15.3954
Length   64, alignments in bytes  5/ 6:	15.5126	13.8313	14.3395	12.4994	25.358
Length  128, alignments in bytes  0/ 0:	17.0424	10.3049	10.5995	14.5298	26.1289
Length  128, alignments in bytes  4/ 0:	19.1461	10.625	12.1119	15.2544	33.1138
Length  256, alignments in bytes  0/ 0:	23.2251	14.5486	17.1552	18.1007	52.6735
Length  256, alignments in bytes  3/ 2:	25.7216	15.6249	18.6482	20.4769	60.7145
Length  512, alignments in bytes  0/ 0:	33.7717	20.0483	26.4109	28.5304	105.765
Length  512, alignments in bytes  2/ 4:	35.1426	23.0038	24.7291	30.5502	168.618
Length 1024, alignments in bytes  0/ 0:	63.9935	227.27	40.0459	73.5558	248.507
Length 1024, alignments in bytes  1/ 6:	67.2961	42.4017	35.6025	48.1548	318.788
Length   16, alignments in bytes  1/ 2:	12.5548	8.74951	8.6145	6.18481	17.6799
Length   16, alignments in bytes  2/ 1:	10.9756	8.73242	8.61035	6.18408	15.623
Length   16, alignments in bytes  1/ 1:	10.9742	8.71753	8.62158	6.18115	15.118
Length   16, alignments in bytes  1/ 1:	10.972	8.7168	8.61804	6.17944	15.0964
Length   32, alignments in bytes  2/ 4:	11.0139	8.25293	8.38611	10.3807	21.6456
Length   32, alignments in bytes  4/ 2:	10.978	6.86926	6.8606	11.3936	16.9614
Length   32, alignments in bytes  2/ 2:	10.9749	6.87097	6.86597	9.86182	17.1755
Length   32, alignments in bytes  2/ 2:	10.9738	6.86658	6.8606	9.90466	17.8336
Length   64, alignments in bytes  3/ 6:	15.5131	9.88416	9.9718	11.0343	28.5023
Length   64, alignments in bytes  6/ 3:	15.4441	11.5796	11.6855	12.6947	19.5992
Length   64, alignments in bytes  3/ 3:	15.193	8.60583	9.11731	9.85547	21.5378
Length   64, alignments in bytes  3/ 3:	15.1963	8.62903	9.11121	9.76416	21.5109
Length  128, alignments in bytes  4/ 0:	19.244	10.6018	12.1377	15.1744	33.6697
Length  128, alignments in bytes  0/ 4:	20.6598	11.1562	12.7676	14.5656	35.3885
Length  128, alignments in bytes  4/ 4:	20.4156	14.3951	13.0796	14.8029	33.6284
Length  128, alignments in bytes  4/ 4:	20.4521	14.3657	13.142	17.1588	36.176
Length  256, alignments in bytes  5/ 2:	25.0131	15.7319	19.9625	20.8934	58.3875
Length  256, alignments in bytes  2/ 5:	26.124	17.6891	21.0962	20.958	81.092
Length  256, alignments in bytes  5/ 5:	25.1195	15.2443	18.2356	18.8953	58.4021
Length  256, alignments in bytes  5/ 5:	25.2462	15.3975	18.2676	18.9064	58.4209
Length  512, alignments in bytes  6/ 4:	33.8727	24.772	23.5283	28.8311	136.616
