                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   32, n   64, alignment  0/ 0:	23.4051	10.4226	10.8562	17.7443	23.7005
Length  128, n   64, alignment  0/ 0:	12.5296	7.40026	7.4304	10.4602	11.9199
Length   32, n   64, alignment  5/ 6:	25.216	12.202	12.6642	19.3892	24.3124
Length  128, n   64, alignment  5/ 6:	13.7792	10.0832	9.95127	13.2622	13.785
Length   64, n  128, alignment  0/ 0:	20.3297	19.5776	19.9423	19.6309	19.7926
Length  256, n  128, alignment  0/ 0:	15.5495	13.3653	12.5495	15.1131	15.4832
Length   64, n  128, alignment  4/ 0:	21.3027	21.624	21.8365	20.0173	20.7559
Length  256, n  128, alignment  4/ 0:	15.4398	16.2451	16.3625	20.0846	15.5912
Length  128, n  256, alignment  0/ 0:	23.0576	20.9746	21.1185	23.409	22.7871
Length  512, n  256, alignment  0/ 0:	19.2895	17.558	16.2426	19.1319	19.9586
Length  128, n  256, alignment  3/ 2:	28.3781	23.2244	22.3115	25.8398	27.6993
Length  512, n  256, alignment  3/ 2:	26.7232	21.7712	22.9129	23.3868	27.7487
Length  256, n  512, alignment  0/ 0:	31.8419	25.5727	24.3635	29.6869	32.4419
Length 1024, n  512, alignment  0/ 0:	31.5122	20.2786	20.0417	29.35	32.3575
Length  256, n  512, alignment  2/ 4:	36.6924	30.1738	30.6255	32.2861	36.1634
Length 1024, n  512, alignment  2/ 4:	34.3794	26.862	28.2303	33.9024	34.6908
Length  512, n 1024, alignment  0/ 0:	47.0624	31.0453	29.2663	43.9728	46.1648
Length 2048, n 1024, alignment  0/ 0:	50.7548	27.7905	28.8807	51.1847	51.136
Length  512, n 1024, alignment  1/ 6:	51.5353	35.9593	33.6679	47.0559	50.9578
Length 2048, n 1024, alignment  1/ 6:	57.9791	39.4958	37.9086	55.7205	59.0451
