                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	23.3396	7.98171	7.91137	6.53424	23.1327
Length   16, n   16, alignment  1/ 1:	23.1233	7.3622	8.08104	6.53436	23.054
Length   16, n   16, alignment  1/ 2:	23.0875	7.20552	7.84112	6.59014	23.0767
Length   16, n   16, alignment  2/ 1:	22.9987	7.22631	7.84104	6.54723	23.0843
Length    2, n    4, alignment  7/ 2:	19.5161	11.1764	11.1053	10.4547	19.6031
Length    4, n    2, alignment  2/ 7:	20.6079	7.84119	7.84622	6.53616	20.6866
Length    2, n    4, alignment  7/ 2:	19.5826	11.1084	10.4594	10.4548	19.724
Length    4, n    2, alignment  2/ 7:	20.6257	7.84599	7.84114	6.53439	20.718
Length   16, n   16, alignment  2/ 2:	23.1122	7.19231	7.84122	6.53429	23.0795
Length   16, n   16, alignment  2/ 2:	23.1358	7.19221	7.84108	6.53417	23.0804
Length   16, n   16, alignment  2/ 4:	23.0657	7.18763	7.84104	6.53916	23.159
Length   16, n   16, alignment  4/ 2:	23.0441	7.18764	7.84661	6.53419	23.056
Length    4, n    8, alignment  6/ 4:	25.3575	25.0938	27.3004	10.4557	25.3821
Length    8, n    4, alignment  4/ 6:	25.158	7.19274	7.84122	6.53436	25.2793
Length    4, n    8, alignment  6/ 4:	25.2296	25.074	27.0838	10.5041	25.5435
Length    8, n    4, alignment  4/ 6:	25.28	7.18784	7.88943	6.53426	25.3445
Length   16, n   16, alignment  3/ 3:	23.074	7.19221	7.84136	6.53426	23.0936
Length   16, n   16, alignment  3/ 3:	22.9779	7.18762	7.84108	6.53888	23.0638
Length   16, n   16, alignment  3/ 6:	23.0591	7.18764	7.84102	6.5386	23.1729
Length   16, n   16, alignment  6/ 3:	23.0928	7.18764	7.84628	6.53416	23.0501
Length    8, n   16, alignment  5/ 6:	24.0021	23.3695	23.7506	10.5116	24.003
Length   16, n    8, alignment  6/ 5:	22.7047	7.8415	8.55065	6.53433	22.9081
Length    8, n   16, alignment  5/ 6:	23.9214	23.1732	23.664	10.5117	24.0227
Length   16, n    8, alignment  6/ 5:	22.9637	7.84118	8.50393	6.53427	22.9607
Length   16, n   16, alignment  4/ 4:	23.1287	7.19306	7.84111	6.53424	23.1825
Length   16, n   16, alignment  4/ 4:	23.0039	7.19229	7.8411	6.5391	23.0633
Length   16, n   16, alignment  4/ 0:	23.1156	7.18764	7.84103	6.53943	23.1626
Length   16, n   16, alignment  0/ 4:	23.1404	7.18766	7.8457	6.53418	23.099
Length   16, n   32, alignment  4/ 0:	24.1974	23.5655	23.9255	11.113	24.2225
Length   32, n   16, alignment  0/ 4:	23.0526	6.53437	6.53881	6.53425	23.1217
Length   16, n   32, alignment  4/ 0:	24.1061	23.578	23.9166	11.133	24.2315
Length   32, n   16, alignment  0/ 4:	23.0313	6.38597	6.42177	6.38571	22.5715
Length   16, n   16, alignment  5/ 5:	22.5674	7.02424	7.66965	6.38559	22.5373
Length   16, n   16, alignment  5/ 5:	22.5494	7.02877	7.66289	6.38564	22.5936
Length   16, n   16, alignment  5/ 2:	22.5868	7.02898	7.66287	6.38561	22.5461
Length   16, n   16, alignment  2/ 5:	22.5505	7.02868	7.66288	6.50968	22.7423
Length   32, n   64, alignment  3/ 2:	23.9545	11.4336	11.9564	18.953	24.4592
Length   64, n   32, alignment  2/ 3:	22.765	7.02444	7.11759	7.23311	23.1215
Length   32, n   64, alignment  3/ 2:	24.2037	11.4174	11.8489	19.067	24.5362
Length   64, n   32, alignment  2/ 3:	22.8813	7.02881	7.16256	7.23088	23.0627
Length   16, n   16, alignment  6/ 6:	22.6028	7.02888	7.66287	6.39534	22.7751
Length   16, n   16, alignment  6/ 6:	22.5868	7.03047	7.66293	6.44968	22.9765
Length   16, n   16, alignment  6/ 4:	22.4948	7.02428	7.66279	6.52916	23.0772
Length   16, n   16, alignment  4/ 6:	22.6552	7.02429	7.66284	6.47799	22.4551
Length   64, n  128, alignment  2/ 4:	24.7769	21.5756	21.6027	21.2562	24.8571
Length  128, n   64, alignment  4/ 2:	14.1452	8.79063	9.84715	12.3352	13.7771
Length   64, n  128, alignment  2/ 4:	25.6403	22.3503	21.7578	20.9268	24.7891
Length  128, n   64, alignment  4/ 2:	14.196	10.0347	10.0831	12.4001	14.7764
Length   16, n   16, alignment  7/ 7:	23.6701	7.19231	7.89014	6.68973	23.4059
Length   16, n   16, alignment  7/ 7:	22.7311	7.0573	7.66293	6.41187	22.8107
Length   16, n   16, alignment  7/ 6:	22.5524	7.0295	7.66283	6.38565	22.7273
Length   16, n   16, alignment  6/ 7:	22.4344	7.02429	7.78435	6.53872	23.1178
Length  128, n  256, alignment  1/ 6:	26.6014	23.7076	23.1983	25.7996	27.0608
Length  256, n  128, alignment  6/ 1:	17.4529	15.4594	15.0339	22.2412	17.3044
Length  128, n  256, alignment  1/ 6:	27.786	24.3317	23.8126	25.7511	27.351
Length  256, n  128, alignment  6/ 1:	17.6792	15.7637	15.3586	21.7597	17.3956
Length    8, n   16, alignment  0/ 0:	24.746	23.2041	23.3975	10.4592	24.0589
Length   32, n   16, alignment  0/ 0:	23.0069	6.53436	6.53448	6.53963	23.1205
Length    8, n   16, alignment  7/ 2:	23.9581	23.183	23.4671	10.4605	23.862
Length   32, n   16, alignment  7/ 2:	23.1046	7.18762	7.19206	6.53414	23.0986
Length   16, n   32, alignment  0/ 0:	24.1818	23.5744	23.8929	11.1128	24.2462
Length   64, n   32, alignment  0/ 0:	23.0936	7.18769	7.19227	7.2288	23.0519
Length   16, n   32, alignment  6/ 4:	24.202	23.6113	23.9103	11.1128	24.1156
Length   64, n   32, alignment  6/ 4:	22.5685	7.02428	7.0286	7.02451	22.593
