                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.3213	21.8183	22.4963	21.1811	14.7065
Length    0/   0, alignment  0/ 0:	23.2553	21.6343	22.4963	20.3379	13.2639
Length    0/   0, alignment  0/ 0:	23.1746	21.5625	22.4966	20.348	13.9853
Length    0/   0, alignment  0/ 0:	23.2601	21.6638	22.6646	20.7564	13.2781
Length    1/   1, alignment  0/ 0:	22.8698	21.5627	22.4187	20.3961	14.376
Length    1/   1, alignment  0/ 0:	23.1385	21.7264	22.3746	20.443	14.3758
Length    1/   1, alignment  0/ 1:	23.1236	21.6369	22.4087	20.3919	6.81126
Length    1/   1, alignment  1/ 0:	23.507	21.5628	22.3453	20.4039	14.438
Length    2/   2, alignment  0/ 0:	23.6842	22.2165	22.8701	21.2597	15.0805
Length    2/   2, alignment  0/ 0:	23.0447	22.2161	22.9206	21.0438	15.0808
Length    2/   2, alignment  0/ 2:	23.1157	22.2163	23.092	21.0428	9.14904
Length    2/   2, alignment  2/ 0:	23.001	22.4391	22.8702	21.0419	15.0863
Length    3/   3, alignment  0/ 0:	23.1236	21.5632	22.2161	20.4151	15.2331
Length    3/   3, alignment  0/ 0:	23.1673	21.5629	22.2166	20.5631	15.2109
Length    3/   3, alignment  0/ 3:	23.264	21.563	22.464	20.4094	11.1637
Length    3/   3, alignment  3/ 0:	22.8698	21.5626	22.239	20.3586	17.0481
Length    4/   4, alignment  0/ 0:	23.6719	22.269	23.1035	21.0175	17.146
Length    4/   4, alignment  0/ 0:	23.3615	22.2592	23.1031	21.0054	17.1698
Length    4/   4, alignment  0/ 4:	23.0846	22.2162	23.1034	21.2137	14.377
Length    4/   4, alignment  4/ 0:	23.2825	22.2454	23.2164	21.027	18.5045
Length    5/   5, alignment  0/ 0:	23.0616	22.2833	23.1034	21.0574	18.0257
Length    5/   5, alignment  0/ 0:	23.3475	22.2604	23.1028	21.03	18.1776
Length    5/   5, alignment  0/ 5:	23.0539	22.2163	23.1031	21.0842	15.6879
Length    5/   5, alignment  5/ 0:	23.0259	22.2464	23.1236	21.0863	18.5694
Length    6/   6, alignment  0/ 0:	23.0279	22.285	23.103	21.0198	18.603
Length    6/   6, alignment  0/ 0:	23.5702	22.2531	23.1034	21.0027	18.6434
Length    6/   6, alignment  0/ 6:	23.8349	22.2163	23.1034	21.1174	17.7956
Length    6/   6, alignment  6/ 0:	23.1712	22.2468	23.1213	21.0482	19.2299
Length    7/   7, alignment  0/ 0:	23.3012	22.2799	23.1029	20.3448	18.1968
Length    7/   7, alignment  0/ 0:	23.4553	22.2587	23.1032	20.3559	18.4103
Length    7/   7, alignment  0/ 7:	23.1413	22.2185	23.1207	20.3454	18.5083
Length    7/   7, alignment  7/ 0:	23.0525	22.2168	23.1201	20.412	19.1559
Length    8/   8, alignment  0/ 0:	23.3749	22.2164	23.1434	20.9986	15.6832
Length    8/   8, alignment  0/ 0:	23.2858	22.2165	22.9255	21.0151	15.6819
Length    8/   8, alignment  0/ 0:	23.264	22.2161	23.1453	21.0166	15.6829
Length    8/   8, alignment  0/ 0:	23.1862	22.2161	23.1936	21.0041	15.6848
Length    9/   9, alignment  0/ 0:	23.1799	22.2352	22.967	21.0354	15.6833
Length    9/   9, alignment  0/ 0:	23.2478	22.2163	23.0126	21.0303	15.7028
Length    9/   9, alignment  0/ 1:	23.325	22.216	22.8726	21.0886	16.338
Length    9/   9, alignment  1/ 0:	23.2734	22.2165	23.0351	21.0674	21.8894
Length   10/  10, alignment  0/ 0:	23.1948	22.2381	22.9629	21.0539	16.3948
Length   10/  10, alignment  0/ 0:	23.3225	22.2162	23.1443	20.699	16.0656
Length   10/  10, alignment  0/ 2:	22.6368	21.7115	22.3528	20.5764	16.6104
Length   10/  10, alignment  2/ 0:	22.6141	21.711	22.5308	20.569	20.9753
Length   11/  11, alignment  0/ 0:	22.8007	21.7478	22.4399	20.5323	16.6224
Length   11/  11, alignment  0/ 0:	22.6375	21.7117	22.5317	20.5307	16.6506
Length   11/  11, alignment  0/ 3:	22.7179	21.7117	22.6339	20.5705	17.3633
Length   11/  11, alignment  3/ 0:	22.69	21.7115	22.4851	20.5449	20.9702
Length   12/  12, alignment  0/ 0:	22.7493	21.7294	22.6197	20.5708	17.397
Length   12/  12, alignment  0/ 0:	22.6159	21.7117	22.4401	20.5407	17.3945
Length   12/  12, alignment  0/ 4:	22.5835	21.7115	22.3652	20.5302	16.6034
Length   12/  12, alignment  4/ 0:	22.6592	21.711	22.6448	20.5346	18.6256
Length   13/  13, alignment  0/ 0:	22.6835	21.7708	22.5077	20.5298	18.1477
Length   13/  13, alignment  0/ 0:	22.7606	21.7288	22.4407	20.5477	18.1432
Length   13/  13, alignment  0/ 5:	22.6854	21.7113	22.35	20.4991	17.2597
Length   13/  13, alignment  5/ 0:	22.7478	21.7118	22.5848	20.5681	19.083
Length   14/  14, alignment  0/ 0:	22.6272	21.7111	22.4137	20.5226	18.8143
Length   14/  14, alignment  0/ 0:	22.6773	21.7297	22.4112	20.5417	18.872
Length   14/  14, alignment  0/ 6:	22.8425	21.7117	22.6229	20.5138	18.0458
Length   14/  14, alignment  6/ 0:	22.6832	21.7114	22.4044	20.7598	19.3122
Length   15/  15, alignment  0/ 0:	22.6397	21.7112	22.6193	19.9015	18.3192
Length   15/  15, alignment  0/ 0:	22.6145	21.7884	22.4047	19.8957	18.5915
Length   15/  15, alignment  0/ 7:	22.6804	21.7113	22.6286	19.867	18.6409
Length   15/  15, alignment  7/ 0:	22.6964	21.7117	22.6459	19.9077	19.2055
Length   16/  16, alignment  0/ 0:	22.6575	21.798	22.4197	21.4134	15.965
Length   16/  16, alignment  7/ 2:	22.6513	21.8236	22.457	21.4586	19.3329
Length   16/   4, alignment  0/ 0:	22.7578	21.7288	22.4564	20.566	17.0817
Length   16/   4, alignment  7/ 2:	22.6171	21.7117	22.3697	20.5554	15.4533
