                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	26.2585	23.416	23.4151	21.5943	24.8874
Length    4/   4, alignment  0/ 0, N    2:	24.8544	24.0225	23.3598	21.0873	24.6329
Length    4/   4, alignment  4/ 0, N    2:	24.6161	22.5701	24.2367	21.086	26.7328
Length    8/   8, alignment  0/ 0, N    2:	25.9148	22.3923	22.5637	20.6347	24.1304
Length    8/   8, alignment  0/ 0, N    2:	24.1532	23.6455	22.3508	20.6431	23.9365
Length   16/  16, alignment  0/ 0, N    2:	24.0061	22.3899	22.7328	21.2318	23.6404
Length   16/  16, alignment  7/ 2, N    2:	24.1223	24.2218	24.6652	22.3075	23.5099
Length   16/   4, alignment  0/ 0, N    2:	23.6684	22.2715	23.399	20.5134	24.0298
Length   16/   4, alignment  7/ 2, N    2:	23.8084	21.8528	21.8539	19.9823	23.6397
Length   32/  32, alignment  0/ 0, N    2:	23.8359	21.8553	22.4784	20.6083	23.9231
Length   32/  32, alignment  6/ 4, N    2:	23.8377	24.0079	22.4767	20.6066	23.8396
Length   32/   8, alignment  0/ 0, N    2:	23.1497	21.5428	21.856	20.0524	24.0667
Length   32/   8, alignment  6/ 4, N    2:	23.9451	22.0318	22.3511	20.491	23.6361
Length   64/  64, alignment  0/ 0, N    2:	24.3199	22.5737	22.9916	21.212	24.3621
Length   64/  64, alignment  5/ 6, N    2:	23.8416	22.0339	22.4769	20.9524	24.425
Length   64/  16, alignment  0/ 0, N    2:	23.6635	21.8194	22.3531	21.1042	23.8371
Length   64/  16, alignment  5/ 6, N    2:	24.0445	21.8187	22.3495	22.5375	23.9526
Length  128/ 128, alignment  0/ 0, N    2:	24.3775	21.9079	22.8535	20.6382	23.885
Length  128/ 128, alignment  4/ 0, N    2:	23.9137	21.9054	23.1042	21.8002	24.4741
Length  128/  32, alignment  0/ 0, N    2:	24.5749	22.7076	22.9911	21.1161	24.4807
Length  128/  32, alignment  4/ 0, N    2:	25.2946	22.4789	22.9885	21.0739	24.3207
Length  256/ 256, alignment  0/ 0, N    2:	27.5923	22.3535	22.9916	21.0793	27.3395
Length  256/ 256, alignment  3/ 2, N    2:	27.9923	22.3519	22.9902	21.0753	27.6104
Length  256/  64, alignment  0/ 0, N    2:	24.3954	22.537	22.9904	21.7083	25.0886
Length  256/  64, alignment  3/ 2, N    2:	24.9155	23.0428	23.1458	21.171	24.4129
