                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   32, n   64, alignment  0/ 0:	33.4223	10.5662	10.3541	18.5078	33.6146
Length  128, n   64, alignment  0/ 0:	12.6978	7.49669	7.30607	9.88808	13.6623
Length   32, n   64, alignment  5/ 6:	36.7458	11.7018	11.651	19.5674	29.5527
Length  128, n   64, alignment  5/ 6:	15.3903	9.80138	10.0326	13.5885	16.5984
Length   64, n  128, alignment  0/ 0:	34.443	20.0418	20.5951	20.1112	21.2784
Length  256, n  128, alignment  0/ 0:	16.5442	12.1546	11.8824	15.4056	17.5712
Length   64, n  128, alignment  4/ 0:	34.9521	21.4951	21.7911	19.891	21.6338
Length  256, n  128, alignment  4/ 0:	19.261	14.8626	14.9248	19.8271	21.9791
Length  128, n  256, alignment  0/ 0:	33.3204	22.2233	22.2023	24.7482	25.3023
Length  512, n  256, alignment  0/ 0:	20.9114	16.7646	16.602	20.5643	21.9259
Length  128, n  256, alignment  3/ 2:	34.4544	21.6822	22.0574	24.8955	30.711
Length  512, n  256, alignment  3/ 2:	27.3982	21.5291	22.184	24.379	26.6912
Length  256, n  512, alignment  0/ 0:	40.0705	26.2733	24.7862	33.2943	34.0515
Length 1024, n  512, alignment  0/ 0:	36.1818	20.2513	21.0442	29.2748	36.2469
Length  256, n  512, alignment  2/ 4:	44.625	28.0682	27.7298	33.3906	43.7584
Length 1024, n  512, alignment  2/ 4:	37.5777	26.3525	28.2971	33.2534	37.7889
Length  512, n 1024, alignment  0/ 0:	48.9074	34.3845	31.4762	50.3704	47.8844
Length 2048, n 1024, alignment  0/ 0:	50.5156	28.4101	30.463	51.7524	51.4204
Length  512, n 1024, alignment  1/ 6:	51.5234	36.9842	33.6755	50.3708	51.1266
Length 2048, n 1024, alignment  1/ 6:	57.2625	39.2931	37.6859	57.4138	58.6735
