                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	23.885	7.4929	7.68362	6.38582	23.3739
Length   16, n   16, alignment  1/ 1:	23.6552	7.27033	7.72883	6.44422	23.474
Length   16, n   16, alignment  1/ 2:	23.4483	7.0243	7.66293	6.40237	23.4504
Length   16, n   16, alignment  2/ 1:	23.2991	7.0243	7.67642	6.38573	23.4245
Length    2, n    4, alignment  7/ 2:	26.1387	10.9175	10.2173	10.2232	25.7483
Length    4, n    2, alignment  2/ 7:	25.0141	8.33883	7.66759	6.38573	24.9117
Length    2, n    4, alignment  7/ 2:	25.8629	10.922	10.2173	10.2312	25.9206
Length    4, n    2, alignment  2/ 7:	24.9215	7.68105	7.66283	6.38589	24.9029
Length   16, n   16, alignment  2/ 2:	23.1879	7.02452	7.66286	6.39017	23.1275
Length   16, n   16, alignment  2/ 2:	23.4488	7.02427	7.6629	6.38997	23.2219
Length   16, n   16, alignment  2/ 4:	23.2712	7.0243	7.66775	6.38573	23.3445
Length   16, n   16, alignment  4/ 2:	23.3261	7.02428	7.66715	6.50462	23.5751
Length    4, n    8, alignment  6/ 4:	26.7226	24.1188	24.9975	10.2182	26.7983
Length    8, n    4, alignment  4/ 6:	25.073	7.02435	7.66319	6.39019	25.205
Length    4, n    8, alignment  6/ 4:	26.6865	24.1177	25.002	10.2215	26.5607
Length    8, n    4, alignment  4/ 6:	25.1039	7.08514	8.32871	6.38582	25.2039
Length   16, n   16, alignment  3/ 3:	22.9806	7.06409	7.66297	6.3857	23.1406
Length   16, n   16, alignment  3/ 3:	23.4658	7.02431	7.66286	6.39009	23.2034
Length   16, n   16, alignment  3/ 6:	23.2022	7.02432	7.66897	6.38575	23.4894
Length   16, n   16, alignment  6/ 3:	23.4563	7.02428	7.66774	6.3856	23.3613
Length    8, n   16, alignment  5/ 6:	24.5807	23.7666	23.9525	10.2235	23.1241
Length   16, n    8, alignment  6/ 5:	22.6931	7.6629	8.30607	6.38578	19.6059
Length    8, n   16, alignment  5/ 6:	24.6046	23.7657	23.8346	10.2215	23.8284
Length   16, n    8, alignment  6/ 5:	23.2547	7.66298	8.30587	6.38573	23.2155
Length   16, n   16, alignment  4/ 4:	23.1594	7.02912	7.66286	6.3857	23.3699
Length   16, n   16, alignment  4/ 4:	23.4642	7.02872	7.6628	6.38573	23.1574
Length   16, n   16, alignment  4/ 0:	23.4474	7.02429	7.66282	6.39001	23.1663
Length   16, n   16, alignment  0/ 4:	22.0091	7.02429	7.66283	6.39008	23.3327
Length   16, n   32, alignment  4/ 0:	24.3668	19.7167	20.7509	10.8557	22.9517
Length   32, n   16, alignment  0/ 4:	23.4542	6.38603	6.3859	6.38557	23.3106
Length   16, n   32, alignment  4/ 0:	24.3177	19.7017	20.7529	10.8557	22.8888
Length   32, n   16, alignment  0/ 4:	23.1678	6.39028	6.38585	6.38562	23.1444
Length   16, n   16, alignment  5/ 5:	23.2089	7.02883	7.66293	6.38563	23.3602
Length   16, n   16, alignment  5/ 5:	23.1729	7.0309	7.66284	6.38567	23.3222
Length   16, n   16, alignment  5/ 2:	23.4629	7.02428	7.6629	6.39042	23.662
Length   16, n   16, alignment  2/ 5:	23.4475	7.02429	7.66728	6.53085	23.9234
Length   32, n   64, alignment  3/ 2:	34.8897	10.8385	10.5891	19.3539	29.0996
Length   64, n   32, alignment  2/ 3:	27.5879	7.02452	7.03063	7.02436	28.3842
Length   32, n   64, alignment  3/ 2:	34.7969	10.838	10.5958	19.1923	29.1075
Length   64, n   32, alignment  2/ 3:	27.5883	7.02448	7.02441	7.02872	28.1237
Length   16, n   16, alignment  6/ 6:	23.305	7.02436	7.66741	6.38562	23.4968
Length   16, n   16, alignment  6/ 6:	23.3388	7.03034	7.66282	6.38572	23.3632
Length   16, n   16, alignment  6/ 4:	22.0214	7.02863	7.77783	6.53415	23.9113
Length   16, n   16, alignment  4/ 6:	22.0353	7.02864	7.66283	6.48592	20.3699
Length   64, n  128, alignment  2/ 4:	31.9287	20.2707	21.6728	20.8148	25.9343
Length  128, n   64, alignment  4/ 2:	15.3614	9.56266	10.0854	12.2512	16.8811
Length   64, n  128, alignment  2/ 4:	32.849	20.4711	21.7685	20.6962	31.8329
Length  128, n   64, alignment  4/ 2:	15.1309	8.49453	9.978	12.5187	16.8188
Length   16, n   16, alignment  7/ 7:	24.775	7.26687	7.87728	6.68982	23.9887
Length   16, n   16, alignment  7/ 7:	23.4638	7.05211	7.69279	6.5033	23.769
Length   16, n   16, alignment  7/ 6:	22.0658	7.04291	7.66286	6.52235	22.4655
Length   16, n   16, alignment  6/ 7:	23.5843	7.02428	7.66285	6.46981	22.6084
Length  128, n  256, alignment  1/ 6:	32.8746	20.3712	20.8213	25.8975	32.9787
Length  256, n  128, alignment  6/ 1:	21.3891	14.9602	14.7777	20.4577	22.5689
Length  128, n  256, alignment  1/ 6:	33.8899	20.8572	21.1797	26.2119	30.619
Length  256, n  128, alignment  6/ 1:	21.325	14.8633	14.773	20.3762	22.55
Length    8, n   16, alignment  0/ 0:	26.0293	24.1596	24.2215	10.2218	23.1746
Length   32, n   16, alignment  0/ 0:	23.4647	6.38588	6.39003	6.38564	19.829
Length    8, n   16, alignment  7/ 2:	24.6308	23.77	23.9799	10.2223	23.1175
Length   32, n   16, alignment  7/ 2:	23.488	7.02429	7.02909	6.38559	23.2435
Length   16, n   32, alignment  0/ 0:	24.4254	19.6781	20.6517	10.86	22.9113
Length   64, n   32, alignment  0/ 0:	27.593	7.02434	7.03078	7.02435	27.6578
Length   16, n   32, alignment  6/ 4:	24.446	19.714	20.8082	10.86	22.9521
Length   64, n   32, alignment  6/ 4:	27.5903	7.02429	7.03069	7.02426	27.657
