                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2495	5.77759	6.32837	5.63574	5.62537
Length    0, alignments in bytes  0/ 0:	11.2507	5.63818	6.34521	5.62927	5.63855
Length    0, alignments in bytes  0/ 0:	11.2437	6.32935	6.33228	5.63159	5.62402
Length    0, alignments in bytes  0/ 0:	11.2458	5.80164	6.32812	5.6239	5.63086
Length    1, alignments in bytes  0/ 0:	10.9746	6.33362	7.03784	5.63086	5.62585
Length    1, alignments in bytes  0/ 0:	10.9762	6.34863	7.03931	5.62964	5.64246
Length    1, alignments in bytes  0/ 1:	10.8586	6.32715	7.0304	5.63208	5.6261
Length    1, alignments in bytes  1/ 0:	10.5624	6.33289	7.03113	5.61951	5.25928
Length    2, alignments in bytes  0/ 0:	10.5464	7.02893	7.04077	6.76184	7.03821
Length    2, alignments in bytes  0/ 0:	10.5449	7.03455	7.04102	6.77527	7.03687
Length    2, alignments in bytes  0/ 2:	10.5464	7.03723	7.03809	6.77368	7.03113
Length    2, alignments in bytes  2/ 0:	10.5503	7.04004	7.02991	5.62317	6.36133
Length    3, alignments in bytes  0/ 0:	11.2493	6.32971	7.03821	5.63879	7.04004
Length    3, alignments in bytes  0/ 0:	15.1146	6.33557	7.03357	5.6377	7.03735
Length    3, alignments in bytes  0/ 3:	11.2521	6.3269	7.03638	5.62317	7.03638
Length    3, alignments in bytes  3/ 0:	11.2463	6.33459	7.04004	5.62048	9.15198
Length    4, alignments in bytes  0/ 0:	11.2451	8.79456	8.74475	6.43115	8.44702
Length    4, alignments in bytes  0/ 0:	11.2468	8.79004	8.73291	6.45117	9.14648
Length    4, alignments in bytes  0/ 4:	11.2451	6.66223	7.02942	6.43811	9.14014
Length    4, alignments in bytes  4/ 0:	11.243	6.32434	7.02661	5.63037	11.2598
Length    5, alignments in bytes  0/ 0:	11.2456	8.78784	8.73047	7.26538	10.1367
Length    5, alignments in bytes  0/ 0:	11.2483	8.78784	8.74133	7.29089	10.1307
Length    5, alignments in bytes  0/ 5:	11.2449	6.66479	7.02661	6.36206	9.15344
Length    5, alignments in bytes  5/ 0:	11.2429	6.32935	7.02295	6.33081	8.46631
Length    6, alignments in bytes  0/ 0:	11.2456	8.78333	8.74255	8.06287	12.6736
Length    6, alignments in bytes  0/ 0:	11.2471	8.78491	8.72693	8.07471	12.6635
