                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	14.2439	5.49158	5.44971	5.36707	5.35706
Length    0, alignments in bytes  0/ 0:	10.1814	6.04199	5.45081	5.36743	5.36499
Length    0, alignments in bytes  0/ 0:	10.1105	5.49524	5.45618	5.35461	5.36377
Length    0, alignments in bytes  0/ 0:	10.0913	5.48157	5.44543	5.34961	5.36023
Length    1, alignments in bytes  0/ 0:	10.1842	5.48901	5.448	5.35901	5.37292
Length    1, alignments in bytes  0/ 0:	10.2899	6.04004	5.4314	5.37244	5.3606
Length    1, alignments in bytes  0/ 1:	9.66211	6.03674	5.43188	5.36255	5.35657
Length    1, alignments in bytes  1/ 0:	9.77527	5.49768	5.45398	5.35461	5.10681
Length    2, alignments in bytes  0/ 0:	9.81836	6.1554	6.18066	6.43359	8.03918
Length    2, alignments in bytes  0/ 0:	9.86707	6.1781	6.17249	6.41699	6.70813
Length    2, alignments in bytes  0/ 2:	9.62622	6.08057	6.41553	6.13013	6.39294
Length    2, alignments in bytes  2/ 0:	9.25317	5.11743	5.11426	5.11523	6.3999
Length    3, alignments in bytes  0/ 0:	9.60425	4.52551	5.11597	5.12073	6.40271
Length    3, alignments in bytes  0/ 0:	9.65894	5.1283	5.11694	5.1283	6.40015
Length    3, alignments in bytes  0/ 3:	9.58643	5.12292	5.1123	5.11914	6.39941
Length    3, alignments in bytes  3/ 0:	9.59753	4.63232	5.1145	5.11572	8.32898
Length    4, alignments in bytes  0/ 0:	9.59302	7.99133	7.99329	5.87451	8.31604
Length    4, alignments in bytes  0/ 0:	9.63672	7.98926	7.99084	5.87244	8.31165
Length    4, alignments in bytes  0/ 4:	9.61707	6.04651	6.10352	5.85986	8.30786
Length    4, alignments in bytes  4/ 0:	9.5863	5.11743	5.11475	5.11621	8.31873
Length    5, alignments in bytes  0/ 0:	9.61108	7.98828	8.00049	6.63184	9.12012
Length    5, alignments in bytes  0/ 0:	9.67993	7.98535	7.99402	6.64282	9.13513
Length    5, alignments in bytes  0/ 5:	9.58313	6.04553	6.11792	5.81677	8.30798
Length    5, alignments in bytes  5/ 0:	9.58716	5.11572	5.11401	5.11377	8.31409
Length    6, alignments in bytes  0/ 0:	9.58569	7.98816	9.63416	8.23218	12.3481
Length    6, alignments in bytes  0/ 0:	10.3708	8.90552	7.9895	7.34155	11.511
Length    6, alignments in bytes  0/ 6:	9.59363	6.04492	6.11707	5.70776	11.4951
Length    6, alignments in bytes  6/ 0:	9.58337	5.12048	5.10876	5.11792	8.96021
Length    7, alignments in bytes  0/ 0:	9.72681	7.00317	6.89258	5.12158	11.5081
Length    7, alignments in bytes  0/ 0:	9.64355	6.99817	6.99622	5.11902	11.51
Length    7, alignments in bytes  0/ 7:	9.6228	6.03577	6.1001	5.10938	11.4968
Length    7, alignments in bytes  7/ 0:	9.672	5.11841	5.11047	5.11597	12.2651
Length    8, alignments in bytes  0/ 0:	10.7419	8.27942	8.00842	5.8678	5.77417
Length    8, alignments in bytes  0/ 0:	9.69019	8.29749	7.98865	5.87146	5.78638
Length    8, alignments in bytes  0/ 0:	10.6268	8.96509	8.56982	6.34448	5.15479
Length    8, alignments in bytes  0/ 0:	9.86365	8.2157	7.98914	5.87292	5.12732
Length    9, alignments in bytes  0/ 0:	9.62244	8.26233	9.07251	7.11157	6.41772
Length    9, alignments in bytes  0/ 0:	10.4215	8.83142	8.61426	7.13159	6.38928
Length    9, alignments in bytes  0/ 1:	10.3678	9.07202	9.19751	8.06604	7.14551
Length    9, alignments in bytes  1/ 0:	10.4209	8.77795	8.6051	7.48303	15.1005
Length   10, alignments in bytes  0/ 0:	13.634	8.79675	8.57666	7.86523	7.29004
Length   10, alignments in bytes  0/ 0:	11.3444	8.91931	8.5824	7.88135	7.42151
Length   10, alignments in bytes  0/ 2:	9.87378	8.53931	8.17395	7.34253	7.59167
Length   10, alignments in bytes  2/ 0:	10.7565	8.43884	8.21155	7.24377	15.0586
Length   11, alignments in bytes  0/ 0:	9.9491	8.48071	8.18213	6.85999	7.76782
Length   11, alignments in bytes  0/ 0:	9.90027	8.37024	8.17029	6.85999	7.76294
Length   11, alignments in bytes  0/ 3:	10.0145	8.38159	8.17151	7.34973	8.47119
Length   11, alignments in bytes  3/ 0:	10.0658	8.38269	8.21045	7.24255	17.0128
Length   12, alignments in bytes  0/ 0:	9.96362	8.51538	8.17639	7.49597	8.69482
Length   12, alignments in bytes  0/ 0:	9.84009	8.46875	8.17822	7.48926	9.13684
Length   12, alignments in bytes  0/ 4:	9.8208	8.77673	8.26489	7.55469	8.9552
Length   12, alignments in bytes  4/ 0:	9.80725	8.03088	7.98584	7.25415	11.2206
Length   13, alignments in bytes  0/ 0:	9.97681	8.4906	8.17798	7.50391	11.3872
Length   13, alignments in bytes  0/ 0:	9.89795	8.45166	8.18286	7.51892	11.395
Length   13, alignments in bytes  0/ 5:	10.132	8.04358	7.92493	7.54675	11.9449
Length   13, alignments in bytes  5/ 0:	9.8877	8.02295	7.9895	7.25513	12.2369
Length   14, alignments in bytes  0/ 0:	10.1184	8.50989	8.17224	7.50244	12.6244
Length   14, alignments in bytes  0/ 0:	10.152	8.61584	8.17517	7.51355	12.6511
Length   14, alignments in bytes  0/ 6:	9.88672	8.07471	8.0094	7.547	11.7649
Length   14, alignments in bytes  6/ 0:	10.1052	8.04578	8.02844	7.25513	12.6664
Length   15, alignments in bytes  0/ 0:	9.91589	7.23962	7.39758	5.23572	11.7767
Length   15, alignments in bytes  0/ 0:	9.88123	7.22412	7.38782	5.23389	11.7771
Length   15, alignments in bytes  0/ 7:	9.90503	8.04626	7.9928	5.22888	11.7714
Length   15, alignments in bytes  7/ 0:	9.87378	8.03223	8.01782	5.23706	12.3949
Length   16, alignments in bytes  0/ 0:	9.89807	8.42029	8.17944	5.24915	6.6178
Length   16, alignments in bytes  7/ 2:	9.84338	8.33386	8.23096	5.60303	13.2472
Length   32, alignments in bytes  0/ 0:	10.0713	6.55688	6.54871	6.93506	9.45081
Length   32, alignments in bytes  6/ 4:	10.355	6.54749	6.08801	10.9417	15.424
Length   64, alignments in bytes  0/ 0:	12.1805	7.90833	7.854	7.96655	14.6581
Length   64, alignments in bytes  5/ 6:	13.9585	13.2145	13.7361	11.9137	24.1143
Length  128, alignments in bytes  0/ 0:	15.5896	9.63123	10.4988	14.5718	26.1746
Length  128, alignments in bytes  4/ 0:	17.7584	10.1277	11.5144	14.5851	31.3176
Length  256, alignments in bytes  0/ 0:	22.3413	15.1467	16.1284	17.7445	50.7437
Length  256, alignments in bytes  3/ 2:	24.1456	15.0911	17.52	19.4651	57.8405
Length  512, alignments in bytes  0/ 0:	28.9822	19.4436	20.7444	27.2795	102.062
Length  512, alignments in bytes  2/ 4:	33.4323	25.3668	23.485	28.8352	144.183
Length 1024, alignments in bytes  0/ 0:	50.7395	27.6337	28.4983	46.6202	227.631
Length 1024, alignments in bytes  1/ 6:	65.684	39.8085	36.9879	47.8036	304.553
Length   16, alignments in bytes  1/ 2:	14.1415	8.7644	9.00342	5.65222	17.3091
