                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	29.7487	22.5452	23.4181	21.0323	28.3283
Length    4/   4, alignment  0/ 0, N    2:	28.3284	22.5434	23.4156	21.0303	29.2413
Length    4/   4, alignment  4/ 0, N    2:	27.1737	22.0307	22.5653	21.3013	28.2792
Length    8/   8, alignment  0/ 0, N    2:	31.0482	23.0917	22.6134	20.5563	27.6369
Length    8/   8, alignment  0/ 0, N    2:	27.6511	22.1759	22.7747	22.0077	27.6947
Length   16/  16, alignment  0/ 0, N    2:	27.6637	21.7697	22.0594	20.6441	27.083
Length   16/  16, alignment  7/ 2, N    2:	27.0781	21.5422	22.0612	22.0079	26.9402
Length   16/   4, alignment  0/ 0, N    2:	27.0807	21.5419	22.5999	20.1702	27.5559
Length   16/   4, alignment  7/ 2, N    2:	34.4032	21.8776	22.5017	20.6073	34.323
Length   32/  32, alignment  0/ 0, N    2:	24.4932	22.3518	22.8789	20.607	23.8217
Length   32/  32, alignment  6/ 4, N    2:	27.5591	23.6607	23.8077	21.1208	28.1108
Length   32/   8, alignment  0/ 0, N    2:	27.6518	21.7143	22.3513	20.4448	27.6795
Length   32/   8, alignment  6/ 4, N    2:	27.5197	21.7126	22.3513	20.4485	27.5673
Length   64/  64, alignment  0/ 0, N    2:	26.2512	22.2122	22.4799	20.7636	23.8472
Length   64/  64, alignment  5/ 6, N    2:	23.9301	22.2723	22.7932	21.2799	24.4405
Length   64/  16, alignment  0/ 0, N    2:	27.7085	21.7137	22.3508	22.3203	28.6212
Length   64/  16, alignment  5/ 6, N    2:	27.7165	21.229	21.8546	22.0514	27.2068
Length  128/ 128, alignment  0/ 0, N    2:	23.8858	21.94	23.0808	20.6295	23.912
Length  128/ 128, alignment  4/ 0, N    2:	23.788	22.5293	23.3711	21.0818	25.5669
Length  128/  32, alignment  0/ 0, N    2:	24.8763	22.3522	22.9904	21.0735	24.3629
Length  128/  32, alignment  4/ 0, N    2:	28.1384	22.3508	22.9892	21.1137	28.1811
Length  256/ 256, alignment  0/ 0, N    2:	27.6198	22.3523	22.9925	21.3621	27.6233
Length  256/ 256, alignment  3/ 2, N    2:	27.4774	22.3516	22.9895	21.0736	27.5977
Length  256/  64, alignment  0/ 0, N    2:	24.4651	22.5341	22.9909	21.2052	24.3906
Length  256/  64, alignment  3/ 2, N    2:	24.3697	22.5373	22.9878	21.2414	24.391
Length  512/ 512, alignment  0/ 0, N    2:	27.5977	22.3527	22.9944	23.8018	27.533
Length  512/ 512, alignment  2/ 4, N    2:	27.9151	22.8727	23.5249	24.7639	28.019
Length  512/ 128, alignment  0/ 0, N    2:	25.1959	22.9191	24.0727	21.5803	25.176
Length  512/ 128, alignment  2/ 4, N    2:	25.0442	22.9216	24.0678	21.6292	24.9911
Length 1024/1024, alignment  0/ 0, N    2:	30.7154	26.4731	26.8229	36.5658	28.2335
Length 1024/1024, alignment  1/ 6, N    2:	29.7183	27.6659	27.915	37.4348	28.8747
Length 1024/ 256, alignment  0/ 0, N    2:	28.6162	23.4169	24.0862	22.0779	28.7871
Length 1024/ 256, alignment  1/ 6, N    2:	29.0908	23.9006	24.5533	22.0767	28.9185
Length   16/   1, alignment  1/ 2, N    2:	28.5151	23.235	24.0349	21.5833	28.5389
Length   16/   1, alignment  2/ 1, N    2:	28.331	23.0792	23.972	21.4233	28.179
Length   16/  10, alignment  1/ 1, N    2:	28.8719	23.2405	23.6371	21.4221	28.698
Length   32/   1, alignment  2/ 4, N    2:	27.878	22.2173	22.8695	20.9222	28.0696
Length   32/   1, alignment  4/ 2, N    2:	35.1284	21.9659	22.4939	20.6112	35.0004
Length   32/  10, alignment  2/ 2, N    2:	27.5296	21.7119	22.3491	20.4506	27.6767
Length   64/   1, alignment  3/ 6, N    2:	27.5872	21.8625	22.4901	20.6556	27.6748
Length   64/   1, alignment  6/ 3, N    2:	33.9028	21.4624	21.9908	20.5753	34.6905
Length   64/  10, alignment  3/ 3, N    2:	27.6841	21.7124	22.0786	19.9933	26.9116
Length  128/   1, alignment  4/ 0, N    2:	23.466	21.8538	21.8541	19.9818	23.1029
Length  128/   1, alignment  0/ 4, N    2:	27.0149	21.2292	21.8538	21.1939	27.0736
Length  128/  10, alignment  4/ 4, N    2:	27.0543	21.2296	21.8528	19.9906	27.0633
Length  256/   1, alignment  5/ 2, N    2:	33.917	21.4789	21.995	20.1558	33.9069
Length  256/   1, alignment  2/ 5, N    2:	26.8471	21.4061	21.8537	19.9947	26.9363
Length  256/  10, alignment  5/ 5, N    2:	26.9405	21.2296	21.8529	19.9937	26.9101
Length  512/   1, alignment  6/ 4, N    2:	33.6371	21.5544	21.994	20.1531	33.5668
Length  512/   1, alignment  4/ 6, N    2:	27.9946	21.375	21.991	20.1472	26.5484
Length  512/  10, alignment  6/ 6, N    2:	26.95	21.2296	21.8529	19.9949	26.9069
Length 1024/   1, alignment  7/ 6, N    2:	26.4927	21.2291	21.8541	19.9925	26.2894
Length 1024/   1, alignment  6/ 7, N    2:	27.1377	21.2293	21.854	19.9936	26.9085
Length 1024/  10, alignment  7/ 7, N    2:	26.9676	21.2296	21.8536	19.9942	26.8957
Length    2/   2, alignment  0/ 2, N    8:	26.9122	21.2811	22.2969	22.0174	27.1499
Length    4/   4, alignment  0/ 0, N    8:	26.1219	32.6563	33.4291	20.7702	26.1805
Length    4/   4, alignment  4/ 0, N    8:	26.2444	32.6227	33.3891	20.7685	26.1574
Length    8/   8, alignment  0/ 0, N    8:	23.9319	21.2312	22.0546	20.2171	23.9103
Length    8/   8, alignment  0/ 0, N    8:	23.9568	21.3861	21.8551	20.2116	23.9078
Length   16/  16, alignment  0/ 0, N    8:	23.9234	21.2301	22.1671	20.6676	24.3105
Length   16/  16, alignment  7/ 2, N    8:	23.9489	21.3856	22.2341	20.76	24.032
Length   16/   4, alignment  0/ 0, N    8:	23.9245	21.2301	21.8547	19.9924	23.9292
Length   16/   4, alignment  7/ 2, N    8:	34.3841	21.9037	22.4828	20.5989	34.436
Length   32/  32, alignment  0/ 0, N    8:	24.3399	22.8146	22.836	20.6291	23.7679
Length   32/  32, alignment  6/ 4, N    8:	23.9755	22.4105	22.8637	20.6361	24.1862
Length   32/   8, alignment  0/ 0, N    8:	24.7538	21.713	22.3513	20.599	23.9152
Length   32/   8, alignment  6/ 4, N    8:	23.9484	21.23	21.9209	20.1396	23.9233
Length   64/  64, alignment  0/ 0, N    8:	23.7876	21.8567	22.6348	20.7181	23.7831
Length   64/  64, alignment  5/ 6, N    8:	24.4209	22.657	23.2358	21.2112	24.4416
Length   64/  16, alignment  0/ 0, N    8:	24.4154	21.7135	22.4238	21.1157	24.7569
Length   64/  16, alignment  5/ 6, N    8:	24.5421	21.7125	22.3511	21.2343	24.6929
Length  128/ 128, alignment  0/ 0, N    8:	23.7539	21.8559	22.4821	20.9286	24.3857
Length  128/ 128, alignment  4/ 0, N    8:	24.4307	22.3497	23.0626	21.1291	24.4756
Length  128/  32, alignment  0/ 0, N    8:	24.3186	22.8119	22.9911	21.0865	24.3217
Length  128/  32, alignment  4/ 0, N    8:	24.5718	22.81	23.1302	21.0931	24.7029
Length  256/ 256, alignment  0/ 0, N    8:	27.6878	22.4229	22.9914	21.0779	27.5558
Length  256/ 256, alignment  3/ 2, N    8:	27.687	22.3514	23.0005	21.0744	27.4413
Length  256/  64, alignment  0/ 0, N    8:	24.3243	22.6702	23.4026	21.7347	24.891
Length  256/  64, alignment  3/ 2, N    8:	24.8754	22.9406	23.523	21.6819	24.8765
Length  512/ 512, alignment  0/ 0, N    8:	27.6804	22.3552	23.1656	23.5183	27.7111
Length  512/ 512, alignment  2/ 4, N    8:	27.5649	22.9286	23.6441	24.0934	28.4256
Length  512/ 128, alignment  0/ 0, N    8:	25.0362	22.8741	23.5251	21.5814	25.0538
