                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.1717	7.31597	8.46666	6.69546	11.0154
Length   16, n   16, alignment  1/ 1:	12.4748	7.6449	8.41922	6.85308	11.2135
Length   16, n   16, alignment  1/ 2:	12.6388	7.55314	8.24593	6.8529	11.3968
Length   16, n   16, alignment  2/ 1:	12.7533	7.59324	8.41641	6.94154	11.4672
Length    2, n    4, alignment  7/ 2:	15.1477	11.8858	10.9962	10.9614	14.088
Length    4, n    2, alignment  2/ 7:	13.4158	9.61807	8.22366	6.86979	10.9101
Length    2, n    4, alignment  7/ 2:	14.1612	11.6674	10.9707	10.8832	13.6717
Length    4, n    2, alignment  2/ 7:	11.9582	9.61739	8.22376	6.73812	11.6813
Length   16, n   16, alignment  2/ 2:	12.687	7.53827	8.32138	6.93329	11.1963
Length   16, n   16, alignment  2/ 2:	12.9667	7.74409	8.30045	7.02422	11.4234
Length   16, n   16, alignment  2/ 4:	12.8999	7.73476	8.39799	6.8529	11.2458
Length   16, n   16, alignment  4/ 2:	12.8288	7.68578	8.25319	6.97792	11.1515
Length    4, n    8, alignment  6/ 4:	14.5277	12.1942	12.0245	10.9651	14.1758
Length    8, n    4, alignment  4/ 6:	12.6819	7.70767	8.35484	6.87877	12.4045
Length    4, n    8, alignment  6/ 4:	14.2485	12.1922	12.0852	10.9705	14.1602
Length    8, n    4, alignment  4/ 6:	12.6606	7.53842	8.34347	6.90121	12.9656
Length   16, n   16, alignment  3/ 3:	12.804	7.72677	8.34299	7.0025	11.2987
Length   16, n   16, alignment  3/ 3:	12.9356	7.70012	8.31732	7.02427	11.3313
Length   16, n   16, alignment  3/ 6:	12.9587	7.7706	8.38374	6.85803	11.4369
Length   16, n   16, alignment  6/ 3:	12.9116	7.72665	8.39366	6.97236	11.4229
Length    8, n   16, alignment  5/ 6:	13.935	11.167	11.1049	10.9708	14.2817
Length   16, n    8, alignment  6/ 5:	12.7596	8.40769	8.91403	6.85321	11.2757
Length    8, n   16, alignment  5/ 6:	14.2084	11.2617	11.0986	11.1245	13.9095
Length   16, n    8, alignment  6/ 5:	12.6536	8.35018	8.94029	6.85317	11.2874
Length   16, n   16, alignment  4/ 4:	12.9281	7.73146	8.37979	6.85295	11.2901
Length   16, n   16, alignment  4/ 4:	12.912	7.73409	8.29907	6.94711	11.3526
Length   16, n   16, alignment  4/ 0:	12.8403	7.72675	8.31068	6.98378	11.263
Length   16, n   16, alignment  0/ 4:	12.7181	7.74898	8.45212	6.99989	11.1862
Length   16, n   32, alignment  4/ 0:	14.8139	10.8196	11.6645	11.6549	14.6021
Length   32, n   16, alignment  0/ 4:	12.9249	6.98779	6.89366	6.95923	11.4502
Length   16, n   32, alignment  4/ 0:	14.8836	10.7963	11.7722	11.655	14.283
Length   32, n   16, alignment  0/ 4:	12.8983	7.02444	6.96419	6.96259	11.4693
Length   16, n   16, alignment  5/ 5:	12.987	7.74963	8.38116	6.85291	11.4789
Length   16, n   16, alignment  5/ 5:	12.8349	7.73191	8.26799	6.8529	11.165
Length   16, n   16, alignment  5/ 2:	13.0146	7.72672	8.42919	6.9674	11.1137
