                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  2/ 5:	12.6508	7.72667	8.34192	6.89582	11.4806
Length   32, n   64, alignment  3/ 2:	17.2919	9.99078	10.5366	14.0212	16.861
Length   64, n   32, alignment  2/ 3:	11.4146	7.74946	7.72685	7.74807	11.5171
Length   32, n   64, alignment  3/ 2:	17.5749	9.89257	10.5598	13.8737	17.1283
Length   64, n   32, alignment  2/ 3:	11.4945	7.74363	7.72695	7.73207	11.4814
Length   16, n   16, alignment  6/ 6:	13.5037	7.72685	8.43603	7.02431	11.7184
Length   16, n   16, alignment  6/ 6:	12.7869	7.72683	8.45966	7.02212	11.4056
Length   16, n   16, alignment  6/ 4:	12.805	7.73192	8.42927	6.88913	11.3164
Length   16, n   16, alignment  4/ 6:	12.7935	7.74869	8.34204	6.85841	11.4468
Length   64, n  128, alignment  2/ 4:	16.9729	14.9603	13.915	16.5473	16.0154
Length  128, n   64, alignment  4/ 2:	14.7023	9.34296	10.5509	12.1978	13.8941
Length   64, n  128, alignment  2/ 4:	16.3592	14.9113	14.1073	16.6729	16.2875
Length  128, n   64, alignment  4/ 2:	14.7876	10.426	10.5415	12.2138	14.0064
Length   16, n   16, alignment  7/ 7:	12.8675	7.72681	8.43426	7.02426	11.5016
Length   16, n   16, alignment  7/ 7:	12.7675	7.72689	8.43374	7.02431	11.4384
Length   16, n   16, alignment  7/ 6:	12.6437	7.76494	8.24593	6.85297	11.2272
Length   16, n   16, alignment  6/ 7:	12.8892	7.75125	8.28295	6.8529	11.1839
Length  128, n  256, alignment  1/ 6:	20.695	18.3343	17.376	25.219	21.1263
Length  256, n  128, alignment  6/ 1:	16.6494	13.8885	13.0104	20.2111	17.2903
Length  128, n  256, alignment  1/ 6:	20.9775	18.6673	17.343	25.3188	20.2808
Length  256, n  128, alignment  6/ 1:	16.6213	13.5625	12.9897	19.8113	17.2631
Length    8, n   16, alignment  0/ 0:	14.491	11.284	11.2448	11.2389	14.3886
Length   32, n   16, alignment  0/ 0:	12.9736	7.02448	6.90073	7.02128	11.0925
Length    8, n   16, alignment  7/ 2:	14.6583	11.6467	11.4928	10.9649	14.1883
Length   32, n   16, alignment  7/ 2:	12.731	7.72666	7.56209	6.85814	11.606
Length   16, n   32, alignment  0/ 0:	14.7951	9.9329	11.8082	11.6548	13.9272
Length   64, n   32, alignment  0/ 0:	11.5001	7.74342	7.663	7.56425	11.489
Length   16, n   32, alignment  6/ 4:	14.9843	10.709	11.808	11.6568	14.3152
Length   64, n   32, alignment  6/ 4:	11.4847	7.72681	7.61901	7.65743	11.3509
Length   32, n   64, alignment  0/ 0:	14.679	10.0103	10.5781	13.3697	15.8542
Length  128, n   64, alignment  0/ 0:	13.4098	7.72673	7.73252	9.85273	12.2992
Length   32, n   64, alignment  5/ 6:	17.8534	11.5042	11.8901	14.3144	15.8169
Length  128, n   64, alignment  5/ 6:	14.4696	10.5509	10.544	12.9171	13.4142
Length   64, n  128, alignment  0/ 0:	16.3767	13.3483	12.5794	15.3517	16.0943
Length  256, n  128, alignment  0/ 0:	16.2327	10.8834	11.2753	14.4288	15.8404
Length   64, n  128, alignment  4/ 0:	17.5624	14.4471	13.4381	16.4292	16.494
Length  256, n  128, alignment  4/ 0:	16.5384	13.4761	12.7142	19.1414	16.528
Length  128, n  256, alignment  0/ 0:	20.5879	16.3102	15.9513	23.5537	19.3036
Length  512, n  256, alignment  0/ 0:	18.656	15.4447	15.1005	19.1484	19.3472
Length  128, n  256, alignment  3/ 2:	22.3912	17.7345	16.4094	24.0171	21.2887
Length  512, n  256, alignment  3/ 2:	24.5713	21.1388	20.7006	23.5421	24.4809
Length  256, n  512, alignment  0/ 0:	29.4196	24.4501	23.4617	29.7458	28.0827
Length 1024, n  512, alignment  0/ 0:	29.7443	19.6967	19.9639	30.5338	30.7915
Length  256, n  512, alignment  2/ 4:	30.6337	27.3559	26.2207	31.3268	30.2052
Length 1024, n  512, alignment  2/ 4:	32.6917	26.2865	26.8485	34.3545	33.3573
Length  512, n 1024, alignment  0/ 0:	44.3474	30.6732	29.4517	45.164	43.8689
Length 2048, n 1024, alignment  0/ 0:	47.9139	28.4407	29.5773	52.7225	48.9119
Length  512, n 1024, alignment  1/ 6:	51.5118	33.1447	29.9202	46.1761	51.0966
Length 2048, n 1024, alignment  1/ 6:	54.3815	41.3223	36.4194	56.2063	55.5766
