                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9968	5.9408	5.86694	5.79224	5.77637
Length    0, alignments in bytes  0/ 0:	10.9265	5.92896	5.87634	5.77393	5.78186
Length    0, alignments in bytes  0/ 0:	10.8743	5.9325	5.85583	5.7804	5.76404
Length    0, alignments in bytes  0/ 0:	10.8376	6.49023	5.8606	5.76599	5.823
Length    1, alignments in bytes  0/ 0:	17.27	5.24048	5.20007	5.13171	5.13379
Length    1, alignments in bytes  0/ 0:	17.3945	5.25134	5.19067	6.4801	5.92139
Length    1, alignments in bytes  0/ 1:	18.8545	5.64124	5.56799	5.70361	5.12097
Length    1, alignments in bytes  1/ 0:	18.9805	6.44177	5.20178	5.1145	5.34827
Length    2, alignments in bytes  0/ 0:	17.3794	5.88623	5.89966	6.48755	6.40833
Length    2, alignments in bytes  0/ 0:	17.3455	5.87952	5.90247	6.49353	6.40686
Length    2, alignments in bytes  0/ 2:	17.3779	5.82129	5.88611	6.49622	6.39795
Length    2, alignments in bytes  2/ 0:	17.2849	5.11206	5.12219	5.11304	7.05713
Length    3, alignments in bytes  0/ 0:	24.7604	4.86328	5.88684	5.12512	6.54944
Length    3, alignments in bytes  0/ 0:	23.0743	5.11719	5.12708	5.12488	6.53613
Length    3, alignments in bytes  0/ 3:	23.0679	5.11572	5.11719	5.11951	6.53638
Length    3, alignments in bytes  3/ 0:	22.9635	4.62708	5.10999	5.11816	8.15161
Length    4, alignments in bytes  0/ 0:	23.0753	19.2534	19.8812	5.92151	8.31726
Length    4, alignments in bytes  0/ 0:	23.0671	19.2515	19.8938	5.93005	8.31311
Length    4, alignments in bytes  0/ 4:	23.0234	19.249	19.9117	5.93726	8.31152
Length    4, alignments in bytes  4/ 0:	18.5197	14.7856	15.4044	5.12891	9.48743
Length    5, alignments in bytes  0/ 0:	22.9584	19.2443	19.88	6.82446	9.38147
Length    5, alignments in bytes  0/ 0:	23.0704	19.2362	20.7362	7.66003	9.3606
Length    5, alignments in bytes  0/ 5:	23.0035	19.2689	20.4939	6.62683	8.91565
Length    5, alignments in bytes  5/ 0:	20.0708	14.7864	15.4071	5.12891	8.43567
Length    6, alignments in bytes  0/ 0:	23.3195	19.2423	21.6957	7.88208	12.365
Length    6, alignments in bytes  0/ 0:	24.766	20.7991	27.1956	8.34009	15.4861
Length    6, alignments in bytes  0/ 6:	31.116	21.2842	22.5774	8.63684	12.7427
Length    6, alignments in bytes  6/ 0:	22.1045	17.5197	16.8169	6.24158	9.00073
Length    7, alignments in bytes  0/ 0:	20.5669	19.2256	19.8608	5.12439	11.5117
Length    7, alignments in bytes  0/ 0:	20.558	19.2365	19.8632	5.11621	11.5107
Length    7, alignments in bytes  0/ 7:	20.5748	19.2567	19.9103	5.11548	11.4996
Length    7, alignments in bytes  7/ 0:	20.5664	15.1801	15.0642	5.49646	11.7864
Length    8, alignments in bytes  0/ 0:	20.1244	18.8047	19.4485	5.78162	5.60156
Length    8, alignments in bytes  0/ 0:	20.1117	18.8005	19.4357	5.81372	5.53357
Length    8, alignments in bytes  0/ 0:	20.1251	18.7852	19.4401	5.7998	5.52466
Length    8, alignments in bytes  0/ 0:	20.1055	18.7911	20.3014	5.92517	5.72571
Length    9, alignments in bytes  0/ 0:	20.5898	19.2281	19.8513	6.83069	6.52148
Length    9, alignments in bytes  0/ 0:	21.1324	21.0426	21.6418	7.81531	8.83582
Length    9, alignments in bytes  0/ 1:	22.4419	21.0635	21.7355	7.92798	9.15393
Length    9, alignments in bytes  1/ 0:	22.4486	21.1295	21.7203	7.94397	19.61
Length   10, alignments in bytes  0/ 0:	210.331	21.1367	21.7566	7.72229	9.92188
Length   10, alignments in bytes  0/ 0:	22.4749	21.4609	21.2766	7.52942	9.46558
Length   10, alignments in bytes  0/ 2:	23.4958	20.6476	21.2983	7.5155	9.77026
Length   10, alignments in bytes  2/ 0:	21.9811	20.6591	21.262	8.41357	17.7002
Length   11, alignments in bytes  0/ 0:	22.0615	20.6986	23.334	8.39355	9.48853
Length   11, alignments in bytes  0/ 0:	21.3241	18.798	19.4094	6.58276	8.13281
Length   11, alignments in bytes  0/ 3:	20.0979	18.7936	19.4395	7.05566	8.65161
Length   11, alignments in bytes  3/ 0:	20.5929	18.7885	19.4434	6.96875	15.8057
Length   12, alignments in bytes  0/ 0:	20.1233	18.7941	19.4436	7.22668	9.57788
Length   12, alignments in bytes  0/ 0:	20.1221	18.7933	19.4044	7.17749	9.28442
Length   12, alignments in bytes  0/ 4:	20.1801	18.8099	21.0609	8.43835	9.34082
Length   12, alignments in bytes  4/ 0:	20.0977	18.7902	19.4429	6.96606	11.5906
Length   13, alignments in bytes  0/ 0:	20.0892	18.8022	19.4089	7.20593	11.8184
Length   13, alignments in bytes  0/ 0:	20.1168	18.7914	19.406	7.19495	11.931
Length   13, alignments in bytes  0/ 5:	20.1765	18.8043	19.4207	7.22717	11.0411
Length   13, alignments in bytes  5/ 0:	20.1002	18.7926	19.4471	6.95044	12.3656
Length   14, alignments in bytes  0/ 0:	20.1259	18.7931	19.4106	7.23584	12.4139
Length   14, alignments in bytes  0/ 0:	20.1161	18.8049	19.4154	7.19519	13.0197
Length   14, alignments in bytes  0/ 6:	20.6412	19.2332	19.8606	7.38269	11.603
Length   14, alignments in bytes  6/ 0:	25.9839	20.6285	21.4391	7.1178	13.4041
Length   15, alignments in bytes  0/ 0:	20.5553	19.2327	19.8632	5.13525	11.545
Length   15, alignments in bytes  0/ 0:	20.5604	19.235	19.8668	5.12671	11.6045
Length   15, alignments in bytes  0/ 7:	20.5527	19.229	19.8672	5.12732	11.4965
Length   15, alignments in bytes  7/ 0:	20.5531	19.2225	19.8832	5.11133	13.7881
Length   16, alignments in bytes  0/ 0:	20.5541	19.2314	19.8706	5.85901	7.24182
Length   16, alignments in bytes  7/ 2:	20.5524	19.2283	19.8619	6.18896	14.3843
Length   32, alignments in bytes  0/ 0:	17.7975	5.8252	7.05115	7.97363	11.2679
Length   32, alignments in bytes  6/ 4:	21.8469	6.40393	7.03113	10.7139	15.7133
Length   64, alignments in bytes  0/ 0:	20.2032	8.60168	8.45129	9.40198	14.3652
Length   64, alignments in bytes  5/ 6:	24.3312	19.4092	20.2704	11.8477	25.1313
Length  128, alignments in bytes  0/ 0:	21.2931	10.8929	11.0592	14.5579	24.3079
Length  128, alignments in bytes  4/ 0:	21.6652	16.075	18.295	15.0702	30.6317
Length  256, alignments in bytes  0/ 0:	24.9519	14.84	16.2843	17.476	48.4904
Length  256, alignments in bytes  3/ 2:	28.3237	14.5353	18.8177	18.6626	56.6957
Length  512, alignments in bytes  0/ 0:	33.5996	18.0463	21.3915	28.0706	99.891
Length  512, alignments in bytes  2/ 4:	38.6013	20.7655	23.5231	27.5481	152.217
Length 1024, alignments in bytes  0/ 0:	51.3883	27.6438	27.6842	46.6399	225.721
Length 1024, alignments in bytes  1/ 6:	65.7136	40.6887	34.746	46.6383	321.093
Length   16, alignments in bytes  1/ 2:	23.3481	20.6378	21.3234	6.39917	19.1488
Length   16, alignments in bytes  2/ 1:	22.267	20.1431	20.801	6.36707	17.2341
Length   16, alignments in bytes  1/ 1:	22.3116	20.1431	20.8181	5.37463	14.9482
Length   16, alignments in bytes  1/ 1:	21.5255	20.1433	20.8075	5.37146	15.1119
Length   32, alignments in bytes  2/ 4:	22.8964	8.02795	8.20386	10.7733	22.4125
Length   32, alignments in bytes  4/ 2:	22.8694	6.70142	6.72571	11.3588	17.3643
Length   32, alignments in bytes  2/ 2:	22.8763	6.4198	6.74988	10.3134	16.9292
Length   32, alignments in bytes  2/ 2:	22.8754	6.40808	6.95752	10.3362	16.6769
Length   64, alignments in bytes  3/ 6:	25.4369	9.65125	10.2429	10.8951	29.5219
Length   64, alignments in bytes  6/ 3:	25.3123	22.7742	22.9324	12.0941	19.3879
Length   64, alignments in bytes  3/ 3:	25.3207	8.41284	10.0609	9.7179	21.9181
Length   64, alignments in bytes  3/ 3:	24.8853	8.39233	9.6123	9.73267	21.918
Length  128, alignments in bytes  4/ 0:	21.6832	16.5239	19.3038	15.2332	31.8402
Length  128, alignments in bytes  0/ 4:	25.4968	10.7825	13.3387	14.1118	43.0752
Length  128, alignments in bytes  4/ 4:	27.8877	21.0699	21.8555	19.2955	37.6609
Length  128, alignments in bytes  4/ 4:	28.4507	21.8137	23.6517	15.0167	60.843
Length  256, alignments in bytes  5/ 2:	30.6938	22.6281	24.5026	20.5005	58.5226
Length  256, alignments in bytes  2/ 5:	27.6459	17.2845	21.4392	20.4467	84.6342
Length  256, alignments in bytes  5/ 5:	28.5862	21.7355	23.6313	18.6285	57.9971
Length  256, alignments in bytes  5/ 5:	27.5416	21.8041	23.3212	18.6725	57.8119
Length  512, alignments in bytes  6/ 4:	37.3838	24.5555	26.1888	27.9634	107.005
Length  512, alignments in bytes  4/ 6:	41.8616	30.9506	30.0577	28.6481	153.4
Length  512, alignments in bytes  6/ 6:	36.0428	22.2015	24.2764	27.5137	108.521
Length  512, alignments in bytes  6/ 6:	36.1035	22.3429	24.6123	27.5217	110.339
Length 1024, alignments in bytes  7/ 6:	48.962	39.2892	36.7263	47.6873	234.484
Length 1024, alignments in bytes  6/ 7:	64.0582	40.4868	36.1777	48.3523	320.731
Length 1024, alignments in bytes  7/ 7:	57.6068	27.7911	29.0813	47.6912	234.582
Length 1024, alignments in bytes  7/ 7:	56.2339	27.8451	29.1938	47.6874	232.846
Length   16, alignments in bytes  0/ 4:	23.4059	20.6422	21.3357	6.57739	10.0847
Length   16, alignments in bytes  4/ 0:	22.0505	20.6324	21.3204	6.60779	16.5859
Length   16, alignments in bytes  4/ 4:	22.0529	20.6365	21.3132	5.97339	15.8055
Length   16, alignments in bytes  2/ 2:	22.0536	20.632	21.3196	5.50952	15.3999
Length   16, alignments in bytes  2/ 6:	22.0479	20.6353	21.317	6.66748	19.4441
Length   16, alignments in bytes  6/ 2:	22.0513	20.6323	21.3123	6.61255	16.7621
Length   16, alignments in bytes  1/ 7:	22.0509	20.6344	21.3123	6.71289	21.1658
Length   16, alignments in bytes  7/ 1:	22.0488	20.6307	21.311	6.55066	15.2252
Length   16, alignments in bytes  3/ 4:	22.4937	20.1438	22.1104	6.83508	15.9413
Length   16, alignments in bytes  4/ 3:	22.2253	20.1394	20.806	6.42188	15.2017
Length   16, alignments in bytes  5/ 7:	21.5277	20.1404	20.8035	6.18835	15.1886
Length   16, alignments in bytes  7/ 5:	21.5278	20.1377	20.804	6.40137	15.4298
Length   20, alignments in bytes  0/ 4:	21.5249	20.1433	20.8073	8.00623	13.2571
Length   20, alignments in bytes  4/ 0:	21.5261	20.1396	20.7996	6.47583	14.3221
Length   20, alignments in bytes  4/ 4:	21.5266	20.1429	20.8082	7.40027	13.4268
Length   20, alignments in bytes  2/ 2:	21.5269	20.1401	20.8085	7.20251	20.4872
Length   20, alignments in bytes  2/ 6:	21.0255	19.6737	20.3268	8.02576	21.6295
Length   20, alignments in bytes  6/ 2:	21.0265	19.6743	20.3201	6.29871	13.746
Length   20, alignments in bytes  1/ 7:	21.0271	19.6727	20.3223	7.86035	21.7791
Length   20, alignments in bytes  7/ 1:	21.0228	19.6714	20.3196	7.3103	13.5568
Length   20, alignments in bytes  3/ 4:	21.025	19.6721	20.3184	8.34033	17.7111
Length   20, alignments in bytes  4/ 3:	21.0278	19.6705	20.3181	7.35535	13.8744
Length   20, alignments in bytes  5/ 7:	21.024	19.6708	20.3213	8.07141	15.0586
Length   20, alignments in bytes  7/ 5:	21.0232	19.6689	20.3181	7.35645	13.2429
Length   24, alignments in bytes  0/ 4:	21.0236	21.9023	21.3132	8.94104	11.6581
Length   24, alignments in bytes  4/ 0:	21.0293	19.6741	20.3253	7.36426	17.0802
Length   24, alignments in bytes  4/ 4:	21.0283	19.6713	20.3225	7.19495	15.2671
Length   24, alignments in bytes  2/ 2:	21.027	19.6705	20.3265	7.04822	15.2927
Length   24, alignments in bytes  2/ 6:	21.0226	19.672	20.323	8.27454	20.2842
Length   24, alignments in bytes  6/ 2:	21.0331	19.6748	20.3253	7.36621	17.3767
Length   24, alignments in bytes  1/ 7:	21.0211	19.6708	20.3221	8.31531	21.8429
Length   24, alignments in bytes  7/ 1:	21.0327	19.9602	19.8682	7.18762	15.7628
Length   24, alignments in bytes  3/ 4:	20.5488	19.2295	19.8605	8.11804	16.6693
Length   24, alignments in bytes  4/ 3:	20.5491	19.2285	19.868	7.18762	14.9657
Length   24, alignments in bytes  5/ 7:	20.5474	19.2291	19.8696	7.89233	16.0209
Length   24, alignments in bytes  7/ 5:	20.5503	19.2322	19.8677	7.17822	15.4637
Length   28, alignments in bytes  0/ 4:	20.6349	19.2244	19.8466	8.27295	14.317
Length   28, alignments in bytes  4/ 0:	20.5466	19.2319	20.1245	7.8446	14.9033
Length   28, alignments in bytes  4/ 4:	20.5469	19.2256	19.8622	7.42249	13.9048
Length   28, alignments in bytes  2/ 2:	20.5474	19.2216	19.861	7.41577	19.802
Length   28, alignments in bytes  2/ 6:	22.271	20.6097	21.2092	8.23364	22.6652
Length   28, alignments in bytes  6/ 2:	20.5511	19.2295	19.8599	7.8291	15.7616
Length   28, alignments in bytes  1/ 7:	20.6389	19.2285	19.851	8.17566	22.7002
Length   28, alignments in bytes  7/ 1:	20.5471	19.2283	19.8624	8.38586	15.4331
Length   28, alignments in bytes  3/ 4:	20.5471	19.2018	19.8287	8.31226	19.1631
Length   28, alignments in bytes  4/ 3:	20.55	19.2268	19.8617	7.76086	14.6957
Length   28, alignments in bytes  5/ 7:	20.5491	19.2257	19.8621	8.32861	16.0757
Length   28, alignments in bytes  7/ 5:	20.5461	19.2285	19.8568	7.73315	15.2631
Length   32, alignments in bytes  0/ 4:	21.8525	6.55676	7.08643	8.79187	12.9169
Length   32, alignments in bytes  4/ 0:	17.6881	6.40344	6.1864	9.62756	18.5867
Length   32, alignments in bytes  4/ 4:	21.8279	6.13879	6.52991	9.23071	15.4822
Length   32, alignments in bytes  2/ 2:	21.8265	6.39197	6.63611	9.85852	15.8341
Length   32, alignments in bytes  2/ 6:	21.8292	7.62891	7.82471	10.8295	22.0435
Length   32, alignments in bytes  6/ 2:	21.8496	6.03601	6.1925	9.58789	17.1505
Length   32, alignments in bytes  1/ 7:	21.8303	7.63062	7.82849	9.51904	22.9435
Length   32, alignments in bytes  7/ 1:	21.8274	6.07056	7.02612	8.72351	17.092
Length   32, alignments in bytes  3/ 4:	21.8326	7.64502	8.37231	9.86377	19.104
Length   32, alignments in bytes  4/ 3:	22.3362	6.54126	6.33826	11.0867	15.915
Length   32, alignments in bytes  5/ 7:	22.3337	9.18164	8.40344	11.6656	18.9248
Length   32, alignments in bytes  7/ 5:	22.3414	6.16199	6.5448	8.92847	16.9186
Length   36, alignments in bytes  0/ 4:	22.3323	19.7258	20.4493	10.7203	14.4264
Length   36, alignments in bytes  4/ 0:	18.2296	16.5918	17.0591	10.0465	18.3203
Length   36, alignments in bytes  4/ 4:	22.3385	21.6339	22.3125	9.45325	15.0687
Length   36, alignments in bytes  2/ 2:	22.3347	21.5905	22.2771	10.2095	18.8865
Length   36, alignments in bytes  2/ 6:	22.3335	21.5984	22.3207	10.1793	25.3074
Length   36, alignments in bytes  6/ 2:	22.3451	16.5732	17.0671	10.1252	16.6666
Length   36, alignments in bytes  1/ 7:	22.3375	21.6309	22.2612	10.6868	25.473
Length   36, alignments in bytes  7/ 1:	22.3395	11.3578	11.9493	10.129	16.9586
Length   36, alignments in bytes  3/ 4:	22.3383	21.6478	22.3181	9.86804	21.8474
Length   36, alignments in bytes  4/ 3:	22.3407	21.6672	22.3734	10.0792	17.6691
Length   36, alignments in bytes  5/ 7:	22.3335	21.5748	22.3737	11.1357	18.1569
Length   36, alignments in bytes  7/ 5:	22.3337	21.62	22.2607	10.9766	17.1407
Length   40, alignments in bytes  0/ 4:	22.3364	19.7064	20.3535	10.7441	14.6315
Length   40, alignments in bytes  4/ 0:	18.2307	21.6205	22.9069	10.6047	18.8578
Length   40, alignments in bytes  4/ 4:	22.3344	21.6481	22.3184	10.214	16.6616
Length   40, alignments in bytes  2/ 2:	22.3489	21.6208	22.2675	10.2025	18.4417
Length   40, alignments in bytes  2/ 6:	22.3397	21.6534	22.3167	10.1448	24.1667
Length   40, alignments in bytes  6/ 2:	22.342	21.6228	22.2656	10.9785	17.7267
Length   40, alignments in bytes  1/ 7:	22.332	21.6533	22.3125	10.8246	26.0878
Length   40, alignments in bytes  7/ 1:	22.3381	21.6211	22.3788	8.9386	18.6393
Length   40, alignments in bytes  3/ 4:	22.34	21.6501	22.3176	10.9156	21.4303
Length   40, alignments in bytes  4/ 3:	22.3412	21.6478	22.3171	10.4561	16.6517
Length   40, alignments in bytes  5/ 7:	22.3375	21.6519	22.314	10.9265	19.8359
Length   40, alignments in bytes  7/ 5:	22.3434	21.6221	22.4828	8.9187	17.8259
Length   44, alignments in bytes  0/ 4:	22.3352	19.6907	20.3436	10.4659	15.6833
Length   44, alignments in bytes  4/ 0:	18.0304	21.6473	22.3209	9.01135	18.9199
Length   44, alignments in bytes  4/ 4:	22.3351	21.6454	22.3154	9.03662	15.7183
Length   44, alignments in bytes  2/ 2:	22.3402	21.6454	24.1489	10.7148	23.9932
Length   44, alignments in bytes  2/ 6:	22.9476	21.6511	22.3159	10.4636	27.1941
Length   44, alignments in bytes  6/ 2:	22.3412	21.6201	22.2961	10.7349	17.4114
Length   44, alignments in bytes  1/ 7:	22.338	21.9088	21.813	10.2389	27.228
Length   44, alignments in bytes  7/ 1:	21.8295	21.1328	21.7822	8.90906	16.8732
Length   44, alignments in bytes  3/ 4:	21.8328	21.1605	21.8123	9.64111	23.2988
Length   44, alignments in bytes  4/ 3:	21.8291	21.1516	21.807	8.77747	16.1107
Length   44, alignments in bytes  5/ 7:	21.8284	21.1587	21.8127	10.1594	19.868
Length   44, alignments in bytes  7/ 5:	21.8385	21.1731	21.8113	9.36389	17.7552
Length   48, alignments in bytes  0/ 4:	21.8373	19.2476	19.8918	9.172	15.6968
