                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2507	5.8147	6.33057	5.63733	5.62573
Length    0, alignments in bytes  0/ 0:	11.2552	5.80505	6.34143	5.62842	5.63977
Length    0, alignments in bytes  0/ 0:	11.2461	5.80518	6.32886	6.05139	5.48059
Length    0, alignments in bytes  0/ 0:	10.9701	5.61792	6.17444	5.48682	5.49243
Length    1, alignments in bytes  0/ 0:	10.7427	6.17358	6.87	5.49255	5.49841
Length    1, alignments in bytes  0/ 0:	10.6891	6.18799	6.86011	5.49414	5.49866
Length    1, alignments in bytes  0/ 1:	10.6406	6.17285	6.86511	5.49036	5.49438
Length    1, alignments in bytes  1/ 0:	10.2885	6.17688	6.85437	5.49292	5.05164
Length    2, alignments in bytes  0/ 0:	10.3397	6.86401	6.87146	6.61377	6.8717
Length    2, alignments in bytes  0/ 0:	10.3071	6.87048	6.86621	6.6084	6.87268
Length    2, alignments in bytes  0/ 2:	10.2897	6.85681	6.86499	6.6106	6.85901
Length    2, alignments in bytes  2/ 0:	10.2975	6.8584	6.86951	5.48792	6.19177
Length    3, alignments in bytes  0/ 0:	10.9738	6.18323	6.86206	5.49548	6.87524
Length    3, alignments in bytes  0/ 0:	10.981	6.17566	6.87317	5.50684	6.86865
Length    3, alignments in bytes  0/ 3:	10.9751	6.1825	6.85632	5.48523	6.86975
Length    3, alignments in bytes  3/ 0:	10.9731	6.16943	6.85669	5.49268	8.26331
Length    4, alignments in bytes  0/ 0:	10.9735	8.57654	8.5293	6.29712	8.24011
Length    4, alignments in bytes  0/ 0:	10.9736	8.5752	8.52478	6.28235	8.92725
Length    4, alignments in bytes  0/ 4:	10.9714	6.5083	6.88684	6.2804	8.91711
Length    4, alignments in bytes  4/ 0:	11.0245	6.17395	6.85535	5.4939	10.9911
Length    5, alignments in bytes  0/ 0:	10.9723	8.5741	8.52771	7.10608	9.89185
Length    5, alignments in bytes  0/ 0:	10.9716	8.57153	8.54053	7.11829	9.86719
Length    5, alignments in bytes  0/ 5:	10.9714	6.49817	6.86255	6.21667	8.91064
Length    5, alignments in bytes  5/ 0:	10.9729	6.17224	6.86658	7.42908	10.1279
Length    6, alignments in bytes  0/ 0:	10.9723	8.5697	8.55322	7.87866	12.3518
Length    6, alignments in bytes  0/ 0:	10.973	8.56799	8.52368	7.89075	12.3479
Length    6, alignments in bytes  0/ 6:	10.9718	6.51501	6.85693	6.13928	12.3394
Length    6, alignments in bytes  6/ 0:	11.0277	6.17517	6.87561	5.48401	10.2983
Length    7, alignments in bytes  0/ 0:	10.9802	7.54333	7.40735	5.48535	14.572
Length    7, alignments in bytes  0/ 0:	11.1816	7.53357	7.56299	5.5	12.3481
Length    7, alignments in bytes  0/ 7:	10.9755	6.50342	6.85718	5.49036	12.6281
Length    7, alignments in bytes  7/ 0:	10.9713	6.17786	6.85962	5.48425	11.7036
Length    8, alignments in bytes  0/ 0:	10.9728	8.74951	8.60315	6.30188	6.18982
Length    8, alignments in bytes  0/ 0:	10.9727	9.25598	8.63208	6.28723	6.18237
Length    8, alignments in bytes  0/ 0:	11.5077	10.3927	10.6011	8.48914	10.2521
Length    8, alignments in bytes  0/ 0:	21.5461	8.77234	8.59521	6.27295	6.18335
Length    9, alignments in bytes  0/ 0:	14.194	10.2537	10.8418	8.48865	10.1243
Length    9, alignments in bytes  0/ 0:	17.2604	11.308	11.1005	8.75671	8.76733
Length    9, alignments in bytes  0/ 1:	10.9739	8.75793	8.59277	7.53662	7.12964
Length    9, alignments in bytes  1/ 0:	10.9747	8.73291	8.61975	7.46826	16.6901
Length   10, alignments in bytes  0/ 0:	10.9865	8.81482	8.59802	7.88098	7.55432
Length   10, alignments in bytes  0/ 0:	10.972	8.73901	8.59875	7.88123	7.56104
Length   10, alignments in bytes  0/ 2:	10.9716	8.74451	8.59924	7.71887	7.94995
Length   10, alignments in bytes  2/ 0:	10.9718	8.7373	8.61584	7.61584	15.4781
Length   11, alignments in bytes  0/ 0:	10.9717	8.95813	9.9458	7.20264	8.16956
Length   11, alignments in bytes  0/ 0:	10.9718	8.78784	8.59094	7.19666	8.16626
Length   11, alignments in bytes  0/ 3:	10.9708	8.74133	8.62354	7.71533	8.92615
Length   11, alignments in bytes  3/ 0:	10.9716	8.73608	8.62476	7.62195	17.1389
Length   12, alignments in bytes  0/ 0:	10.9708	8.77087	8.59058	7.87646	9.61609
Length   12, alignments in bytes  0/ 0:	10.9872	8.76172	8.59729	7.86902	10.2972
Length   12, alignments in bytes  0/ 4:	10.9711	8.43274	8.29395	7.92419	10.2893
Length   12, alignments in bytes  4/ 0:	10.9691	8.4574	8.22253	9.40454	11.6649
Length   13, alignments in bytes  0/ 0:	10.9711	8.745	8.59607	7.86975	11.9785
Length   13, alignments in bytes  0/ 0:	10.9711	8.77441	8.62317	7.87451	12.0153
Length   13, alignments in bytes  0/ 5:	10.9716	8.39819	8.29041	7.92944	10.6038
Length   13, alignments in bytes  5/ 0:	10.9703	8.4364	8.20691	7.62219	12.663
Length   14, alignments in bytes  0/ 0:	10.9723	8.78638	8.59534	7.88013	13.2472
Length   14, alignments in bytes  0/ 0:	10.9749	8.72498	8.59619	7.89099	13.2747
Length   14, alignments in bytes  0/ 6:	10.9711	8.41113	8.27368	7.92126	13.031
Length   14, alignments in bytes  6/ 0:	10.9698	8.44727	8.21875	7.60986	13.0303
Length   15, alignments in bytes  0/ 0:	10.9771	7.61755	7.74829	5.51074	13.0355
Length   15, alignments in bytes  0/ 0:	10.984	7.62549	7.76721	5.48706	13.031
Length   15, alignments in bytes  0/ 7:	10.9728	8.48657	8.25867	5.49329	13.0254
Length   15, alignments in bytes  7/ 0:	10.9698	8.46057	8.21948	5.48132	12.6487
Length   16, alignments in bytes  0/ 0:	10.9725	8.83948	8.60193	6.18188	6.94666
Length   16, alignments in bytes  7/ 2:	10.9711	8.72156	8.61621	6.18933	13.7682
Length   32, alignments in bytes  0/ 0:	10.9818	6.89233	6.922	7.55017	9.92175
Length   32, alignments in bytes  6/ 4:	10.9832	6.87415	7.59399	11.4347	16.0306
Length   64, alignments in bytes  0/ 0:	13.0363	8.93164	8.4646	9.61023	15.3762
Length   64, alignments in bytes  5/ 6:	15.5032	13.9481	14.3151	12.4919	25.2349
Length  128, alignments in bytes  0/ 0:	17.0493	9.66272	10.5994	13.8409	26.0378
Length  128, alignments in bytes  4/ 0:	19.2433	10.6023	12.3511	15.1425	33.0969
Length  256, alignments in bytes  0/ 0:	23.1587	14.5621	17.0527	19.2156	52.0341
Length  256, alignments in bytes  3/ 2:	25.2316	15.2527	18.3364	19.9612	61.0841
Length  512, alignments in bytes  0/ 0:	33.4894	19.5486	23.0825	28.8026	103.193
Length  512, alignments in bytes  2/ 4:	34.2673	23.0066	24.7734	29.0958	167.639
Length 1024, alignments in bytes  0/ 0:	63.2737	227.916	41.8383	77.3354	255.621
Length 1024, alignments in bytes  1/ 6:	70.0044	41.5271	35.6022	57.0409	314.157
Length   16, alignments in bytes  1/ 2:	10.9816	8.76453	8.61707	6.18933	17.625
Length   16, alignments in bytes  2/ 1:	10.9805	8.75378	8.61316	6.1886	15.6224
Length   16, alignments in bytes  1/ 1:	10.9739	8.70764	8.61536	6.18201	15.4685
Length   16, alignments in bytes  1/ 1:	11.2458	8.98633	8.82764	6.3335	15.4739
Length   32, alignments in bytes  2/ 4:	11.2666	8.46753	8.5835	10.6342	22.1487
Length   32, alignments in bytes  4/ 2:	11.2478	7.04333	7.0376	11.5758	17.348
Length   32, alignments in bytes  2/ 2:	11.2501	7.0354	7.04382	10.1829	17.0121
Length   32, alignments in bytes  2/ 2:	11.2479	7.0271	7.03809	10.1298	17.0032
Length   64, alignments in bytes  3/ 6:	15.9202	10.1295	10.2045	11.304	29.2607
Length   64, alignments in bytes  6/ 3:	15.8473	11.8511	11.9679	12.9969	20.7859
Length   64, alignments in bytes  3/ 3:	15.1826	8.61804	9.11963	9.89551	21.5072
Length   64, alignments in bytes  3/ 3:	15.187	8.6228	9.10828	9.71777	21.556
Length  128, alignments in bytes  4/ 0:	19.2271	10.5869	12.1449	15.1694	33.6978
Length  128, alignments in bytes  0/ 4:	20.7533	11.184	12.91	14.5475	35.3176
Length  128, alignments in bytes  4/ 4:	20.4335	14.3922	13.0703	14.8197	33.692
Length  128, alignments in bytes  4/ 4:	22.136	14.6093	14.4232	14.78	33.697
Length  256, alignments in bytes  5/ 2:	25.027	15.7573	19.9916	20.8983	58.4353
Length  256, alignments in bytes  2/ 5:	26.0383	17.7107	21.2085	20.9479	80.9584
Length  256, alignments in bytes  5/ 5:	25.1851	15.1851	18.2762	18.8979	58.4379
Length  256, alignments in bytes  5/ 5:	25.1318	15.8262	18.6982	19.3767	59.8462
Length  512, alignments in bytes  6/ 4:	34.6958	25.4191	24.1954	30.2261	138.418
Length  512, alignments in bytes  4/ 6:	35.1024	29.2777	27.9735	30.2343	150.563
Length  512, alignments in bytes  6/ 6:	32.9757	20.8385	23.1949	28.9226	146.945
Length  512, alignments in bytes  6/ 6:	32.9164	20.8176	23.0625	28.9287	138.196
Length 1024, alignments in bytes  7/ 6:	51.8965	41.2776	37.5283	49.0059	239.567
Length 1024, alignments in bytes  6/ 7:	69.2275	41.4886	36.6038	52.7081	316.264
Length 1024, alignments in bytes  7/ 7:	59.4041	29.9753	29.4482	49.0018	236.756
Length 1024, alignments in bytes  7/ 7:	57.7234	28.0505	28.7386	47.8025	254.206
Length   16, alignments in bytes  0/ 4:	17.5701	9.66589	10.99	8.91907	9.98718
Length   16, alignments in bytes  4/ 0:	17.4846	10.2755	12.6273	9.50989	18.3
Length   16, alignments in bytes  4/ 4:	11.2639	8.93884	8.8335	6.33875	15.5101
Length   16, alignments in bytes  2/ 2:	11.2506	8.94531	8.84167	6.33533	15.9452
Length   16, alignments in bytes  2/ 6:	11.2498	8.92029	8.81702	6.3363	18.8688
Length   16, alignments in bytes  6/ 2:	11.2458	8.92786	8.8241	6.33069	15.371
Length   16, alignments in bytes  1/ 7:	13.3657	8.92432	8.82178	6.32446	19.4426
Length   16, alignments in bytes  7/ 1:	11.2444	8.91931	8.83386	6.32788	13.9058
Length   16, alignments in bytes  3/ 4:	11.2443	8.94031	8.83716	6.32349	15.8281
Length   16, alignments in bytes  4/ 3:	11.2437	9.19446	8.62769	6.16797	14.587
Length   16, alignments in bytes  5/ 7:	10.9717	8.74939	8.61194	6.17212	16.1122
Length   16, alignments in bytes  7/ 5:	10.9741	8.76221	8.61829	6.17346	13.8462
Length   20, alignments in bytes  0/ 4:	10.9724	8.83191	8.59253	7.97595	11.4932
Length   20, alignments in bytes  4/ 0:	10.9812	8.7218	8.6178	6.34924	13.9811
Length   20, alignments in bytes  4/ 4:	10.9738	8.75	8.6178	7.24939	13.3221
Length   20, alignments in bytes  2/ 2:	10.9706	8.76135	8.61365	7.24866	19.8921
Length   20, alignments in bytes  2/ 6:	10.972	8.72107	8.61414	7.93237	20.1094
Length   20, alignments in bytes  6/ 2:	10.9714	8.74133	8.62122	6.35461	13.386
Length   20, alignments in bytes  1/ 7:	10.9713	8.75659	8.62476	7.97083	20.9183
Length   20, alignments in bytes  7/ 1:	10.9714	8.76685	8.6062	7.42822	13.1304
Length   20, alignments in bytes  3/ 4:	10.9712	8.72083	8.61108	8.40894	23.9725
Length   20, alignments in bytes  4/ 3:	13.1239	8.76038	8.60913	7.63159	13.8856
Length   20, alignments in bytes  5/ 7:	10.972	8.73022	8.64258	8.40515	15.0157
Length   20, alignments in bytes  7/ 5:	10.9723	8.74109	8.61328	7.6344	12.7479
Length   24, alignments in bytes  0/ 4:	10.9713	8.83411	8.59412	8.42004	11.097
Length   24, alignments in bytes  4/ 0:	10.9711	8.77405	8.65088	7.63489	16.4965
Length   24, alignments in bytes  4/ 4:	10.9703	8.75537	8.61035	7.2467	15.7089
Length   24, alignments in bytes  2/ 2:	10.9711	8.72791	8.61841	7.25342	15.8361
Length   24, alignments in bytes  2/ 6:	10.9723	8.71216	8.61877	8.41797	19.7957
Length   24, alignments in bytes  6/ 2:	10.9713	8.74512	8.62866	7.63635	16.2898
Length   24, alignments in bytes  1/ 7:	10.9729	8.73145	8.61658	8.4104	20.4434
Length   24, alignments in bytes  7/ 1:	10.9862	8.74402	8.63831	7.64185	14.8595
Length   24, alignments in bytes  3/ 4:	10.9724	8.72168	8.61707	8.41858	17.1655
Length   24, alignments in bytes  4/ 3:	10.972	8.74207	8.60962	7.64038	15.4974
Length   24, alignments in bytes  5/ 7:	10.9718	8.7218	8.6073	8.41577	16.5027
Length   24, alignments in bytes  7/ 5:	10.9706	8.71814	8.61609	7.63806	14.9471
Length   28, alignments in bytes  0/ 4:	13.1212	8.42249	8.39258	9.6731	13.5439
Length   28, alignments in bytes  4/ 0:	10.9701	8.45105	8.25195	8.37366	15.4854
Length   28, alignments in bytes  4/ 4:	10.9703	8.7168	8.61218	7.90833	14.5222
Length   28, alignments in bytes  2/ 2:	10.9706	8.71753	8.61731	7.88245	18.5383
Length   28, alignments in bytes  2/ 6:	10.9713	8.46558	8.52441	8.78613	22.1326
Length   28, alignments in bytes  6/ 2:	10.9708	8.21057	8.25562	8.37097	14.7395
Length   28, alignments in bytes  1/ 7:	10.9708	8.4613	8.51514	8.80176	22.8236
Length   28, alignments in bytes  7/ 1:	10.9703	8.19971	8.24695	8.95081	14.0682
Length   28, alignments in bytes  3/ 4:	10.9713	8.7406	8.6156	8.91113	19.5708
Length   28, alignments in bytes  4/ 3:	10.9713	8.77673	8.6178	8.24365	15.3076
Length   28, alignments in bytes  5/ 7:	10.9714	8.72266	8.63159	8.9104	16.3779
Length   28, alignments in bytes  7/ 5:	10.9854	8.72095	8.61243	8.24976	14.396
Length   32, alignments in bytes  0/ 4:	10.9923	6.95532	6.93359	8.26453	12.766
Length   32, alignments in bytes  4/ 0:	10.9797	6.87024	6.86133	9.68933	17.225
