                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9766	5.67017	6.17969	5.4895	5.49963
Length    0, alignments in bytes  0/ 0:	10.9761	6.17688	6.18481	5.49768	5.49084
Length    0, alignments in bytes  0/ 0:	10.9752	5.6698	6.16919	5.49438	5.48706
Length    0, alignments in bytes  0/ 0:	10.9736	5.65906	6.17993	5.48267	5.49255
Length    1, alignments in bytes  0/ 0:	11.6625	6.18188	6.85583	5.49695	5.49475
Length    1, alignments in bytes  0/ 0:	11.6713	6.17847	6.87695	5.48901	5.50476
Length    1, alignments in bytes  0/ 1:	11.6843	6.18286	6.85889	5.49634	5.48535
Length    1, alignments in bytes  1/ 0:	10.287	6.17822	6.86536	5.48206	5.0625
Length    2, alignments in bytes  0/ 0:	10.9561	6.86243	6.86255	6.62744	6.87451
Length    2, alignments in bytes  0/ 0:	10.9396	6.85986	6.86877	6.59009	6.86255
Length    2, alignments in bytes  0/ 2:	10.9558	6.86206	6.86975	6.6134	6.86157
Length    2, alignments in bytes  2/ 0:	10.2999	6.86426	6.85413	5.48779	6.21802
Length    3, alignments in bytes  0/ 0:	11.2341	6.17358	6.87024	5.51501	6.86877
Length    3, alignments in bytes  0/ 0:	11.2548	6.18408	6.87292	5.49292	6.88184
Length    3, alignments in bytes  0/ 3:	11.2268	6.18115	6.86414	5.49365	6.86377
Length    3, alignments in bytes  3/ 0:	11.2224	6.16797	6.8645	5.48596	8.92944
Length    4, alignments in bytes  0/ 0:	11.2297	8.57568	8.52527	6.30579	8.24329
Length    4, alignments in bytes  0/ 0:	11.2358	8.57324	8.53088	6.29321	8.92456
Length    4, alignments in bytes  0/ 4:	10.9706	6.50146	6.8606	6.28516	8.91663
Length    4, alignments in bytes  4/ 0:	10.9691	6.16797	6.89429	5.49365	8.94055
Length    5, alignments in bytes  0/ 0:	11.2646	8.56531	8.52515	7.11731	9.91138
Length    5, alignments in bytes  0/ 0:	11.2238	8.57544	8.52917	7.10437	9.87256
Length    5, alignments in bytes  0/ 5:	10.9725	6.4967	6.8656	6.23218	8.92004
Length    5, alignments in bytes  5/ 0:	10.9703	6.17664	6.89954	6.16626	8.62573
Length    6, alignments in bytes  0/ 0:	10.9547	8.3717	10.2719	8.34595	12.3585
Length    6, alignments in bytes  0/ 0:	11.2244	8.57605	8.80908	7.67798	12.0533
Length    6, alignments in bytes  0/ 6:	10.7114	8.46582	11.0812	8.32996	13.5271
Length    6, alignments in bytes  6/ 0:	18.8297	10.8892	11.182	9.0918	15.0823
Length    7, alignments in bytes  0/ 0:	15.3829	8.85791	7.23438	5.36206	12.4895
Length    7, alignments in bytes  0/ 0:	12.3643	7.35535	7.35547	5.3623	13.7137
Length    7, alignments in bytes  0/ 7:	11.2947	6.49622	6.87329	5.62622	13.7949
Length    7, alignments in bytes  7/ 0:	14.735	6.02246	7.35815	5.48926	12.7568
Length    8, alignments in bytes  0/ 0:	17.5831	14.6205	11.4823	8.76807	7.95667
Length    8, alignments in bytes  0/ 0:	12.9202	8.77209	8.61877	6.65515	6.02588
Length    8, alignments in bytes  0/ 0:	11.0404	8.54443	8.39832	6.12866	6.03516
Length    8, alignments in bytes  0/ 0:	11.0223	8.52173	8.39783	6.14624	6.02295
Length    9, alignments in bytes  0/ 0:	11.629	8.58118	8.39111	6.95068	7.14429
Length    9, alignments in bytes  0/ 0:	11.0156	8.53296	8.39502	6.93799	6.20215
Length    9, alignments in bytes  0/ 1:	11.0374	8.55322	8.39026	7.36975	6.95117
Length    9, alignments in bytes  1/ 0:	11.0093	8.50818	8.40881	7.29346	14.135
Length   10, alignments in bytes  0/ 0:	11.0334	8.54028	8.39282	7.67847	7.37915
Length   10, alignments in bytes  0/ 0:	11.0132	8.53516	8.38269	7.6759	7.3761
Length   10, alignments in bytes  0/ 2:	11.0292	8.56458	8.39355	7.52612	7.83167
Length   10, alignments in bytes  2/ 0:	11.4958	9.04895	9.51514	7.96069	14.8457
Length   11, alignments in bytes  0/ 0:	11.3114	8.755	8.59326	7.20251	8.18884
Length   11, alignments in bytes  0/ 0:	11.3108	8.73083	8.59253	7.19495	8.18347
Length   11, alignments in bytes  0/ 3:	11.282	8.82617	8.59827	7.71753	8.94653
Length   11, alignments in bytes  3/ 0:	11.306	8.74756	8.61877	7.62744	15.3851
Length   12, alignments in bytes  0/ 0:	11.3066	8.77026	8.5885	7.87354	9.61609
Length   12, alignments in bytes  0/ 0:	11.3137	8.74072	8.59692	7.86438	9.61292
Length   12, alignments in bytes  0/ 4:	10.9867	8.44678	8.27551	7.91553	9.60278
Length   12, alignments in bytes  4/ 0:	10.9708	8.84131	8.02893	7.4386	11.3875
Length   13, alignments in bytes  0/ 0:	13.0148	8.56775	8.39905	8.39111	11.7338
Length   13, alignments in bytes  0/ 0:	11.035	8.53491	8.39099	8.38342	11.682
Length   13, alignments in bytes  0/ 5:	10.7112	8.24133	8.08167	8.83264	10.3236
Length   13, alignments in bytes  5/ 0:	10.7124	8.24133	8.02222	8.02051	12.3297
Length   14, alignments in bytes  0/ 0:	11.0328	8.54968	8.39233	8.39355	12.974
Length   14, alignments in bytes  0/ 0:	11.027	8.5448	8.39331	8.38428	12.9686
Length   14, alignments in bytes  0/ 6:	10.71	8.3324	8.0686	8.82849	12.709
Length   14, alignments in bytes  6/ 0:	10.7104	8.24353	8.02002	8.02124	12.6833
Length   15, alignments in bytes  0/ 0:	10.8256	7.43237	7.57422	5.37195	12.7377
Length   15, alignments in bytes  0/ 0:	10.8488	7.32117	7.495	5.37268	12.7234
Length   15, alignments in bytes  0/ 7:	10.8253	8.21533	8.08911	5.35437	12.7196
Length   15, alignments in bytes  7/ 0:	10.8268	8.21509	8.04492	5.36194	12.36
Length   16, alignments in bytes  0/ 0:	10.8413	8.53491	8.40051	6.02393	6.81567
Length   16, alignments in bytes  7/ 2:	10.8359	8.52075	8.42273	6.02954	13.4565
Length   32, alignments in bytes  0/ 0:	10.7184	6.72913	8.06274	7.42981	9.64526
Length   32, alignments in bytes  6/ 4:	10.931	6.70911	8.03394	11.1929	15.949
Length   64, alignments in bytes  0/ 0:	12.8481	7.48633	8.24744	9.3822	14.9967
Length   64, alignments in bytes  5/ 6:	15.3558	13.6222	13.984	12.2046	24.7672
Length  128, alignments in bytes  0/ 0:	16.9995	10.0525	10.3384	13.2927	25.4178
Length  128, alignments in bytes  4/ 0:	19.0275	10.3668	12.0483	14.3363	32.3306
Length  256, alignments in bytes  0/ 0:	22.8552	14.184	16.7465	17.6405	50.7737
Length  256, alignments in bytes  3/ 2:	24.5577	14.8859	17.7666	19.4954	59.062
Length  512, alignments in bytes  0/ 0:	33.5156	19.5144	22.9377	30.5585	103.238
Length  512, alignments in bytes  2/ 4:	34.4716	22.4219	24.1393	28.2535	147.993
Length 1024, alignments in bytes  0/ 0:	53.0167	28.4862	28.7524	51.439	232.503
Length 1024, alignments in bytes  1/ 6:	64.9993	40.4402	35.6368	51.4275	317.206
Length   16, alignments in bytes  1/ 2:	16.7639	8.76306	8.61963	6.18237	17.6626
Length   16, alignments in bytes  2/ 1:	11.0884	8.75391	8.625	6.16992	15.6467
Length   16, alignments in bytes  1/ 1:	11.0917	8.73059	8.61755	6.16919	15.0448
Length   16, alignments in bytes  1/ 1:	11.0974	8.72327	8.61853	6.17175	15.1376
Length   32, alignments in bytes  2/ 4:	11.1909	8.26953	8.37915	10.3629	21.6438
Length   32, alignments in bytes  4/ 2:	10.9342	6.69421	6.70935	11.0974	16.5492
Length   32, alignments in bytes  2/ 2:	10.9281	6.69446	6.70483	9.64539	16.1995
Length   32, alignments in bytes  2/ 2:	10.9216	6.69849	6.7041	9.62183	16.0419
Length   64, alignments in bytes  3/ 6:	15.3124	9.64783	9.69238	10.7916	27.9503
Length   64, alignments in bytes  6/ 3:	15.2255	11.2957	11.386	12.3927	19.766
Length   64, alignments in bytes  3/ 3:	14.958	8.40845	9.44299	9.78296	21.5016
Length   64, alignments in bytes  3/ 3:	15.3474	8.60669	9.07922	10.0199	21.5385
Length  128, alignments in bytes  4/ 0:	19.4926	10.6255	12.285	15.2402	33.7231
Length  128, alignments in bytes  0/ 4:	20.5275	11.1738	12.8342	14.5835	35.3719
Length  128, alignments in bytes  4/ 4:	20.7092	14.3667	13.041	15.0571	32.9081
Length  128, alignments in bytes  4/ 4:	20.1779	13.991	12.7939	14.4564	32.8459
Length  256, alignments in bytes  5/ 2:	24.3199	15.4128	19.4663	20.3905	56.9985
Length  256, alignments in bytes  2/ 5:	25.5155	17.2777	20.6091	20.9197	81.3695
Length  256, alignments in bytes  5/ 5:	25.319	15.2354	18.2589	18.9232	58.9454
Length  256, alignments in bytes  5/ 5:	25.4362	15.2533	18.3042	18.9446	58.5698
Length  512, alignments in bytes  6/ 4:	34.0063	24.8132	24.9281	29.4907	135.054
Length  512, alignments in bytes  4/ 6:	34.4478	28.5691	28.363	41.189	146.749
Length  512, alignments in bytes  6/ 6:	33.7823	20.3114	22.5223	29.4857	135.678
Length  512, alignments in bytes  6/ 6:	32.3368	20.3209	22.5959	28.23	139.648
Length 1024, alignments in bytes  7/ 6:	56.5009	40.4148	35.7435	50.3508	232.055
Length 1024, alignments in bytes  6/ 7:	66.3271	40.4766	35.7773	50.7366	304.883
Length 1024, alignments in bytes  7/ 7:	58.6549	28.1519	28.8253	50.0582	233.696
Length 1024, alignments in bytes  7/ 7:	60.4209	30.09	31.6592	50.3481	228.675
Length   16, alignments in bytes  0/ 4:	18.9253	8.72791	8.57996	6.18604	9.36035
Length   16, alignments in bytes  4/ 0:	11.1144	8.72546	8.62085	6.17236	15.3483
