                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    8/   8, alignment  0/ 0:	23.8822	22.478	23.1154	21.5115	14.9849
Length    9/   9, alignment  0/ 0:	23.8696	22.4779	23.1252	21.2496	14.987
Length    9/   9, alignment  0/ 0:	23.8774	22.4951	23.1174	21.2468	14.9861
Length    9/   9, alignment  0/ 1:	23.9275	22.4776	23.1129	21.2477	15.6401
Length    9/   9, alignment  1/ 0:	23.8687	22.478	23.1144	21.2632	21.8472
Length   10/  10, alignment  0/ 0:	23.8945	22.8464	23.6387	21.3723	15.7025
Length   10/  10, alignment  0/ 0:	24.2183	22.7854	23.3424	21.3662	15.7219
Length   10/  10, alignment  0/ 2:	23.8965	22.4777	23.1043	21.2514	16.2458
Length   10/  10, alignment  2/ 0:	24.2562	22.7202	23.1194	21.2413	21.302
Length   11/  11, alignment  0/ 0:	24.3131	23.0064	23.2239	21.2387	16.2563
Length   11/  11, alignment  0/ 0:	23.8746	22.4773	23.1165	21.2345	16.2582
Length   11/  11, alignment  0/ 3:	23.892	22.936	23.2026	21.2523	17.1157
Length   11/  11, alignment  3/ 0:	24.3615	22.9417	23.129	21.2346	21.3848
Length   12/  12, alignment  0/ 0:	24.4771	22.9101	23.1136	21.2342	17.0299
Length   12/  12, alignment  0/ 0:	24.2646	22.7634	23.1144	21.2344	17.0489
Length   12/  12, alignment  0/ 4:	23.8714	22.7081	23.5078	21.2287	16.2349
Length   12/  12, alignment  4/ 0:	23.8546	22.4779	23.1215	21.2608	18.7545
Length   13/  13, alignment  0/ 0:	23.8724	22.8758	23.2657	21.239	17.6597
Length   13/  13, alignment  0/ 0:	23.9788	22.4778	23.1162	21.2583	17.6413
Length   13/  13, alignment  0/ 5:	23.8757	22.9649	23.1737	21.2288	16.8593
Length   13/  13, alignment  5/ 0:	23.8784	22.991	23.1584	21.2616	19.0033
Length   14/  14, alignment  0/ 0:	23.5449	22.9452	23.1671	21.2395	18.4561
Length   14/  14, alignment  0/ 0:	23.8503	22.6181	23.523	21.2541	18.4601
Length   14/  14, alignment  0/ 6:	23.9929	22.9884	23.6567	21.4909	17.6212
Length   14/  14, alignment  6/ 0:	24.1124	23.0075	23.6426	21.4966	19.2676
Length   15/  15, alignment  0/ 0:	24.2962	22.9884	23.2458	21.2494	18.2108
Length   15/  15, alignment  0/ 0:	23.8832	22.4779	23.1287	21.2299	18.1385
Length   15/  15, alignment  0/ 7:	23.874	23.0216	23.6254	21.2292	18.2902
Length   15/  15, alignment  7/ 0:	23.8832	22.9103	23.1132	21.2312	18.485
Length   16/  16, alignment  0/ 0:	23.9186	22.9621	23.1177	23.1204	15.6105
Length   16/  16, alignment  7/ 2:	24.0867	22.9898	23.5236	23.1419	20.8749
Length   16/   4, alignment  0/ 0:	24.2238	22.99	23.6429	22.6273	16.5597
Length   16/   4, alignment  7/ 2:	24.2157	22.6375	23.1127	22.5992	16.2344
Length   32/  32, alignment  0/ 0:	25.1722	23.7534	24.4284	35.4536	17.5709
Length   32/  32, alignment  6/ 4:	27.018	25.4934	26.0756	34.3623	28.3123
Length   32/   8, alignment  0/ 0:	25.0512	23.6357	24.2882	29.963	16.8649
Length   32/   8, alignment  6/ 4:	25.4888	24.2676	24.9261	30.3501	24.9825
Length   64/  64, alignment  0/ 0:	39.3816	38.1391	38.0596	35.6262	25.8501
Length   64/  64, alignment  5/ 6:	40.0238	38.5687	39.3555	35.6348	36.2758
Length   64/  16, alignment  0/ 0:	39.058	38.0247	38.7389	32.0325	22.9757
Length   64/  16, alignment  5/ 6:	42.1693	41.8171	43.1045	35.5849	35.7498
Length  128/ 128, alignment  0/ 0:	39.6937	38.5873	40.3215	39.6311	46.7625
Length  128/ 128, alignment  4/ 0:	48.2751	47.489	48.431	41.5555	54.2868
Length  128/  32, alignment  0/ 0:	41.4472	40.4682	41.5562	45.6822	40.4006
Length  128/  32, alignment  4/ 0:	46.3605	44.7013	45.4006	46.1639	53.3573
Length  256/ 256, alignment  0/ 0:	44.5937	42.9817	42.8643	43.2745	94.3105
Length  256/ 256, alignment  3/ 2:	49.3367	44.6843	45.2906	44.7616	107.157
Length  256/  64, alignment  0/ 0:	46.4668	45.5012	46.9702	44.8362	70.7183
Length  256/  64, alignment  3/ 2:	49.6355	48.629	49.3185	49.5588	85.8528
Length  512/ 512, alignment  0/ 0:	48.8745	46.679	47.7159	53.6394	189.53
Length  512/ 512, alignment  2/ 4:	51.3122	48.1983	48.7339	53.6404	200.943
Length  512/ 128, alignment  0/ 0:	48.8563	49.2768	48.0806	56.3968	127.85
Length  512/ 128, alignment  2/ 4:	56.9714	54.7105	55.2968	66.1684	141.416
Length 1024/1024, alignment  0/ 0:	55.5422	53.5002	57.6493	84.0049	409.423
Length 1024/1024, alignment  1/ 6:	63.5299	59.7319	62.4493	87.7934	420.048
Length 1024/ 256, alignment  0/ 0:	59.2559	59.1691	57.9888	81.3928	268.007
Length 1024/ 256, alignment  1/ 6:	68.2327	68.1653	66.2975	95.831	285.998
Length   16/   1, alignment  1/ 2:	24.9333	23.5456	24.1918	23.2073	20.9656
Length   16/   1, alignment  2/ 1:	24.3875	22.9894	23.5378	22.5544	15.7272
Length   16/  10, alignment  1/ 1:	23.996	22.9896	23.643	22.8789	29.392
Length   16/  10, alignment  1/ 1:	23.8928	23.0064	23.6432	22.9345	29.4238
Length   32/   1, alignment  2/ 4:	25.3505	24.268	24.9256	31.7913	24.8874
Length   32/   1, alignment  4/ 2:	24.9864	23.6473	24.2654	30.391	17.2056
Length   32/  10, alignment  2/ 2:	24.4692	24.2677	24.9258	31.3902	33.7915
Length   32/  10, alignment  2/ 2:	24.2896	24.2839	24.9254	31.6012	33.599
Length   64/   1, alignment  3/ 6:	37.6334	37.0734	37.573	31.6685	30.7093
Length   64/   1, alignment  6/ 3:	35.1675	34.1402	34.9996	31.0508	21.8117
Length   64/  10, alignment  3/ 3:	37.6782	36.3855	37.4996	31.7149	41.5186
Length   64/  10, alignment  3/ 3:	37.2517	36.2536	37.4827	31.8562	41.5004
Length  128/   1, alignment  4/ 0:	38.5634	37.8848	38.5437	37.8073	36.9988
Length  128/   1, alignment  0/ 4:	40.0869	38.9225	39.6317	37.4266	38.2377
Length  128/  10, alignment  4/ 4:	44.6915	43.8841	44.1013	37.6542	60.8343
Length  128/  10, alignment  4/ 4:	44.5625	43.9577	44.1124	37.5502	60.1521
Length  256/   1, alignment  5/ 2:	39.8153	39.1534	40.2585	43.9511	61.3144
Length  256/   1, alignment  2/ 5:	43.6589	43.6252	43.1614	46.2209	83.6326
Length  256/  10, alignment  5/ 5:	48.7311	48.3681	47.7049	44.8773	99.2646
Length  256/  10, alignment  5/ 5:	47.8738	47.3107	48.2299	44.8454	98.5831
Length  512/   1, alignment  6/ 4:	43.4754	43.0898	45.0275	49.1973	114.483
Length  512/   1, alignment  4/ 6:	54.9319	56.028	54.0667	49.143	150.447
Length  512/  10, alignment  6/ 6:	50.4915	51.5334	50.4491	49.9763	177.143
Length  512/  10, alignment  6/ 6:	50.1984	52.4145	48.9508	49.6571	177.293
Length 1024/   1, alignment  7/ 6:	48.79	51.1217	48.6122	62.7166	235.736
Length 1024/   1, alignment  6/ 7:	65.3206	62.7589	64.9149	73.8261	304.626
Length 1024/  10, alignment  7/ 7:	63.9607	62.5363	64.9649	75.0189	355.879
Length 1024/  10, alignment  7/ 7:	62.5269	62.5431	64.7677	72.3081	356.576
