                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.9653	23.356	22.8748	21.1148	24.7827
Length    4/   4, alignment  0/ 0, N    2:	24.2775	22.8717	23.1975	21.1062	24.1986
Length    4/   4, alignment  4/ 0, N    2:	24.8436	22.8687	23.8148	21.9852	29.5851
Length    8/   8, alignment  0/ 0, N    2:	25.8106	23.2006	22.5758	20.6397	24.1975
Length    8/   8, alignment  0/ 0, N    2:	24.1619	22.3518	22.5627	20.6707	24.0551
Length   16/  16, alignment  0/ 0, N    2:	23.918	22.3488	22.9474	21.6476	24.7214
Length   16/  16, alignment  7/ 2, N    2:	23.6674	22.3504	22.5641	22.5475	24.2107
Length   16/   4, alignment  0/ 0, N    2:	24.3241	22.3506	22.9438	20.4616	23.611
Length   16/   4, alignment  7/ 2, N    2:	23.2036	21.8535	21.8529	21.8622	24.2332
Length   32/  32, alignment  0/ 0, N    2:	23.8948	23.8706	24.6752	22.6921	26.2123
Length   32/  32, alignment  6/ 4, N    2:	26.3597	24.123	24.6725	22.7288	26.1428
Length   32/   8, alignment  0/ 0, N    2:	25.2549	20.7687	21.9776	21.1277	24.3184
Length   32/   8, alignment  6/ 4, N    2:	23.5623	20.8259	20.9237	19.1506	23.1382
Length   64/  64, alignment  0/ 0, N    2:	23.7753	22.034	22.4819	20.7585	23.7932
Length   64/  64, alignment  5/ 6, N    2:	23.7965	21.8543	22.4796	22.1719	23.9647
Length   64/  16, alignment  0/ 0, N    2:	23.6376	21.231	21.855	20.6411	23.1042
Length   64/  16, alignment  5/ 6, N    2:	23.6414	21.5414	21.8547	22.0447	23.3942
Length  128/ 128, alignment  0/ 0, N    2:	23.8703	21.8965	22.4789	21.3161	24.6567
Length  128/ 128, alignment  4/ 0, N    2:	23.9157	21.9036	23.079	20.6231	24.519
Length  128/  32, alignment  0/ 0, N    2:	24.3495	22.3523	22.9884	21.0749	24.3827
Length  128/  32, alignment  4/ 0, N    2:	24.478	22.4561	22.9877	22.3062	24.5577
Length  256/ 256, alignment  0/ 0, N    2:	27.4722	22.3539	22.9894	21.0776	29.0984
Length  256/ 256, alignment  3/ 2, N    2:	29.4032	22.5225	22.9887	22.1169	26.7534
Length  256/  64, alignment  0/ 0, N    2:	23.7903	22.1449	24.12	21.2626	24.4817
Length  256/  64, alignment  3/ 2, N    2:	24.4044	23.8587	23.1496	21.1813	24.3423
Length  512/ 512, alignment  0/ 0, N    2:	28.0192	22.3538	23.0048	23.7175	28.0211
Length  512/ 512, alignment  2/ 4, N    2:	28.4928	24.0567	23.6896	24.2703	29.2428
Length  512/ 128, alignment  0/ 0, N    2:	25.2682	22.9223	23.9165	21.5757	25.0142
Length  512/ 128, alignment  2/ 4, N    2:	25.3131	22.9238	23.9146	21.5727	25.245
Length 1024/1024, alignment  0/ 0, N    2:	33.1356	26.5796	26.713	36.5912	32.1475
Length 1024/1024, alignment  1/ 6, N    2:	32.1393	27.5162	26.9911	37.4707	32.9182
Length 1024/ 256, alignment  0/ 0, N    2:	28.9237	23.8694	24.2688	22.0804	28.8187
Length 1024/ 256, alignment  1/ 6, N    2:	28.7916	23.4158	24.4175	22.489	29.1805
Length   16/   1, alignment  1/ 2, N    2:	25.0659	23.4159	23.4161	21.4086	24.858
Length   16/   1, alignment  2/ 1, N    2:	25.1833	23.4155	23.7121	21.4485	25.3744
Length   16/  10, alignment  1/ 1, N    2:	25.1995	23.1216	22.8716	20.9718	24.6537
Length   32/   1, alignment  2/ 4, N    2:	24.5764	22.5453	22.8695	20.9823	24.2992
Length   32/   1, alignment  4/ 2, N    2:	24.7408	22.8702	22.8946	20.434	23.8929
Length   32/  10, alignment  2/ 2, N    2:	23.8177	21.8177	22.3516	20.5066	24.0034
Length   64/   1, alignment  3/ 6, N    2:	24.1369	21.7131	22.3516	20.5073	23.6579
Length   64/   1, alignment  6/ 3, N    2:	24.7648	22.3494	22.3497	20.4355	24.0544
Length   64/  10, alignment  3/ 3, N    2:	23.8979	22.0301	22.3517	20.5095	23.9383
Length  128/   1, alignment  4/ 0, N    2:	23.4573	21.2298	21.8539	20.3425	23.6279
