                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	11.4387	7.37764	8.27654	6.7128	11.3378
Length   16, n   16, alignment  1/ 1:	11.634	7.53828	7.65835	6.85302	11.1586
Length   16, n   16, alignment  1/ 2:	11.7488	7.66637	7.55948	6.85294	11.2946
Length   16, n   16, alignment  2/ 1:	11.7078	7.71983	7.62917	6.85298	11.0542
Length    2, n    4, alignment  7/ 2:	13.7914	11.1705	11.742	11.6499	13.5318
Length    4, n    2, alignment  2/ 7:	11.4536	7.90632	8.22378	6.85305	10.9585
Length    2, n    4, alignment  7/ 2:	13.8341	10.9649	11.6476	11.3727	13.1158
Length    4, n    2, alignment  2/ 7:	10.7636	7.54347	8.22362	6.85307	11.2809
Length   16, n   16, alignment  2/ 2:	11.7203	7.54751	7.53847	6.85314	11.2741
Length   16, n   16, alignment  2/ 2:	11.7636	7.5762	7.53825	6.85821	11.0779
Length   16, n   16, alignment  2/ 4:	11.802	7.72678	7.72673	6.87758	11.4699
Length   16, n   16, alignment  4/ 2:	11.6665	7.6635	7.69278	6.85951	11.3519
Length    4, n    8, alignment  6/ 4:	14.3291	11.9298	11.9504	11.6549	14.5099
Length    8, n    4, alignment  4/ 6:	11.1426	7.734	8.43482	6.90229	11.0311
Length    4, n    8, alignment  6/ 4:	14	12.1448	11.9497	11.6546	14.3014
Length    8, n    4, alignment  4/ 6:	11.1181	7.53854	8.7347	6.85305	11.0402
Length   16, n   16, alignment  3/ 3:	11.679	7.5384	7.54288	6.85295	11.1146
Length   16, n   16, alignment  3/ 3:	11.6578	7.64592	7.60865	6.9848	11.2332
Length   16, n   16, alignment  3/ 6:	11.824	7.69584	7.53828	6.853	11.1339
Length   16, n   16, alignment  6/ 3:	11.8246	7.67547	7.53823	6.85299	11.2865
Length    8, n   16, alignment  5/ 6:	14.4117	10.9649	10.1739	11.65	14.087
Length   16, n    8, alignment  6/ 5:	11.4907	8.22925	7.53842	6.85303	11.3485
Length    8, n   16, alignment  5/ 6:	14.1313	10.9648	10.1779	11.6501	14.1697
Length   16, n    8, alignment  6/ 5:	11.2843	8.22897	7.53836	6.85297	11.1301
Length   16, n   16, alignment  4/ 4:	11.65	7.54295	7.53825	6.85941	11.1175
Length   16, n   16, alignment  4/ 4:	11.8169	7.68899	7.53826	6.8579	11.2591
Length   16, n   16, alignment  4/ 0:	11.7136	7.72676	7.72378	6.8574	11.2785
Length   16, n   16, alignment  0/ 4:	11.6556	7.53827	7.54318	6.85289	11.2546
Length   16, n   32, alignment  4/ 0:	15.1359	10.6857	10.5237	11.655	14.1617
Length   32, n   16, alignment  0/ 4:	11.6546	6.8531	6.85304	6.85744	11.3826
Length   16, n   32, alignment  4/ 0:	15.2183	10.7763	10.5874	11.655	14.2925
Length   32, n   16, alignment  0/ 4:	11.8494	6.87488	6.97599	6.87819	11.2105
Length   16, n   16, alignment  5/ 5:	11.7218	7.53841	7.54284	6.85295	11.3129
Length   16, n   16, alignment  5/ 5:	11.8208	7.65513	7.59362	6.96096	11.3274
Length   16, n   16, alignment  5/ 2:	11.8219	7.5383	7.54305	6.96876	11.4277
Length   16, n   16, alignment  2/ 5:	12.0101	7.67255	7.72129	6.85289	11.081
Length   32, n   64, alignment  3/ 2:	18.7327	10.2798	11.2469	12.5666	18.7213
Length   64, n   32, alignment  2/ 3:	10.5214	7.74427	7.62246	7.46402	10.5938
Length   32, n   64, alignment  3/ 2:	19.1141	10.3835	10.3506	12.7181	19.4417
Length   64, n   32, alignment  2/ 3:	10.6394	7.76382	7.73203	7.5422	10.23
Length   16, n   16, alignment  6/ 6:	11.9605	7.7328	7.72352	6.85299	11.1895
Length   16, n   16, alignment  6/ 6:	11.6501	7.69086	7.53825	6.85292	11.2187
Length   16, n   16, alignment  6/ 4:	11.9018	7.73177	7.6145	6.85289	11.106
Length   16, n   16, alignment  4/ 6:	11.8325	7.60609	7.5937	6.95471	11.2993
Length   64, n  128, alignment  2/ 4:	16.2495	14.2132	13.8425	16.0047	16.6402
Length  128, n   64, alignment  4/ 2:	12.8789	9.26928	10.5145	11.5918	13.0882
Length   64, n  128, alignment  2/ 4:	16.4522	14.0832	13.7465	15.8232	16.3883
Length  128, n   64, alignment  4/ 2:	13.507	9.14665	10.48	11.5636	12.7158
Length   16, n   16, alignment  7/ 7:	11.9666	7.74987	7.72672	7.02423	11.3801
Length   16, n   16, alignment  7/ 7:	11.8306	7.69115	7.64709	6.85288	11.1473
Length   16, n   16, alignment  7/ 6:	11.6812	7.54276	7.68541	6.85289	11.1838
Length   16, n   16, alignment  6/ 7:	11.9102	7.72672	7.54817	6.85781	11.1738
Length  128, n  256, alignment  1/ 6:	21.5443	17.566	17.2229	24.6283	22.0364
Length  256, n  128, alignment  6/ 1:	15.8014	13.5459	13.1285	19.7047	16.2107
Length  128, n  256, alignment  1/ 6:	21.72	17.68	17.2132	24.3534	21.3367
Length  256, n  128, alignment  6/ 1:	16.0433	13.5408	13.2519	19.7223	15.7586
Length    8, n   16, alignment  0/ 0:	14.4603	11.2561	10.2335	11.8091	14.0036
Length   32, n   16, alignment  0/ 0:	11.6506	6.85843	6.85311	6.85295	11.2105
Length    8, n   16, alignment  7/ 2:	14.2622	11.5926	11.5616	11.65	14.0553
Length   32, n   16, alignment  7/ 2:	11.6709	7.54284	7.53823	6.85292	11.074
Length   16, n   32, alignment  0/ 0:	14.657	9.80254	9.82916	11.6837	14.1073
Length   64, n   32, alignment  0/ 0:	11.0188	7.69127	7.53835	6.85309	10.1973
Length   16, n   32, alignment  6/ 4:	15.2568	10.7802	10.7132	11.65	14.2306
Length   64, n   32, alignment  6/ 4:	10.3951	7.77	7.68673	6.85345	10.3043
Length   32, n   64, alignment  0/ 0:	16.7065	11.1577	11.6684	11.8627	14.6425
Length  128, n   64, alignment  0/ 0:	12.2559	8.47322	8.44599	9.25029	12.7849
Length   32, n   64, alignment  5/ 6:	18.1113	11.4919	11.6725	13.3279	17.9056
Length  128, n   64, alignment  5/ 6:	12.5701	10.5688	10.4788	12.4841	12.5345
Length   64, n  128, alignment  0/ 0:	16.0693	12.6709	12.5551	14.8164	15.7445
Length  256, n  128, alignment  0/ 0:	16.0755	10.2132	10.5404	14.1545	15.2548
Length   64, n  128, alignment  4/ 0:	16.183	13.648	13.5378	16.0954	16.1598
