                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    7/   7, alignment  0/ 0:	22.8031	21.7477	22.5781	19.8866	17.9656
Length    7/   7, alignment  0/ 7:	22.65	21.7121	22.5898	19.4459	17.6747
Length    7/   7, alignment  7/ 0:	22.0506	21.2289	22.572	19.5229	18.2944
Length    8/   8, alignment  0/ 0:	22.5425	21.7117	22.0494	20.069	14.9873
Length    8/   8, alignment  0/ 0:	22.3162	21.4914	22.357	20.0734	14.9852
Length    8/   8, alignment  0/ 0:	22.3611	21.711	22.3294	20.0708	14.9868
Length    8/   8, alignment  0/ 0:	22.6684	21.7119	22.2239	20.0779	14.9853
Length    9/   9, alignment  0/ 0:	22.0766	21.6555	22.4052	20.2502	14.9868
Length    9/   9, alignment  0/ 0:	22.0899	21.5307	22.2151	20.1151	14.9875
Length    9/   9, alignment  0/ 1:	22.2848	21.7289	22.6271	20.4171	15.662
Length    9/   9, alignment  1/ 0:	22.6056	21.7114	22.4404	20.5264	20.8881
Length   10/  10, alignment  0/ 0:	22.8406	21.7112	22.5916	20.575	16.0528
Length   10/  10, alignment  0/ 0:	22.6552	21.3027	22.5817	20.5414	15.7365
Length   10/  10, alignment  0/ 2:	22.3356	21.67	22.584	20.1831	16.2428
Length   10/  10, alignment  2/ 0:	22.5327	21.7293	22.5321	20.292	20.4595
Length   11/  11, alignment  0/ 0:	22.6409	21.711	22.4419	20.5187	16.723
Length   11/  11, alignment  0/ 0:	22.5447	21.7118	22.4873	20.8005	16.5616
Length   11/  11, alignment  0/ 3:	22.5837	21.7116	22.5696	20.0969	16.9658
Length   11/  11, alignment  3/ 0:	22.366	21.9815	22.466	20.072	20.6017
Length   12/  12, alignment  0/ 0:	22.903	21.7111	22.6526	20.4757	17.0841
Length   12/  12, alignment  0/ 0:	22.2577	21.711	22.6247	20.5457	17.0575
Length   12/  12, alignment  0/ 4:	22.6727	21.7115	22.3349	20.0583	16.2348
Length   12/  12, alignment  4/ 0:	22.6208	21.711	22.4212	20.1028	18.2144
Length   13/  13, alignment  0/ 0:	22.1298	21.664	22.3923	20.57	17.8883
Length   13/  13, alignment  0/ 0:	22.6207	21.7113	22.488	20.5276	17.8896
Length   13/  13, alignment  0/ 5:	22.4571	21.7111	22.63	20.2911	16.8595
Length   13/  13, alignment  5/ 0:	22.3085	21.7117	22.6034	20.3073	18.6474
Length   14/  14, alignment  0/ 0:	22.3946	21.729	22.6506	20.555	18.8735
Length   14/  14, alignment  0/ 0:	22.6492	21.7113	22.5877	20.3211	18.6255
Length   14/  14, alignment  0/ 6:	22.6159	21.7112	22.3532	20.3861	17.571
Length   14/  14, alignment  6/ 0:	22.4277	21.7116	22.3541	20.0755	19.029
Length   15/  15, alignment  0/ 0:	22.7463	21.7282	22.6434	19.8091	17.8951
Length   15/  15, alignment  0/ 0:	22.3846	21.7118	22.5289	19.8996	18.1182
Length   15/  15, alignment  0/ 7:	22.391	21.7117	22.6314	19.8348	18.4589
Length   15/  15, alignment  7/ 0:	22.1363	21.7624	22.5049	19.8875	19.2523
Length   16/  16, alignment  0/ 0:	22.6631	21.7512	22.4247	20.9938	15.6105
Length   16/  16, alignment  7/ 2:	22.3964	21.7419	22.4515	21.4503	20.6972
Length   16/   4, alignment  0/ 0:	22.0912	21.6453	22.4466	20.5615	17.0832
Length   16/   4, alignment  7/ 2:	22.5548	21.7465	22.4695	20.4785	15.6633
Length   32/  32, alignment  0/ 0:	23.9288	23.6479	23.6932	22.5294	17.8812
Length   32/  32, alignment  6/ 4:	27.1539	25.8355	26.4481	25.7254	25.6102
Length   32/   8, alignment  0/ 0:	22.8363	22.4087	23.0056	21.8774	17.2442
Length   32/   8, alignment  6/ 4:	23.2307	22.367	22.9889	22.5848	22.3539
Length   64/  64, alignment  0/ 0:	24.932	24.8107	25.1862	24.2651	25.1194
Length   64/  64, alignment  5/ 6:	29.0543	28.8742	29.5709	27.6582	34.8447
Length   64/  16, alignment  0/ 0:	27.9953	28.319	26.754	24.0597	21.5854
Length   64/  16, alignment  5/ 6:	27.8967	27.821	28.3748	26.8294	31.7888
Length  128/ 128, alignment  0/ 0:	26.1544	25.8318	26.7005	28.3468	45.1652
Length  128/ 128, alignment  4/ 0:	29.7589	28.2773	29.153	30.875	51.8261
Length  128/  32, alignment  0/ 0:	27.2033	26.4506	26.9224	28.0328	38.2126
Length  128/  32, alignment  4/ 0:	32.0653	31.3501	31.7582	30.8165	52.0844
Length  256/ 256, alignment  0/ 0:	35.1153	29.9193	30.7003	31.7447	91.4856
Length  256/ 256, alignment  3/ 2:	39.6799	35.4181	37.3633	36.8705	103.623
Length  256/  64, alignment  0/ 0:	31.0938	30.0828	30.9254	31.4303	70.7612
Length  256/  64, alignment  3/ 2:	35.7249	35.3141	35.5978	35.8666	84.4914
Length  512/ 512, alignment  0/ 0:	47.1998	32.9382	34.1681	48.6781	182.151
Length  512/ 512, alignment  2/ 4:	49.6386	43.8753	44.5792	53.2402	194.691
Length  512/ 128, alignment  0/ 0:	33.8187	33.0457	33.7954	40.9195	121.539
Length  512/ 128, alignment  2/ 4:	44.3569	43.6743	44.6057	47.7052	135.218
Length 1024/1024, alignment  0/ 0:	54.3546	51.0935	56.3803	82.0527	401.47
Length 1024/1024, alignment  1/ 6:	60.7793	59.8038	59.7943	84.4381	413.541
Length 1024/ 256, alignment  0/ 0:	48.4001	40.9956	43.0354	72.1855	262.728
Length 1024/ 256, alignment  1/ 6:	66.4549	61.9976	62.8403	84.7432	275.669
Length   16/   1, alignment  1/ 2:	23.2166	22.693	23.1168	20.6695	19.615
Length   16/   1, alignment  2/ 1:	22.6836	22.2773	22.6156	20.611	15.094
Length   16/  10, alignment  1/ 1:	22.653	21.8631	22.4689	20.5631	28.2422
Length   16/  10, alignment  1/ 1:	22.6632	21.7311	22.451	20.5798	27.555
Length   32/   1, alignment  2/ 4:	22.9849	22.3499	22.989	22.0229	23.5684
Length   32/   1, alignment  4/ 2:	23.2965	22.3494	23.1697	21.8345	16.3951
Length   32/  10, alignment  2/ 2:	23.0966	22.3697	22.9889	22.0164	31.4055
Length   32/  10, alignment  2/ 2:	23.5982	22.8698	23.5234	22.1944	31.5356
Length   64/   1, alignment  3/ 6:	28.3006	26.234	26.7462	25.0004	28.6265
Length   64/   1, alignment  6/ 3:	27.0546	27.0048	26.9439	25.0283	20.3001
Length   64/  10, alignment  3/ 3:	28.2403	26.2326	26.7247	25.2402	38.3063
Length   64/  10, alignment  3/ 3:	27.9086	26.0728	27.2	24.9919	37.593
Length  128/   1, alignment  4/ 0:	31.0132	30.5633	30.7018	30.4849	34.1921
Length  128/   1, alignment  0/ 4:	28.9014	28.2614	28.5765	28.0286	35.1354
Length  128/  10, alignment  4/ 4:	30.8996	30.5745	30.9057	30.6602	55.6587
Length  128/  10, alignment  4/ 4:	31.0032	30.323	30.1806	29.8855	54.3507
Length  256/   1, alignment  5/ 2:	32.3789	32.3364	33.3058	35.0991	58.1666
Length  256/   1, alignment  2/ 5:	35.7335	34.2376	34.8777	35.7438	79.5006
Length  256/  10, alignment  5/ 5:	34.9693	34.2806	34.8288	36.1564	91.5816
Length  256/  10, alignment  5/ 5:	35.3733	34.1971	34.9809	35.8259	91.8236
Length  512/   1, alignment  6/ 4:	42.4623	40.397	41.3451	49.6945	108.193
Length  512/   1, alignment  4/ 6:	43.895	43.3878	43.2778	49.7851	142.574
Length  512/  10, alignment  6/ 6:	42.6353	42.3448	43.4235	47.4516	167.895
Length  512/  10, alignment  6/ 6:	43.332	42.3913	42.9925	51.9638	166.026
Length 1024/   1, alignment  7/ 6:	41.9319	40.1477	41.513	56.5563	232.332
Length 1024/   1, alignment  6/ 7:	62.8687	62.0944	62.5107	67.5689	295.89
Length 1024/  10, alignment  7/ 7:	62.3753	61.4332	62.7343	67.9733	351.242
Length 1024/  10, alignment  7/ 7:	60.7697	61.0152	62.2061	67.6378	347.332
