                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  4/ 4:	12.8305	7.64646	8.45222	6.98232	11.2093
Length   16, n   16, alignment  4/ 4:	12.9266	7.63846	8.33459	6.99788	11.3275
Length   16, n   16, alignment  4/ 0:	12.8962	7.7318	8.36466	6.85298	11.1563
Length   16, n   16, alignment  0/ 4:	12.6972	7.75535	8.44621	7.02925	11.2456
Length   16, n   32, alignment  4/ 0:	15.0565	10.7952	11.833	11.6656	14.648
Length   32, n   16, alignment  0/ 4:	12.8132	6.93802	7.04131	7.03144	11.1001
Length   16, n   32, alignment  4/ 0:	14.8214	10.8124	11.7924	11.6501	14.2607
Length   32, n   16, alignment  0/ 4:	12.8763	7.02457	6.8827	6.85789	11.4804
Length   16, n   16, alignment  5/ 5:	12.6487	7.72675	8.4338	6.8789	11.3146
Length   16, n   16, alignment  5/ 5:	12.9335	7.6931	8.29602	6.91121	11.3219
Length   16, n   16, alignment  5/ 2:	12.881	7.73913	8.22355	6.94628	11.3018
Length   16, n   16, alignment  2/ 5:	12.7511	7.7324	8.38604	6.85782	11.295
Length   32, n   64, alignment  3/ 2:	18.0168	9.90663	10.5421	13.9101	17.0025
Length   64, n   32, alignment  2/ 3:	11.3965	7.74389	7.73226	7.70895	11.3421
Length   32, n   64, alignment  3/ 2:	17.1102	9.88071	10.5783	13.8926	17.7426
Length   64, n   32, alignment  2/ 3:	11.4481	7.76995	7.72681	7.72669	11.2813
Length   16, n   16, alignment  6/ 6:	12.9793	7.73215	8.4291	6.93689	11.3439
Length   16, n   16, alignment  6/ 6:	12.8718	7.72549	8.29814	7.03037	11.1656
Length   16, n   16, alignment  6/ 4:	12.7998	7.72671	8.2976	6.88862	11.5375
Length   16, n   16, alignment  4/ 6:	13.0103	7.72672	8.33403	6.89121	11.393
Length   64, n  128, alignment  2/ 4:	17.4318	14.8987	14.1295	16.4385	16.2614
Length  128, n   64, alignment  4/ 2:	13.9588	10.5082	10.5365	12.2469	15.1161
Length   64, n  128, alignment  2/ 4:	15.9586	14.9814	14.1152	16.6846	16.2929
Length  128, n   64, alignment  4/ 2:	14.718	9.97546	10.5416	12.2118	14.2166
Length   16, n   16, alignment  7/ 7:	13.0073	7.64049	8.22365	6.85296	11.4678
Length   16, n   16, alignment  7/ 7:	12.8534	7.74409	8.4292	6.95746	11.3133
Length   16, n   16, alignment  7/ 6:	12.9905	7.74393	8.43601	7.02423	11.287
Length   16, n   16, alignment  6/ 7:	12.9692	7.72676	8.32424	6.8529	11.4761
Length  128, n  256, alignment  1/ 6:	20.8546	18.5174	17.0792	25.2725	19.632
Length  256, n  128, alignment  6/ 1:	17.4806	13.9068	13.01	19.7727	17.1537
Length  128, n  256, alignment  1/ 6:	21.351	18.5795	17.2592	25.2724	21.6256
Length  256, n  128, alignment  6/ 1:	17.0049	13.9328	13.0058	19.8338	17.1368
Length    8, n   16, alignment  0/ 0:	14.5945	11.4264	11.2466	11.2391	14.3919
Length   32, n   16, alignment  0/ 0:	12.8298	6.85816	6.85304	7.0194	11.4354
Length    8, n   16, alignment  7/ 2:	14.7461	11.6881	11.7177	10.9646	14.3721
Length   32, n   16, alignment  7/ 2:	12.9734	7.71778	7.53842	6.85757	11.3763
Length   16, n   32, alignment  0/ 0:	15.1469	10.0165	11.7211	11.65	14.1988
Length   64, n   32, alignment  0/ 0:	12.5356	7.63153	7.72679	7.57733	11.522
Length   16, n   32, alignment  6/ 4:	14.7832	10.7587	11.6573	11.6549	14.2148
Length   64, n   32, alignment  6/ 4:	11.3329	7.72666	7.72672	7.74847	11.717
Length   32, n   64, alignment  0/ 0:	15.0502	10.5424	10.5828	13.2514	15.8405
Length  128, n   64, alignment  0/ 0:	13.5806	7.72687	7.73189	9.85847	12.5329
Length   32, n   64, alignment  5/ 6:	16.4061	11.5226	11.8844	14.318	15.9097
Length  128, n   64, alignment  5/ 6:	13.8785	10.5527	10.5427	13.0471	13.5286
Length   64, n  128, alignment  0/ 0:	16.2971	13.3021	12.5854	15.3405	15.8382
Length  256, n  128, alignment  0/ 0:	16.1611	11.0885	11.239	14.4507	16.3455
Length   64, n  128, alignment  4/ 0:	16.3908	14.1794	17.7249	16.0134	16.4815
Length  256, n  128, alignment  4/ 0:	16.2697	13.3992	12.6885	18.6475	15.6283
Length  128, n  256, alignment  0/ 0:	21.2314	16.6311	15.9011	23.5069	20.6916
Length  512, n  256, alignment  0/ 0:	19.7964	15.4653	15.1227	18.9276	19.3288
Length  128, n  256, alignment  3/ 2:	20.8592	17.451	16.5159	24.3557	21.5804
Length  512, n  256, alignment  3/ 2:	24.3239	21.0975	20.6951	23.4521	24.6065
Length  256, n  512, alignment  0/ 0:	29.6834	24.3142	23.4723	29.3719	28.6983
Length 1024, n  512, alignment  0/ 0:	29.3819	19.7594	20.2201	30.2865	32.6899
Length  256, n  512, alignment  2/ 4:	30.2141	26.842	26.2139	31.2236	30.4251
Length 1024, n  512, alignment  2/ 4:	32.692	26.5951	27.0346	34.5073	33.0077
Length  512, n 1024, alignment  0/ 0:	44.4988	30.6664	29.6136	45.3663	43.4881
Length 2048, n 1024, alignment  0/ 0:	48.0417	28.3667	29.5697	52.5526	48.576
Length  512, n 1024, alignment  1/ 6:	51.4504	32.8647	29.9199	45.5796	51.0429
Length 2048, n 1024, alignment  1/ 6:	54.3099	41.229	36.3265	55.9063	55.6988
