                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.255	5.81726	6.33887	5.62488	5.63354
Length    0, alignments in bytes  0/ 0:	11.2496	5.80261	6.3324	5.63855	5.6261
Length    0, alignments in bytes  0/ 0:	11.5081	6.18286	6.17822	5.48474	5.49536
Length    0, alignments in bytes  0/ 0:	10.9706	5.6499	6.17798	5.4895	5.4856
Length    1, alignments in bytes  0/ 0:	10.7314	6.1825	6.86011	5.49146	5.49744
Length    1, alignments in bytes  0/ 0:	10.7493	6.1781	6.87292	5.49194	5.50281
Length    1, alignments in bytes  0/ 1:	10.5934	6.18286	6.8551	5.49182	5.48511
Length    1, alignments in bytes  1/ 0:	10.9731	6.17175	6.8645	5.4845	5.23303
Length    2, alignments in bytes  0/ 0:	10.3243	6.86536	6.86035	6.62317	8.25293
Length    2, alignments in bytes  0/ 0:	10.2914	6.86255	6.86731	6.60437	6.86743
Length    2, alignments in bytes  0/ 2:	10.2919	6.8595	6.8656	6.60779	6.86108
Length    2, alignments in bytes  2/ 0:	10.2882	6.86353	6.85706	5.49194	6.20117
Length    3, alignments in bytes  0/ 0:	10.9773	6.17358	6.86499	5.49402	6.86902
Length    3, alignments in bytes  0/ 0:	10.9852	6.18213	6.86951	5.49121	6.88013
Length    3, alignments in bytes  0/ 3:	10.9738	6.18042	6.85498	5.49329	6.86951
Length    3, alignments in bytes  3/ 0:	10.973	6.16809	6.86426	5.48474	8.9198
Length    4, alignments in bytes  0/ 0:	10.973	8.5769	8.53589	6.28284	8.92432
Length    4, alignments in bytes  0/ 0:	10.9745	8.57129	8.52356	6.30066	8.92456
Length    4, alignments in bytes  0/ 4:	10.9727	6.49377	6.86499	6.28857	8.92529
Length    4, alignments in bytes  4/ 0:	10.9819	6.17004	6.86304	5.49072	8.28613
Length    5, alignments in bytes  0/ 0:	10.9741	8.56836	8.53223	7.10706	9.89307
Length    5, alignments in bytes  0/ 0:	10.972	8.57202	8.52356	7.10486	9.87524
Length    5, alignments in bytes  0/ 5:	10.9729	6.50635	6.86377	6.17419	8.91431
Length    5, alignments in bytes  5/ 0:	10.9694	6.17834	6.86121	6.1759	9.98535
Length    6, alignments in bytes  0/ 0:	10.974	8.57471	8.53735	7.87305	12.3602
Length    6, alignments in bytes  0/ 0:	10.9745	8.57275	8.51282	7.87695	12.3503
Length    6, alignments in bytes  0/ 6:	10.9718	6.49792	6.86548	6.1311	12.338
Length    6, alignments in bytes  6/ 0:	10.9706	6.1687	10.7649	8.4248	12.9187
Length    7, alignments in bytes  0/ 0:	17.8495	10.5691	11.7388	8.4801	15.803
Length    7, alignments in bytes  0/ 0:	17.627	9.0675	8.6228	7.07275	13.4695
Length    7, alignments in bytes  0/ 7:	11.8157	6.49597	6.8811	5.49231	12.6617
Length    7, alignments in bytes  7/ 0:	17.9216	6.18701	6.85291	5.48877	11.6741
Length    8, alignments in bytes  0/ 0:	15.573	10.4684	11.2812	8.49829	14.3142
Length    8, alignments in bytes  0/ 0:	13.5172	8.7334	8.60669	6.28784	6.18164
Length    8, alignments in bytes  0/ 0:	10.9725	8.78345	8.61255	6.27429	6.19324
Length    8, alignments in bytes  0/ 0:	10.9718	8.73694	8.60083	6.27783	6.20483
Length    9, alignments in bytes  0/ 0:	10.9718	8.75342	8.59485	7.12793	6.7229
Length    9, alignments in bytes  0/ 0:	11.2374	8.92542	8.60095	7.11597	6.33984
Length    9, alignments in bytes  0/ 1:	10.9735	8.72803	8.59998	7.54224	7.14282
Length    9, alignments in bytes  1/ 0:	10.9717	8.74658	8.61304	7.47156	14.4604
Length   10, alignments in bytes  0/ 0:	10.9727	8.74353	8.58838	7.87573	7.56042
Length   10, alignments in bytes  0/ 0:	10.9725	8.73145	8.59827	7.88135	7.55383
Length   10, alignments in bytes  0/ 2:	10.9723	8.74426	8.59729	7.72131	8.03137
Length   10, alignments in bytes  2/ 0:	10.9712	8.71777	8.61206	7.61951	15.3563
Length   11, alignments in bytes  0/ 0:	10.972	9.51538	8.91162	7.19226	8.18262
Length   11, alignments in bytes  0/ 0:	10.972	8.74133	8.60938	7.18982	8.18262
Length   11, alignments in bytes  0/ 3:	10.9718	8.7384	8.60095	7.72595	8.95593
Length   11, alignments in bytes  3/ 0:	10.972	8.71509	8.61804	7.6106	16.4658
Length   12, alignments in bytes  0/ 0:	10.9718	8.7406	8.59741	7.88	9.61768
Length   12, alignments in bytes  0/ 0:	11.0137	8.75818	8.5979	7.86853	9.61108
Length   12, alignments in bytes  0/ 4:	10.9993	8.41003	8.32666	7.91138	9.60352
Length   12, alignments in bytes  4/ 0:	10.9708	8.43347	8.22693	7.62573	11.6639
Length   13, alignments in bytes  0/ 0:	10.9713	8.76587	8.61267	7.86682	11.933
Length   13, alignments in bytes  0/ 0:	10.9727	8.73267	8.58777	7.86926	11.9684
Length   13, alignments in bytes  0/ 5:	10.9872	8.46704	8.23853	7.9292	10.6451
Length   13, alignments in bytes  5/ 0:	10.9705	8.42725	8.22876	7.61658	12.6635
Length   14, alignments in bytes  0/ 0:	10.9727	8.73364	8.60217	7.88086	13.2434
Length   14, alignments in bytes  0/ 0:	10.972	8.73267	10.8798	7.87451	13.274
Length   14, alignments in bytes  0/ 6:	10.9993	8.41431	8.23901	7.92322	13.0199
Length   14, alignments in bytes  6/ 0:	10.9719	8.41553	8.23755	7.62036	12.9801
Length   15, alignments in bytes  0/ 0:	10.9763	7.6272	7.73535	5.48853	13.0295
Length   15, alignments in bytes  0/ 0:	10.9833	7.61267	7.66736	5.50037	13.042
Length   15, alignments in bytes  0/ 7:	10.9703	8.45447	8.23694	5.49292	13.0271
Length   15, alignments in bytes  7/ 0:	10.9725	8.43152	8.21936	5.48779	12.6437
Length   16, alignments in bytes  0/ 0:	10.9703	8.72009	8.60608	6.1759	6.94434
Length   16, alignments in bytes  7/ 2:	10.9708	8.71912	8.61951	6.17639	13.7994
Length   32, alignments in bytes  0/ 0:	10.9772	6.87866	8.23755	7.57178	9.91138
Length   32, alignments in bytes  6/ 4:	11.6456	6.87537	8.23438	11.4559	16.027
Length   64, alignments in bytes  0/ 0:	13.0533	8.9259	8.38245	9.00024	15.3643
Length   64, alignments in bytes  5/ 6:	15.4873	13.8192	14.3621	12.5043	25.2861
Length  128, alignments in bytes  0/ 0:	17.0656	9.68188	10.5963	13.6587	26.1
Length  128, alignments in bytes  4/ 0:	19.1758	10.6179	12.3624	15.2284	33.0479
Length  256, alignments in bytes  0/ 0:	23.2294	14.5602	17.1399	17.9802	51.989
Length  256, alignments in bytes  3/ 2:	25.042	15.25	18.3312	19.9762	59.2046
Length  512, alignments in bytes  0/ 0:	30.6249	19.5312	21.2961	27.8403	103.182
Length  512, alignments in bytes  2/ 4:	34.2269	22.4496	30.5431	32.3418	147.935
Length 1024, alignments in bytes  0/ 0:	52.9066	28.467	28.7996	47.6401	230.918
Length 1024, alignments in bytes  1/ 6:	65.7063	40.4395	35.7118	48.1449	310.694
Length   16, alignments in bytes  1/ 2:	14.0781	8.72839	8.63086	6.18164	17.6257
Length   16, alignments in bytes  2/ 1:	10.9761	8.75745	8.61902	6.17188	15.6182
Length   16, alignments in bytes  1/ 1:	10.972	8.71265	8.61133	6.17029	14.9746
Length   16, alignments in bytes  1/ 1:	10.9706	8.72839	8.61438	6.16772	14.959
Length   32, alignments in bytes  2/ 4:	12.3556	8.27551	8.37488	10.3347	24.3873
Length   32, alignments in bytes  4/ 2:	12.3385	6.86523	6.85938	11.3696	17.0007
Length   32, alignments in bytes  2/ 2:	12.3417	6.86584	6.86487	9.85999	16.5663
Length   32, alignments in bytes  2/ 2:	12.3429	6.85779	6.86804	9.87756	16.5262
Length   64, alignments in bytes  3/ 6:	15.5446	9.89453	9.97937	11.035	28.4949
Length   64, alignments in bytes  6/ 3:	15.4393	11.5809	11.6262	12.6967	19.6064
Length   64, alignments in bytes  3/ 3:	15.1877	8.62744	9.1134	9.85962	21.5211
Length   64, alignments in bytes  3/ 3:	15.1781	8.60571	9.08044	9.72534	21.5223
Length  128, alignments in bytes  4/ 0:	19.1857	10.6238	12.1509	15.2052	33.6324
Length  128, alignments in bytes  0/ 4:	20.6654	11.2068	12.8068	14.5822	35.3361
Length  128, alignments in bytes  4/ 4:	20.4591	14.391	13.0548	14.7925	33.6407
Length  128, alignments in bytes  4/ 4:	20.449	14.3811	13.0715	14.792	33.7002
Length  256, alignments in bytes  5/ 2:	24.8674	15.7228	19.8817	20.8981	58.3976
Length  256, alignments in bytes  2/ 5:	26.1318	17.7098	21.1952	20.9348	81.0809
