                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.7367	5.78479	5.72595	6.19202	5.62622
Length    0, alignments in bytes  0/ 0:	10.6844	5.77649	5.72021	5.63928	5.63135
Length    0, alignments in bytes  0/ 0:	10.6115	5.76575	5.72046	5.62341	5.63452
Length    0, alignments in bytes  0/ 0:	10.6537	5.78088	5.72095	5.6261	5.6189
Length    1, alignments in bytes  0/ 0:	10.933	5.49792	5.43579	5.37537	5.35986
Length    1, alignments in bytes  0/ 0:	10.3597	6.0365	5.44446	5.35974	5.36865
Length    1, alignments in bytes  0/ 1:	9.72546	5.48926	5.44397	5.35266	5.36865
Length    1, alignments in bytes  1/ 0:	9.81287	6.02319	5.45215	5.35266	5.08752
Length    2, alignments in bytes  0/ 0:	9.82666	6.1571	6.17383	6.45068	6.7002
Length    2, alignments in bytes  0/ 0:	9.93323	6.1604	6.18115	6.4209	6.71228
Length    2, alignments in bytes  0/ 2:	9.59729	6.08752	6.11377	6.43726	6.6925
Length    2, alignments in bytes  2/ 0:	9.66992	5.36426	5.35632	5.3595	6.7113
Length    3, alignments in bytes  0/ 0:	10.0918	6.02588	5.37231	5.35706	6.70911
Length    3, alignments in bytes  0/ 0:	10.1722	4.74963	5.38928	5.36072	6.70532
Length    3, alignments in bytes  0/ 3:	10.0609	5.36792	5.35632	5.36646	6.69348
Length    3, alignments in bytes  3/ 0:	10.099	5.35913	5.35938	5.35559	8.71924
Length    4, alignments in bytes  0/ 0:	10.0869	8.37671	8.37402	6.14673	8.71851
Length    4, alignments in bytes  0/ 0:	10.0438	8.3811	8.37744	6.15015	8.71069
Length    4, alignments in bytes  0/ 4:	10.0571	6.34009	6.40686	6.14197	8.70264
Length    4, alignments in bytes  4/ 0:	10.0421	5.35278	5.36157	5.35706	8.72107
Length    5, alignments in bytes  0/ 0:	10.4967	8.36304	8.37292	6.96411	9.56775
Length    5, alignments in bytes  0/ 0:	10.166	8.3634	8.36707	6.96106	9.57385
Length    5, alignments in bytes  0/ 5:	10.5045	6.33447	6.38831	6.14355	8.70251
Length    5, alignments in bytes  5/ 0:	10.0399	5.35364	5.36499	5.35632	8.72131
Length    6, alignments in bytes  0/ 0:	10.0433	8.37598	8.37451	7.69055	12.0607
Length    6, alignments in bytes  0/ 0:	10.0999	8.36206	8.36658	7.69006	12.0532
Length    6, alignments in bytes  0/ 6:	10.1061	6.34009	6.40637	5.98779	12.0406
Length    6, alignments in bytes  6/ 0:	10.0397	5.3645	5.35217	5.36328	9.40027
Length    7, alignments in bytes  0/ 0:	10.4711	7.34277	7.26685	5.37964	12.0615
Length    7, alignments in bytes  0/ 0:	10.314	7.79602	7.39868	5.91138	12.0546
