                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	11.4521	8.47469	11.9158	9.25877	11.0686
Length   16, n   16, alignment  1/ 1:	12.1763	7.57785	7.55241	6.92426	11.2054
Length   16, n   16, alignment  1/ 2:	11.9086	7.55916	7.57079	6.85293	11.2069
Length   16, n   16, alignment  2/ 1:	12.0348	7.72992	7.61344	6.85294	11.2447
Length    2, n    4, alignment  7/ 2:	13.8039	11.2247	13.0207	11.533	13.0259
Length    4, n    2, alignment  2/ 7:	10.6596	7.53843	8.25127	6.85305	10.8332
Length    2, n    4, alignment  7/ 2:	13.2016	11.0073	13.0207	11.6497	13.0568
Length    4, n    2, alignment  2/ 7:	11.0672	7.5385	8.22853	6.75387	11.3866
Length   16, n   16, alignment  2/ 2:	11.6513	7.53831	7.54352	6.85304	11.1305
Length   16, n   16, alignment  2/ 2:	11.6514	7.57667	7.54343	6.85289	11.1306
Length   16, n   16, alignment  2/ 4:	11.7985	7.70905	7.53825	6.96575	11.2911
Length   16, n   16, alignment  4/ 2:	11.9143	7.6587	7.57267	6.8529	11.0423
Length    4, n    8, alignment  6/ 4:	14.2077	12.139	11.9591	11.65	13.9533
Length    8, n    4, alignment  4/ 6:	11.1556	7.78821	8.24771	6.8584	11.6829
Length    4, n    8, alignment  6/ 4:	14.4534	11.8701	11.9648	11.6501	13.97
Length    8, n    4, alignment  4/ 6:	11.0367	7.55552	8.22376	6.85815	11.1124
Length   16, n   16, alignment  3/ 3:	11.6886	7.70757	7.5542	6.85876	11.0984
Length   16, n   16, alignment  3/ 3:	11.6911	7.55556	7.53825	6.85839	11.3002
Length   16, n   16, alignment  3/ 6:	11.8092	7.64564	7.61148	6.93508	11.2259
Length   16, n   16, alignment  6/ 3:	11.6562	7.7362	7.66026	6.85294	11.1553
Length    8, n   16, alignment  5/ 6:	14.2626	11.1183	10.1547	11.5434	14.267
Length   16, n    8, alignment  6/ 5:	11.2037	8.2236	7.54336	6.85311	11.4089
Length    8, n   16, alignment  5/ 6:	14.1163	11.1552	10.1757	11.6549	14.0239
Length   16, n    8, alignment  6/ 5:	11.1139	8.39949	7.65991	6.85304	11.2096
Length   16, n   16, alignment  4/ 4:	11.7202	7.65751	7.54319	6.91603	11.3644
Length   16, n   16, alignment  4/ 4:	11.894	7.73833	7.53827	6.85291	11.0338
Length   16, n   16, alignment  4/ 0:	11.7113	7.74919	7.59688	6.8529	11.2117
Length   16, n   16, alignment  0/ 4:	11.7527	7.71777	7.53828	6.85294	11.2362
Length   16, n   32, alignment  4/ 0:	15.2094	10.5423	10.7033	11.6501	14.1045
Length   32, n   16, alignment  0/ 4:	11.822	6.86041	6.85303	6.85299	11.2213
Length   16, n   32, alignment  4/ 0:	14.9997	10.6533	10.5318	11.6503	14.1593
Length   32, n   16, alignment  0/ 4:	11.6724	6.97206	7.01967	6.87397	11.0749
Length   16, n   16, alignment  5/ 5:	11.8593	7.73191	7.54819	6.85289	11.235
Length   16, n   16, alignment  5/ 5:	11.8019	7.55107	7.53825	6.85805	11.1085
Length   16, n   16, alignment  5/ 2:	11.9472	7.72673	7.56062	6.85745	11.1313
Length   16, n   16, alignment  2/ 5:	11.8104	7.72669	7.72663	6.87757	11.297
Length   32, n   64, alignment  3/ 2:	17.9994	9.91382	10.2798	12.5611	18.813
Length   64, n   32, alignment  2/ 3:	10.5086	7.80954	7.74334	7.45798	10.2421
Length   32, n   64, alignment  3/ 2:	18.7271	10.4468	10.4327	12.5767	18.4641
Length   64, n   32, alignment  2/ 3:	10.367	7.74061	7.74361	7.65268	10.3847
Length   16, n   16, alignment  6/ 6:	11.9961	7.72697	7.72743	7.04038	11.2874
Length   16, n   16, alignment  6/ 6:	11.9585	7.72667	7.72714	7.04021	11.3328
Length   16, n   16, alignment  6/ 4:	11.98	8.06388	7.8198	6.85289	11.2114
Length   16, n   16, alignment  4/ 6:	11.9389	7.74302	7.73232	7.02429	11.269
Length   64, n  128, alignment  2/ 4:	16.2619	14.244	13.9502	16.0386	16.4816
Length  128, n   64, alignment  4/ 2:	13.4776	10.1011	10.4155	11.6063	12.965
Length   64, n  128, alignment  2/ 4:	16.6516	14.0543	13.907	16.0642	16.5418
Length  128, n   64, alignment  4/ 2:	12.8647	9.33911	10.5327	11.6245	12.7545
Length   16, n   16, alignment  7/ 7:	12.0303	7.74881	7.74435	7.02959	11.2624
Length   16, n   16, alignment  7/ 7:	11.8734	7.61017	7.58979	6.962	11.3806
Length   16, n   16, alignment  7/ 6:	11.8477	7.71501	7.54326	6.85289	11.18
Length   16, n   16, alignment  6/ 7:	11.9413	7.61275	7.54355	6.85295	11.2764
Length  128, n  256, alignment  1/ 6:	21.4264	17.5893	17.0893	24.7014	21.1253
Length  256, n  128, alignment  6/ 1:	16.1481	13.4799	13.2564	19.7087	16.0912
Length  128, n  256, alignment  1/ 6:	21.6021	17.6614	17.5076	24.8941	20.9066
Length  256, n  128, alignment  6/ 1:	16.0703	13.5995	13.2253	19.7268	16.0411
Length    8, n   16, alignment  0/ 0:	14.3738	11.2445	10.2499	11.6549	14.0584
Length   32, n   16, alignment  0/ 0:	11.8042	6.93166	6.93326	6.85294	11.0297
Length    8, n   16, alignment  7/ 2:	14.3061	11.6076	11.4719	11.6549	14.2233
Length   32, n   16, alignment  7/ 2:	11.674	7.53831	7.54292	6.85297	11.2615
Length   16, n   32, alignment  0/ 0:	14.514	9.70125	9.73132	11.6551	14.1849
Length   64, n   32, alignment  0/ 0:	10.1939	7.57511	7.54344	6.85309	10.1447
Length   16, n   32, alignment  6/ 4:	15.1967	10.7418	10.5244	11.6545	14.3543
Length   64, n   32, alignment  6/ 4:	10.493	7.72674	7.62326	6.853	10.0175
Length   32, n   64, alignment  0/ 0:	15.0432	10.536	10.424	11.9453	14.606
Length  128, n   64, alignment  0/ 0:	14.0537	8.42916	8.24163	9.36075	12.8959
Length   32, n   64, alignment  5/ 6:	16.5584	11.6414	11.6539	13.2027	16.9627
Length  128, n   64, alignment  5/ 6:	13.8767	10.4892	10.3798	12.5237	12.5004
Length   64, n  128, alignment  0/ 0:	16.0073	13.0252	13.3524	14.9078	15.651
Length  256, n  128, alignment  0/ 0:	14.8357	10.4799	10.0425	14.1249	15.9909
Length   64, n  128, alignment  4/ 0:	15.9438	13.6266	13.4331	15.8672	15.7814
Length  256, n  128, alignment  4/ 0:	16.0304	13.3293	12.2405	18.5727	15.8185
Length  128, n  256, alignment  0/ 0:	19.5265	16.0781	15.5714	22.6467	18.9824
Length  512, n  256, alignment  0/ 0:	18.3632	15.6033	14.9433	18.4557	18.8417
Length  128, n  256, alignment  3/ 2:	22.1859	17.1316	16.9331	23.839	22.7775
Length  512, n  256, alignment  3/ 2:	23.4468	20.8544	20.6354	23.3858	23.7884
Length  256, n  512, alignment  0/ 0:	27.3496	23.9905	23.5266	28.6952	27.5855
Length 1024, n  512, alignment  0/ 0:	29.3285	19.48	19.7141	30.097	29.4152
Length  256, n  512, alignment  2/ 4:	30.2226	26.8555	25.9535	30.6457	29.3409
Length 1024, n  512, alignment  2/ 4:	31.3605	25.7807	27.01	35.3114	31.5443
Length  512, n 1024, alignment  0/ 0:	45.4097	30.7014	29.0573	47.3568	44.6436
Length 2048, n 1024, alignment  0/ 0:	47.1359	28.3993	29.7604	59.0299	47.0945
Length  512, n 1024, alignment  1/ 6:	54.696	32.9025	32.375	49.1077	54.9993
Length 2048, n 1024, alignment  1/ 6:	49.2695	41.3734	37.0838	58.3541	51.5586
