                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.0428	5.51025	5.44226	5.37122	5.35828
Length    0, alignments in bytes  0/ 0:	10.0448	5.51428	5.44641	8.28931	5.95483
Length    0, alignments in bytes  0/ 0:	10.4347	5.64294	6.5387	5.36877	5.34888
Length    0, alignments in bytes  0/ 0:	10.04	5.48083	5.44006	5.36157	5.34949
Length    1, alignments in bytes  0/ 0:	10.3229	5.49377	5.44763	5.36011	5.81006
Length    1, alignments in bytes  0/ 0:	10.0309	5.3595	5.31641	5.23608	5.24817
Length    1, alignments in bytes  0/ 1:	9.7251	5.34863	5.31641	5.22546	5.24048
Length    1, alignments in bytes  1/ 0:	9.58716	6.5376	5.32251	5.22778	4.9325
Length    2, alignments in bytes  0/ 0:	9.62817	6.01697	6.03577	6.30408	6.5437
Length    2, alignments in bytes  0/ 0:	9.69202	6.01599	6.02832	6.26733	6.55481
Length    2, alignments in bytes  0/ 2:	9.7959	5.81079	5.84448	6.12488	6.39722
Length    2, alignments in bytes  2/ 0:	9.20593	5.75684	5.1145	5.11719	6.39697
Length    3, alignments in bytes  0/ 0:	9.68787	4.53723	5.11719	5.12366	6.39893
Length    3, alignments in bytes  0/ 0:	9.97449	5.76404	5.11475	5.12512	6.40015
Length    3, alignments in bytes  0/ 3:	9.58655	5.12036	5.11621	5.11792	6.39294
Length    3, alignments in bytes  3/ 0:	9.85278	5.74817	5.12	5.10754	8.32898
Length    4, alignments in bytes  0/ 0:	9.60205	7.99353	7.99304	5.86279	8.32129
Length    4, alignments in bytes  0/ 0:	9.61658	7.99609	7.99329	5.87024	8.31909
Length    4, alignments in bytes  0/ 4:	9.67004	6.04102	6.12244	5.85657	8.30774
Length    4, alignments in bytes  4/ 0:	9.5824	5.12463	5.1106	5.11926	8.95898
Length    5, alignments in bytes  0/ 0:	9.62671	7.9856	7.99121	6.63538	9.12659
Length    5, alignments in bytes  0/ 0:	9.64136	7.98218	7.98743	6.64478	9.11707
Length    5, alignments in bytes  0/ 5:	10.2786	6.18945	6.24451	5.9762	8.49683
Length    5, alignments in bytes  5/ 0:	9.80444	5.23926	5.22961	5.23474	9.50171
Length    6, alignments in bytes  0/ 0:	9.80994	8.17419	8.17126	7.5116	11.7756
Length    6, alignments in bytes  0/ 0:	9.80847	8.17761	8.17944	7.51013	11.7805
Length    6, alignments in bytes  0/ 6:	9.83362	6.18115	6.23975	5.84399	9.27014
Length    6, alignments in bytes  6/ 0:	9.80444	5.24023	5.22961	5.2373	9.17822
Length    7, alignments in bytes  0/ 0:	9.93994	7.1698	7.05542	5.2417	11.7786
Length    7, alignments in bytes  0/ 0:	9.88196	7.16309	7.04578	5.24817	11.7736
Length    7, alignments in bytes  0/ 7:	9.98743	6.69922	6.55762	5.4989	12.3439
Length    7, alignments in bytes  7/ 0:	10.5354	5.49243	5.48621	5.49023	12.36
Length    8, alignments in bytes  0/ 0:	10.7179	9.12573	8.58398	6.29126	5.54846
Length    8, alignments in bytes  0/ 0:	10.5886	8.89551	8.58337	6.30566	5.51404
Length    8, alignments in bytes  0/ 0:	16.147	10.9114	9.86755	8.36218	9.88892
Length    8, alignments in bytes  0/ 0:	12.5385	10.0876	13.2468	8.48413	9.552
Length    9, alignments in bytes  0/ 0:	13.947	8.849	9.58594	8.61084	13.7017
Length    9, alignments in bytes  0/ 0:	12.1541	9.32642	8.57971	7.12744	6.42896
Length    9, alignments in bytes  0/ 1:	10.3401	8.81909	8.79736	7.198	6.81177
Length    9, alignments in bytes  1/ 0:	9.88391	8.37927	8.18689	7.13879	13.8177
Length   10, alignments in bytes  0/ 0:	9.95935	8.45422	8.17676	7.51062	8.06689
Length   10, alignments in bytes  0/ 0:	9.94714	8.49524	8.17249	7.5116	6.94495
Length   10, alignments in bytes  0/ 2:	9.89807	8.37598	8.17383	7.33655	7.66223
Length   10, alignments in bytes  2/ 0:	10.0837	8.35913	8.18738	7.25732	14.3152
Length   11, alignments in bytes  0/ 0:	10.2117	8.45459	8.17322	6.86633	7.75378
Length   11, alignments in bytes  0/ 0:	9.89465	8.4248	8.17224	6.8562	7.75928
