                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.8643	22.2585	22.5962	21.8712	13.6334
Length    0/   0, alignment  0/ 0:	23.1044	21.797	34.7986	21.5669	13.3195
Length    0/   0, alignment  0/ 0:	21.8531	20.6047	21.4963	20.0332	12.6408
Length    0/   0, alignment  0/ 0:	21.8533	20.6047	21.627	19.6137	12.6919
Length    1/   1, alignment  0/ 0:	21.8881	20.6047	21.3645	19.5074	14.5984
Length    1/   1, alignment  0/ 0:	21.8972	20.9428	21.4307	19.4687	13.7367
Length    1/   1, alignment  0/ 1:	21.8534	21.0382	21.229	19.4594	6.57722
Length    1/   1, alignment  1/ 0:	21.888	20.9672	21.3524	19.5002	13.7366
Length    2/   2, alignment  0/ 0:	22.1745	21.2289	21.8537	20.1114	14.7363
Length    2/   2, alignment  0/ 0:	22.0896	21.2406	22.213	20.6852	14.4113
Length    2/   2, alignment  0/ 2:	22.2192	21.7117	22.2328	20.3659	8.74301
Length    2/   2, alignment  2/ 0:	21.853	21.2286	22.7928	20.5813	14.5305
Length    3/   3, alignment  0/ 0:	22.3684	21.0956	21.452	19.4498	14.5351
Length    3/   3, alignment  0/ 0:	22.2054	21.0904	21.6613	19.5305	14.5375
Length    3/   3, alignment  0/ 3:	22.1625	20.6047	21.2289	19.4766	10.6246
Length    3/   3, alignment  3/ 0:	22.016	21.0724	21.5399	19.4492	16.3264
Length    4/   4, alignment  0/ 0:	22.6957	21.7547	22.5779	20.5577	16.7567
Length    4/   4, alignment  0/ 0:	22.0386	21.7414	22.5957	20.1353	16.3995
Length    4/   4, alignment  0/ 4:	22.3239	22.1092	22.2145	20.0518	13.7372
Length    4/   4, alignment  4/ 0:	22.1228	21.7659	22.5782	20.4042	17.6924
Length    5/   5, alignment  0/ 0:	22.2705	21.7436	22.578	20.4042	17.2518
Length    5/   5, alignment  0/ 0:	22.0566	21.746	22.5778	20.5988	17.6471
Length    5/   5, alignment  0/ 5:	22.7608	21.7112	22.5729	20.1186	14.9915
Length    5/   5, alignment  5/ 0:	22.0996	21.3029	22.5781	20.6011	18.1749
Length    6/   6, alignment  0/ 0:	22.1298	21.682	22.5778	20.2055	17.8074
Length    6/   6, alignment  0/ 0:	22.9495	21.7453	22.5781	20.1975	17.8446
Length    6/   6, alignment  0/ 6:	22.0049	21.5921	22.5966	20.27	17.004
Length    6/   6, alignment  6/ 0:	22.3756	21.7401	22.4067	20.1045	18.5715
Length    7/   7, alignment  0/ 0:	22.5194	21.8014	22.5782	19.6898	17.6648
Length    7/   7, alignment  0/ 0:	22.1661	21.7472	22.4114	19.447	17.6771
Length    7/   7, alignment  0/ 7:	22.5294	21.7113	22.5255	19.4849	17.6044
Length    7/   7, alignment  7/ 0:	22.5212	21.7145	22.1674	19.4811	18.3594
Length    8/   8, alignment  0/ 0:	22.6492	21.7283	22.4402	20.5243	15.0731
Length    8/   8, alignment  0/ 0:	22.6315	21.7118	22.2935	20.0536	14.9878
Length    8/   8, alignment  0/ 0:	22.792	21.711	22.2704	20.0546	15.3179
Length    8/   8, alignment  0/ 0:	22.0921	21.2288	22.0839	20.4128	14.9859
Length    9/   9, alignment  0/ 0:	22.1794	21.2291	22.7298	20.2564	14.9873
Length    9/   9, alignment  0/ 0:	22.0748	21.2641	21.9425	20.1185	14.9869
Length    9/   9, alignment  0/ 1:	22.5804	21.5841	22.1268	20.1215	15.6115
Length    9/   9, alignment  1/ 0:	22.3277	21.7116	22.4288	20.1029	20.9001
Length   10/  10, alignment  0/ 0:	22.7272	21.7115	22.3473	20.1131	15.6923
Length   10/  10, alignment  0/ 0:	22.7024	21.711	22.4929	20.5472	15.6987
Length   10/  10, alignment  0/ 2:	22.1827	21.3656	22.3101	20.5712	16.4094
Length   10/  10, alignment  2/ 0:	22.2513	21.2287	22.3799	20.3248	20.4553
Length   11/  11, alignment  0/ 0:	22.4273	21.711	22.5324	20.65	16.476
Length   11/  11, alignment  0/ 0:	22.344	21.7117	22.4671	20.5482	16.4702
Length   11/  11, alignment  0/ 3:	22.1206	21.229	21.9137	20.0925	17.0204
Length   11/  11, alignment  3/ 0:	22.5842	21.7306	22.1291	20.0901	20.4983
Length   12/  12, alignment  0/ 0:	22.6624	21.771	22.5491	20.0762	17.07
Length   12/  12, alignment  0/ 0:	22.6863	21.7112	22.3979	20.1325	17.0636
Length   12/  12, alignment  0/ 4:	22.124	21.2286	22.5806	20.4773	16.3222
Length   12/  12, alignment  4/ 0:	22.4347	21.7286	22.1606	20.0948	18.2103
Length   13/  13, alignment  0/ 0:	22.332	21.7709	22.4884	20.565	18.144
Length   13/  13, alignment  0/ 0:	22.8769	22.0226	22.4121	20.5886	17.979
Length   13/  13, alignment  0/ 5:	22.4308	21.7117	22.3865	20.2818	16.8586
Length   13/  13, alignment  5/ 0:	22.2695	21.7115	22.454	20.4297	18.6131
Length   14/  14, alignment  0/ 0:	22.2499	21.7292	22.4868	20.4869	18.4278
Length   14/  14, alignment  0/ 0:	22.3137	21.7712	22.3327	20.0905	18.4311
Length   14/  14, alignment  0/ 6:	22.4068	21.711	22.5646	20.0635	17.5836
Length   14/  14, alignment  6/ 0:	22.3307	21.7114	22.489	20.0997	18.9652
Length   15/  15, alignment  0/ 0:	22.7256	21.759	22.489	19.8916	18.2322
Length   15/  15, alignment  0/ 0:	22.7494	21.7117	22.0775	19.4462	18.2333
Length   15/  15, alignment  0/ 7:	22.1633	21.6555	22.3716	19.511	18.2273
Length   15/  15, alignment  7/ 0:	22.4595	21.711	22.2532	19.5318	18.7513
Length   16/  16, alignment  0/ 0:	22.39	21.8113	22.2375	20.9704	15.8382
Length   16/  16, alignment  7/ 2:	22.597	21.7581	22.4562	21.3569	18.9013
Length   16/   4, alignment  0/ 0:	22.3636	21.7974	22.458	20.571	17.0867
Length   16/   4, alignment  7/ 2:	22.2143	21.7349	22.2571	20.0986	16.8591
Length   32/  32, alignment  0/ 0:	24.1989	23.7309	23.9093	22.3968	17.5873
Length   32/  32, alignment  6/ 4:	27.8841	25.5827	26.4545	25.7297	25.9704
Length   32/   8, alignment  0/ 0:	23.6273	22.7642	23.0684	21.8788	17.2442
Length   32/   8, alignment  6/ 4:	23.6573	22.8885	23.2232	22.5485	22.2995
Length   64/  64, alignment  0/ 0:	24.3698	25.3494	25.2407	23.9256	24.9934
Length   64/  64, alignment  5/ 6:	29.222	28.8927	29.5878	27.7145	34.3358
Length   64/  16, alignment  0/ 0:	28.3988	28.0978	26.5243	24.0448	21.4958
Length   64/  16, alignment  5/ 6:	28.0282	27.8025	28.274	26.9249	31.3195
Length  128/ 128, alignment  0/ 0:	25.6985	25.7844	26.6761	28.2609	45.2429
Length  128/ 128, alignment  4/ 0:	29.7967	28.9807	29.2131	31.1624	51.7693
Length  128/  32, alignment  0/ 0:	26.4932	26.286	26.8971	27.8751	38.5221
Length  128/  32, alignment  4/ 0:	31.9896	31.3811	31.5918	30.8418	52.73
Length  256/ 256, alignment  0/ 0:	35.0318	29.4571	30.6346	31.25	91.6946
Length  256/ 256, alignment  3/ 2:	39.7862	35.4205	37.0595	37.0519	101.972
Length  256/  64, alignment  0/ 0:	30.9353	30.476	30.6712	31.2581	70.4595
Length  256/  64, alignment  3/ 2:	35.8134	34.7957	35.368	35.9269	84.5156
Length  512/ 512, alignment  0/ 0:	47.597	32.9455	34.2383	48.5191	183.093
Length  512/ 512, alignment  2/ 4:	50.1444	44.0395	45.1616	53.7447	195.047
Length  512/ 128, alignment  0/ 0:	33.6534	33.0773	33.7045	40.3025	122.448
Length  512/ 128, alignment  2/ 4:	44.3049	43.6768	44.4555	52.9218	132.26
Length 1024/1024, alignment  0/ 0:	53.8427	50.7119	56.5245	79.474	403.972
Length 1024/1024, alignment  1/ 6:	60.5469	58.4205	59.8747	84.1096	413.679
Length 1024/ 256, alignment  0/ 0:	47.1016	41.1588	43.4132	73.8401	261.26
Length 1024/ 256, alignment  1/ 6:	65.2185	61.7492	62.1955	84.4579	270.131
Length   16/   1, alignment  1/ 2:	23.1291	22.8146	22.982	21.0479	19.9902
Length   16/   1, alignment  2/ 1:	23.1818	21.7514	22.4043	20.5851	15.9725
Length   16/  10, alignment  1/ 1:	22.6873	21.7317	22.5517	20.5824	27.9902
Length   16/  10, alignment  1/ 1:	22.3591	21.7516	22.4474	20.5653	27.6609
Length   32/   1, alignment  2/ 4:	22.6605	22.2411	22.9884	22.0104	23.2736
Length   32/   1, alignment  4/ 2:	23.7029	22.9064	23.2043	21.8153	16.5875
Length   32/  10, alignment  2/ 2:	23.4414	22.3694	22.9882	21.9901	30.5719
Length   32/  10, alignment  2/ 2:	22.6612	22.3901	22.9888	22.0548	30.6087
Length   64/   1, alignment  3/ 6:	27.4466	25.879	26.513	25.0073	28.3873
Length   64/   1, alignment  6/ 3:	26.5716	26.3659	26.9338	25.0218	20.2826
Length   64/  10, alignment  3/ 3:	28.2204	26.2449	27.0539	25.03	37.4095
Length   64/  10, alignment  3/ 3:	27.8007	25.6218	26.6529	24.9852	37.3701
Length  128/   1, alignment  4/ 0:	30.7356	30.2155	30.6611	30.3743	34.4449
Length  128/   1, alignment  0/ 4:	28.8124	28.2984	29.3636	28.7102	35.2527
