                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    9/   9, alignment  0/ 1:	28.4853	27.3166	28.1236	25.8925	20.0715
Length    9/   9, alignment  1/ 0:	28.5067	27.2941	28.3323	25.8908	26.8451
Length   10/  10, alignment  0/ 0:	28.3807	27.318	28.2112	25.8077	20.1881
Length   10/  10, alignment  0/ 0:	28.5462	27.2943	28.4018	25.8527	20.185
Length   10/  10, alignment  0/ 2:	28.4816	27.316	28.1242	25.8579	20.9094
Length   10/  10, alignment  2/ 0:	28.382	27.3696	28.251	25.8447	26.413
Length   11/  11, alignment  0/ 0:	28.5175	27.3282	28.168	25.7521	20.9387
Length   11/  11, alignment  0/ 0:	28.5444	27.2944	28.3896	25.8263	20.9083
Length   11/  11, alignment  0/ 3:	28.5593	27.294	28.4203	26.0116	21.8229
Length   11/  11, alignment  3/ 0:	28.3857	27.2943	28.1915	25.8305	26.406
Length   12/  12, alignment  0/ 0:	28.4047	27.2944	28.1503	25.8774	21.8915
Length   12/  12, alignment  0/ 0:	28.4146	27.3166	28.2701	25.8133	21.9622
Length   12/  12, alignment  0/ 4:	28.4348	27.2944	28.3086	25.7325	20.8737
Length   12/  12, alignment  4/ 0:	28.4213	27.3216	28.211	25.8172	23.453
Length   13/  13, alignment  0/ 0:	28.4741	27.2945	28.4931	25.8321	22.7899
Length   13/  13, alignment  0/ 0:	28.4648	27.4048	28.2102	25.849	22.8654
Length   13/  13, alignment  0/ 5:	28.4433	27.294	28.1423	25.7709	21.6761
Length   13/  13, alignment  5/ 0:	28.5111	27.2942	28.2112	25.8279	23.9369
Length   14/  14, alignment  0/ 0:	28.3664	27.2941	28.482	25.813	23.6904
Length   14/  14, alignment  0/ 0:	28.5726	27.2944	28.2686	25.8584	23.6759
Length   14/  14, alignment  0/ 6:	28.4158	27.3159	28.0971	25.7583	22.4935
Length   14/  14, alignment  6/ 0:	28.5471	27.2941	28.166	25.8651	24.2156
Length   15/  15, alignment  0/ 0:	28.4966	27.316	28.1999	24.999	23.3326
Length   15/  15, alignment  0/ 0:	28.3369	27.2942	28.3457	25.079	23.4137
Length   15/  15, alignment  0/ 7:	28.3483	27.3779	28.097	25.0005	23.5859
Length   15/  15, alignment  7/ 0:	28.5423	27.2942	28.2863	25.0383	24.0409
Length   16/  16, alignment  0/ 0:	28.388	27.4029	28.1728	26.9797	20.0704
Length   16/  16, alignment  7/ 2:	28.3574	27.3112	28.2439	26.9832	24.8836
Length   16/   4, alignment  0/ 0:	28.3713	27.3293	28.2268	25.8847	21.4502
Length   16/   4, alignment  7/ 2:	28.3422	27.3467	28.1223	25.819	20.8023
Length   32/  32, alignment  0/ 0:	30.2212	29.7285	30.2544	28.3957	22.4799
Length   32/  32, alignment  6/ 4:	34.7115	32.1794	32.3652	31.4771	31.1312
Length   32/   8, alignment  0/ 0:	28.4687	27.4379	28.0974	26.7411	21.0755
Length   32/   8, alignment  6/ 4:	28.3647	27.3168	28.0971	27.5647	27.2091
Length   64/  64, alignment  0/ 0:	30.262	30.3348	30.671	29.3308	30.0363
Length   64/  64, alignment  5/ 6:	35.0358	34.5281	35.2327	33.7181	41.8407
Length   64/  16, alignment  0/ 0:	33.89	33.6722	32.2607	29.4064	26.2788
Length   64/  16, alignment  5/ 6:	34.1845	33.9773	34.6797	32.9131	39.0006
Length  128/ 128, alignment  0/ 0:	32.0281	30.867	31.9012	33.8666	53.982
Length  128/ 128, alignment  4/ 0:	34.7797	33.8643	34.8594	37.0344	61.935
Length  128/  32, alignment  0/ 0:	31.9494	30.7271	31.4304	33.2513	46.0541
Length  128/  32, alignment  4/ 0:	37.8575	36.8367	37.8791	36.7863	62.465
Length  256/ 256, alignment  0/ 0:	41.9399	35.2221	36.1367	36.9224	106.426
Length  256/ 256, alignment  3/ 2:	46.2679	41.3687	43.3017	43.0182	121.658
Length  256/  64, alignment  0/ 0:	36.0494	35.2004	36.0354	36.652	82.4925
Length  256/  64, alignment  3/ 2:	41.6143	41.1092	42.3139	43.1541	100.986
Length  512/ 512, alignment  0/ 0:	53.4617	38.2205	39.6584	55.3874	211.043
Length  512/ 512, alignment  2/ 4:	59.2758	50.806	51.7834	57.8098	226.767
Length  512/ 128, alignment  0/ 0:	39.0457	38.7701	39.2031	47.3114	141.831
Length  512/ 128, alignment  2/ 4:	51.9879	51.1354	52.0531	61.4311	157.551
Length 1024/1024, alignment  0/ 0:	61.9723	58.209	64.1993	93.216	467.77
Length 1024/1024, alignment  1/ 6:	72.0094	69.3511	69.4384	96.3096	488.491
Length 1024/ 256, alignment  0/ 0:	57.1456	47.6797	49.8076	85.814	306.564
Length 1024/ 256, alignment  1/ 6:	77.5066	72.273	73.2904	103.257	323.287
Length   16/   1, alignment  1/ 2:	27.6204	26.5574	27.4519	25.1372	23.8883
Length   16/   1, alignment  2/ 1:	28.0408	26.5668	27.4019	25.1464	20.3262
Length   16/  10, alignment  1/ 1:	27.6257	26.6315	27.4464	25.1315	34.3123
Length   16/  10, alignment  1/ 1:	27.6475	26.5606	27.4634	25.131	34.0475
Length   32/   1, alignment  2/ 4:	28.4421	27.317	28.0976	26.9068	28.7847
Length   32/   1, alignment  4/ 2:	28.7231	27.3382	28.2924	26.6849	20.3496
Length   32/  10, alignment  2/ 2:	28.2805	27.3167	28.0971	26.9146	37.7158
Length   32/  10, alignment  2/ 2:	28.5176	27.3167	28.097	26.8867	37.9051
Length   64/   1, alignment  3/ 6:	34.3345	31.3407	32.5561	30.5594	34.6623
Length   64/   1, alignment  6/ 3:	32.6965	32.3368	32.9061	30.6351	24.8274
Length   64/  10, alignment  3/ 3:	33.9989	31.3146	32.5838	30.5524	46.212
Length   64/  10, alignment  3/ 3:	33.9306	31.3176	32.4077	30.5871	46.0334
Length  128/   1, alignment  4/ 0:	37.3137	36.9178	37.489	37.1566	42.1033
Length  128/   1, alignment  0/ 4:	34.8539	33.9098	34.8647	34.2829	42.8763
Length  128/  10, alignment  4/ 4:	37.5495	36.3023	36.9034	36.445	66.562
Length  128/  10, alignment  4/ 4:	37.0856	36.3611	36.9633	36.442	66.4159
Length  256/   1, alignment  5/ 2:	39.2802	38.6087	39.3449	43.9621	69.0927
Length  256/   1, alignment  2/ 5:	42.3318	40.8514	41.7865	43.0848	94.8707
Length  256/  10, alignment  5/ 5:	42.0699	40.8343	41.6171	43.4728	109.233
Length  256/  10, alignment  5/ 5:	41.8328	40.86	41.6886	42.5771	109.147
Length  512/   1, alignment  6/ 4:	49.6385	47.963	49.227	60.4813	126.957
Length  512/   1, alignment  4/ 6:	51.9427	50.5694	51.4588	62.4388	169.342
Length  512/  10, alignment  6/ 6:	52.1087	50.5533	51.589	62.4418	199.617
Length  512/  10, alignment  6/ 6:	50.1705	50.5318	51.529	62.6748	199.529
Length 1024/   1, alignment  7/ 6:	49.9713	46.4562	47.4512	65.3966	282.181
Length 1024/   1, alignment  6/ 7:	73.3652	73.0434	74.0913	80.1285	352.101
Length 1024/  10, alignment  7/ 7:	73.6381	73.1482	74.2487	84.6868	416.528
Length 1024/  10, alignment  7/ 7:	72.7584	72.5669	74.3185	84.561	419.006
