                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	28.5029	26.4921	27.7952	25.4314	16.3405
Length    0/   0, alignment  0/ 0:	28.4475	26.5412	27.6635	25	16.4949
Length    0/   0, alignment  0/ 0:	28.251	26.4912	27.9265	24.9885	16.4424
Length    0/   0, alignment  0/ 0:	28.3931	26.8552	27.638	24.9886	16.4975
Length    1/   1, alignment  0/ 0:	28.1388	26.5393	27.7016	25.0057	17.6618
Length    1/   1, alignment  0/ 0:	28.3023	26.6036	27.4377	25.1144	17.7096
Length    1/   1, alignment  0/ 1:	28.4043	26.4919	27.2944	25.0479	8.49819
Length    1/   1, alignment  1/ 0:	28.097	26.4919	27.5469	25.0274	17.6612
Length    2/   2, alignment  0/ 0:	28.3269	27.2942	28.0971	25.8969	18.5275
Length    2/   2, alignment  0/ 0:	28.4592	27.2943	28.1458	25.8437	18.5291
Length    2/   2, alignment  0/ 2:	28.2972	27.2942	28.0971	25.9031	12.0437
Length    2/   2, alignment  2/ 0:	28.0973	27.2943	28.3991	25.8737	18.5347
Length    3/   3, alignment  0/ 0:	28.2623	26.492	27.2943	25.0377	18.6886
Length    3/   3, alignment  0/ 0:	28.2725	26.4913	27.3167	25.0096	18.6906
Length    3/   3, alignment  0/ 3:	28.2935	26.4919	27.2942	25.0089	13.6983
Length    3/   3, alignment  3/ 0:	28.0971	26.4914	27.3164	24.9977	20.9485
Length    4/   4, alignment  0/ 0:	28.2341	27.3784	28.3836	25.8235	21.108
Length    4/   4, alignment  0/ 0:	28.2278	27.3382	28.4057	25.8139	21.0694
Length    4/   4, alignment  0/ 4:	28.3635	27.2974	28.3837	25.8218	17.6853
Length    4/   4, alignment  4/ 0:	28.5043	27.3279	28.4063	25.7759	22.6777
Length    5/   5, alignment  0/ 0:	28.2827	27.3495	28.3835	25.8871	22.1551
Length    5/   5, alignment  0/ 0:	28.2363	27.3377	28.4055	25.8643	22.1839
Length    5/   5, alignment  0/ 5:	28.5207	27.2954	28.3834	25.9233	19.2734
Length    5/   5, alignment  5/ 0:	28.2449	27.3284	28.4096	25.8873	22.8216
Length    6/   6, alignment  0/ 0:	28.2603	27.3496	28.3842	25.8525	22.9381
Length    6/   6, alignment  0/ 0:	28.3136	27.3626	28.3842	25.8148	22.935
Length    6/   6, alignment  0/ 6:	28.6537	27.2947	28.3834	25.8756	21.9055
Length    6/   6, alignment  6/ 0:	28.2271	27.3534	28.384	25.8563	23.8101
Length    7/   7, alignment  0/ 0:	28.4108	27.3496	28.4073	24.9924	22.5168
Length    7/   7, alignment  0/ 0:	28.4987	27.3598	28.3839	25.0782	22.5527
Length    7/   7, alignment  0/ 7:	28.4058	27.2945	28.4145	24.9943	22.8714
Length    7/   7, alignment  7/ 0:	28.5839	27.2974	28.384	25.1097	23.5626
Length    8/   8, alignment  0/ 0:	28.3282	27.3781	28.3782	25.8085	19.2711
Length    8/   8, alignment  0/ 0:	28.4935	27.3696	28.3266	25.8316	19.2689
Length    8/   8, alignment  0/ 0:	28.4288	27.2942	28.3275	25.7916	19.2691
Length    8/   8, alignment  0/ 0:	28.5328	27.2942	28.437	25.822	19.2665
Length    9/   9, alignment  0/ 0:	28.3774	27.2945	28.4137	25.867	19.2716
Length    9/   9, alignment  0/ 0:	28.5505	27.3695	28.3947	25.892	19.2692
