                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	12.8729	6.6571	7.24133	6.44299	6.43555
Length    0, alignments in bytes  0/ 0:	12.8571	6.65234	7.23975	6.44519	6.43262
Length    0, alignments in bytes  0/ 0:	16.7985	6.43982	7.23242	6.42834	6.43604
Length    0, alignments in bytes  0/ 0:	12.8508	6.43689	7.2356	6.43018	6.4314
Length    1, alignments in bytes  0/ 0:	25.3556	8.04211	8.04077	6.42981	8.03491
Length    1, alignments in bytes  0/ 0:	25.4088	7.24341	8.04346	6.44568	8.04236
Length    1, alignments in bytes  0/ 1:	25.3185	7.24097	8.04041	6.42395	8.03589
Length    1, alignments in bytes  1/ 0:	25.3911	7.23315	8.04199	6.4292	6.6759
Length    2, alignments in bytes  0/ 0:	25.3616	8.03479	8.03979	8.19177	8.05249
Length    2, alignments in bytes  0/ 0:	25.3125	8.04626	8.05322	8.2135	8.04358
Length    2, alignments in bytes  0/ 2:	25.3326	8.03906	8.1084	8.1947	8.04602
Length    2, alignments in bytes  2/ 0:	25.3428	8.02966	8.03271	6.45068	8.06934
Length    3, alignments in bytes  0/ 0:	30.8823	7.23254	8.04724	6.43921	8.20166
Length    3, alignments in bytes  0/ 0:	30.6805	7.23865	8.04578	6.43726	8.18311
Length    3, alignments in bytes  0/ 3:	30.5469	7.24207	8.04553	6.43262	8.19629
Length    3, alignments in bytes  3/ 0:	30.7976	7.23413	8.03821	6.42773	10.4686
Length    4, alignments in bytes  0/ 0:	30.7825	24.8967	25.6764	7.41357	9.65991
Length    4, alignments in bytes  0/ 0:	30.9758	24.8876	25.6887	7.39795	10.4559
Length    4, alignments in bytes  0/ 4:	30.5341	24.8948	25.6793	7.40344	10.4506
Length    4, alignments in bytes  4/ 0:	25.5874	19.2898	20.087	6.43408	11.2754
Length    5, alignments in bytes  0/ 0:	30.6825	24.7202	25.652	10.9	11.8534
Length    5, alignments in bytes  0/ 0:	31.3214	23.6044	26.95	8.78735	11.8282
Length    5, alignments in bytes  0/ 5:	29.5768	24.8851	25.6414	8.04846	10.4716
Length    5, alignments in bytes  5/ 0:	35.0299	19.2709	20.0778	7.224	10.583
Length    6, alignments in bytes  0/ 0:	29.2909	24.913	25.6561	9.24036	14.4647
Length    6, alignments in bytes  0/ 0:	29.4038	24.8947	25.6804	9.25244	14.4647
Length    6, alignments in bytes  0/ 6:	29.3523	24.8936	25.6727	7.36182	14.4502
Length    6, alignments in bytes  6/ 0:	34.8495	19.2668	20.3157	6.43408	10.4606
Length    7, alignments in bytes  0/ 0:	27.6465	24.8856	25.6779	6.43237	14.4675
Length    7, alignments in bytes  0/ 0:	26.8781	24.8882	25.6866	6.43433	14.4664
