                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.1656	5.37646	5.3197	5.24292	5.23181
Length    0, alignments in bytes  0/ 0:	9.89368	5.3595	5.31702	5.24402	5.2384
Length    0, alignments in bytes  0/ 0:	9.83301	5.36523	5.31873	5.23547	5.23608
Length    0, alignments in bytes  0/ 0:	9.92041	5.38806	5.32434	5.23047	5.23926
Length    1, alignments in bytes  0/ 0:	10.1505	5.3551	5.31995	5.22888	5.24792
Length    1, alignments in bytes  0/ 0:	9.93982	5.89026	5.90405	5.24072	5.2439
Length    1, alignments in bytes  0/ 1:	9.64648	5.88745	5.31104	5.23425	5.23901
Length    1, alignments in bytes  1/ 0:	9.34424	5.37598	5.31836	5.23584	4.89819
Length    2, alignments in bytes  0/ 0:	9.62256	6.02625	6.02515	6.29773	7.85718
Length    2, alignments in bytes  0/ 0:	9.35645	6.41235	5.90686	6.11816	7.6759
Length    2, alignments in bytes  0/ 2:	9.21924	5.81897	5.82593	6.13562	7.66772
Length    2, alignments in bytes  2/ 0:	9.0791	5.11523	5.11658	5.11133	6.40857
Length    3, alignments in bytes  0/ 0:	9.68066	5.11743	6.89941	5.83582	8.24683
Length    3, alignments in bytes  0/ 0:	10.3022	4.86963	5.49048	5.60168	7.677
Length    3, alignments in bytes  0/ 3:	10.86	4.50757	5.12317	5.10925	7.68066
Length    3, alignments in bytes  3/ 0:	10.8636	4.62256	5.11743	5.11133	8.31848
Length    4, alignments in bytes  0/ 0:	10.8612	7.99036	8.00269	5.86206	8.3136
Length    4, alignments in bytes  0/ 0:	10.8607	7.98682	7.99695	5.87744	8.31763
Length    4, alignments in bytes  0/ 4:	10.8649	6.0448	6.12317	5.86304	8.31042
Length    4, alignments in bytes  4/ 0:	10.8591	5.11902	5.10974	5.11719	10.8688
Length    5, alignments in bytes  0/ 0:	10.8607	8.51013	8.172	6.79114	9.36438
Length    5, alignments in bytes  0/ 0:	11.1119	8.17468	8.17798	6.79993	9.33435
Length    5, alignments in bytes  0/ 5:	11.1132	6.19019	6.25269	5.97461	8.50488
Length    5, alignments in bytes  5/ 0:	11.111	5.23743	5.22876	5.23682	9.17163
Length    6, alignments in bytes  0/ 0:	11.1134	8.17102	8.17407	7.51331	11.7836
Length    6, alignments in bytes  0/ 0:	11.1132	8.17773	8.17896	7.50867	11.7749
Length    6, alignments in bytes  0/ 6:	11.1124	6.19202	6.25391	5.85339	11.7629
Length    6, alignments in bytes  6/ 0:	11.1115	5.96252	5.94202	5.23657	10.4805
Length    7, alignments in bytes  0/ 0:	9.96533	7.16724	7.05884	5.23352	11.7802
Length    7, alignments in bytes  0/ 0:	13.9163	7.51282	7.47253	5.49597	13.1561
Length    7, alignments in bytes  0/ 7:	11.6582	6.48633	6.56055	7.4093	12.5062
