                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   64, n   32, alignment  2/ 3:	10.5291	7.74409	7.72026	7.46507	10.1986
Length   32, n   64, alignment  3/ 2:	18.4354	10.2599	10.5439	12.7276	19.0437
Length   64, n   32, alignment  2/ 3:	10.5048	7.69456	7.67117	7.45702	10.3812
Length   16, n   16, alignment  6/ 6:	11.9941	7.72695	7.7493	6.85294	11.3424
Length   16, n   16, alignment  6/ 6:	11.8535	7.62961	7.53823	6.85289	11.2619
Length   16, n   16, alignment  6/ 4:	11.9446	7.73146	7.72962	6.8529	11.1317
Length   16, n   16, alignment  4/ 6:	11.747	7.6652	7.72679	6.92642	11.1278
Length   64, n  128, alignment  2/ 4:	16.451	14.1816	13.8874	16.0351	16.3566
Length  128, n   64, alignment  4/ 2:	13.7159	9.08875	10.4268	11.6789	12.8176
Length   64, n  128, alignment  2/ 4:	16.5021	14.1449	13.8407	15.8415	16.4143
Length  128, n   64, alignment  4/ 2:	12.8248	9.15176	10.3905	11.7002	12.881
Length   16, n   16, alignment  7/ 7:	11.9653	7.72686	7.73206	7.02427	11.4177
Length   16, n   16, alignment  7/ 7:	11.8175	7.72801	7.53822	6.88365	11.4304
Length   16, n   16, alignment  7/ 6:	11.9338	7.66581	7.56779	6.85289	11.277
Length   16, n   16, alignment  6/ 7:	12.1044	7.59406	7.53828	6.85291	11.3556
Length  128, n  256, alignment  1/ 6:	21.1853	17.4966	17.315	24.2585	20.8
Length  256, n  128, alignment  6/ 1:	16.1415	13.5168	13.2641	19.733	15.7396
Length  128, n  256, alignment  1/ 6:	21.4234	17.697	17.4635	24.546	21.5128
Length  256, n  128, alignment  6/ 1:	15.6617	13.5824	13.2297	19.7276	16.0099
Length    8, n   16, alignment  0/ 0:	14.3784	11.239	10.3898	11.6501	14.1229
Length   32, n   16, alignment  0/ 0:	11.65	6.85811	6.8532	6.8529	11.1534
Length    8, n   16, alignment  7/ 2:	14.7039	11.4419	11.4327	11.65	14.2196
Length   32, n   16, alignment  7/ 2:	11.6783	7.54592	7.53821	6.8529	11.2563
Length   16, n   32, alignment  0/ 0:	14.7227	9.80025	9.84108	11.7198	14.113
Length   64, n   32, alignment  0/ 0:	10.2377	7.70489	7.67463	6.85298	10.4584
Length   16, n   32, alignment  6/ 4:	15.1411	10.7807	10.7141	11.6548	14.2909
Length   64, n   32, alignment  6/ 4:	10.4053	7.76436	7.75161	6.85301	10.2957
Length   32, n   64, alignment  0/ 0:	14.8611	10.2602	10.5609	12.3198	16.0317
Length  128, n   64, alignment  0/ 0:	11.8871	8.40735	8.2236	9.29216	12.1002
Length   32, n   64, alignment  5/ 6:	17.497	11.7832	11.8673	13.2107	18.1015
Length  128, n   64, alignment  5/ 6:	12.5621	10.4458	10.3357	12.7255	13.5961
Length   64, n  128, alignment  0/ 0:	16.1131	13.383	13.706	14.8732	16.0491
Length  256, n  128, alignment  0/ 0:	14.7805	10.3218	9.89037	14.1373	15.1887
Length   64, n  128, alignment  4/ 0:	16.2611	13.6238	13.9212	16.2372	16.0035
Length  256, n  128, alignment  4/ 0:	15.1902	13.3137	12.2309	18.5747	15.0249
Length  128, n  256, alignment  0/ 0:	19.5076	16.0731	15.5474	23.1969	19.3534
Length  512, n  256, alignment  0/ 0:	18.3974	15.7082	14.9188	19.0015	18.372
Length  128, n  256, alignment  3/ 2:	22.1353	17.1953	16.8897	23.8527	22.2835
Length  512, n  256, alignment  3/ 2:	23.7941	20.9114	20.4856	23.4699	24.0757
Length  256, n  512, alignment  0/ 0:	27.4003	23.9822	23.533	28.8601	27.6501
Length 1024, n  512, alignment  0/ 0:	29.626	19.6737	20.2476	31.867	29.3192
Length  256, n  512, alignment  2/ 4:	29.895	26.7689	25.9534	30.188	29.6096
Length 1024, n  512, alignment  2/ 4:	31.3449	25.7848	26.6568	35.6142	31.4373
Length  512, n 1024, alignment  0/ 0:	45.1057	29.8498	28.4031	47.615	44.2283
Length 2048, n 1024, alignment  0/ 0:	47.3574	28.3769	29.5286	53.5544	47.8885
Length  512, n 1024, alignment  1/ 6:	54.5097	31.9739	29.3357	46.126	54.8275
Length 2048, n 1024, alignment  1/ 6:	49.1414	41.2504	36.2914	59.5327	51.0009
