                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   64, n   32, alignment  2/ 3:	10.43	7.72717	7.60988	7.46252	10.3942
Length   32, n   64, alignment  3/ 2:	18.3409	9.86787	10.4394	12.6879	18.2642
Length   64, n   32, alignment  2/ 3:	10.3281	7.7438	7.72074	7.4614	10.5323
Length   16, n   16, alignment  6/ 6:	11.9861	7.74368	7.73198	6.91402	11.0616
Length   16, n   16, alignment  6/ 6:	11.8463	7.74345	7.59934	6.8529	11.1836
Length   16, n   16, alignment  6/ 4:	11.8232	7.75427	7.65756	6.97799	11.3419
Length   16, n   16, alignment  4/ 6:	11.8798	7.64539	7.65835	6.8529	11.2506
Length   64, n  128, alignment  2/ 4:	16.2499	14.1506	13.8915	15.8708	15.8779
Length  128, n   64, alignment  4/ 2:	12.6112	9.13175	10.5569	11.6233	12.8326
Length   64, n  128, alignment  2/ 4:	16.4538	14.2721	13.791	15.9961	16.3015
Length  128, n   64, alignment  4/ 2:	12.7722	9.15312	10.5363	11.5956	12.5025
Length   16, n   16, alignment  7/ 7:	12.0756	7.72693	7.73195	7.02422	11.3344
Length   16, n   16, alignment  7/ 7:	11.9386	7.63809	7.70258	6.97663	11.2416
Length   16, n   16, alignment  7/ 6:	11.8595	7.77876	7.72678	6.89805	11.1211
Length   16, n   16, alignment  6/ 7:	11.8508	7.73223	7.73326	6.8529	11.0766
Length  128, n  256, alignment  1/ 6:	21.8635	17.5307	17.4719	24.7237	21.7018
Length  256, n  128, alignment  6/ 1:	15.7885	13.5835	13.2228	19.7183	16.279
Length  128, n  256, alignment  1/ 6:	22.0484	17.6553	17.4926	24.4231	21.0332
Length  256, n  128, alignment  6/ 1:	16.1351	13.5206	13.1573	19.6894	16.1222
Length    8, n   16, alignment  0/ 0:	14.3247	11.2564	10.3975	11.7795	14.1062
Length   32, n   16, alignment  0/ 0:	11.8214	6.91973	7.02456	6.92246	11.0658
Length    8, n   16, alignment  7/ 2:	14.3135	11.6089	11.564	11.6498	14.0732
Length   32, n   16, alignment  7/ 2:	11.8637	7.73181	7.59441	6.8529	11.2525
Length   16, n   32, alignment  0/ 0:	14.8433	9.94126	9.9653	11.6501	14.0775
Length   64, n   32, alignment  0/ 0:	10.4101	7.71991	7.6128	6.89201	10.3894
Length   16, n   32, alignment  6/ 4:	15.2345	10.7798	10.7136	11.6546	14.3639
Length   64, n   32, alignment  6/ 4:	10.424	7.73707	7.5929	6.94831	10.205
Length   32, n   64, alignment  0/ 0:	14.7269	10.4512	10.5367	12.2074	14.7374
Length  128, n   64, alignment  0/ 0:	14.046	8.31109	8.30346	9.44736	12.1098
Length   32, n   64, alignment  5/ 6:	16.9646	11.9413	11.7333	13.2123	16.6265
Length  128, n   64, alignment  5/ 6:	12.4497	10.551	10.5594	12.5431	12.8009
Length   64, n  128, alignment  0/ 0:	15.9806	13.3081	13.3522	15.0074	15.931
Length  256, n  128, alignment  0/ 0:	14.9215	10.5818	10.1451	14.1352	15.6096
Length   64, n  128, alignment  4/ 0:	15.9558	13.669	13.4426	16.2515	16.0386
Length  256, n  128, alignment  4/ 0:	14.9013	13.3169	12.2572	18.6045	15.6008
Length  128, n  256, alignment  0/ 0:	19.7117	16.2853	15.6746	23.1942	18.7719
Length  512, n  256, alignment  0/ 0:	18.3815	15.6307	14.8965	18.9537	18.7031
Length  128, n  256, alignment  3/ 2:	22.0745	17.1983	16.9116	23.841	22.6534
Length  512, n  256, alignment  3/ 2:	23.4311	20.9612	20.6117	23.4221	24.0562
Length  256, n  512, alignment  0/ 0:	27.1271	24.0272	23.5319	28.8316	27.7705
Length 1024, n  512, alignment  0/ 0:	29.0473	19.458	19.9515	31.7565	29.3697
Length  256, n  512, alignment  2/ 4:	29.5723	26.8267	25.9581	30.4832	29.4245
Length 1024, n  512, alignment  2/ 4:	31.3938	26.0083	26.7996	35.0702	31.4764
Length  512, n 1024, alignment  0/ 0:	45.5017	29.9866	27.9318	47.0299	44.027
Length 2048, n 1024, alignment  0/ 0:	47.203	28.3662	29.7271	59.3046	47.4102
Length  512, n 1024, alignment  1/ 6:	54.6225	32.1533	29.6008	46.642	55.1069
Length 2048, n 1024, alignment  1/ 6:	49.0548	41.5063	36.3255	57.888	51.2774
