                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length    8, n   16, alignment  5/ 6:	14.1872	11.1121	10.1712	11.65	14.3144
Length   16, n    8, alignment  6/ 5:	11.3238	8.26491	7.53844	6.85783	11.5
Length   16, n   16, alignment  4/ 4:	11.6663	7.5383	7.54682	6.85294	11.174
Length   16, n   16, alignment  4/ 4:	11.6636	7.61555	7.622	6.86757	11.3758
Length   16, n   16, alignment  4/ 0:	11.8276	7.68072	7.68597	6.8529	11.1793
Length   16, n   16, alignment  0/ 4:	11.8139	7.61584	7.61534	6.88225	11.2844
Length   16, n   32, alignment  4/ 0:	15.2926	10.6493	10.536	11.6547	14.2839
Length   32, n   16, alignment  0/ 4:	11.6765	7.03561	7.02434	6.90294	11.4775
Length   16, n   32, alignment  4/ 0:	14.9501	10.543	10.5409	11.7978	14.1874
Length   32, n   16, alignment  0/ 4:	11.9322	7.00959	6.85808	6.97096	11.2541
Length   16, n   16, alignment  5/ 5:	11.7983	7.54296	7.65569	6.85292	11.2073
Length   16, n   16, alignment  5/ 5:	11.9048	7.73419	7.78232	6.92742	11.3093
Length   16, n   16, alignment  5/ 2:	11.9346	7.67744	7.53841	6.87055	11.2498
Length   16, n   16, alignment  2/ 5:	11.9611	7.62864	7.72692	7.02777	11.4401
Length   32, n   64, alignment  3/ 2:	18.6201	10.5103	11.1504	12.5501	18.8129
Length   64, n   32, alignment  2/ 3:	10.5178	7.72739	7.61886	7.57288	10.3461
Length   32, n   64, alignment  3/ 2:	19.0264	10.5523	10.9693	12.5565	19.1703
Length   64, n   32, alignment  2/ 3:	10.658	7.66928	7.53842	7.65515	10.5001
Length   16, n   16, alignment  6/ 6:	11.9642	7.73226	7.59531	6.91342	11.2503
Length   16, n   16, alignment  6/ 6:	11.9738	7.64192	7.53834	6.85782	11.5207
Length   16, n   16, alignment  6/ 4:	11.8218	7.67044	7.65816	6.85296	11.3489
Length   16, n   16, alignment  4/ 6:	11.8277	7.72663	7.73161	6.99136	11.0405
Length   64, n  128, alignment  2/ 4:	16.1274	14.1721	13.6688	16.0941	16.4117
Length  128, n   64, alignment  4/ 2:	13.1907	9.16903	10.4454	11.5927	13.3534
Length   64, n  128, alignment  2/ 4:	16.3263	14.1128	14.019	16.1156	17.3064
Length  128, n   64, alignment  4/ 2:	13.7441	9.15448	10.3826	11.7651	13.0725
Length   16, n   16, alignment  7/ 7:	11.964	7.72696	7.72527	6.85794	11.5332
Length   16, n   16, alignment  7/ 7:	11.8325	7.7069	7.54355	6.96689	11.3707
Length   16, n   16, alignment  7/ 6:	11.8014	7.66688	7.73539	6.97885	11.1701
Length   16, n   16, alignment  6/ 7:	11.972	7.58165	7.64446	6.91052	11.2158
Length  128, n  256, alignment  1/ 6:	21.8229	17.6574	17.3483	24.3689	22.0382
Length  256, n  128, alignment  6/ 1:	16.2924	13.5812	12.9062	19.689	16.3997
Length  128, n  256, alignment  1/ 6:	21.3079	17.6575	17.4443	24.9088	21.7005
Length  256, n  128, alignment  6/ 1:	15.82	13.4817	13.2697	19.6775	16.4033
Length    8, n   16, alignment  0/ 0:	14.3525	11.26	10.3953	11.9312	14.1952
Length   32, n   16, alignment  0/ 0:	11.7756	6.9856	6.94481	6.91538	11.1832
Length    8, n   16, alignment  7/ 2:	14.5644	11.5238	11.4264	11.6627	14.3414
Length   32, n   16, alignment  7/ 2:	11.6889	7.71308	7.53832	6.85299	11.0861
Length   16, n   32, alignment  0/ 0:	14.8133	9.93689	9.85598	11.655	14.1882
Length   64, n   32, alignment  0/ 0:	11.2128	7.70202	7.65812	6.97344	10.2299
Length   16, n   32, alignment  6/ 4:	15.2918	10.7878	10.7972	11.7205	14.2093
Length   64, n   32, alignment  6/ 4:	10.3542	7.74339	7.59174	6.85303	10.3911
Length   32, n   64, alignment  0/ 0:	14.7132	10.1089	10.9179	12.1845	15.0321
Length  128, n   64, alignment  0/ 0:	11.9483	8.47195	8.43436	9.49333	12.5019
Length   32, n   64, alignment  5/ 6:	18.199	11.7735	11.8202	13.1807	18.1763
Length  128, n   64, alignment  5/ 6:	12.294	10.5516	10.3419	12.52	12.6417
Length   64, n  128, alignment  0/ 0:	16.0553	13.2894	13.8577	14.7919	15.947
Length  256, n  128, alignment  0/ 0:	15.7662	10.5442	10.5365	14.1514	16.088
Length   64, n  128, alignment  4/ 0:	15.9834	13.6485	13.4883	16.1246	15.7802
Length  256, n  128, alignment  4/ 0:	15.5635	13.3342	12.2624	18.5981	15.9701
Length  128, n  256, alignment  0/ 0:	19.7147	16.0697	15.5673	23.1767	19.5392
Length  512, n  256, alignment  0/ 0:	18.1781	15.6506	14.9364	18.5833	18.9822
Length  128, n  256, alignment  3/ 2:	22.163	17.4914	16.8647	23.835	22.1376
Length  512, n  256, alignment  3/ 2:	23.9421	20.8852	20.494	23.3843	23.8082
Length  256, n  512, alignment  0/ 0:	27.557	23.9867	23.5285	29.111	27.4386
Length 1024, n  512, alignment  0/ 0:	31.4754	19.7609	20.344	31.3563	31.7374
Length  256, n  512, alignment  2/ 4:	31.3735	26.6699	25.9769	30.3742	30.3434
Length 1024, n  512, alignment  2/ 4:	35.0597	25.8552	26.8196	35.8286	35.6684
Length  512, n 1024, alignment  0/ 0:	45.2116	30.9306	28.4384	46.2552	44.6781
Length 2048, n 1024, alignment  0/ 0:	48.6067	28.4247	30.2375	58.3029	48.2337
Length  512, n 1024, alignment  1/ 6:	55.7012	33.8886	31.4643	49.3466	55.9294
Length 2048, n 1024, alignment  1/ 6:	50.3517	40.7009	36.4199	58.9077	52.7295
