                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	11.4553	7.38988	8.35264	6.69934	11.356
Length   16, n   16, alignment  1/ 1:	11.6708	7.79732	7.75556	6.96516	11.3265
Length   16, n   16, alignment  1/ 2:	11.6758	7.86305	7.53832	6.97981	11.3971
Length   16, n   16, alignment  2/ 1:	11.8484	7.74497	7.65758	6.88133	11.4836
Length    2, n    4, alignment  7/ 2:	13.7573	11.239	11.7815	11.4548	13.4284
Length    4, n    2, alignment  2/ 7:	10.9671	8.14084	8.20033	6.76239	10.9375
Length    2, n    4, alignment  7/ 2:	13.1786	10.9649	11.6715	11.6501	13.2059
Length    4, n    2, alignment  2/ 7:	11.4534	7.54313	8.22369	6.70006	10.9936
Length   16, n   16, alignment  2/ 2:	11.6791	7.53835	7.53839	6.85797	11.413
Length   16, n   16, alignment  2/ 2:	11.8586	7.72683	7.63036	6.85797	11.3453
Length   16, n   16, alignment  2/ 4:	11.8565	7.62675	7.53825	6.9259	11.3604
Length   16, n   16, alignment  4/ 2:	11.9908	7.6285	7.66008	6.86575	11.5027
Length    4, n    8, alignment  6/ 4:	15.6009	12.1166	12.0255	11.7092	14.3985
Length    8, n    4, alignment  4/ 6:	11.278	7.74405	8.35663	6.85303	11.286
Length    4, n    8, alignment  6/ 4:	14.4565	12.0391	11.949	11.6969	14.1225
Length    8, n    4, alignment  4/ 6:	11.0336	7.60844	8.30198	6.85422	11.2493
Length   16, n   16, alignment  3/ 3:	11.9634	7.5814	7.62283	6.91991	11.1551
Length   16, n   16, alignment  3/ 3:	11.8312	7.64594	7.53828	6.85293	11.1036
Length   16, n   16, alignment  3/ 6:	11.9522	7.72664	7.68114	6.85758	11.4199
Length   16, n   16, alignment  6/ 3:	11.948	7.53831	7.55391	6.99685	11.2385
Length    8, n   16, alignment  5/ 6:	14.7987	10.9647	10.1732	11.6503	14.0368
Length   16, n    8, alignment  6/ 5:	11.1067	8.33095	7.73999	6.85813	11.3791
