                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	11.6294	7.56549	8.04591	6.80585	11.1845
Length   16, n   16, alignment  1/ 1:	11.7913	7.53824	7.621	7.15317	11.3756
Length   16, n   16, alignment  1/ 2:	12.0777	7.72687	7.79064	7.07849	11.8456
Length   16, n   16, alignment  2/ 1:	11.8113	7.72848	7.83721	6.85295	11.4106
Length    2, n    4, alignment  7/ 2:	14.4047	11.6097	12.4371	11.6793	13.8264
Length    4, n    2, alignment  2/ 7:	11.2512	7.64097	8.22375	6.853	11.5492
Length    2, n    4, alignment  7/ 2:	13.1598	10.9925	11.6642	11.5994	14.4551
Length    4, n    2, alignment  2/ 7:	10.8206	7.6633	8.22375	6.85303	11.0682
Length   16, n   16, alignment  2/ 2:	11.6712	7.54364	7.55546	6.85302	11.1663
Length   16, n   16, alignment  2/ 2:	11.8231	7.67259	7.72527	6.93245	11.33
Length   16, n   16, alignment  2/ 4:	12.0068	7.7441	7.64254	7.02024	11.3572
Length   16, n   16, alignment  4/ 2:	12.0137	7.72669	7.67361	6.85781	11.3669
Length    4, n    8, alignment  6/ 4:	14.386	12.0681	11.9614	11.6548	14.0966
Length    8, n    4, alignment  4/ 6:	11.1629	7.60053	8.28259	7.00191	11.514
Length    4, n    8, alignment  6/ 4:	14.1629	12.1399	11.9621	11.6547	14.088
Length    8, n    4, alignment  4/ 6:	11.299	7.67334	8.41163	6.95674	11.2631
Length   16, n   16, alignment  3/ 3:	11.841	7.71408	7.54363	6.8703	11.3141
Length   16, n   16, alignment  3/ 3:	11.9081	7.73241	7.56716	6.96763	11.3936
Length   16, n   16, alignment  3/ 6:	11.9885	7.67223	7.53822	6.85299	11.3382
Length   16, n   16, alignment  6/ 3:	11.9633	7.73195	7.63433	7.09105	11.4828
Length    8, n   16, alignment  5/ 6:	14.95	11.2012	10.3346	11.6501	14.0641
Length   16, n    8, alignment  6/ 5:	11.0875	8.38363	7.67341	6.90873	11.4594
Length    8, n   16, alignment  5/ 6:	14.0599	11.2389	10.1889	11.65	14.1484
Length   16, n    8, alignment  6/ 5:	11.3779	8.42917	7.72685	6.92265	11.1042
Length   16, n   16, alignment  4/ 4:	11.8314	7.74405	7.63206	7.02938	11.2952
Length   16, n   16, alignment  4/ 4:	11.8759	7.69059	7.63556	7.02743	11.3104
Length   16, n   16, alignment  4/ 0:	11.9464	7.72677	7.6083	7.02427	11.4876
Length   16, n   16, alignment  0/ 4:	11.8085	7.73878	7.54347	6.96877	11.196
