                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.88	5.94202	5.87219	5.78259	5.76941
Length    0, alignments in bytes  0/ 0:	10.9607	5.93262	5.86646	5.77478	5.78381
Length    0, alignments in bytes  0/ 0:	10.9468	5.91528	5.86304	5.77148	5.76782
Length    0, alignments in bytes  0/ 0:	11.2156	5.24402	5.19067	5.12048	5.10974
Length    1, alignments in bytes  0/ 0:	9.82996	5.24597	5.19983	5.12146	5.11853
Length    1, alignments in bytes  0/ 0:	9.8125	5.76599	5.19116	5.12488	5.11877
Length    1, alignments in bytes  0/ 1:	9.46106	5.24939	5.18555	5.12073	5.1145
Length    1, alignments in bytes  1/ 0:	9.27026	5.75903	5.19812	5.11597	4.85071
Length    2, alignments in bytes  0/ 0:	10.7454	6.52759	6.33557	6.60046	6.8717
Length    2, alignments in bytes  0/ 0:	10.4742	5.88806	5.89465	6.15564	6.40112
Length    2, alignments in bytes  0/ 2:	9.32202	5.82788	5.83972	6.11597	6.40015
Length    2, alignments in bytes  2/ 0:	9.17078	5.11023	5.12158	5.11108	6.41309
Length    3, alignments in bytes  0/ 0:	9.59253	4.52063	5.12561	5.11108	6.40808
Length    3, alignments in bytes  0/ 0:	9.62634	5.12097	5.12537	5.12219	6.40259
Length    3, alignments in bytes  0/ 3:	9.69922	5.12292	5.11328	5.12024	6.39148
Length    3, alignments in bytes  3/ 0:	9.58569	5.12512	5.11243	5.11902	8.31702
Length    4, alignments in bytes  0/ 0:	9.59827	7.99097	7.99768	5.86792	8.31311
Length    4, alignments in bytes  0/ 0:	9.63953	7.98901	7.99829	5.87659	7.67419
Length    4, alignments in bytes  0/ 4:	9.60999	6.05505	6.10437	5.8645	8.31409
Length    4, alignments in bytes  4/ 0:	9.58301	5.11243	5.1239	5.10657	8.00415
Length    5, alignments in bytes  0/ 0:	9.58997	7.98889	7.9917	6.63184	9.13782
Length    5, alignments in bytes  0/ 0:	9.69604	7.99146	7.99097	6.63647	9.1051
Length    5, alignments in bytes  0/ 5:	9.59705	6.05359	6.1106	5.83557	8.30737
Length    5, alignments in bytes  5/ 0:	9.58276	5.10925	5.12024	5.10706	8.32471
Length    6, alignments in bytes  0/ 0:	9.65869	7.98767	7.9873	7.33276	11.5186
Length    6, alignments in bytes  0/ 0:	10.2098	8.16492	8.18213	7.51355	11.7769
Length    6, alignments in bytes  0/ 6:	9.80859	6.18811	6.23389	5.86523	11.769
Length    6, alignments in bytes  6/ 0:	9.80676	5.22791	5.2395	5.22681	9.16382
Length    7, alignments in bytes  0/ 0:	10.1763	7.16528	7.05359	5.23083	12.4708
Length    7, alignments in bytes  0/ 0:	10.6924	7.16553	7.09473	5.23352	11.7758
Length    7, alignments in bytes  0/ 7:	9.90564	6.19202	6.24329	6.95557	13.203
Length    7, alignments in bytes  7/ 0:	10.3582	5.4823	6.32288	5.48303	12.3689
Length    8, alignments in bytes  0/ 0:	10.402	8.87354	8.72083	6.01184	6.56604
Length    8, alignments in bytes  0/ 0:	9.87524	9.48291	8.90393	6.70703	5.5481
Length    8, alignments in bytes  0/ 0:	10.9032	8.7998	9.03296	6.00732	5.27588
Length    8, alignments in bytes  0/ 0:	10.3574	9.79382	8.17664	6.01099	5.89771
Length    9, alignments in bytes  0/ 0:	10.7891	8.53564	8.1814	6.78784	6.79602
Length    9, alignments in bytes  0/ 0:	10.4082	9.20544	8.60059	7.72217	9.04358
