                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	28.953	23.5329	24.6142	22.2539	27.5613
Length    4/   4, alignment  0/ 0, N    2:	27.33	23.5322	24.5991	22.2534	27.6068
Length    4/   4, alignment  4/ 0, N    2:	28.607	24.7698	26.0912	23.9903	31.196
Length    8/   8, alignment  0/ 0, N    2:	28.4406	22.9986	23.6282	21.9963	26.8929
Length    8/   8, alignment  0/ 0, N    2:	26.9733	22.9991	23.6277	22.1712	26.9875
Length   16/  16, alignment  0/ 0, N    2:	26.8117	22.9987	24.052	22.4902	26.9406
Length   16/  16, alignment  7/ 2, N    2:	26.1872	22.4879	23.102	21.961	26.2776
Length   16/   4, alignment  0/ 0, N    2:	26.1585	22.8223	25.8806	70.5405	29.2341
Length   16/   4, alignment  7/ 2, N    2:	32.1276	26.1327	23.6907	21.3753	28.7387
Length   32/  32, alignment  0/ 0, N    2:	25.605	23.1025	24.2738	21.856	26.3955
Length   32/  32, alignment  6/ 4, N    2:	25.8936	23.1078	23.7281	21.8536	25.8448
Length   32/   8, alignment  0/ 0, N    2:	26.9487	22.9895	23.6288	21.7485	26.9113
Length   32/   8, alignment  6/ 4, N    2:	26.929	22.9878	23.6288	22.1564	26.9529
Length   64/  64, alignment  0/ 0, N    2:	26.1976	23.6687	24.3028	22.3556	26.1925
Length   64/  64, alignment  5/ 6, N    2:	26.1872	23.6682	24.302	22.3535	26.2083
Length   64/  16, alignment  0/ 0, N    2:	26.9734	22.9902	25.1779	22.4904	26.9278
Length   64/  16, alignment  5/ 6, N    2:	26.9358	22.991	23.6274	22.3036	26.3404
Length  128/ 128, alignment  0/ 0, N    2:	25.6094	23.1053	23.7308	21.8575	25.6178
Length  128/ 128, alignment  4/ 0, N    2:	25.6031	23.2599	23.7289	22.1403	26.186
Length  128/  32, alignment  0/ 0, N    2:	26.1862	24.5784	25.4962	23.3427	26.1871
Length  128/  32, alignment  4/ 0, N    2:	26.7428	23.6282	24.2664	22.3519	26.6104
Length  256/ 256, alignment  0/ 0, N    2:	31.7903	23.6364	24.2804	22.6375	29.3747
Length  256/ 256, alignment  3/ 2, N    2:	29.5834	23.6336	24.2781	23.0156	30.3983
Length  256/  64, alignment  0/ 0, N    2:	26.8031	24.2185	24.8668	24.0357	26.7992
Length  256/  64, alignment  3/ 2, N    2:	26.8148	24.332	24.8672	22.8712	26.8185
Length  512/ 512, alignment  0/ 0, N    2:	30.8286	24.64	25.18	32.9828	30.5288
Length  512/ 512, alignment  2/ 4, N    2:	32.0073	24.8928	25.175	32.9532	31.0164
Length  512/ 128, alignment  0/ 0, N    2:	26.7935	24.1784	24.8333	22.8724	26.7958
Length  512/ 128, alignment  2/ 4, N    2:	26.8795	24.1772	24.8324	23.2974	27.2061
Length 1024/1024, alignment  0/ 0, N    2:	36.9586	35.7301	32.9281	46.1511	36.9718
Length 1024/1024, alignment  1/ 6, N    2:	36.6417	34.9962	32.894	47.1364	37.0483
Length 1024/ 256, alignment  0/ 0, N    2:	30.9646	24.7586	25.4332	23.7247	30.8638
Length 1024/ 256, alignment  1/ 6, N    2:	30.7861	24.759	25.431	23.8057	30.9359
Length   16/   1, alignment  1/ 2, N    2:	28.8667	24.0966	24.7548	22.7539	28.2563
Length   16/   1, alignment  2/ 1, N    2:	28.1715	23.537	24.1776	22.2431	27.5733
Length   16/  10, alignment  1/ 1, N    2:	27.5079	23.5314	24.2863	22.7647	27.8446
Length   32/   1, alignment  2/ 4, N    2:	27.611	22.9883	23.6287	21.7491	26.9075
Length   32/   1, alignment  4/ 2, N    2:	29.3761	22.9899	23.6288	21.739	29.3806
Length   32/  10, alignment  2/ 2, N    2:	26.9039	22.9897	24.5915	21.7518	26.9534
Length   64/   1, alignment  3/ 6, N    2:	26.6721	22.9907	23.6277	21.7429	26.7169
Length   64/   1, alignment  6/ 3, N    2:	29.3795	22.9876	23.628	21.7477	29.3247
Length   64/  10, alignment  3/ 3, N    2:	26.2346	22.4785	23.1021	21.6335	26.7095
Length  128/   1, alignment  4/ 0, N    2:	25.5466	22.9884	23.6272	21.7146	25.5463
Length  128/   1, alignment  0/ 4, N    2:	26.6443	22.4777	23.103	21.2361	26.2296
Length  128/  10, alignment  4/ 4, N    2:	26.264	22.4778	23.104	21.268	26.2412
Length  256/   1, alignment  5/ 2, N    2:	28.7234	22.48	23.1015	21.2667	28.7279
Length  256/   1, alignment  2/ 5, N    2:	26.1035	22.4766	23.1041	21.6729	26.9196
Length  256/  10, alignment  5/ 5, N    2:	26.7701	22.9905	23.6276	21.7184	26.812
Length  512/   1, alignment  6/ 4, N    2:	29.3775	22.9879	23.7245	21.2558	28.7274
Length  512/   1, alignment  4/ 6, N    2:	26.1072	22.4767	23.1042	21.3679	26.3481
Length  512/  10, alignment  6/ 6, N    2:	26.8395	22.9876	23.6277	21.7185	26.8894
Length 1024/   1, alignment  7/ 6, N    2:	26.6625	22.9891	23.6286	21.739	26.8336
Length 1024/   1, alignment  6/ 7, N    2:	26.7538	22.9904	23.696	21.7195	26.5612
Length 1024/  10, alignment  7/ 7, N    2:	26.0774	22.4786	23.3216	21.7432	26.8329
Length    2/   2, alignment  0/ 2, N    8:	26.7695	23.0013	23.6357	21.7185	26.8298
Length    4/   4, alignment  0/ 0, N    8:	26.4006	28.1681	28.7452	21.7195	26.4854
Length    4/   4, alignment  4/ 0, N    8:	26.3864	27.9713	28.1064	21.2376	25.9139
Length    8/   8, alignment  0/ 0, N    8:	25.1826	23.1204	23.9235	21.3014	25.3029
Length    8/   8, alignment  0/ 0, N    8:	25.1783	23.1213	24.4124	21.7809	25.811
Length   16/  16, alignment  0/ 0, N    8:	25.7532	23.6439	24.4669	22.3615	25.7728
Length   16/  16, alignment  7/ 2, N    8:	25.7418	23.6458	24.465	22.4606	25.8811
Length   16/   4, alignment  0/ 0, N    8:	25.7494	23.6464	24.4644	21.7247	25.7342
